[2023-02-17 11:04:53] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-17 11:04:53] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR10_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.99
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.01
- args.num_data_factor    : 1.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR10_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.990_b2-0.999_wd-0.0030_eps-1e-1_rho-0.0100_factor-1.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-17 11:04:59] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-17 11:06:10] [Epoch     1/  200] trn/loss 1.908e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 4.550e-01, val/nll 1.499e+00 (best_acc: 0.000e+00 -> 4.550e-01, test_acc: 4.449e-01, test_nll: 1.507e+00)
[2023-02-17 11:06:18] [Epoch     2/  200] trn/loss 1.417e+00, trn/lr 3.000e+00, trn/scale 8.098e-01, val/acc 4.112e-01, val/nll 1.655e+00
[2023-02-17 11:06:27] [Epoch     3/  200] trn/loss 1.187e+00, trn/lr 2.999e+00, trn/scale 7.053e-01, val/acc 2.867e-01, val/nll 2.229e+00
[2023-02-17 11:06:35] [Epoch     4/  200] trn/loss 1.168e+00, trn/lr 2.998e+00, trn/scale 6.162e-01, val/acc 3.777e-01, val/nll 3.036e+00
[2023-02-17 11:06:44] [Epoch     5/  200] trn/loss 1.126e+00, trn/lr 2.996e+00, trn/scale 5.404e-01, val/acc 5.091e-01, val/nll 1.488e+00 (best_acc: 4.550e-01 -> 5.091e-01, test_acc: 5.057e-01, test_nll: 1.502e+00)
[2023-02-17 11:06:52] [Epoch     6/  200] trn/loss 1.105e+00, trn/lr 2.994e+00, trn/scale 4.757e-01, val/acc 4.603e-01, val/nll 2.201e+00
[2023-02-17 11:07:01] [Epoch     7/  200] trn/loss 1.122e+00, trn/lr 2.992e+00, trn/scale 4.206e-01, val/acc 3.756e-01, val/nll 2.038e+00
[2023-02-17 11:07:09] [Epoch     8/  200] trn/loss 1.124e+00, trn/lr 2.990e+00, trn/scale 3.737e-01, val/acc 4.090e-01, val/nll 1.878e+00
[2023-02-17 11:07:17] [Epoch     9/  200] trn/loss 1.168e+00, trn/lr 2.987e+00, trn/scale 3.337e-01, val/acc 2.235e-01, val/nll 4.599e+00
[2023-02-17 11:07:25] [Epoch    10/  200] trn/loss 1.206e+00, trn/lr 2.983e+00, trn/scale 2.996e-01, val/acc 4.217e-01, val/nll 1.683e+00
[2023-02-17 11:07:34] [Epoch    11/  200] trn/loss 1.266e+00, trn/lr 2.980e+00, trn/scale 2.705e-01, val/acc 2.532e-01, val/nll 3.661e+00
[2023-02-17 11:07:42] [Epoch    12/  200] trn/loss 1.322e+00, trn/lr 2.976e+00, trn/scale 2.458e-01, val/acc 3.108e-01, val/nll 2.877e+00
[2023-02-17 11:07:50] [Epoch    13/  200] trn/loss 1.340e+00, trn/lr 2.971e+00, trn/scale 2.247e-01, val/acc 2.403e-01, val/nll 2.276e+00
[2023-02-17 11:07:58] [Epoch    14/  200] trn/loss 1.422e+00, trn/lr 2.966e+00, trn/scale 2.067e-01, val/acc 2.448e-01, val/nll 3.971e+00
