[2023-02-05 18:54:22] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 18:54:22] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.97_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 18:54:27] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 18:55:10] [Epoch     1/  500] trn/posterior_energy  1.135e+06, trn/neg_log_likelihood  9.126e+04, trn/neg_log_prior  1.044e+06, trn/lr  1.000e-06, val/acc 2.577e-01, val/nll 1.990e+00 (best_acc: 0.000e+00 -> 2.577e-01, test_acc: 2.675e-01, test_nll: 1.983e+00)
[2023-02-05 18:55:25] [Epoch     2/  500] trn/posterior_energy  1.112e+06, trn/neg_log_likelihood  7.875e+04, trn/neg_log_prior  1.033e+06, trn/lr  1.000e-06, val/acc 3.419e-01, val/nll 1.779e+00 (best_acc: 2.577e-01 -> 3.419e-01, test_acc: 3.483e-01, test_nll: 1.767e+00)
[2023-02-05 18:55:37] [Epoch     3/  500] trn/posterior_energy  1.096e+06, trn/neg_log_likelihood  7.041e+04, trn/neg_log_prior  1.025e+06, trn/lr  9.999e-07, val/acc 3.259e-01, val/nll 1.789e+00
[2023-02-05 18:55:51] [Epoch     4/  500] trn/posterior_energy  1.083e+06, trn/neg_log_likelihood  6.258e+04, trn/neg_log_prior  1.020e+06, trn/lr  9.999e-07, val/acc 4.696e-01, val/nll 1.441e+00 (best_acc: 3.419e-01 -> 4.696e-01, test_acc: 4.794e-01, test_nll: 1.433e+00)
[2023-02-05 18:56:05] [Epoch     5/  500] trn/posterior_energy  1.074e+06, trn/neg_log_likelihood  5.678e+04, trn/neg_log_prior  1.017e+06, trn/lr  9.998e-07, val/acc 4.944e-01, val/nll 1.366e+00 (best_acc: 4.696e-01 -> 4.944e-01, test_acc: 4.942e-01, test_nll: 1.365e+00)
[2023-02-05 18:56:19] [Epoch     6/  500] trn/posterior_energy  1.067e+06, trn/neg_log_likelihood  5.180e+04, trn/neg_log_prior  1.015e+06, trn/lr  9.997e-07, val/acc 5.905e-01, val/nll 1.115e+00 (best_acc: 4.944e-01 -> 5.905e-01, test_acc: 5.994e-01, test_nll: 1.114e+00)
[2023-02-05 18:56:33] [Epoch     7/  500] trn/posterior_energy  1.060e+06, trn/neg_log_likelihood  4.544e+04, trn/neg_log_prior  1.015e+06, trn/lr  9.996e-07, val/acc 6.368e-01, val/nll 1.024e+00 (best_acc: 5.905e-01 -> 6.368e-01, test_acc: 6.369e-01, test_nll: 1.039e+00)
[2023-02-05 18:56:47] [Epoch     8/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  3.889e+04, trn/neg_log_prior  1.015e+06, trn/lr  9.994e-07, val/acc 6.643e-01, val/nll 9.688e-01 (best_acc: 6.368e-01 -> 6.643e-01, test_acc: 6.645e-01, test_nll: 9.627e-01)
[2023-02-05 18:57:01] [Epoch     9/  500] trn/posterior_energy  1.050e+06, trn/neg_log_likelihood  3.458e+04, trn/neg_log_prior  1.015e+06, trn/lr  9.993e-07, val/acc 6.808e-01, val/nll 9.164e-01 (best_acc: 6.643e-01 -> 6.808e-01, test_acc: 6.829e-01, test_nll: 9.132e-01)
[2023-02-05 18:57:15] [Epoch    10/  500] trn/posterior_energy  1.048e+06, trn/neg_log_likelihood  3.185e+04, trn/neg_log_prior  1.016e+06, trn/lr  9.991e-07, val/acc 7.169e-01, val/nll 8.075e-01 (best_acc: 6.808e-01 -> 7.169e-01, test_acc: 7.123e-01, test_nll: 8.138e-01)
[2023-02-05 18:57:26] [Epoch    11/  500] trn/posterior_energy  1.044e+06, trn/neg_log_likelihood  2.785e+04, trn/neg_log_prior  1.016e+06, trn/lr  9.989e-07, val/acc 7.139e-01, val/nll 8.278e-01
[2023-02-05 18:57:40] [Epoch    12/  500] trn/posterior_energy  1.043e+06, trn/neg_log_likelihood  2.611e+04, trn/neg_log_prior  1.017e+06, trn/lr  9.987e-07, val/acc 7.415e-01, val/nll 7.269e-01 (best_acc: 7.169e-01 -> 7.415e-01, test_acc: 7.408e-01, test_nll: 7.433e-01)
[2023-02-05 18:57:53] [Epoch    13/  500] trn/posterior_energy  1.041e+06, trn/neg_log_likelihood  2.360e+04, trn/neg_log_prior  1.018e+06, trn/lr  9.985e-07, val/acc 7.812e-01, val/nll 6.521e-01 (best_acc: 7.415e-01 -> 7.812e-01, test_acc: 7.762e-01, test_nll: 6.585e-01)
[2023-02-05 18:58:05] [Epoch    14/  500] trn/posterior_energy  1.040e+06, trn/neg_log_likelihood  2.205e+04, trn/neg_log_prior  1.018e+06, trn/lr  9.982e-07, val/acc 7.800e-01, val/nll 6.400e-01
[2023-02-05 18:58:17] [Epoch    15/  500] trn/posterior_energy  1.040e+06, trn/neg_log_likelihood  2.069e+04, trn/neg_log_prior  1.019e+06, trn/lr  9.979e-07, val/acc 7.409e-01, val/nll 7.428e-01
[2023-02-05 18:58:29] [Epoch    16/  500] trn/posterior_energy  1.039e+06, trn/neg_log_likelihood  1.937e+04, trn/neg_log_prior  1.020e+06, trn/lr  9.976e-07, val/acc 7.610e-01, val/nll 7.100e-01
[2023-02-05 18:58:42] [Epoch    17/  500] trn/posterior_energy  1.039e+06, trn/neg_log_likelihood  1.804e+04, trn/neg_log_prior  1.021e+06, trn/lr  9.973e-07, val/acc 7.604e-01, val/nll 7.319e-01
[2023-02-05 18:58:56] [Epoch    18/  500] trn/posterior_energy  1.039e+06, trn/neg_log_likelihood  1.782e+04, trn/neg_log_prior  1.021e+06, trn/lr  9.970e-07, val/acc 7.894e-01, val/nll 6.204e-01 (best_acc: 7.812e-01 -> 7.894e-01, test_acc: 7.852e-01, test_nll: 6.357e-01)
[2023-02-05 18:59:10] [Epoch    19/  500] trn/posterior_energy  1.038e+06, trn/neg_log_likelihood  1.568e+04, trn/neg_log_prior  1.022e+06, trn/lr  9.966e-07, val/acc 7.983e-01, val/nll 5.887e-01 (best_acc: 7.894e-01 -> 7.983e-01, test_acc: 7.997e-01, test_nll: 6.003e-01)
[2023-02-05 18:59:22] [Epoch    20/  500] trn/posterior_energy  1.038e+06, trn/neg_log_likelihood  1.583e+04, trn/neg_log_prior  1.022e+06, trn/lr  9.963e-07, val/acc 7.850e-01, val/nll 6.414e-01
[2023-02-05 18:59:34] [Epoch    21/  500] trn/posterior_energy  1.038e+06, trn/neg_log_likelihood  1.498e+04, trn/neg_log_prior  1.023e+06, trn/lr  9.959e-07, val/acc 7.860e-01, val/nll 6.459e-01
[2023-02-05 18:59:46] [Epoch    22/  500] trn/posterior_energy  1.037e+06, trn/neg_log_likelihood  1.370e+04, trn/neg_log_prior  1.024e+06, trn/lr  9.954e-07, val/acc 7.834e-01, val/nll 6.496e-01
[2023-02-05 18:59:58] [Epoch    23/  500] trn/posterior_energy  1.037e+06, trn/neg_log_likelihood  1.349e+04, trn/neg_log_prior  1.024e+06, trn/lr  9.950e-07, val/acc 7.665e-01, val/nll 7.042e-01
