[2023-02-04 02:58:08] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 02:58:08] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.99
- args.num_cycles        : 30
- args.num_epochs_quiet  : 45
- args.num_epochs_noisy  : 5
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0045-0005_lr-0.0000001_mo-0.99_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 02:58:43] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  5.169e+05, trn/neg_log_likelihood  9.410e+04, trn/neg_log_prior  4.228e+05, trn/lr  9.997e-08, trn/temperature  0.000e+00, val/acc 2.163e-01, val/nll 2.084e+00
[2023-02-04 02:58:48] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  4.626e+05, trn/neg_log_likelihood  7.805e+04, trn/neg_log_prior  3.846e+05, trn/lr  9.977e-08, trn/temperature  0.000e+00, val/acc 2.826e-01, val/nll 1.827e+00
[2023-02-04 02:58:53] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  4.393e+05, trn/neg_log_likelihood  7.110e+04, trn/neg_log_prior  3.682e+05, trn/lr  9.938e-08, trn/temperature  0.000e+00, val/acc 3.763e-01, val/nll 1.633e+00
[2023-02-04 02:58:57] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  4.290e+05, trn/neg_log_likelihood  6.666e+04, trn/neg_log_prior  3.623e+05, trn/lr  9.879e-08, trn/temperature  0.000e+00, val/acc 4.045e-01, val/nll 1.550e+00
[2023-02-04 02:59:02] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  4.248e+05, trn/neg_log_likelihood  6.397e+04, trn/neg_log_prior  3.608e+05, trn/lr  9.801e-08, trn/temperature  0.000e+00, val/acc 4.144e-01, val/nll 1.575e+00
[2023-02-04 02:59:07] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  4.220e+05, trn/neg_log_likelihood  6.141e+04, trn/neg_log_prior  3.606e+05, trn/lr  9.704e-08, trn/temperature  0.000e+00, val/acc 4.764e-01, val/nll 1.417e+00
[2023-02-04 02:59:11] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  4.187e+05, trn/neg_log_likelihood  5.783e+04, trn/neg_log_prior  3.609e+05, trn/lr  9.588e-08, trn/temperature  0.000e+00, val/acc 4.900e-01, val/nll 1.394e+00
[2023-02-04 02:59:16] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  4.194e+05, trn/neg_log_likelihood  5.748e+04, trn/neg_log_prior  3.619e+05, trn/lr  9.454e-08, trn/temperature  0.000e+00, val/acc 4.808e-01, val/nll 1.426e+00
[2023-02-04 02:59:20] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  4.161e+05, trn/neg_log_likelihood  5.341e+04, trn/neg_log_prior  3.627e+05, trn/lr  9.303e-08, trn/temperature  0.000e+00, val/acc 5.110e-01, val/nll 1.299e+00
[2023-02-04 02:59:25] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  4.142e+05, trn/neg_log_likelihood  5.095e+04, trn/neg_log_prior  3.633e+05, trn/lr  9.135e-08, trn/temperature  0.000e+00, val/acc 5.368e-01, val/nll 1.286e+00
[2023-02-04 02:59:29] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  4.140e+05, trn/neg_log_likelihood  4.968e+04, trn/neg_log_prior  3.643e+05, trn/lr  8.950e-08, trn/temperature  0.000e+00, val/acc 5.658e-01, val/nll 1.203e+00
