[2023-02-15 16:03:43] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-15 16:03:43] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 1.0
- args.optim_b1           : 0.99
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.001
- args.rho                : 0.01
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-1.00_b1-0.990_b2-0.999_wd-0.0010_eps-1e-1_rho-0.0100_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-15 16:03:57] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-15 16:05:08] [Epoch     1/  200] trn/loss 4.569e+00, trn/lr 1.000e+00, trn/scale 9.322e-01, val/acc 7.356e-02, val/nll 4.200e+00 (best_acc: 0.000e+00 -> 7.356e-02, test_acc: 7.800e-02, test_nll: 4.177e+00)
[2023-02-15 16:05:18] [Epoch     2/  200] trn/loss 3.899e+00, trn/lr 9.999e-01, trn/scale 8.093e-01, val/acc 1.178e-01, val/nll 3.774e+00 (best_acc: 7.356e-02 -> 1.178e-01, test_acc: 1.209e-01, test_nll: 3.748e+00)
[2023-02-15 16:05:27] [Epoch     3/  200] trn/loss 3.605e+00, trn/lr 9.996e-01, trn/scale 7.046e-01, val/acc 1.608e-01, val/nll 3.443e+00 (best_acc: 1.178e-01 -> 1.608e-01, test_acc: 1.690e-01, test_nll: 3.429e+00)
[2023-02-15 16:05:36] [Epoch     4/  200] trn/loss 3.309e+00, trn/lr 9.992e-01, trn/scale 6.154e-01, val/acc 2.079e-01, val/nll 3.328e+00 (best_acc: 1.608e-01 -> 2.079e-01, test_acc: 2.161e-01, test_nll: 3.277e+00)
[2023-02-15 16:05:45] [Epoch     5/  200] trn/loss 2.997e+00, trn/lr 9.987e-01, trn/scale 5.394e-01, val/acc 2.384e-01, val/nll 3.153e+00 (best_acc: 2.079e-01 -> 2.384e-01, test_acc: 2.404e-01, test_nll: 3.089e+00)
[2023-02-15 16:05:55] [Epoch     6/  200] trn/loss 2.742e+00, trn/lr 9.981e-01, trn/scale 4.747e-01, val/acc 2.572e-01, val/nll 3.095e+00 (best_acc: 2.384e-01 -> 2.572e-01, test_acc: 2.694e-01, test_nll: 3.032e+00)
[2023-02-15 16:06:04] [Epoch     7/  200] trn/loss 2.541e+00, trn/lr 9.974e-01, trn/scale 4.195e-01, val/acc 3.308e-01, val/nll 2.602e+00 (best_acc: 2.572e-01 -> 3.308e-01, test_acc: 3.409e-01, test_nll: 2.563e+00)
[2023-02-15 16:06:13] [Epoch     8/  200] trn/loss 2.391e+00, trn/lr 9.965e-01, trn/scale 3.724e-01, val/acc 3.481e-01, val/nll 2.474e+00 (best_acc: 3.308e-01 -> 3.481e-01, test_acc: 3.607e-01, test_nll: 2.438e+00)
[2023-02-15 16:06:22] [Epoch     9/  200] trn/loss 2.304e+00, trn/lr 9.955e-01, trn/scale 3.324e-01, val/acc 3.675e-01, val/nll 2.429e+00 (best_acc: 3.481e-01 -> 3.675e-01, test_acc: 3.719e-01, test_nll: 2.398e+00)
[2023-02-15 16:06:30] [Epoch    10/  200] trn/loss 2.267e+00, trn/lr 9.944e-01, trn/scale 2.983e-01, val/acc 3.138e-01, val/nll 2.904e+00
[2023-02-15 16:06:38] [Epoch    11/  200] trn/loss 2.202e+00, trn/lr 9.932e-01, trn/scale 2.692e-01, val/acc 3.629e-01, val/nll 2.522e+00
[2023-02-15 16:06:47] [Epoch    12/  200] trn/loss 2.184e+00, trn/lr 9.919e-01, trn/scale 2.444e-01, val/acc 3.338e-01, val/nll 2.674e+00
[2023-02-15 16:06:55] [Epoch    13/  200] trn/loss 2.163e+00, trn/lr 9.904e-01, trn/scale 2.233e-01, val/acc 3.460e-01, val/nll 2.604e+00
[2023-02-15 16:07:03] [Epoch    14/  200] trn/loss 2.174e+00, trn/lr 9.888e-01, trn/scale 2.053e-01, val/acc 3.351e-01, val/nll 2.765e+00
[2023-02-15 16:07:11] [Epoch    15/  200] trn/loss 2.162e+00, trn/lr 9.871e-01, trn/scale 1.899e-01, val/acc 3.152e-01, val/nll 2.955e+00
[2023-02-15 16:07:19] [Epoch    16/  200] trn/loss 2.209e+00, trn/lr 9.853e-01, trn/scale 1.769e-01, val/acc 3.227e-01, val/nll 2.741e+00
[2023-02-15 16:07:28] [Epoch    17/  200] trn/loss 2.238e+00, trn/lr 9.833e-01, trn/scale 1.657e-01, val/acc 2.875e-01, val/nll 3.054e+00
[2023-02-15 16:07:36] [Epoch    18/  200] trn/loss 2.249e+00, trn/lr 9.812e-01, trn/scale 1.563e-01, val/acc 3.543e-01, val/nll 2.548e+00
[2023-02-15 16:07:44] [Epoch    19/  200] trn/loss 2.268e+00, trn/lr 9.790e-01, trn/scale 1.482e-01, val/acc 3.466e-01, val/nll 2.538e+00
[2023-02-15 16:07:52] [Epoch    20/  200] trn/loss 2.328e+00, trn/lr 9.767e-01, trn/scale 1.413e-01, val/acc 2.986e-01, val/nll 2.874e+00
[2023-02-15 16:08:00] [Epoch    21/  200] trn/loss 2.325e+00, trn/lr 9.743e-01, trn/scale 1.354e-01, val/acc 3.008e-01, val/nll 2.872e+00
[2023-02-15 16:08:08] [Epoch    22/  200] trn/loss 2.361e+00, trn/lr 9.718e-01, trn/scale 1.304e-01, val/acc 1.961e-01, val/nll 3.565e+00
[2023-02-15 16:08:17] [Epoch    23/  200] trn/loss 2.423e+00, trn/lr 9.691e-01, trn/scale 1.261e-01, val/acc 2.986e-01, val/nll 3.065e+00
[2023-02-15 16:08:25] [Epoch    24/  200] trn/loss 2.430e+00, trn/lr 9.663e-01, trn/scale 1.225e-01, val/acc 2.528e-01, val/nll 2.982e+00
[2023-02-15 16:08:33] [Epoch    25/  200] trn/loss 2.457e+00, trn/lr 9.634e-01, trn/scale 1.193e-01, val/acc 2.208e-01, val/nll 4.007e+00
[2023-02-15 16:08:41] [Epoch    26/  200] trn/loss 2.465e+00, trn/lr 9.604e-01, trn/scale 1.167e-01, val/acc 3.149e-01, val/nll 2.726e+00
[2023-02-15 16:08:49] [Epoch    27/  200] trn/loss 2.514e+00, trn/lr 9.573e-01, trn/scale 1.144e-01, val/acc 2.530e-01, val/nll 3.272e+00
[2023-02-15 16:08:58] [Epoch    28/  200] trn/loss 2.518e+00, trn/lr 9.541e-01, trn/scale 1.125e-01, val/acc 2.793e-01, val/nll 2.849e+00
[2023-02-15 16:09:06] [Epoch    29/  200] trn/loss 2.544e+00, trn/lr 9.507e-01, trn/scale 1.109e-01, val/acc 1.625e-01, val/nll 4.428e+00
[2023-02-15 16:09:14] [Epoch    30/  200] trn/loss 2.546e+00, trn/lr 9.473e-01, trn/scale 1.095e-01, val/acc 2.396e-01, val/nll 3.240e+00
[2023-02-15 16:09:22] [Epoch    31/  200] trn/loss 2.557e+00, trn/lr 9.437e-01, trn/scale 1.083e-01, val/acc 9.181e-02, val/nll 5.375e+00
[2023-02-15 16:09:30] [Epoch    32/  200] trn/loss 2.603e+00, trn/lr 9.400e-01, trn/scale 1.072e-01, val/acc 2.327e-01, val/nll 3.273e+00
[2023-02-15 16:09:38] [Epoch    33/  200] trn/loss 2.558e+00, trn/lr 9.363e-01, trn/scale 1.064e-01, val/acc 2.152e-01, val/nll 3.594e+00
[2023-02-15 16:09:47] [Epoch    34/  200] trn/loss 2.607e+00, trn/lr 9.324e-01, trn/scale 1.056e-01, val/acc 1.829e-01, val/nll 4.001e+00
[2023-02-15 16:09:55] [Epoch    35/  200] trn/loss 2.605e+00, trn/lr 9.284e-01, trn/scale 1.050e-01, val/acc 2.344e-01, val/nll 3.342e+00
[2023-02-15 16:10:03] [Epoch    36/  200] trn/loss 2.621e+00, trn/lr 9.243e-01, trn/scale 1.044e-01, val/acc 1.205e-01, val/nll 5.929e+00
