[2023-02-06 09:56:45] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-06 09:56:45] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 100
- args.prior_precision   : 40.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0100_lr-0.0000030_mo-0.90_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 09:57:24] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  4.263e+05, trn/neg_log_likelihood  8.626e+04, trn/neg_log_prior  3.400e+05, trn/lr  3.000e-06, trn/temperature  1.000e+00, val/acc 3.074e-01, val/nll 1.801e+00
[2023-02-06 09:57:29] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  4.541e+05, trn/neg_log_likelihood  7.348e+04, trn/neg_log_prior  3.806e+05, trn/lr  2.998e-06, trn/temperature  1.000e+00, val/acc 3.850e-01, val/nll 1.675e+00
[2023-02-06 09:57:35] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  4.623e+05, trn/neg_log_likelihood  6.852e+04, trn/neg_log_prior  3.938e+05, trn/lr  2.995e-06, trn/temperature  1.000e+00, val/acc 4.021e-01, val/nll 1.606e+00
[2023-02-06 09:57:40] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  4.647e+05, trn/neg_log_likelihood  6.687e+04, trn/neg_log_prior  3.978e+05, trn/lr  2.991e-06, trn/temperature  1.000e+00, val/acc 4.155e-01, val/nll 1.582e+00
[2023-02-06 09:57:45] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  4.643e+05, trn/neg_log_likelihood  6.493e+04, trn/neg_log_prior  3.994e+05, trn/lr  2.985e-06, trn/temperature  1.000e+00, val/acc 4.365e-01, val/nll 1.536e+00
[2023-02-06 09:57:50] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  4.642e+05, trn/neg_log_likelihood  6.420e+04, trn/neg_log_prior  4.000e+05, trn/lr  2.978e-06, trn/temperature  1.000e+00, val/acc 4.215e-01, val/nll 1.539e+00
[2023-02-06 09:57:55] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  4.634e+05, trn/neg_log_likelihood  6.261e+04, trn/neg_log_prior  4.008e+05, trn/lr  2.969e-06, trn/temperature  1.000e+00, val/acc 4.447e-01, val/nll 1.484e+00
[2023-02-06 09:58:00] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  4.618e+05, trn/neg_log_likelihood  6.116e+04, trn/neg_log_prior  4.006e+05, trn/lr  2.959e-06, trn/temperature  1.000e+00, val/acc 4.372e-01, val/nll 1.564e+00
[2023-02-06 09:58:05] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  4.605e+05, trn/neg_log_likelihood  5.967e+04, trn/neg_log_prior  4.008e+05, trn/lr  2.947e-06, trn/temperature  1.000e+00, val/acc 4.963e-01, val/nll 1.372e+00
[2023-02-06 09:58:10] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  4.602e+05, trn/neg_log_likelihood  5.847e+04, trn/neg_log_prior  4.017e+05, trn/lr  2.934e-06, trn/temperature  1.000e+00, val/acc 4.591e-01, val/nll 1.477e+00
[2023-02-06 09:58:15] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  4.598e+05, trn/neg_log_likelihood  5.755e+04, trn/neg_log_prior  4.023e+05, trn/lr  2.919e-06, trn/temperature  1.000e+00, val/acc 5.506e-01, val/nll 1.245e+00
[2023-02-06 09:58:20] [Cycle   1/ 30][Epoch  12/100] trn/posterior_energy  4.593e+05, trn/neg_log_likelihood  5.643e+04, trn/neg_log_prior  4.028e+05, trn/lr  2.903e-06, trn/temperature  1.000e+00, val/acc 5.052e-01, val/nll 1.384e+00
[2023-02-06 09:58:25] [Cycle   1/ 30][Epoch  13/100] trn/posterior_energy  4.590e+05, trn/neg_log_likelihood  5.579e+04, trn/neg_log_prior  4.032e+05, trn/lr  2.886e-06, trn/temperature  1.000e+00, val/acc 5.249e-01, val/nll 1.314e+00
[2023-02-06 09:58:30] [Cycle   1/ 30][Epoch  14/100] trn/posterior_energy  4.572e+05, trn/neg_log_likelihood  5.394e+04, trn/neg_log_prior  4.032e+05, trn/lr  2.867e-06, trn/temperature  1.000e+00, val/acc 5.108e-01, val/nll 1.363e+00
[2023-02-06 09:58:35] [Cycle   1/ 30][Epoch  15/100] trn/posterior_energy  4.569e+05, trn/neg_log_likelihood  5.365e+04, trn/neg_log_prior  4.033e+05, trn/lr  2.847e-06, trn/temperature  1.000e+00, val/acc 5.430e-01, val/nll 1.263e+00
[2023-02-06 09:58:40] [Cycle   1/ 30][Epoch  16/100] trn/posterior_energy  4.564e+05, trn/neg_log_likelihood  5.299e+04, trn/neg_log_prior  4.034e+05, trn/lr  2.826e-06, trn/temperature  1.000e+00, val/acc 5.398e-01, val/nll 1.253e+00
[2023-02-06 09:58:45] [Cycle   1/ 30][Epoch  17/100] trn/posterior_energy  4.561e+05, trn/neg_log_likelihood  5.256e+04, trn/neg_log_prior  4.035e+05, trn/lr  2.803e-06, trn/temperature  1.000e+00, val/acc 5.470e-01, val/nll 1.216e+00
[2023-02-06 09:58:51] [Cycle   1/ 30][Epoch  18/100] trn/posterior_energy  4.566e+05, trn/neg_log_likelihood  5.246e+04, trn/neg_log_prior  4.042e+05, trn/lr  2.779e-06, trn/temperature  1.000e+00, val/acc 5.528e-01, val/nll 1.213e+00
[2023-02-06 09:58:56] [Cycle   1/ 30][Epoch  19/100] trn/posterior_energy  4.561e+05, trn/neg_log_likelihood  5.162e+04, trn/neg_log_prior  4.045e+05, trn/lr  2.754e-06, trn/temperature  1.000e+00, val/acc 5.486e-01, val/nll 1.244e+00
[2023-02-06 09:59:01] [Cycle   1/ 30][Epoch  20/100] trn/posterior_energy  4.551e+05, trn/neg_log_likelihood  5.101e+04, trn/neg_log_prior  4.041e+05, trn/lr  2.727e-06, trn/temperature  1.000e+00, val/acc 5.710e-01, val/nll 1.175e+00
[2023-02-06 09:59:06] [Cycle   1/ 30][Epoch  21/100] trn/posterior_energy  4.553e+05, trn/neg_log_likelihood  5.094e+04, trn/neg_log_prior  4.044e+05, trn/lr  2.700e-06, trn/temperature  1.000e+00, val/acc 5.545e-01, val/nll 1.228e+00
[2023-02-06 09:59:11] [Cycle   1/ 30][Epoch  22/100] trn/posterior_energy  4.552e+05, trn/neg_log_likelihood  5.085e+04, trn/neg_log_prior  4.044e+05, trn/lr  2.671e-06, trn/temperature  1.000e+00, val/acc 5.374e-01, val/nll 1.294e+00
[2023-02-06 09:59:16] [Cycle   1/ 30][Epoch  23/100] trn/posterior_energy  4.547e+05, trn/neg_log_likelihood  5.039e+04, trn/neg_log_prior  4.044e+05, trn/lr  2.641e-06, trn/temperature  1.000e+00, val/acc 5.666e-01, val/nll 1.164e+00
[2023-02-06 09:59:21] [Cycle   1/ 30][Epoch  24/100] trn/posterior_energy  4.549e+05, trn/neg_log_likelihood  5.047e+04, trn/neg_log_prior  4.045e+05, trn/lr  2.609e-06, trn/temperature  1.000e+00, val/acc 5.518e-01, val/nll 1.256e+00
[2023-02-06 09:59:26] [Cycle   1/ 30][Epoch  25/100] trn/posterior_energy  4.536e+05, trn/neg_log_likelihood  4.888e+04, trn/neg_log_prior  4.047e+05, trn/lr  2.577e-06, trn/temperature  1.000e+00, val/acc 5.787e-01, val/nll 1.170e+00
[2023-02-06 09:59:31] [Cycle   1/ 30][Epoch  26/100] trn/posterior_energy  4.541e+05, trn/neg_log_likelihood  4.970e+04, trn/neg_log_prior  4.044e+05, trn/lr  2.544e-06, trn/temperature  1.000e+00, val/acc 5.454e-01, val/nll 1.279e+00
[2023-02-06 09:59:36] [Cycle   1/ 30][Epoch  27/100] trn/posterior_energy  4.533e+05, trn/neg_log_likelihood  4.837e+04, trn/neg_log_prior  4.049e+05, trn/lr  2.510e-06, trn/temperature  1.000e+00, val/acc 5.956e-01, val/nll 1.126e+00
[2023-02-06 09:59:41] [Cycle   1/ 30][Epoch  28/100] trn/posterior_energy  4.534e+05, trn/neg_log_likelihood  4.861e+04, trn/neg_log_prior  4.048e+05, trn/lr  2.474e-06, trn/temperature  1.000e+00, val/acc 5.447e-01, val/nll 1.268e+00
[2023-02-06 09:59:46] [Cycle   1/ 30][Epoch  29/100] trn/posterior_energy  4.527e+05, trn/neg_log_likelihood  4.828e+04, trn/neg_log_prior  4.044e+05, trn/lr  2.438e-06, trn/temperature  1.000e+00, val/acc 5.611e-01, val/nll 1.210e+00
[2023-02-06 09:59:51] [Cycle   1/ 30][Epoch  30/100] trn/posterior_energy  4.524e+05, trn/neg_log_likelihood  4.784e+04, trn/neg_log_prior  4.046e+05, trn/lr  2.401e-06, trn/temperature  1.000e+00, val/acc 5.696e-01, val/nll 1.171e+00
[2023-02-06 09:59:56] [Cycle   1/ 30][Epoch  31/100] trn/posterior_energy  4.518e+05, trn/neg_log_likelihood  4.745e+04, trn/neg_log_prior  4.044e+05, trn/lr  2.363e-06, trn/temperature  1.000e+00, val/acc 5.871e-01, val/nll 1.175e+00
[2023-02-06 10:00:01] [Cycle   1/ 30][Epoch  32/100] trn/posterior_energy  4.520e+05, trn/neg_log_likelihood  4.726e+04, trn/neg_log_prior  4.047e+05, trn/lr  2.324e-06, trn/temperature  1.000e+00, val/acc 6.055e-01, val/nll 1.111e+00
[2023-02-06 10:00:06] [Cycle   1/ 30][Epoch  33/100] trn/posterior_energy  4.524e+05, trn/neg_log_likelihood  4.725e+04, trn/neg_log_prior  4.051e+05, trn/lr  2.284e-06, trn/temperature  1.000e+00, val/acc 5.561e-01, val/nll 1.224e+00
[2023-02-06 10:00:11] [Cycle   1/ 30][Epoch  34/100] trn/posterior_energy  4.513e+05, trn/neg_log_likelihood  4.600e+04, trn/neg_log_prior  4.053e+05, trn/lr  2.243e-06, trn/temperature  1.000e+00, val/acc 6.121e-01, val/nll 1.072e+00
[2023-02-06 10:00:17] [Cycle   1/ 30][Epoch  35/100] trn/posterior_energy  4.517e+05, trn/neg_log_likelihood  4.677e+04, trn/neg_log_prior  4.049e+05, trn/lr  2.202e-06, trn/temperature  1.000e+00, val/acc 5.928e-01, val/nll 1.130e+00
[2023-02-06 10:00:22] [Cycle   1/ 30][Epoch  36/100] trn/posterior_energy  4.509e+05, trn/neg_log_likelihood  4.588e+04, trn/neg_log_prior  4.050e+05, trn/lr  2.160e-06, trn/temperature  1.000e+00, val/acc 5.876e-01, val/nll 1.123e+00
[2023-02-06 10:00:27] [Cycle   1/ 30][Epoch  37/100] trn/posterior_energy  4.504e+05, trn/neg_log_likelihood  4.551e+04, trn/neg_log_prior  4.049e+05, trn/lr  2.117e-06, trn/temperature  1.000e+00, val/acc 5.658e-01, val/nll 1.208e+00
[2023-02-06 10:00:32] [Cycle   1/ 30][Epoch  38/100] trn/posterior_energy  4.503e+05, trn/neg_log_likelihood  4.522e+04, trn/neg_log_prior  4.051e+05, trn/lr  2.074e-06, trn/temperature  1.000e+00, val/acc 5.890e-01, val/nll 1.131e+00
[2023-02-06 10:00:37] [Cycle   1/ 30][Epoch  39/100] trn/posterior_energy  4.491e+05, trn/neg_log_likelihood  4.462e+04, trn/neg_log_prior  4.045e+05, trn/lr  2.030e-06, trn/temperature  1.000e+00, val/acc 6.175e-01, val/nll 1.083e+00
[2023-02-06 10:00:42] [Cycle   1/ 30][Epoch  40/100] trn/posterior_energy  4.498e+05, trn/neg_log_likelihood  4.537e+04, trn/neg_log_prior  4.044e+05, trn/lr  1.986e-06, trn/temperature  1.000e+00, val/acc 6.082e-01, val/nll 1.095e+00
[2023-02-06 10:00:47] [Cycle   1/ 30][Epoch  41/100] trn/posterior_energy  4.487e+05, trn/neg_log_likelihood  4.422e+04, trn/neg_log_prior  4.044e+05, trn/lr  1.941e-06, trn/temperature  1.000e+00, val/acc 5.847e-01, val/nll 1.151e+00
[2023-02-06 10:00:52] [Cycle   1/ 30][Epoch  42/100] trn/posterior_energy  4.488e+05, trn/neg_log_likelihood  4.436e+04, trn/neg_log_prior  4.044e+05, trn/lr  1.896e-06, trn/temperature  1.000e+00, val/acc 6.097e-01, val/nll 1.103e+00
[2023-02-06 10:00:57] [Cycle   1/ 30][Epoch  43/100] trn/posterior_energy  4.467e+05, trn/neg_log_likelihood  4.305e+04, trn/neg_log_prior  4.037e+05, trn/lr  1.850e-06, trn/temperature  1.000e+00, val/acc 6.254e-01, val/nll 1.069e+00
[2023-02-06 10:01:02] [Cycle   1/ 30][Epoch  44/100] trn/posterior_energy  4.473e+05, trn/neg_log_likelihood  4.337e+04, trn/neg_log_prior  4.039e+05, trn/lr  1.804e-06, trn/temperature  1.000e+00, val/acc 6.171e-01, val/nll 1.080e+00
[2023-02-06 10:01:07] [Cycle   1/ 30][Epoch  45/100] trn/posterior_energy  4.466e+05, trn/neg_log_likelihood  4.251e+04, trn/neg_log_prior  4.041e+05, trn/lr  1.758e-06, trn/temperature  1.000e+00, val/acc 6.329e-01, val/nll 1.058e+00
[2023-02-06 10:01:12] [Cycle   1/ 30][Epoch  46/100] trn/posterior_energy  4.464e+05, trn/neg_log_likelihood  4.256e+04, trn/neg_log_prior  4.039e+05, trn/lr  1.711e-06, trn/temperature  1.000e+00, val/acc 6.254e-01, val/nll 1.063e+00
