[2023-02-03 03:11:04] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-03 03:11:04] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 2.5
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/bs-0080_ne-0500_lr-0.0000001_mo-0.70_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-03 03:11:29] [Epoch     1/  500] trn/posterior_energy -3.081e+04, trn/neg_log_likelihood  9.251e+04, trn/neg_log_prior -1.233e+05, trn/lr  1.000e-07, val/acc 2.246e-01, val/nll 2.140e+00 (best_acc: 0.000e+00 -> 2.246e-01, test_acc: 2.259e-01, test_nll: 2.147e+00)
[2023-02-03 03:11:34] [Epoch     2/  500] trn/posterior_energy -4.151e+04, trn/neg_log_likelihood  8.180e+04, trn/neg_log_prior -1.233e+05, trn/lr  1.000e-07, val/acc 3.242e-01, val/nll 1.859e+00 (best_acc: 2.246e-01 -> 3.242e-01, test_acc: 3.261e-01, test_nll: 1.865e+00)
[2023-02-03 03:11:39] [Epoch     3/  500] trn/posterior_energy -4.912e+04, trn/neg_log_likelihood  7.420e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.999e-08, val/acc 3.720e-01, val/nll 1.734e+00 (best_acc: 3.242e-01 -> 3.720e-01, test_acc: 3.743e-01, test_nll: 1.730e+00)
[2023-02-03 03:11:43] [Epoch     4/  500] trn/posterior_energy -5.384e+04, trn/neg_log_likelihood  6.947e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.999e-08, val/acc 3.893e-01, val/nll 1.656e+00 (best_acc: 3.720e-01 -> 3.893e-01, test_acc: 3.913e-01, test_nll: 1.650e+00)
[2023-02-03 03:11:48] [Epoch     5/  500] trn/posterior_energy -5.747e+04, trn/neg_log_likelihood  6.583e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.998e-08, val/acc 4.202e-01, val/nll 1.562e+00 (best_acc: 3.893e-01 -> 4.202e-01, test_acc: 4.189e-01, test_nll: 1.554e+00)
[2023-02-03 03:11:52] [Epoch     6/  500] trn/posterior_energy -6.027e+04, trn/neg_log_likelihood  6.303e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.997e-08, val/acc 4.512e-01, val/nll 1.491e+00 (best_acc: 4.202e-01 -> 4.512e-01, test_acc: 4.514e-01, test_nll: 1.481e+00)
[2023-02-03 03:11:57] [Epoch     7/  500] trn/posterior_energy -6.279e+04, trn/neg_log_likelihood  6.051e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.996e-08, val/acc 4.628e-01, val/nll 1.468e+00 (best_acc: 4.512e-01 -> 4.628e-01, test_acc: 4.581e-01, test_nll: 1.465e+00)
[2023-02-03 03:12:01] [Epoch     8/  500] trn/posterior_energy -6.436e+04, trn/neg_log_likelihood  5.893e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.994e-08, val/acc 4.824e-01, val/nll 1.426e+00 (best_acc: 4.628e-01 -> 4.824e-01, test_acc: 4.772e-01, test_nll: 1.412e+00)
[2023-02-03 03:12:06] [Epoch     9/  500] trn/posterior_energy -6.643e+04, trn/neg_log_likelihood  5.686e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.993e-08, val/acc 4.945e-01, val/nll 1.371e+00 (best_acc: 4.824e-01 -> 4.945e-01, test_acc: 4.952e-01, test_nll: 1.361e+00)
[2023-02-03 03:12:10] [Epoch    10/  500] trn/posterior_energy -6.778e+04, trn/neg_log_likelihood  5.551e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.991e-08, val/acc 4.889e-01, val/nll 1.390e+00
[2023-02-03 03:12:14] [Epoch    11/  500] trn/posterior_energy -6.917e+04, trn/neg_log_likelihood  5.411e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.989e-08, val/acc 5.213e-01, val/nll 1.312e+00 (best_acc: 4.945e-01 -> 5.213e-01, test_acc: 5.253e-01, test_nll: 1.300e+00)
[2023-02-03 03:12:18] [Epoch    12/  500] trn/posterior_energy -7.023e+04, trn/neg_log_likelihood  5.305e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.987e-08, val/acc 5.149e-01, val/nll 1.318e+00
[2023-02-03 03:12:22] [Epoch    13/  500] trn/posterior_energy -7.180e+04, trn/neg_log_likelihood  5.148e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.985e-08, val/acc 5.296e-01, val/nll 1.283e+00 (best_acc: 5.213e-01 -> 5.296e-01, test_acc: 5.267e-01, test_nll: 1.268e+00)
[2023-02-03 03:12:27] [Epoch    14/  500] trn/posterior_energy -7.278e+04, trn/neg_log_likelihood  5.050e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.982e-08, val/acc 5.383e-01, val/nll 1.273e+00 (best_acc: 5.296e-01 -> 5.383e-01, test_acc: 5.397e-01, test_nll: 1.259e+00)
[2023-02-03 03:12:31] [Epoch    15/  500] trn/posterior_energy -7.422e+04, trn/neg_log_likelihood  4.906e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.979e-08, val/acc 5.581e-01, val/nll 1.223e+00 (best_acc: 5.383e-01 -> 5.581e-01, test_acc: 5.625e-01, test_nll: 1.206e+00)
[2023-02-03 03:12:36] [Epoch    16/  500] trn/posterior_energy -7.559e+04, trn/neg_log_likelihood  4.768e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.976e-08, val/acc 5.607e-01, val/nll 1.209e+00 (best_acc: 5.581e-01 -> 5.607e-01, test_acc: 5.577e-01, test_nll: 1.197e+00)
[2023-02-03 03:12:41] [Epoch    17/  500] trn/posterior_energy -7.649e+04, trn/neg_log_likelihood  4.678e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.973e-08, val/acc 5.718e-01, val/nll 1.187e+00 (best_acc: 5.607e-01 -> 5.718e-01, test_acc: 5.689e-01, test_nll: 1.168e+00)
[2023-02-03 03:12:45] [Epoch    18/  500] trn/posterior_energy -7.718e+04, trn/neg_log_likelihood  4.609e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.970e-08, val/acc 5.564e-01, val/nll 1.213e+00
[2023-02-03 03:12:49] [Epoch    19/  500] trn/posterior_energy -7.815e+04, trn/neg_log_likelihood  4.512e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.966e-08, val/acc 5.889e-01, val/nll 1.142e+00 (best_acc: 5.718e-01 -> 5.889e-01, test_acc: 5.910e-01, test_nll: 1.129e+00)
[2023-02-03 03:12:53] [Epoch    20/  500] trn/posterior_energy -7.914e+04, trn/neg_log_likelihood  4.412e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.963e-08, val/acc 5.744e-01, val/nll 1.178e+00
[2023-02-03 03:12:57] [Epoch    21/  500] trn/posterior_energy -8.007e+04, trn/neg_log_likelihood  4.319e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.959e-08, val/acc 5.871e-01, val/nll 1.129e+00
[2023-02-03 03:13:02] [Epoch    22/  500] trn/posterior_energy -8.062e+04, trn/neg_log_likelihood  4.263e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.954e-08, val/acc 6.002e-01, val/nll 1.105e+00 (best_acc: 5.889e-01 -> 6.002e-01, test_acc: 6.042e-01, test_nll: 1.087e+00)
[2023-02-03 03:13:06] [Epoch    23/  500] trn/posterior_energy -8.188e+04, trn/neg_log_likelihood  4.137e+04, trn/neg_log_prior -1.233e+05, trn/lr  9.950e-08, val/acc 6.012e-01, val/nll 1.101e+00 (best_acc: 6.002e-01 -> 6.012e-01, test_acc: 6.026e-01, test_nll: 1.085e+00)
[2023-02-03 03:13:10] [Epoch    24/  500] trn/posterior_energy -8.254e+04, trn/neg_log_likelihood  4.070e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.946e-08, val/acc 6.004e-01, val/nll 1.120e+00
[2023-02-03 03:13:14] [Epoch    25/  500] trn/posterior_energy -8.341e+04, trn/neg_log_likelihood  3.984e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.941e-08, val/acc 6.125e-01, val/nll 1.082e+00 (best_acc: 6.012e-01 -> 6.125e-01, test_acc: 6.169e-01, test_nll: 1.069e+00)
[2023-02-03 03:13:19] [Epoch    26/  500] trn/posterior_energy -8.395e+04, trn/neg_log_likelihood  3.929e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.936e-08, val/acc 6.274e-01, val/nll 1.024e+00 (best_acc: 6.125e-01 -> 6.274e-01, test_acc: 6.353e-01, test_nll: 1.018e+00)
[2023-02-03 03:13:23] [Epoch    27/  500] trn/posterior_energy -8.495e+04, trn/neg_log_likelihood  3.829e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.931e-08, val/acc 6.241e-01, val/nll 1.033e+00
[2023-02-03 03:13:27] [Epoch    28/  500] trn/posterior_energy -8.550e+04, trn/neg_log_likelihood  3.774e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.926e-08, val/acc 5.888e-01, val/nll 1.127e+00
[2023-02-03 03:13:30] [Epoch    29/  500] trn/posterior_energy -8.623e+04, trn/neg_log_likelihood  3.700e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.920e-08, val/acc 6.110e-01, val/nll 1.081e+00
[2023-02-03 03:13:35] [Epoch    30/  500] trn/posterior_energy -8.692e+04, trn/neg_log_likelihood  3.631e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.914e-08, val/acc 6.331e-01, val/nll 1.037e+00 (best_acc: 6.274e-01 -> 6.331e-01, test_acc: 6.304e-01, test_nll: 1.034e+00)
[2023-02-03 03:13:39] [Epoch    31/  500] trn/posterior_energy -8.774e+04, trn/neg_log_likelihood  3.549e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.908e-08, val/acc 6.304e-01, val/nll 1.015e+00
[2023-02-03 03:13:43] [Epoch    32/  500] trn/posterior_energy -8.862e+04, trn/neg_log_likelihood  3.460e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.902e-08, val/acc 6.390e-01, val/nll 9.883e-01 (best_acc: 6.331e-01 -> 6.390e-01, test_acc: 6.416e-01, test_nll: 9.880e-01)
[2023-02-03 03:13:47] [Epoch    33/  500] trn/posterior_energy -8.874e+04, trn/neg_log_likelihood  3.447e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.896e-08, val/acc 6.300e-01, val/nll 1.036e+00
[2023-02-03 03:13:51] [Epoch    34/  500] trn/posterior_energy -8.989e+04, trn/neg_log_likelihood  3.333e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.890e-08, val/acc 6.508e-01, val/nll 9.892e-01 (best_acc: 6.390e-01 -> 6.508e-01, test_acc: 6.480e-01, test_nll: 9.884e-01)
[2023-02-03 03:13:56] [Epoch    35/  500] trn/posterior_energy -9.022e+04, trn/neg_log_likelihood  3.299e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.883e-08, val/acc 6.543e-01, val/nll 9.893e-01 (best_acc: 6.508e-01 -> 6.543e-01, test_acc: 6.523e-01, test_nll: 9.849e-01)
[2023-02-03 03:14:00] [Epoch    36/  500] trn/posterior_energy -9.109e+04, trn/neg_log_likelihood  3.212e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.876e-08, val/acc 6.375e-01, val/nll 9.949e-01
[2023-02-03 03:14:04] [Epoch    37/  500] trn/posterior_energy -9.167e+04, trn/neg_log_likelihood  3.153e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.869e-08, val/acc 6.583e-01, val/nll 9.612e-01 (best_acc: 6.543e-01 -> 6.583e-01, test_acc: 6.583e-01, test_nll: 9.598e-01)
[2023-02-03 03:14:09] [Epoch    38/  500] trn/posterior_energy -9.253e+04, trn/neg_log_likelihood  3.067e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.862e-08, val/acc 6.621e-01, val/nll 9.536e-01 (best_acc: 6.583e-01 -> 6.621e-01, test_acc: 6.634e-01, test_nll: 9.533e-01)
[2023-02-03 03:14:13] [Epoch    39/  500] trn/posterior_energy -9.291e+04, trn/neg_log_likelihood  3.029e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.854e-08, val/acc 6.512e-01, val/nll 9.916e-01
[2023-02-03 03:14:17] [Epoch    40/  500] trn/posterior_energy -9.363e+04, trn/neg_log_likelihood  2.957e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.847e-08, val/acc 6.616e-01, val/nll 9.614e-01
[2023-02-03 03:14:21] [Epoch    41/  500] trn/posterior_energy -9.429e+04, trn/neg_log_likelihood  2.890e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.839e-08, val/acc 6.737e-01, val/nll 9.387e-01 (best_acc: 6.621e-01 -> 6.737e-01, test_acc: 6.701e-01, test_nll: 9.386e-01)
[2023-02-03 03:14:25] [Epoch    42/  500] trn/posterior_energy -9.490e+04, trn/neg_log_likelihood  2.828e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.831e-08, val/acc 6.659e-01, val/nll 9.633e-01
[2023-02-03 03:14:29] [Epoch    43/  500] trn/posterior_energy -9.536e+04, trn/neg_log_likelihood  2.782e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.823e-08, val/acc 6.674e-01, val/nll 9.877e-01
[2023-02-03 03:14:33] [Epoch    44/  500] trn/posterior_energy -9.609e+04, trn/neg_log_likelihood  2.709e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.814e-08, val/acc 6.723e-01, val/nll 9.456e-01
[2023-02-03 03:14:37] [Epoch    45/  500] trn/posterior_energy -9.684e+04, trn/neg_log_likelihood  2.633e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.806e-08, val/acc 6.663e-01, val/nll 9.738e-01
[2023-02-03 03:14:41] [Epoch    46/  500] trn/posterior_energy -9.740e+04, trn/neg_log_likelihood  2.577e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.797e-08, val/acc 6.710e-01, val/nll 9.625e-01
[2023-02-03 03:14:46] [Epoch    47/  500] trn/posterior_energy -9.823e+04, trn/neg_log_likelihood  2.494e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.788e-08, val/acc 6.431e-01, val/nll 1.059e+00
[2023-02-03 03:14:50] [Epoch    48/  500] trn/posterior_energy -9.839e+04, trn/neg_log_likelihood  2.477e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.779e-08, val/acc 6.796e-01, val/nll 9.180e-01 (best_acc: 6.737e-01 -> 6.796e-01, test_acc: 6.790e-01, test_nll: 9.217e-01)
[2023-02-03 03:14:55] [Epoch    49/  500] trn/posterior_energy -9.905e+04, trn/neg_log_likelihood  2.411e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.770e-08, val/acc 6.908e-01, val/nll 9.210e-01 (best_acc: 6.796e-01 -> 6.908e-01, test_acc: 6.798e-01, test_nll: 9.290e-01)
[2023-02-03 03:14:59] [Epoch    50/  500] trn/posterior_energy -9.988e+04, trn/neg_log_likelihood  2.328e+04, trn/neg_log_prior -1.232e+05, trn/lr  9.760e-08, val/acc 6.744e-01, val/nll 9.774e-01
[2023-02-03 03:15:03] [Epoch    51/  500] trn/posterior_energy -1.003e+05, trn/neg_log_likelihood  2.282e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.750e-08, val/acc 6.826e-01, val/nll 9.546e-01
[2023-02-03 03:15:07] [Epoch    52/  500] trn/posterior_energy -1.011e+05, trn/neg_log_likelihood  2.199e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.741e-08, val/acc 6.819e-01, val/nll 9.483e-01
[2023-02-03 03:15:11] [Epoch    53/  500] trn/posterior_energy -1.020e+05, trn/neg_log_likelihood  2.118e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.730e-08, val/acc 6.856e-01, val/nll 9.566e-01
[2023-02-03 03:15:15] [Epoch    54/  500] trn/posterior_energy -1.024e+05, trn/neg_log_likelihood  2.078e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.720e-08, val/acc 6.749e-01, val/nll 9.946e-01
[2023-02-03 03:15:19] [Epoch    55/  500] trn/posterior_energy -1.031e+05, trn/neg_log_likelihood  2.004e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.710e-08, val/acc 6.858e-01, val/nll 9.589e-01
[2023-02-03 03:15:23] [Epoch    56/  500] trn/posterior_energy -1.036e+05, trn/neg_log_likelihood  1.948e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.699e-08, val/acc 6.896e-01, val/nll 9.525e-01
[2023-02-03 03:15:26] [Epoch    57/  500] trn/posterior_energy -1.042e+05, trn/neg_log_likelihood  1.888e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.688e-08, val/acc 6.716e-01, val/nll 1.020e+00
[2023-02-03 03:15:31] [Epoch    58/  500] trn/posterior_energy -1.045e+05, trn/neg_log_likelihood  1.859e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.677e-08, val/acc 6.951e-01, val/nll 9.517e-01 (best_acc: 6.908e-01 -> 6.951e-01, test_acc: 6.952e-01, test_nll: 9.471e-01)
[2023-02-03 03:15:35] [Epoch    59/  500] trn/posterior_energy -1.055e+05, trn/neg_log_likelihood  1.765e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.666e-08, val/acc 6.733e-01, val/nll 1.019e+00
[2023-02-03 03:15:38] [Epoch    60/  500] trn/posterior_energy -1.063e+05, trn/neg_log_likelihood  1.679e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.655e-08, val/acc 6.871e-01, val/nll 1.012e+00
[2023-02-03 03:15:42] [Epoch    61/  500] trn/posterior_energy -1.064e+05, trn/neg_log_likelihood  1.666e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.643e-08, val/acc 6.767e-01, val/nll 1.027e+00
[2023-02-03 03:15:46] [Epoch    62/  500] trn/posterior_energy -1.073e+05, trn/neg_log_likelihood  1.578e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.631e-08, val/acc 6.683e-01, val/nll 1.082e+00
[2023-02-03 03:15:51] [Epoch    63/  500] trn/posterior_energy -1.079e+05, trn/neg_log_likelihood  1.515e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.619e-08, val/acc 6.963e-01, val/nll 1.009e+00 (best_acc: 6.951e-01 -> 6.963e-01, test_acc: 6.899e-01, test_nll: 1.003e+00)
[2023-02-03 03:15:55] [Epoch    64/  500] trn/posterior_energy -1.082e+05, trn/neg_log_likelihood  1.492e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.607e-08, val/acc 6.791e-01, val/nll 1.065e+00
[2023-02-03 03:15:59] [Epoch    65/  500] trn/posterior_energy -1.089e+05, trn/neg_log_likelihood  1.420e+04, trn/neg_log_prior -1.231e+05, trn/lr  9.595e-08, val/acc 6.726e-01, val/nll 1.086e+00
