[2023-02-05 13:28:42] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 13:28:42] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.90_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 13:28:47] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 13:29:30] [Epoch     1/  500] trn/posterior_energy  5.894e+06, trn/neg_log_likelihood  7.742e+04, trn/neg_log_prior  5.816e+06, trn/lr  3.000e-07, val/acc 4.081e-01, val/nll 1.601e+00 (best_acc: 0.000e+00 -> 4.081e-01, test_acc: 4.044e-01, test_nll: 1.598e+00)
[2023-02-05 13:29:44] [Epoch     2/  500] trn/posterior_energy  5.805e+06, trn/neg_log_likelihood  6.095e+04, trn/neg_log_prior  5.744e+06, trn/lr  3.000e-07, val/acc 4.862e-01, val/nll 1.399e+00 (best_acc: 4.081e-01 -> 4.862e-01, test_acc: 4.826e-01, test_nll: 1.404e+00)
[2023-02-05 13:29:59] [Epoch     3/  500] trn/posterior_energy  5.743e+06, trn/neg_log_likelihood  5.415e+04, trn/neg_log_prior  5.688e+06, trn/lr  3.000e-07, val/acc 5.352e-01, val/nll 1.268e+00 (best_acc: 4.862e-01 -> 5.352e-01, test_acc: 5.286e-01, test_nll: 1.271e+00)
[2023-02-05 13:30:13] [Epoch     4/  500] trn/posterior_energy  5.693e+06, trn/neg_log_likelihood  4.777e+04, trn/neg_log_prior  5.645e+06, trn/lr  3.000e-07, val/acc 5.804e-01, val/nll 1.147e+00 (best_acc: 5.352e-01 -> 5.804e-01, test_acc: 5.725e-01, test_nll: 1.161e+00)
[2023-02-05 13:30:27] [Epoch     5/  500] trn/posterior_energy  5.654e+06, trn/neg_log_likelihood  4.306e+04, trn/neg_log_prior  5.611e+06, trn/lr  2.999e-07, val/acc 6.257e-01, val/nll 1.037e+00 (best_acc: 5.804e-01 -> 6.257e-01, test_acc: 6.166e-01, test_nll: 1.059e+00)
[2023-02-05 13:30:40] [Epoch     6/  500] trn/posterior_energy  5.624e+06, trn/neg_log_likelihood  3.869e+04, trn/neg_log_prior  5.585e+06, trn/lr  2.999e-07, val/acc 6.955e-01, val/nll 8.589e-01 (best_acc: 6.257e-01 -> 6.955e-01, test_acc: 6.907e-01, test_nll: 8.680e-01)
[2023-02-05 13:30:52] [Epoch     7/  500] trn/posterior_energy  5.600e+06, trn/neg_log_likelihood  3.485e+04, trn/neg_log_prior  5.565e+06, trn/lr  2.999e-07, val/acc 6.918e-01, val/nll 8.852e-01
[2023-02-05 13:31:06] [Epoch     8/  500] trn/posterior_energy  5.582e+06, trn/neg_log_likelihood  3.174e+04, trn/neg_log_prior  5.550e+06, trn/lr  2.998e-07, val/acc 7.379e-01, val/nll 7.889e-01 (best_acc: 6.955e-01 -> 7.379e-01, test_acc: 7.383e-01, test_nll: 7.797e-01)
[2023-02-05 13:31:18] [Epoch     9/  500] trn/posterior_energy  5.567e+06, trn/neg_log_likelihood  2.923e+04, trn/neg_log_prior  5.538e+06, trn/lr  2.998e-07, val/acc 7.187e-01, val/nll 8.131e-01
[2023-02-05 13:31:32] [Epoch    10/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  2.661e+04, trn/neg_log_prior  5.529e+06, trn/lr  2.997e-07, val/acc 7.562e-01, val/nll 7.078e-01 (best_acc: 7.379e-01 -> 7.562e-01, test_acc: 7.554e-01, test_nll: 7.108e-01)
[2023-02-05 13:31:46] [Epoch    11/  500] trn/posterior_energy  5.547e+06, trn/neg_log_likelihood  2.511e+04, trn/neg_log_prior  5.522e+06, trn/lr  2.997e-07, val/acc 7.825e-01, val/nll 6.541e-01 (best_acc: 7.562e-01 -> 7.825e-01, test_acc: 7.804e-01, test_nll: 6.575e-01)
