[2023-02-06 04:51:09] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 04:51:09] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.99_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 04:51:14] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 04:51:57] [Epoch     1/  500] trn/posterior_energy  1.130e+06, trn/neg_log_likelihood  8.575e+04, trn/neg_log_prior  1.044e+06, trn/lr  3.000e-07, val/acc 3.265e-01, val/nll 1.791e+00 (best_acc: 0.000e+00 -> 3.265e-01, test_acc: 3.399e-01, test_nll: 1.784e+00)
[2023-02-06 04:52:11] [Epoch     2/  500] trn/posterior_energy  1.103e+06, trn/neg_log_likelihood  6.797e+04, trn/neg_log_prior  1.035e+06, trn/lr  3.000e-07, val/acc 3.956e-01, val/nll 1.609e+00 (best_acc: 3.265e-01 -> 3.956e-01, test_acc: 4.074e-01, test_nll: 1.593e+00)
[2023-02-06 04:52:24] [Epoch     3/  500] trn/posterior_energy  1.088e+06, trn/neg_log_likelihood  5.983e+04, trn/neg_log_prior  1.028e+06, trn/lr  3.000e-07, val/acc 4.994e-01, val/nll 1.369e+00 (best_acc: 3.956e-01 -> 4.994e-01, test_acc: 5.052e-01, test_nll: 1.371e+00)
[2023-02-06 04:52:38] [Epoch     4/  500] trn/posterior_energy  1.077e+06, trn/neg_log_likelihood  5.333e+04, trn/neg_log_prior  1.023e+06, trn/lr  3.000e-07, val/acc 5.350e-01, val/nll 1.291e+00 (best_acc: 4.994e-01 -> 5.350e-01, test_acc: 5.328e-01, test_nll: 1.289e+00)
[2023-02-06 04:52:52] [Epoch     5/  500] trn/posterior_energy  1.069e+06, trn/neg_log_likelihood  4.865e+04, trn/neg_log_prior  1.020e+06, trn/lr  2.999e-07, val/acc 6.024e-01, val/nll 1.088e+00 (best_acc: 5.350e-01 -> 6.024e-01, test_acc: 6.048e-01, test_nll: 1.100e+00)
[2023-02-06 04:53:06] [Epoch     6/  500] trn/posterior_energy  1.060e+06, trn/neg_log_likelihood  4.167e+04, trn/neg_log_prior  1.019e+06, trn/lr  2.999e-07, val/acc 6.533e-01, val/nll 9.663e-01 (best_acc: 6.024e-01 -> 6.533e-01, test_acc: 6.491e-01, test_nll: 9.691e-01)
[2023-02-06 04:53:20] [Epoch     7/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  3.608e+04, trn/neg_log_prior  1.018e+06, trn/lr  2.999e-07, val/acc 6.667e-01, val/nll 9.478e-01 (best_acc: 6.533e-01 -> 6.667e-01, test_acc: 6.560e-01, test_nll: 9.568e-01)
[2023-02-06 04:53:34] [Epoch     8/  500] trn/posterior_energy  1.050e+06, trn/neg_log_likelihood  3.189e+04, trn/neg_log_prior  1.018e+06, trn/lr  2.998e-07, val/acc 7.242e-01, val/nll 7.851e-01 (best_acc: 6.667e-01 -> 7.242e-01, test_acc: 7.242e-01, test_nll: 7.941e-01)
[2023-02-06 04:53:47] [Epoch     9/  500] trn/posterior_energy  1.045e+06, trn/neg_log_likelihood  2.757e+04, trn/neg_log_prior  1.018e+06, trn/lr  2.998e-07, val/acc 7.365e-01, val/nll 7.802e-01 (best_acc: 7.242e-01 -> 7.365e-01, test_acc: 7.231e-01, test_nll: 7.998e-01)
[2023-02-06 04:54:01] [Epoch    10/  500] trn/posterior_energy  1.042e+06, trn/neg_log_likelihood  2.463e+04, trn/neg_log_prior  1.018e+06, trn/lr  2.997e-07, val/acc 7.632e-01, val/nll 7.091e-01 (best_acc: 7.365e-01 -> 7.632e-01, test_acc: 7.500e-01, test_nll: 7.324e-01)
[2023-02-06 04:54:15] [Epoch    11/  500] trn/posterior_energy  1.042e+06, trn/neg_log_likelihood  2.379e+04, trn/neg_log_prior  1.018e+06, trn/lr  2.997e-07, val/acc 7.725e-01, val/nll 6.715e-01 (best_acc: 7.632e-01 -> 7.725e-01, test_acc: 7.650e-01, test_nll: 6.858e-01)
