[2023-02-05 15:29:36] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 15:29:36] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.97_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 15:29:42] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 15:30:25] [Epoch     1/  500] trn/posterior_energy -1.882e+06, trn/neg_log_likelihood  9.056e+04, trn/neg_log_prior -1.972e+06, trn/lr  1.000e-06, val/acc 2.851e-01, val/nll 1.932e+00 (best_acc: 0.000e+00 -> 2.851e-01, test_acc: 2.895e-01, test_nll: 1.930e+00)
[2023-02-05 15:30:40] [Epoch     2/  500] trn/posterior_energy -1.897e+06, trn/neg_log_likelihood  7.519e+04, trn/neg_log_prior -1.973e+06, trn/lr  1.000e-06, val/acc 3.683e-01, val/nll 1.704e+00 (best_acc: 2.851e-01 -> 3.683e-01, test_acc: 3.733e-01, test_nll: 1.695e+00)
[2023-02-05 15:30:54] [Epoch     3/  500] trn/posterior_energy -1.906e+06, trn/neg_log_likelihood  6.680e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.999e-07, val/acc 4.323e-01, val/nll 1.539e+00 (best_acc: 3.683e-01 -> 4.323e-01, test_acc: 4.372e-01, test_nll: 1.533e+00)
[2023-02-05 15:31:08] [Epoch     4/  500] trn/posterior_energy -1.914e+06, trn/neg_log_likelihood  5.902e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.999e-07, val/acc 4.933e-01, val/nll 1.360e+00 (best_acc: 4.323e-01 -> 4.933e-01, test_acc: 5.029e-01, test_nll: 1.358e+00)
[2023-02-05 15:31:23] [Epoch     5/  500] trn/posterior_energy -1.921e+06, trn/neg_log_likelihood  5.227e+04, trn/neg_log_prior -1.974e+06, trn/lr  9.998e-07, val/acc 5.581e-01, val/nll 1.211e+00 (best_acc: 4.933e-01 -> 5.581e-01, test_acc: 5.557e-01, test_nll: 1.215e+00)
[2023-02-05 15:31:37] [Epoch     6/  500] trn/posterior_energy -1.926e+06, trn/neg_log_likelihood  4.750e+04, trn/neg_log_prior -1.974e+06, trn/lr  9.997e-07, val/acc 6.050e-01, val/nll 1.082e+00 (best_acc: 5.581e-01 -> 6.050e-01, test_acc: 6.094e-01, test_nll: 1.092e+00)
[2023-02-05 15:31:51] [Epoch     7/  500] trn/posterior_energy -1.932e+06, trn/neg_log_likelihood  4.188e+04, trn/neg_log_prior -1.974e+06, trn/lr  9.996e-07, val/acc 6.343e-01, val/nll 1.014e+00 (best_acc: 6.050e-01 -> 6.343e-01, test_acc: 6.309e-01, test_nll: 1.031e+00)
[2023-02-05 15:32:05] [Epoch     8/  500] trn/posterior_energy -1.936e+06, trn/neg_log_likelihood  3.739e+04, trn/neg_log_prior -1.974e+06, trn/lr  9.994e-07, val/acc 6.658e-01, val/nll 9.271e-01 (best_acc: 6.343e-01 -> 6.658e-01, test_acc: 6.719e-01, test_nll: 9.138e-01)
[2023-02-05 15:32:19] [Epoch     9/  500] trn/posterior_energy -1.942e+06, trn/neg_log_likelihood  3.173e+04, trn/neg_log_prior -1.974e+06, trn/lr  9.993e-07, val/acc 6.928e-01, val/nll 8.599e-01 (best_acc: 6.658e-01 -> 6.928e-01, test_acc: 6.911e-01, test_nll: 8.677e-01)
[2023-02-05 15:32:33] [Epoch    10/  500] trn/posterior_energy -1.946e+06, trn/neg_log_likelihood  2.719e+04, trn/neg_log_prior -1.974e+06, trn/lr  9.991e-07, val/acc 7.345e-01, val/nll 7.401e-01 (best_acc: 6.928e-01 -> 7.345e-01, test_acc: 7.243e-01, test_nll: 7.627e-01)
[2023-02-05 15:32:47] [Epoch    11/  500] trn/posterior_energy -1.950e+06, trn/neg_log_likelihood  2.344e+04, trn/neg_log_prior -1.973e+06, trn/lr  9.989e-07, val/acc 7.482e-01, val/nll 7.336e-01 (best_acc: 7.345e-01 -> 7.482e-01, test_acc: 7.451e-01, test_nll: 7.544e-01)
