[2023-02-05 01:50:32] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 01:50:32] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.70_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 01:50:38] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 01:51:21] [Epoch     1/  500] trn/posterior_energy  4.252e+06, trn/neg_log_likelihood  8.080e+04, trn/neg_log_prior  4.172e+06, trn/lr  3.000e-07, val/acc 4.025e-01, val/nll 1.647e+00 (best_acc: 0.000e+00 -> 4.025e-01, test_acc: 4.014e-01, test_nll: 1.649e+00)
[2023-02-05 01:51:35] [Epoch     2/  500] trn/posterior_energy  4.230e+06, trn/neg_log_likelihood  6.521e+04, trn/neg_log_prior  4.164e+06, trn/lr  3.000e-07, val/acc 4.408e-01, val/nll 1.548e+00 (best_acc: 4.025e-01 -> 4.408e-01, test_acc: 4.394e-01, test_nll: 1.555e+00)
[2023-02-05 01:51:49] [Epoch     3/  500] trn/posterior_energy  4.216e+06, trn/neg_log_likelihood  5.819e+04, trn/neg_log_prior  4.158e+06, trn/lr  3.000e-07, val/acc 4.677e-01, val/nll 1.453e+00 (best_acc: 4.408e-01 -> 4.677e-01, test_acc: 4.645e-01, test_nll: 1.450e+00)
[2023-02-05 01:52:02] [Epoch     4/  500] trn/posterior_energy  4.204e+06, trn/neg_log_likelihood  5.352e+04, trn/neg_log_prior  4.151e+06, trn/lr  3.000e-07, val/acc 5.184e-01, val/nll 1.341e+00 (best_acc: 4.677e-01 -> 5.184e-01, test_acc: 5.125e-01, test_nll: 1.351e+00)
[2023-02-05 01:52:16] [Epoch     5/  500] trn/posterior_energy  4.194e+06, trn/neg_log_likelihood  4.924e+04, trn/neg_log_prior  4.145e+06, trn/lr  2.999e-07, val/acc 5.591e-01, val/nll 1.238e+00 (best_acc: 5.184e-01 -> 5.591e-01, test_acc: 5.533e-01, test_nll: 1.249e+00)
[2023-02-05 01:52:29] [Epoch     6/  500] trn/posterior_energy  4.185e+06, trn/neg_log_likelihood  4.608e+04, trn/neg_log_prior  4.139e+06, trn/lr  2.999e-07, val/acc 5.893e-01, val/nll 1.160e+00 (best_acc: 5.591e-01 -> 5.893e-01, test_acc: 5.835e-01, test_nll: 1.166e+00)
[2023-02-05 01:52:43] [Epoch     7/  500] trn/posterior_energy  4.175e+06, trn/neg_log_likelihood  4.255e+04, trn/neg_log_prior  4.133e+06, trn/lr  2.999e-07, val/acc 6.112e-01, val/nll 1.053e+00 (best_acc: 5.893e-01 -> 6.112e-01, test_acc: 6.019e-01, test_nll: 1.072e+00)
[2023-02-05 01:52:56] [Epoch     8/  500] trn/posterior_energy  4.167e+06, trn/neg_log_likelihood  3.971e+04, trn/neg_log_prior  4.127e+06, trn/lr  2.998e-07, val/acc 6.639e-01, val/nll 9.382e-01 (best_acc: 6.112e-01 -> 6.639e-01, test_acc: 6.606e-01, test_nll: 9.528e-01)
[2023-02-05 01:53:10] [Epoch     9/  500] trn/posterior_energy  4.159e+06, trn/neg_log_likelihood  3.655e+04, trn/neg_log_prior  4.122e+06, trn/lr  2.998e-07, val/acc 6.656e-01, val/nll 9.449e-01 (best_acc: 6.639e-01 -> 6.656e-01, test_acc: 6.626e-01, test_nll: 9.613e-01)
[2023-02-05 01:53:23] [Epoch    10/  500] trn/posterior_energy  4.151e+06, trn/neg_log_likelihood  3.414e+04, trn/neg_log_prior  4.117e+06, trn/lr  2.997e-07, val/acc 6.785e-01, val/nll 9.061e-01 (best_acc: 6.656e-01 -> 6.785e-01, test_acc: 6.745e-01, test_nll: 9.252e-01)
[2023-02-05 01:53:35] [Epoch    11/  500] trn/posterior_energy  4.144e+06, trn/neg_log_likelihood  3.168e+04, trn/neg_log_prior  4.112e+06, trn/lr  2.997e-07, val/acc 6.779e-01, val/nll 8.975e-01
