[2023-02-08 10:06:22] Environments:
------------  -------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/optax
------------  -------------------------------------------------------------------------------

[2023-02-08 10:06:22] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.99
- args.num_cycles        : 30
- args.num_epochs_quiet  : 100
- args.num_epochs_noisy  : 0
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SSE/bs-0080_nc-0030_ne-0100-0000_lr-0.0000003_mo-0.99_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-08 10:06:59] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  4.954e+05, trn/neg_log_likelihood  9.520e+04, trn/neg_log_prior  4.002e+05, trn/lr  3.000e-07, trn/temperature  0.000e+00, val/acc 1.481e-01, val/nll 2.214e+00
[2023-02-08 10:07:04] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  4.403e+05, trn/neg_log_likelihood  8.356e+04, trn/neg_log_prior  3.567e+05, trn/lr  2.998e-07, trn/temperature  0.000e+00, val/acc 2.636e-01, val/nll 1.894e+00
[2023-02-08 10:07:09] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  4.365e+05, trn/neg_log_likelihood  8.061e+04, trn/neg_log_prior  3.559e+05, trn/lr  2.995e-07, trn/temperature  0.000e+00, val/acc 3.030e-01, val/nll 1.863e+00
[2023-02-08 10:07:14] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  4.326e+05, trn/neg_log_likelihood  7.731e+04, trn/neg_log_prior  3.553e+05, trn/lr  2.991e-07, trn/temperature  0.000e+00, val/acc 3.098e-01, val/nll 1.838e+00
[2023-02-08 10:07:18] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  4.323e+05, trn/neg_log_likelihood  7.621e+04, trn/neg_log_prior  3.561e+05, trn/lr  2.985e-07, trn/temperature  0.000e+00, val/acc 2.977e-01, val/nll 1.829e+00
[2023-02-08 10:07:23] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  4.326e+05, trn/neg_log_likelihood  7.611e+04, trn/neg_log_prior  3.565e+05, trn/lr  2.978e-07, trn/temperature  0.000e+00, val/acc 2.862e-01, val/nll 1.885e+00
[2023-02-08 10:07:28] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  4.313e+05, trn/neg_log_likelihood  7.470e+04, trn/neg_log_prior  3.566e+05, trn/lr  2.969e-07, trn/temperature  0.000e+00, val/acc 3.045e-01, val/nll 1.881e+00
[2023-02-08 10:07:33] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  4.329e+05, trn/neg_log_likelihood  7.550e+04, trn/neg_log_prior  3.574e+05, trn/lr  2.959e-07, trn/temperature  0.000e+00, val/acc 3.311e-01, val/nll 1.738e+00
[2023-02-08 10:07:38] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  4.315e+05, trn/neg_log_likelihood  7.412e+04, trn/neg_log_prior  3.574e+05, trn/lr  2.947e-07, trn/temperature  0.000e+00, val/acc 3.457e-01, val/nll 1.730e+00
[2023-02-08 10:07:42] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  4.291e+05, trn/neg_log_likelihood  7.215e+04, trn/neg_log_prior  3.570e+05, trn/lr  2.934e-07, trn/temperature  0.000e+00, val/acc 3.541e-01, val/nll 1.719e+00
[2023-02-08 10:07:47] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  4.292e+05, trn/neg_log_likelihood  7.145e+04, trn/neg_log_prior  3.577e+05, trn/lr  2.919e-07, trn/temperature  0.000e+00, val/acc 3.514e-01, val/nll 1.730e+00
[2023-02-08 10:07:52] [Cycle   1/ 30][Epoch  12/100] trn/posterior_energy  4.319e+05, trn/neg_log_likelihood  7.346e+04, trn/neg_log_prior  3.585e+05, trn/lr  2.903e-07, trn/temperature  0.000e+00, val/acc 3.215e-01, val/nll 1.802e+00
[2023-02-08 10:07:57] [Cycle   1/ 30][Epoch  13/100] trn/posterior_energy  4.329e+05, trn/neg_log_likelihood  7.425e+04, trn/neg_log_prior  3.587e+05, trn/lr  2.886e-07, trn/temperature  0.000e+00, val/acc 3.219e-01, val/nll 1.810e+00
[2023-02-08 10:08:02] [Cycle   1/ 30][Epoch  14/100] trn/posterior_energy  4.314e+05, trn/neg_log_likelihood  7.269e+04, trn/neg_log_prior  3.587e+05, trn/lr  2.867e-07, trn/temperature  0.000e+00, val/acc 3.369e-01, val/nll 1.803e+00
[2023-02-08 10:08:07] [Cycle   1/ 30][Epoch  15/100] trn/posterior_energy  4.337e+05, trn/neg_log_likelihood  7.322e+04, trn/neg_log_prior  3.605e+05, trn/lr  2.847e-07, trn/temperature  0.000e+00, val/acc 3.189e-01, val/nll 1.813e+00
[2023-02-08 10:08:11] [Cycle   1/ 30][Epoch  16/100] trn/posterior_energy  4.324e+05, trn/neg_log_likelihood  7.137e+04, trn/neg_log_prior  3.610e+05, trn/lr  2.826e-07, trn/temperature  0.000e+00, val/acc 3.856e-01, val/nll 1.675e+00
[2023-02-08 10:08:16] [Cycle   1/ 30][Epoch  17/100] trn/posterior_energy  4.298e+05, trn/neg_log_likelihood  7.168e+04, trn/neg_log_prior  3.581e+05, trn/lr  2.803e-07, trn/temperature  0.000e+00, val/acc 3.759e-01, val/nll 1.638e+00
[2023-02-08 10:08:21] [Cycle   1/ 30][Epoch  18/100] trn/posterior_energy  4.301e+05, trn/neg_log_likelihood  7.185e+04, trn/neg_log_prior  3.582e+05, trn/lr  2.779e-07, trn/temperature  0.000e+00, val/acc 3.215e-01, val/nll 1.773e+00
[2023-02-08 10:08:26] [Cycle   1/ 30][Epoch  19/100] trn/posterior_energy  4.295e+05, trn/neg_log_likelihood  7.120e+04, trn/neg_log_prior  3.583e+05, trn/lr  2.754e-07, trn/temperature  0.000e+00, val/acc 3.563e-01, val/nll 1.762e+00
[2023-02-08 10:08:31] [Cycle   1/ 30][Epoch  20/100] trn/posterior_energy  4.312e+05, trn/neg_log_likelihood  7.229e+04, trn/neg_log_prior  3.589e+05, trn/lr  2.727e-07, trn/temperature  0.000e+00, val/acc 3.862e-01, val/nll 1.633e+00
[2023-02-08 10:08:35] [Cycle   1/ 30][Epoch  21/100] trn/posterior_energy  4.302e+05, trn/neg_log_likelihood  7.203e+04, trn/neg_log_prior  3.582e+05, trn/lr  2.700e-07, trn/temperature  0.000e+00, val/acc 3.375e-01, val/nll 1.767e+00
[2023-02-08 10:08:41] [Cycle   1/ 30][Epoch  22/100] trn/posterior_energy  4.308e+05, trn/neg_log_likelihood  7.237e+04, trn/neg_log_prior  3.584e+05, trn/lr  2.671e-07, trn/temperature  0.000e+00, val/acc 3.457e-01, val/nll 1.726e+00
[2023-02-08 10:08:45] [Cycle   1/ 30][Epoch  23/100] trn/posterior_energy  4.293e+05, trn/neg_log_likelihood  7.078e+04, trn/neg_log_prior  3.585e+05, trn/lr  2.641e-07, trn/temperature  0.000e+00, val/acc 3.692e-01, val/nll 1.687e+00
[2023-02-08 10:08:50] [Cycle   1/ 30][Epoch  24/100] trn/posterior_energy  4.286e+05, trn/neg_log_likelihood  7.037e+04, trn/neg_log_prior  3.582e+05, trn/lr  2.609e-07, trn/temperature  0.000e+00, val/acc 3.701e-01, val/nll 1.704e+00
[2023-02-08 10:08:55] [Cycle   1/ 30][Epoch  25/100] trn/posterior_energy  4.281e+05, trn/neg_log_likelihood  6.984e+04, trn/neg_log_prior  3.583e+05, trn/lr  2.577e-07, trn/temperature  0.000e+00, val/acc 3.780e-01, val/nll 1.663e+00
[2023-02-08 10:09:00] [Cycle   1/ 30][Epoch  26/100] trn/posterior_energy  4.280e+05, trn/neg_log_likelihood  6.885e+04, trn/neg_log_prior  3.592e+05, trn/lr  2.544e-07, trn/temperature  0.000e+00, val/acc 3.643e-01, val/nll 1.722e+00
[2023-02-08 10:09:04] [Cycle   1/ 30][Epoch  27/100] trn/posterior_energy  4.292e+05, trn/neg_log_likelihood  7.004e+04, trn/neg_log_prior  3.592e+05, trn/lr  2.510e-07, trn/temperature  0.000e+00, val/acc 3.343e-01, val/nll 1.744e+00
[2023-02-08 10:09:09] [Cycle   1/ 30][Epoch  28/100] trn/posterior_energy  4.295e+05, trn/neg_log_likelihood  7.032e+04, trn/neg_log_prior  3.591e+05, trn/lr  2.474e-07, trn/temperature  0.000e+00, val/acc 3.854e-01, val/nll 1.686e+00
[2023-02-08 10:09:14] [Cycle   1/ 30][Epoch  29/100] trn/posterior_energy  4.288e+05, trn/neg_log_likelihood  6.968e+04, trn/neg_log_prior  3.591e+05, trn/lr  2.438e-07, trn/temperature  0.000e+00, val/acc 3.770e-01, val/nll 1.667e+00
[2023-02-08 10:09:19] [Cycle   1/ 30][Epoch  30/100] trn/posterior_energy  4.276e+05, trn/neg_log_likelihood  6.893e+04, trn/neg_log_prior  3.587e+05, trn/lr  2.401e-07, trn/temperature  0.000e+00, val/acc 3.654e-01, val/nll 1.667e+00
[2023-02-08 10:09:24] [Cycle   1/ 30][Epoch  31/100] trn/posterior_energy  4.278e+05, trn/neg_log_likelihood  6.874e+04, trn/neg_log_prior  3.591e+05, trn/lr  2.363e-07, trn/temperature  0.000e+00, val/acc 4.072e-01, val/nll 1.620e+00
[2023-02-08 10:09:29] [Cycle   1/ 30][Epoch  32/100] trn/posterior_energy  4.267e+05, trn/neg_log_likelihood  6.794e+04, trn/neg_log_prior  3.587e+05, trn/lr  2.324e-07, trn/temperature  0.000e+00, val/acc 3.229e-01, val/nll 1.795e+00
[2023-02-08 10:09:35] [Cycle   1/ 30][Epoch  33/100] trn/posterior_energy  4.291e+05, trn/neg_log_likelihood  6.973e+04, trn/neg_log_prior  3.594e+05, trn/lr  2.284e-07, trn/temperature  0.000e+00, val/acc 3.789e-01, val/nll 1.730e+00
[2023-02-08 10:09:39] [Cycle   1/ 30][Epoch  34/100] trn/posterior_energy  4.255e+05, trn/neg_log_likelihood  6.636e+04, trn/neg_log_prior  3.591e+05, trn/lr  2.243e-07, trn/temperature  0.000e+00, val/acc 3.721e-01, val/nll 1.719e+00
[2023-02-08 10:09:44] [Cycle   1/ 30][Epoch  35/100] trn/posterior_energy  4.273e+05, trn/neg_log_likelihood  6.776e+04, trn/neg_log_prior  3.596e+05, trn/lr  2.202e-07, trn/temperature  0.000e+00, val/acc 3.592e-01, val/nll 1.722e+00
[2023-02-08 10:09:49] [Cycle   1/ 30][Epoch  36/100] trn/posterior_energy  4.281e+05, trn/neg_log_likelihood  6.861e+04, trn/neg_log_prior  3.595e+05, trn/lr  2.160e-07, trn/temperature  0.000e+00, val/acc 3.803e-01, val/nll 1.690e+00
[2023-02-08 10:09:54] [Cycle   1/ 30][Epoch  37/100] trn/posterior_energy  4.270e+05, trn/neg_log_likelihood  6.735e+04, trn/neg_log_prior  3.596e+05, trn/lr  2.117e-07, trn/temperature  0.000e+00, val/acc 3.421e-01, val/nll 1.766e+00
[2023-02-08 10:09:58] [Cycle   1/ 30][Epoch  38/100] trn/posterior_energy  4.274e+05, trn/neg_log_likelihood  6.743e+04, trn/neg_log_prior  3.599e+05, trn/lr  2.074e-07, trn/temperature  0.000e+00, val/acc 3.783e-01, val/nll 1.668e+00
[2023-02-08 10:10:03] [Cycle   1/ 30][Epoch  39/100] trn/posterior_energy  4.256e+05, trn/neg_log_likelihood  6.632e+04, trn/neg_log_prior  3.593e+05, trn/lr  2.030e-07, trn/temperature  0.000e+00, val/acc 3.810e-01, val/nll 1.653e+00
[2023-02-08 10:10:09] [Cycle   1/ 30][Epoch  40/100] trn/posterior_energy  4.265e+05, trn/neg_log_likelihood  6.667e+04, trn/neg_log_prior  3.599e+05, trn/lr  1.986e-07, trn/temperature  0.000e+00, val/acc 4.260e-01, val/nll 1.534e+00
