[2023-02-05 08:20:25] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 08:20:25] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.90_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 08:20:31] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 08:21:14] [Epoch     1/  500] trn/posterior_energy  1.125e+06, trn/neg_log_likelihood  7.715e+04, trn/neg_log_prior  1.047e+06, trn/lr  3.000e-07, val/acc 4.101e-01, val/nll 1.609e+00 (best_acc: 0.000e+00 -> 4.101e-01, test_acc: 4.108e-01, test_nll: 1.608e+00)
[2023-02-05 08:21:28] [Epoch     2/  500] trn/posterior_energy  1.106e+06, trn/neg_log_likelihood  6.006e+04, trn/neg_log_prior  1.046e+06, trn/lr  3.000e-07, val/acc 5.020e-01, val/nll 1.363e+00 (best_acc: 4.101e-01 -> 5.020e-01, test_acc: 5.021e-01, test_nll: 1.357e+00)
[2023-02-05 08:21:42] [Epoch     3/  500] trn/posterior_energy  1.098e+06, trn/neg_log_likelihood  5.243e+04, trn/neg_log_prior  1.045e+06, trn/lr  3.000e-07, val/acc 5.389e-01, val/nll 1.251e+00 (best_acc: 5.020e-01 -> 5.389e-01, test_acc: 5.400e-01, test_nll: 1.259e+00)
[2023-02-05 08:21:55] [Epoch     4/  500] trn/posterior_energy  1.090e+06, trn/neg_log_likelihood  4.552e+04, trn/neg_log_prior  1.044e+06, trn/lr  3.000e-07, val/acc 5.860e-01, val/nll 1.125e+00 (best_acc: 5.389e-01 -> 5.860e-01, test_acc: 5.835e-01, test_nll: 1.135e+00)
[2023-02-05 08:22:09] [Epoch     5/  500] trn/posterior_energy  1.084e+06, trn/neg_log_likelihood  4.071e+04, trn/neg_log_prior  1.043e+06, trn/lr  2.999e-07, val/acc 6.300e-01, val/nll 1.024e+00 (best_acc: 5.860e-01 -> 6.300e-01, test_acc: 6.238e-01, test_nll: 1.036e+00)
[2023-02-05 08:22:23] [Epoch     6/  500] trn/posterior_energy  1.078e+06, trn/neg_log_likelihood  3.615e+04, trn/neg_log_prior  1.042e+06, trn/lr  2.999e-07, val/acc 6.944e-01, val/nll 8.704e-01 (best_acc: 6.300e-01 -> 6.944e-01, test_acc: 6.851e-01, test_nll: 8.928e-01)
[2023-02-05 08:22:35] [Epoch     7/  500] trn/posterior_energy  1.074e+06, trn/neg_log_likelihood  3.244e+04, trn/neg_log_prior  1.041e+06, trn/lr  2.999e-07, val/acc 6.680e-01, val/nll 9.515e-01
[2023-02-05 08:22:49] [Epoch     8/  500] trn/posterior_energy  1.069e+06, trn/neg_log_likelihood  2.861e+04, trn/neg_log_prior  1.040e+06, trn/lr  2.998e-07, val/acc 7.357e-01, val/nll 7.546e-01 (best_acc: 6.944e-01 -> 7.357e-01, test_acc: 7.325e-01, test_nll: 7.591e-01)
[2023-02-05 08:23:01] [Epoch     9/  500] trn/posterior_energy  1.065e+06, trn/neg_log_likelihood  2.535e+04, trn/neg_log_prior  1.039e+06, trn/lr  2.998e-07, val/acc 7.353e-01, val/nll 7.692e-01
[2023-02-05 08:23:15] [Epoch    10/  500] trn/posterior_energy  1.061e+06, trn/neg_log_likelihood  2.290e+04, trn/neg_log_prior  1.039e+06, trn/lr  2.997e-07, val/acc 7.457e-01, val/nll 7.214e-01 (best_acc: 7.357e-01 -> 7.457e-01, test_acc: 7.419e-01, test_nll: 7.433e-01)
[2023-02-05 08:23:28] [Epoch    11/  500] trn/posterior_energy  1.058e+06, trn/neg_log_likelihood  2.034e+04, trn/neg_log_prior  1.038e+06, trn/lr  2.997e-07, val/acc 7.719e-01, val/nll 6.461e-01 (best_acc: 7.457e-01 -> 7.719e-01, test_acc: 7.730e-01, test_nll: 6.510e-01)
