[2023-02-05 03:34:32] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 03:34:32] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.70_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 03:34:38] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 03:35:20] [Epoch     1/  500] trn/posterior_energy  5.939e+06, trn/neg_log_likelihood  8.601e+04, trn/neg_log_prior  5.853e+06, trn/lr  1.000e-07, val/acc 3.093e-01, val/nll 1.870e+00 (best_acc: 0.000e+00 -> 3.093e-01, test_acc: 3.105e-01, test_nll: 1.868e+00)
[2023-02-05 03:35:34] [Epoch     2/  500] trn/posterior_energy  5.915e+06, trn/neg_log_likelihood  7.199e+04, trn/neg_log_prior  5.843e+06, trn/lr  1.000e-07, val/acc 3.877e-01, val/nll 1.691e+00 (best_acc: 3.093e-01 -> 3.877e-01, test_acc: 3.842e-01, test_nll: 1.696e+00)
[2023-02-05 03:35:47] [Epoch     3/  500] trn/posterior_energy  5.898e+06, trn/neg_log_likelihood  6.517e+04, trn/neg_log_prior  5.833e+06, trn/lr  9.999e-08, val/acc 4.420e-01, val/nll 1.537e+00 (best_acc: 3.877e-01 -> 4.420e-01, test_acc: 4.386e-01, test_nll: 1.534e+00)
[2023-02-05 03:36:01] [Epoch     4/  500] trn/posterior_energy  5.885e+06, trn/neg_log_likelihood  6.076e+04, trn/neg_log_prior  5.824e+06, trn/lr  9.999e-08, val/acc 4.678e-01, val/nll 1.463e+00 (best_acc: 4.420e-01 -> 4.678e-01, test_acc: 4.615e-01, test_nll: 1.473e+00)
[2023-02-05 03:36:15] [Epoch     5/  500] trn/posterior_energy  5.872e+06, trn/neg_log_likelihood  5.719e+04, trn/neg_log_prior  5.815e+06, trn/lr  9.998e-08, val/acc 4.890e-01, val/nll 1.403e+00 (best_acc: 4.678e-01 -> 4.890e-01, test_acc: 4.894e-01, test_nll: 1.408e+00)
[2023-02-05 03:36:29] [Epoch     6/  500] trn/posterior_energy  5.861e+06, trn/neg_log_likelihood  5.474e+04, trn/neg_log_prior  5.806e+06, trn/lr  9.997e-08, val/acc 5.233e-01, val/nll 1.316e+00 (best_acc: 4.890e-01 -> 5.233e-01, test_acc: 5.169e-01, test_nll: 1.320e+00)
[2023-02-05 03:36:43] [Epoch     7/  500] trn/posterior_energy  5.849e+06, trn/neg_log_likelihood  5.163e+04, trn/neg_log_prior  5.797e+06, trn/lr  9.996e-08, val/acc 5.410e-01, val/nll 1.276e+00 (best_acc: 5.233e-01 -> 5.410e-01, test_acc: 5.323e-01, test_nll: 1.288e+00)
[2023-02-05 03:36:57] [Epoch     8/  500] trn/posterior_energy  5.839e+06, trn/neg_log_likelihood  4.977e+04, trn/neg_log_prior  5.789e+06, trn/lr  9.994e-08, val/acc 5.705e-01, val/nll 1.222e+00 (best_acc: 5.410e-01 -> 5.705e-01, test_acc: 5.600e-01, test_nll: 1.223e+00)
[2023-02-05 03:37:10] [Epoch     9/  500] trn/posterior_energy  5.828e+06, trn/neg_log_likelihood  4.721e+04, trn/neg_log_prior  5.781e+06, trn/lr  9.993e-08, val/acc 5.761e-01, val/nll 1.198e+00 (best_acc: 5.705e-01 -> 5.761e-01, test_acc: 5.724e-01, test_nll: 1.197e+00)
[2023-02-05 03:37:25] [Epoch    10/  500] trn/posterior_energy  5.818e+06, trn/neg_log_likelihood  4.522e+04, trn/neg_log_prior  5.773e+06, trn/lr  9.991e-08, val/acc 5.822e-01, val/nll 1.169e+00 (best_acc: 5.761e-01 -> 5.822e-01, test_acc: 5.757e-01, test_nll: 1.176e+00)
[2023-02-05 03:37:38] [Epoch    11/  500] trn/posterior_energy  5.808e+06, trn/neg_log_likelihood  4.316e+04, trn/neg_log_prior  5.765e+06, trn/lr  9.989e-08, val/acc 6.108e-01, val/nll 1.086e+00 (best_acc: 5.822e-01 -> 6.108e-01, test_acc: 6.090e-01, test_nll: 1.091e+00)
[2023-02-05 03:37:52] [Epoch    12/  500] trn/posterior_energy  5.799e+06, trn/neg_log_likelihood  4.158e+04, trn/neg_log_prior  5.758e+06, trn/lr  9.987e-08, val/acc 6.148e-01, val/nll 1.054e+00 (best_acc: 6.108e-01 -> 6.148e-01, test_acc: 6.118e-01, test_nll: 1.061e+00)
[2023-02-05 03:38:06] [Epoch    13/  500] trn/posterior_energy  5.790e+06, trn/neg_log_likelihood  3.952e+04, trn/neg_log_prior  5.750e+06, trn/lr  9.985e-08, val/acc 6.166e-01, val/nll 1.076e+00 (best_acc: 6.148e-01 -> 6.166e-01, test_acc: 6.148e-01, test_nll: 1.070e+00)
[2023-02-05 03:38:20] [Epoch    14/  500] trn/posterior_energy  5.781e+06, trn/neg_log_likelihood  3.803e+04, trn/neg_log_prior  5.743e+06, trn/lr  9.982e-08, val/acc 6.438e-01, val/nll 1.014e+00 (best_acc: 6.166e-01 -> 6.438e-01, test_acc: 6.379e-01, test_nll: 1.029e+00)
[2023-02-05 03:38:34] [Epoch    15/  500] trn/posterior_energy  5.773e+06, trn/neg_log_likelihood  3.641e+04, trn/neg_log_prior  5.736e+06, trn/lr  9.979e-08, val/acc 6.475e-01, val/nll 9.769e-01 (best_acc: 6.438e-01 -> 6.475e-01, test_acc: 6.364e-01, test_nll: 9.986e-01)
[2023-02-05 03:38:46] [Epoch    16/  500] trn/posterior_energy  5.764e+06, trn/neg_log_likelihood  3.428e+04, trn/neg_log_prior  5.730e+06, trn/lr  9.976e-08, val/acc 6.456e-01, val/nll 9.796e-01
[2023-02-05 03:38:58] [Epoch    17/  500] trn/posterior_energy  5.756e+06, trn/neg_log_likelihood  3.279e+04, trn/neg_log_prior  5.723e+06, trn/lr  9.973e-08, val/acc 6.467e-01, val/nll 1.014e+00
[2023-02-05 03:39:12] [Epoch    18/  500] trn/posterior_energy  5.748e+06, trn/neg_log_likelihood  3.144e+04, trn/neg_log_prior  5.717e+06, trn/lr  9.970e-08, val/acc 6.490e-01, val/nll 9.968e-01 (best_acc: 6.475e-01 -> 6.490e-01, test_acc: 6.434e-01, test_nll: 1.017e+00)
[2023-02-05 03:39:26] [Epoch    19/  500] trn/posterior_energy  5.741e+06, trn/neg_log_likelihood  3.007e+04, trn/neg_log_prior  5.711e+06, trn/lr  9.966e-08, val/acc 6.835e-01, val/nll 9.164e-01 (best_acc: 6.490e-01 -> 6.835e-01, test_acc: 6.751e-01, test_nll: 9.428e-01)
[2023-02-05 03:39:38] [Epoch    20/  500] trn/posterior_energy  5.734e+06, trn/neg_log_likelihood  2.858e+04, trn/neg_log_prior  5.705e+06, trn/lr  9.963e-08, val/acc 6.665e-01, val/nll 9.779e-01
[2023-02-05 03:39:50] [Epoch    21/  500] trn/posterior_energy  5.726e+06, trn/neg_log_likelihood  2.710e+04, trn/neg_log_prior  5.699e+06, trn/lr  9.959e-08, val/acc 6.705e-01, val/nll 9.563e-01
[2023-02-05 03:40:02] [Epoch    22/  500] trn/posterior_energy  5.720e+06, trn/neg_log_likelihood  2.601e+04, trn/neg_log_prior  5.694e+06, trn/lr  9.954e-08, val/acc 6.655e-01, val/nll 9.696e-01
[2023-02-05 03:40:16] [Epoch    23/  500] trn/posterior_energy  5.712e+06, trn/neg_log_likelihood  2.394e+04, trn/neg_log_prior  5.688e+06, trn/lr  9.950e-08, val/acc 6.843e-01, val/nll 9.334e-01 (best_acc: 6.835e-01 -> 6.843e-01, test_acc: 6.786e-01, test_nll: 9.353e-01)
[2023-02-05 03:40:29] [Epoch    24/  500] trn/posterior_energy  5.705e+06, trn/neg_log_likelihood  2.255e+04, trn/neg_log_prior  5.683e+06, trn/lr  9.946e-08, val/acc 6.879e-01, val/nll 9.328e-01 (best_acc: 6.843e-01 -> 6.879e-01, test_acc: 6.806e-01, test_nll: 9.515e-01)
[2023-02-05 03:40:43] [Epoch    25/  500] trn/posterior_energy  5.699e+06, trn/neg_log_likelihood  2.100e+04, trn/neg_log_prior  5.678e+06, trn/lr  9.941e-08, val/acc 6.933e-01, val/nll 9.233e-01 (best_acc: 6.879e-01 -> 6.933e-01, test_acc: 6.829e-01, test_nll: 9.512e-01)
[2023-02-05 03:40:55] [Epoch    26/  500] trn/posterior_energy  5.693e+06, trn/neg_log_likelihood  2.010e+04, trn/neg_log_prior  5.673e+06, trn/lr  9.936e-08, val/acc 6.775e-01, val/nll 9.784e-01
[2023-02-05 03:41:07] [Epoch    27/  500] trn/posterior_energy  5.687e+06, trn/neg_log_likelihood  1.874e+04, trn/neg_log_prior  5.668e+06, trn/lr  9.931e-08, val/acc 6.555e-01, val/nll 1.080e+00
[2023-02-05 03:41:19] [Epoch    28/  500] trn/posterior_energy  5.681e+06, trn/neg_log_likelihood  1.719e+04, trn/neg_log_prior  5.663e+06, trn/lr  9.926e-08, val/acc 6.563e-01, val/nll 1.081e+00
[2023-02-05 03:41:33] [Epoch    29/  500] trn/posterior_energy  5.675e+06, trn/neg_log_likelihood  1.611e+04, trn/neg_log_prior  5.659e+06, trn/lr  9.920e-08, val/acc 7.011e-01, val/nll 9.370e-01 (best_acc: 6.933e-01 -> 7.011e-01, test_acc: 6.910e-01, test_nll: 9.550e-01)
[2023-02-05 03:41:45] [Epoch    30/  500] trn/posterior_energy  5.669e+06, trn/neg_log_likelihood  1.496e+04, trn/neg_log_prior  5.654e+06, trn/lr  9.914e-08, val/acc 6.625e-01, val/nll 1.096e+00
[2023-02-05 03:41:57] [Epoch    31/  500] trn/posterior_energy  5.664e+06, trn/neg_log_likelihood  1.338e+04, trn/neg_log_prior  5.650e+06, trn/lr  9.908e-08, val/acc 7.008e-01, val/nll 9.433e-01
