[2023-02-17 08:10:12] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-17 08:10:12] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR10_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.99
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.001
- args.rho                : 0.1
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR10_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.990_b2-0.999_wd-0.0010_eps-1e-1_rho-0.1000_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-17 08:10:17] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-17 08:11:28] [Epoch     1/  200] trn/loss 2.140e+00, trn/lr 3.000e+00, trn/scale 9.322e-01, val/acc 3.073e-01, val/nll 1.820e+00 (best_acc: 0.000e+00 -> 3.073e-01, test_acc: 3.043e-01, test_nll: 1.814e+00)
[2023-02-17 08:11:37] [Epoch     2/  200] trn/loss 1.742e+00, trn/lr 3.000e+00, trn/scale 8.093e-01, val/acc 3.916e-01, val/nll 1.608e+00 (best_acc: 3.073e-01 -> 3.916e-01, test_acc: 3.972e-01, test_nll: 1.608e+00)
[2023-02-17 08:11:47] [Epoch     3/  200] trn/loss 1.564e+00, trn/lr 2.999e+00, trn/scale 7.045e-01, val/acc 4.588e-01, val/nll 1.481e+00 (best_acc: 3.916e-01 -> 4.588e-01, test_acc: 4.612e-01, test_nll: 1.469e+00)
[2023-02-17 08:11:56] [Epoch     4/  200] trn/loss 1.382e+00, trn/lr 2.998e+00, trn/scale 6.153e-01, val/acc 5.106e-01, val/nll 1.348e+00 (best_acc: 4.588e-01 -> 5.106e-01, test_acc: 5.077e-01, test_nll: 1.350e+00)
[2023-02-17 08:12:04] [Epoch     5/  200] trn/loss 1.271e+00, trn/lr 2.996e+00, trn/scale 5.392e-01, val/acc 4.813e-01, val/nll 1.464e+00
[2023-02-17 08:12:12] [Epoch     6/  200] trn/loss 1.170e+00, trn/lr 2.994e+00, trn/scale 4.744e-01, val/acc 4.567e-01, val/nll 1.714e+00
[2023-02-17 08:12:22] [Epoch     7/  200] trn/loss 1.123e+00, trn/lr 2.992e+00, trn/scale 4.192e-01, val/acc 6.212e-01, val/nll 1.078e+00 (best_acc: 5.106e-01 -> 6.212e-01, test_acc: 6.178e-01, test_nll: 1.102e+00)
[2023-02-17 08:12:30] [Epoch     8/  200] trn/loss 1.079e+00, trn/lr 2.990e+00, trn/scale 3.722e-01, val/acc 5.842e-01, val/nll 1.224e+00
[2023-02-17 08:12:38] [Epoch     9/  200] trn/loss 1.035e+00, trn/lr 2.987e+00, trn/scale 3.321e-01, val/acc 5.803e-01, val/nll 1.150e+00
[2023-02-17 08:12:46] [Epoch    10/  200] trn/loss 1.008e+00, trn/lr 2.983e+00, trn/scale 2.979e-01, val/acc 5.382e-01, val/nll 1.417e+00
[2023-02-17 08:12:55] [Epoch    11/  200] trn/loss 9.911e-01, trn/lr 2.980e+00, trn/scale 2.688e-01, val/acc 5.139e-01, val/nll 1.471e+00
[2023-02-17 08:13:03] [Epoch    12/  200] trn/loss 9.903e-01, trn/lr 2.976e+00, trn/scale 2.440e-01, val/acc 5.365e-01, val/nll 1.325e+00
[2023-02-17 08:13:11] [Epoch    13/  200] trn/loss 9.663e-01, trn/lr 2.971e+00, trn/scale 2.229e-01, val/acc 5.189e-01, val/nll 1.394e+00
[2023-02-17 08:13:19] [Epoch    14/  200] trn/loss 1.036e+00, trn/lr 2.966e+00, trn/scale 2.049e-01, val/acc 5.875e-01, val/nll 1.234e+00
[2023-02-17 08:13:28] [Epoch    15/  200] trn/loss 1.076e+00, trn/lr 2.961e+00, trn/scale 1.895e-01, val/acc 5.841e-01, val/nll 1.200e+00
[2023-02-17 08:13:36] [Epoch    16/  200] trn/loss 1.125e+00, trn/lr 2.956e+00, trn/scale 1.765e-01, val/acc 4.644e-01, val/nll 1.778e+00
[2023-02-17 08:13:44] [Epoch    17/  200] trn/loss 1.127e+00, trn/lr 2.950e+00, trn/scale 1.653e-01, val/acc 3.596e-01, val/nll 2.565e+00
[2023-02-17 08:13:52] [Epoch    18/  200] trn/loss 1.137e+00, trn/lr 2.944e+00, trn/scale 1.558e-01, val/acc 4.993e-01, val/nll 1.445e+00
[2023-02-17 08:14:01] [Epoch    19/  200] trn/loss 1.161e+00, trn/lr 2.937e+00, trn/scale 1.477e-01, val/acc 4.712e-01, val/nll 1.489e+00
[2023-02-17 08:14:09] [Epoch    20/  200] trn/loss 1.206e+00, trn/lr 2.930e+00, trn/scale 1.408e-01, val/acc 3.530e-01, val/nll 2.271e+00
[2023-02-17 08:14:17] [Epoch    21/  200] trn/loss 1.244e+00, trn/lr 2.923e+00, trn/scale 1.349e-01, val/acc 4.228e-01, val/nll 1.750e+00
[2023-02-17 08:14:25] [Epoch    22/  200] trn/loss 1.268e+00, trn/lr 2.915e+00, trn/scale 1.299e-01, val/acc 4.241e-01, val/nll 1.706e+00
