[2023-02-14 17:03:03] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-14 17:03:03] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.7
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.3
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.700_b2-0.999_wd-0.0030_eps-1e-1_rho-0.3000_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-14 17:03:17] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-14 17:04:26] [Epoch     1/  200] trn/loss 4.471e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 7.909e-02, val/nll 4.009e+00 (best_acc: 0.000e+00 -> 7.909e-02, test_acc: 8.090e-02, test_nll: 3.993e+00)
[2023-02-14 17:04:35] [Epoch     2/  200] trn/loss 3.894e+00, trn/lr 3.000e+00, trn/scale 8.097e-01, val/acc 1.011e-01, val/nll 3.844e+00 (best_acc: 7.909e-02 -> 1.011e-01, test_acc: 1.058e-01, test_nll: 3.825e+00)
[2023-02-14 17:04:45] [Epoch     3/  200] trn/loss 3.700e+00, trn/lr 2.999e+00, trn/scale 7.052e-01, val/acc 1.167e-01, val/nll 3.770e+00 (best_acc: 1.011e-01 -> 1.167e-01, test_acc: 1.209e-01, test_nll: 3.754e+00)
[2023-02-14 17:04:53] [Epoch     4/  200] trn/loss 3.613e+00, trn/lr 2.998e+00, trn/scale 6.162e-01, val/acc 8.717e-02, val/nll 4.063e+00
[2023-02-14 17:05:01] [Epoch     5/  200] trn/loss 3.534e+00, trn/lr 2.996e+00, trn/scale 5.403e-01, val/acc 1.101e-01, val/nll 3.733e+00
[2023-02-14 17:05:10] [Epoch     6/  200] trn/loss 3.517e+00, trn/lr 2.994e+00, trn/scale 4.756e-01, val/acc 1.243e-01, val/nll 3.689e+00 (best_acc: 1.167e-01 -> 1.243e-01, test_acc: 1.229e-01, test_nll: 3.662e+00)
[2023-02-14 17:05:18] [Epoch     7/  200] trn/loss 3.574e+00, trn/lr 2.992e+00, trn/scale 4.205e-01, val/acc 6.272e-02, val/nll 4.381e+00
[2023-02-14 17:05:27] [Epoch     8/  200] trn/loss 3.680e+00, trn/lr 2.990e+00, trn/scale 3.736e-01, val/acc 8.407e-02, val/nll 4.046e+00
[2023-02-14 17:05:35] [Epoch     9/  200] trn/loss 3.818e+00, trn/lr 2.987e+00, trn/scale 3.336e-01, val/acc 2.246e-02, val/nll 7.292e+00
[2023-02-14 17:05:43] [Epoch    10/  200] trn/loss 4.004e+00, trn/lr 2.983e+00, trn/scale 2.995e-01, val/acc 3.252e-02, val/nll 4.431e+00
[2023-02-14 17:05:51] [Epoch    11/  200] trn/loss 4.272e+00, trn/lr 2.980e+00, trn/scale 2.704e-01, val/acc 2.743e-02, val/nll 4.447e+00
[2023-02-14 17:05:59] [Epoch    12/  200] trn/loss 4.365e+00, trn/lr 2.976e+00, trn/scale 2.457e-01, val/acc 9.071e-03, val/nll 4.610e+00
[2023-02-14 17:06:07] [Epoch    13/  200] trn/loss 4.453e+00, trn/lr 2.971e+00, trn/scale 2.246e-01, val/acc 1.073e-02, val/nll 5.857e+01
[2023-02-14 17:06:16] [Epoch    14/  200] trn/loss 4.543e+00, trn/lr 2.966e+00, trn/scale 2.066e-01, val/acc 1.338e-02, val/nll 4.588e+00
[2023-02-14 17:06:24] [Epoch    15/  200] trn/loss 4.574e+00, trn/lr 2.961e+00, trn/scale 1.913e-01, val/acc 1.095e-02, val/nll 1.952e+01
[2023-02-14 17:06:32] [Epoch    16/  200] trn/loss 4.581e+00, trn/lr 2.956e+00, trn/scale 1.782e-01, val/acc 9.071e-03, val/nll 4.639e+00
[2023-02-14 17:06:40] [Epoch    17/  200] trn/loss 4.614e+00, trn/lr 2.950e+00, trn/scale 1.671e-01, val/acc 8.960e-03, val/nll 4.620e+00
[2023-02-14 17:06:48] [Epoch    18/  200] trn/loss 4.619e+00, trn/lr 2.944e+00, trn/scale 1.576e-01, val/acc 9.735e-03, val/nll 4.620e+00
[2023-02-14 17:06:56] [Epoch    19/  200] trn/loss 4.620e+00, trn/lr 2.937e+00, trn/scale 1.495e-01, val/acc 9.845e-03, val/nll 4.621e+00
[2023-02-14 17:07:05] [Epoch    20/  200] trn/loss 4.620e+00, trn/lr 2.930e+00, trn/scale 1.426e-01, val/acc 1.018e-02, val/nll 4.623e+00
[2023-02-14 17:07:13] [Epoch    21/  200] trn/loss 4.621e+00, trn/lr 2.923e+00, trn/scale 1.368e-01, val/acc 1.095e-02, val/nll 4.622e+00
[2023-02-14 17:07:21] [Epoch    22/  200] trn/loss 4.621e+00, trn/lr 2.915e+00, trn/scale 1.318e-01, val/acc 1.128e-02, val/nll 4.623e+00
[2023-02-14 17:07:29] [Epoch    23/  200] trn/loss 4.622e+00, trn/lr 2.907e+00, trn/scale 1.275e-01, val/acc 9.735e-03, val/nll 4.625e+00
[2023-02-14 17:07:37] [Epoch    24/  200] trn/loss 4.623e+00, trn/lr 2.899e+00, trn/scale 1.239e-01, val/acc 9.181e-03, val/nll 4.626e+00
[2023-02-14 17:07:46] [Epoch    25/  200] trn/loss 4.622e+00, trn/lr 2.890e+00, trn/scale 1.208e-01, val/acc 1.073e-02, val/nll 4.621e+00
[2023-02-14 17:07:54] [Epoch    26/  200] trn/loss 4.623e+00, trn/lr 2.881e+00, trn/scale 1.182e-01, val/acc 9.845e-03, val/nll 4.620e+00
[2023-02-14 17:08:02] [Epoch    27/  200] trn/loss 4.623e+00, trn/lr 2.872e+00, trn/scale 1.159e-01, val/acc 8.518e-03, val/nll 4.627e+00
[2023-02-14 17:08:10] [Epoch    28/  200] trn/loss 4.622e+00, trn/lr 2.862e+00, trn/scale 1.140e-01, val/acc 8.518e-03, val/nll 4.627e+00
[2023-02-14 17:08:18] [Epoch    29/  200] trn/loss 4.624e+00, trn/lr 2.852e+00, trn/scale 1.124e-01, val/acc 1.106e-02, val/nll 4.625e+00
[2023-02-14 17:08:27] [Epoch    30/  200] trn/loss 4.626e+00, trn/lr 2.842e+00, trn/scale 1.110e-01, val/acc 9.292e-03, val/nll 4.622e+00
[2023-02-14 17:08:35] [Epoch    31/  200] trn/loss 4.624e+00, trn/lr 2.831e+00, trn/scale 1.098e-01, val/acc 9.624e-03, val/nll 4.619e+00
[2023-02-14 17:08:43] [Epoch    32/  200] trn/loss 4.624e+00, trn/lr 2.820e+00, trn/scale 1.088e-01, val/acc 1.117e-02, val/nll 4.617e+00
[2023-02-14 17:08:51] [Epoch    33/  200] trn/loss 4.625e+00, trn/lr 2.809e+00, trn/scale 1.079e-01, val/acc 1.095e-02, val/nll 4.618e+00
[2023-02-14 17:08:59] [Epoch    34/  200] trn/loss 4.625e+00, trn/lr 2.797e+00, trn/scale 1.072e-01, val/acc 9.292e-03, val/nll 4.623e+00
