[2023-02-05 22:12:25] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 22:12:25] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.97
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.97_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 22:12:31] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 22:13:14] [Epoch     1/  500] trn/posterior_energy  4.246e+06, trn/neg_log_likelihood  8.155e+04, trn/neg_log_prior  4.164e+06, trn/lr  1.000e-07, val/acc 3.816e-01, val/nll 1.664e+00 (best_acc: 0.000e+00 -> 3.816e-01, test_acc: 3.793e-01, test_nll: 1.662e+00)
[2023-02-05 22:13:29] [Epoch     2/  500] trn/posterior_energy  4.205e+06, trn/neg_log_likelihood  6.286e+04, trn/neg_log_prior  4.143e+06, trn/lr  1.000e-07, val/acc 4.602e-01, val/nll 1.466e+00 (best_acc: 3.816e-01 -> 4.602e-01, test_acc: 4.648e-01, test_nll: 1.469e+00)
[2023-02-05 22:13:43] [Epoch     3/  500] trn/posterior_energy  4.179e+06, trn/neg_log_likelihood  5.533e+04, trn/neg_log_prior  4.124e+06, trn/lr  9.999e-08, val/acc 5.010e-01, val/nll 1.414e+00 (best_acc: 4.602e-01 -> 5.010e-01, test_acc: 4.953e-01, test_nll: 1.417e+00)
[2023-02-05 22:13:57] [Epoch     4/  500] trn/posterior_energy  4.157e+06, trn/neg_log_likelihood  4.929e+04, trn/neg_log_prior  4.107e+06, trn/lr  9.999e-08, val/acc 6.076e-01, val/nll 1.109e+00 (best_acc: 5.010e-01 -> 6.076e-01, test_acc: 6.023e-01, test_nll: 1.116e+00)
[2023-02-05 22:14:11] [Epoch     5/  500] trn/posterior_energy  4.136e+06, trn/neg_log_likelihood  4.309e+04, trn/neg_log_prior  4.093e+06, trn/lr  9.998e-08, val/acc 6.252e-01, val/nll 1.032e+00 (best_acc: 6.076e-01 -> 6.252e-01, test_acc: 6.169e-01, test_nll: 1.041e+00)
[2023-02-05 22:14:25] [Epoch     6/  500] trn/posterior_energy  4.120e+06, trn/neg_log_likelihood  3.908e+04, trn/neg_log_prior  4.081e+06, trn/lr  9.997e-08, val/acc 6.790e-01, val/nll 8.875e-01 (best_acc: 6.252e-01 -> 6.790e-01, test_acc: 6.767e-01, test_nll: 9.005e-01)
[2023-02-05 22:14:37] [Epoch     7/  500] trn/posterior_energy  4.106e+06, trn/neg_log_likelihood  3.548e+04, trn/neg_log_prior  4.070e+06, trn/lr  9.996e-08, val/acc 6.584e-01, val/nll 9.759e-01
[2023-02-05 22:14:51] [Epoch     8/  500] trn/posterior_energy  4.095e+06, trn/neg_log_likelihood  3.343e+04, trn/neg_log_prior  4.061e+06, trn/lr  9.994e-08, val/acc 6.910e-01, val/nll 8.691e-01 (best_acc: 6.790e-01 -> 6.910e-01, test_acc: 6.926e-01, test_nll: 8.713e-01)
[2023-02-05 22:15:04] [Epoch     9/  500] trn/posterior_energy  4.083e+06, trn/neg_log_likelihood  2.935e+04, trn/neg_log_prior  4.053e+06, trn/lr  9.993e-08, val/acc 7.135e-01, val/nll 8.019e-01 (best_acc: 6.910e-01 -> 7.135e-01, test_acc: 7.175e-01, test_nll: 8.077e-01)
[2023-02-05 22:15:18] [Epoch    10/  500] trn/posterior_energy  4.073e+06, trn/neg_log_likelihood  2.655e+04, trn/neg_log_prior  4.047e+06, trn/lr  9.991e-08, val/acc 7.521e-01, val/nll 7.199e-01 (best_acc: 7.135e-01 -> 7.521e-01, test_acc: 7.531e-01, test_nll: 7.195e-01)
[2023-02-05 22:15:30] [Epoch    11/  500] trn/posterior_energy  4.064e+06, trn/neg_log_likelihood  2.377e+04, trn/neg_log_prior  4.041e+06, trn/lr  9.989e-08, val/acc 7.519e-01, val/nll 7.248e-01
