[2023-02-21 05:06:52] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-21 05:06:52] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 0.3
- args.optim_momentum     : 0.97
- args.optim_weight_decay : 0.003
- args.rho                : 1.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/ASAM/bs-0256_ne-0200_lr-0.30_mo-0.97_wd-0.0030_rho-1.0000_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-21 05:06:58] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-21 05:08:00] [Epoch     1/  200] trn/loss 4.748e+00, trn/lr 3.000e-01, val/acc 1.449e-02, val/nll 4.606e+00 (best_acc: 0.000e+00 -> 1.449e-02, test_acc: 1.530e-02, test_nll: 4.601e+00)
[2023-02-21 05:08:09] [Epoch     2/  200] trn/loss 4.511e+00, trn/lr 3.000e-01, val/acc 2.389e-02, val/nll 4.486e+00 (best_acc: 1.449e-02 -> 2.389e-02, test_acc: 2.250e-02, test_nll: 4.474e+00)
[2023-02-21 05:08:16] [Epoch     3/  200] trn/loss 4.490e+00, trn/lr 2.999e-01, val/acc 1.770e-02, val/nll 4.487e+00
[2023-02-21 05:08:23] [Epoch     4/  200] trn/loss 4.496e+00, trn/lr 2.998e-01, val/acc 1.781e-02, val/nll 4.519e+00
[2023-02-21 05:08:30] [Epoch     5/  200] trn/loss 4.489e+00, trn/lr 2.996e-01, val/acc 1.549e-02, val/nll 4.733e+00
[2023-02-21 05:08:38] [Epoch     6/  200] trn/loss 4.515e+00, trn/lr 2.994e-01, val/acc 1.438e-02, val/nll 4.571e+00
[2023-02-21 05:08:45] [Epoch     7/  200] trn/loss 4.515e+00, trn/lr 2.992e-01, val/acc 1.681e-02, val/nll 4.579e+00
[2023-02-21 05:08:52] [Epoch     8/  200] trn/loss 4.505e+00, trn/lr 2.990e-01, val/acc 1.361e-02, val/nll 4.596e+00
[2023-02-21 05:08:59] [Epoch     9/  200] trn/loss 4.512e+00, trn/lr 2.987e-01, val/acc 1.095e-02, val/nll 4.604e+00
[2023-02-21 05:09:06] [Epoch    10/  200] trn/loss 4.501e+00, trn/lr 2.983e-01, val/acc 1.438e-02, val/nll 4.559e+00
[2023-02-21 05:09:14] [Epoch    11/  200] trn/loss 4.510e+00, trn/lr 2.980e-01, val/acc 1.515e-02, val/nll 4.569e+00
[2023-02-21 05:09:21] [Epoch    12/  200] trn/loss 4.499e+00, trn/lr 2.976e-01, val/acc 9.845e-03, val/nll 4.627e+00
[2023-02-21 05:09:28] [Epoch    13/  200] trn/loss 4.499e+00, trn/lr 2.971e-01, val/acc 1.770e-02, val/nll 4.543e+00
[2023-02-21 05:09:35] [Epoch    14/  200] trn/loss 4.556e+00, trn/lr 2.966e-01, val/acc 9.181e-03, val/nll 4.618e+00
[2023-02-21 05:09:43] [Epoch    15/  200] trn/loss 4.615e+00, trn/lr 2.961e-01, val/acc 8.850e-03, val/nll 4.617e+00
[2023-02-21 05:09:50] [Epoch    16/  200] trn/loss 4.615e+00, trn/lr 2.956e-01, val/acc 9.292e-03, val/nll 4.613e+00
[2023-02-21 05:09:57] [Epoch    17/  200] trn/loss 4.614e+00, trn/lr 2.950e-01, val/acc 8.518e-03, val/nll 4.614e+00
[2023-02-21 05:10:04] [Epoch    18/  200] trn/loss 4.614e+00, trn/lr 2.944e-01, val/acc 9.956e-03, val/nll 4.617e+00
[2023-02-21 05:10:11] [Epoch    19/  200] trn/loss 4.615e+00, trn/lr 2.937e-01, val/acc 1.018e-02, val/nll 4.616e+00
