[2023-02-07 01:46:56] Environments:
------------  -------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/optax
------------  -------------------------------------------------------------------------------

[2023-02-07 01:46:56] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 100
- args.num_epochs_noisy  : 0
- args.prior_precision   : 20.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SSE/bs-0080_nc-0030_ne-0100-0000_lr-0.0000001_mo-0.90_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-07 01:47:29] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  2.708e+05, trn/neg_log_likelihood  8.874e+04, trn/neg_log_prior  1.821e+05, trn/lr  9.999e-08, trn/temperature  0.000e+00, val/acc 2.997e-01, val/nll 1.885e+00
[2023-02-07 01:47:34] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  2.546e+05, trn/neg_log_likelihood  7.287e+04, trn/neg_log_prior  1.818e+05, trn/lr  9.994e-08, trn/temperature  0.000e+00, val/acc 3.993e-01, val/nll 1.663e+00
[2023-02-07 01:47:38] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  2.468e+05, trn/neg_log_likelihood  6.531e+04, trn/neg_log_prior  1.815e+05, trn/lr  9.984e-08, trn/temperature  0.000e+00, val/acc 4.274e-01, val/nll 1.524e+00
[2023-02-07 01:47:42] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  2.418e+05, trn/neg_log_likelihood  6.068e+04, trn/neg_log_prior  1.811e+05, trn/lr  9.970e-08, trn/temperature  0.000e+00, val/acc 4.424e-01, val/nll 1.503e+00
[2023-02-07 01:47:46] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  2.385e+05, trn/neg_log_likelihood  5.766e+04, trn/neg_log_prior  1.808e+05, trn/lr  9.950e-08, trn/temperature  0.000e+00, val/acc 4.496e-01, val/nll 1.510e+00
[2023-02-07 01:47:50] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  2.358e+05, trn/neg_log_likelihood  5.530e+04, trn/neg_log_prior  1.805e+05, trn/lr  9.925e-08, trn/temperature  0.000e+00, val/acc 5.189e-01, val/nll 1.308e+00
[2023-02-07 01:47:54] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  2.331e+05, trn/neg_log_likelihood  5.288e+04, trn/neg_log_prior  1.802e+05, trn/lr  9.896e-08, trn/temperature  0.000e+00, val/acc 5.004e-01, val/nll 1.391e+00
[2023-02-07 01:47:58] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  2.305e+05, trn/neg_log_likelihood  5.062e+04, trn/neg_log_prior  1.799e+05, trn/lr  9.862e-08, trn/temperature  0.000e+00, val/acc 5.362e-01, val/nll 1.260e+00
[2023-02-07 01:48:02] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  2.280e+05, trn/neg_log_likelihood  4.837e+04, trn/neg_log_prior  1.797e+05, trn/lr  9.823e-08, trn/temperature  0.000e+00, val/acc 5.660e-01, val/nll 1.192e+00
[2023-02-07 01:48:06] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  2.257e+05, trn/neg_log_likelihood  4.635e+04, trn/neg_log_prior  1.794e+05, trn/lr  9.779e-08, trn/temperature  0.000e+00, val/acc 5.913e-01, val/nll 1.140e+00
[2023-02-07 01:48:10] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  2.234e+05, trn/neg_log_likelihood  4.425e+04, trn/neg_log_prior  1.791e+05, trn/lr  9.730e-08, trn/temperature  0.000e+00, val/acc 6.055e-01, val/nll 1.097e+00
