[2023-02-06 08:16:01] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 08:16:01] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.99_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 08:16:15] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 08:16:59] [Epoch     1/  500] trn/posterior_energy  4.201e+06, trn/neg_log_likelihood  8.462e+04, trn/neg_log_prior  4.117e+06, trn/lr  3.000e-07, val/acc 3.235e-01, val/nll 1.880e+00 (best_acc: 0.000e+00 -> 3.235e-01, test_acc: 3.285e-01, test_nll: 1.867e+00)
[2023-02-06 08:17:13] [Epoch     2/  500] trn/posterior_energy  4.100e+06, trn/neg_log_likelihood  7.127e+04, trn/neg_log_prior  4.028e+06, trn/lr  3.000e-07, val/acc 3.730e-01, val/nll 1.695e+00 (best_acc: 3.235e-01 -> 3.730e-01, test_acc: 3.773e-01, test_nll: 1.687e+00)
[2023-02-06 08:17:28] [Epoch     3/  500] trn/posterior_energy  4.069e+06, trn/neg_log_likelihood  6.457e+04, trn/neg_log_prior  4.004e+06, trn/lr  3.000e-07, val/acc 3.878e-01, val/nll 1.577e+00 (best_acc: 3.730e-01 -> 3.878e-01, test_acc: 4.056e-01, test_nll: 1.564e+00)
[2023-02-06 08:17:42] [Epoch     4/  500] trn/posterior_energy  4.061e+06, trn/neg_log_likelihood  6.109e+04, trn/neg_log_prior  4.000e+06, trn/lr  3.000e-07, val/acc 4.878e-01, val/nll 1.399e+00 (best_acc: 3.878e-01 -> 4.878e-01, test_acc: 4.863e-01, test_nll: 1.407e+00)
[2023-02-06 08:17:55] [Epoch     5/  500] trn/posterior_energy  4.056e+06, trn/neg_log_likelihood  5.590e+04, trn/neg_log_prior  4.000e+06, trn/lr  2.999e-07, val/acc 5.028e-01, val/nll 1.353e+00 (best_acc: 4.878e-01 -> 5.028e-01, test_acc: 5.067e-01, test_nll: 1.351e+00)
[2023-02-06 08:18:10] [Epoch     6/  500] trn/posterior_energy  4.055e+06, trn/neg_log_likelihood  5.273e+04, trn/neg_log_prior  4.002e+06, trn/lr  2.999e-07, val/acc 5.367e-01, val/nll 1.245e+00 (best_acc: 5.028e-01 -> 5.367e-01, test_acc: 5.289e-01, test_nll: 1.265e+00)
[2023-02-06 08:18:24] [Epoch     7/  500] trn/posterior_energy  4.052e+06, trn/neg_log_likelihood  4.860e+04, trn/neg_log_prior  4.004e+06, trn/lr  2.999e-07, val/acc 5.751e-01, val/nll 1.174e+00 (best_acc: 5.367e-01 -> 5.751e-01, test_acc: 5.683e-01, test_nll: 1.184e+00)
[2023-02-06 08:18:38] [Epoch     8/  500] trn/posterior_energy  4.052e+06, trn/neg_log_likelihood  4.680e+04, trn/neg_log_prior  4.005e+06, trn/lr  2.998e-07, val/acc 6.271e-01, val/nll 1.069e+00 (best_acc: 5.751e-01 -> 6.271e-01, test_acc: 6.279e-01, test_nll: 1.082e+00)
[2023-02-06 08:18:52] [Epoch     9/  500] trn/posterior_energy  4.050e+06, trn/neg_log_likelihood  4.327e+04, trn/neg_log_prior  4.007e+06, trn/lr  2.998e-07, val/acc 6.325e-01, val/nll 1.039e+00 (best_acc: 6.271e-01 -> 6.325e-01, test_acc: 6.316e-01, test_nll: 1.054e+00)
[2023-02-06 08:19:03] [Epoch    10/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  4.061e+04, trn/neg_log_prior  4.008e+06, trn/lr  2.997e-07, val/acc 6.282e-01, val/nll 1.031e+00
[2023-02-06 08:19:16] [Epoch    11/  500] trn/posterior_energy  4.050e+06, trn/neg_log_likelihood  4.038e+04, trn/neg_log_prior  4.009e+06, trn/lr  2.997e-07, val/acc 6.772e-01, val/nll 9.387e-01 (best_acc: 6.325e-01 -> 6.772e-01, test_acc: 6.761e-01, test_nll: 9.374e-01)
