[2023-02-04 02:46:00] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 02:46:00] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 45
- args.num_epochs_noisy  : 5
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0045-0005_lr-0.0000001_mo-0.97_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 02:46:35] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  5.230e+05, trn/neg_log_likelihood  9.004e+04, trn/neg_log_prior  4.330e+05, trn/lr  9.997e-08, trn/temperature  0.000e+00, val/acc 3.127e-01, val/nll 1.902e+00
[2023-02-04 02:46:39] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  4.855e+05, trn/neg_log_likelihood  7.095e+04, trn/neg_log_prior  4.145e+05, trn/lr  9.977e-08, trn/temperature  0.000e+00, val/acc 3.959e-01, val/nll 1.630e+00
[2023-02-04 02:46:44] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  4.651e+05, trn/neg_log_likelihood  6.436e+04, trn/neg_log_prior  4.007e+05, trn/lr  9.938e-08, trn/temperature  0.000e+00, val/acc 4.475e-01, val/nll 1.525e+00
[2023-02-04 02:46:48] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  4.503e+05, trn/neg_log_likelihood  5.983e+04, trn/neg_log_prior  3.905e+05, trn/lr  9.879e-08, trn/temperature  0.000e+00, val/acc 4.928e-01, val/nll 1.371e+00
[2023-02-04 02:46:52] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  4.379e+05, trn/neg_log_likelihood  5.505e+04, trn/neg_log_prior  3.828e+05, trn/lr  9.801e-08, trn/temperature  0.000e+00, val/acc 5.410e-01, val/nll 1.269e+00
[2023-02-04 02:46:56] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  4.291e+05, trn/neg_log_likelihood  5.162e+04, trn/neg_log_prior  3.774e+05, trn/lr  9.704e-08, trn/temperature  0.000e+00, val/acc 5.564e-01, val/nll 1.199e+00
[2023-02-04 02:47:00] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  4.221e+05, trn/neg_log_likelihood  4.859e+04, trn/neg_log_prior  3.735e+05, trn/lr  9.588e-08, trn/temperature  0.000e+00, val/acc 5.882e-01, val/nll 1.156e+00
[2023-02-04 02:47:04] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  4.168e+05, trn/neg_log_likelihood  4.585e+04, trn/neg_log_prior  3.710e+05, trn/lr  9.454e-08, trn/temperature  0.000e+00, val/acc 5.631e-01, val/nll 1.208e+00
[2023-02-04 02:47:09] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  4.117e+05, trn/neg_log_likelihood  4.254e+04, trn/neg_log_prior  3.691e+05, trn/lr  9.303e-08, trn/temperature  0.000e+00, val/acc 6.227e-01, val/nll 1.074e+00
[2023-02-04 02:47:13] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  4.081e+05, trn/neg_log_likelihood  4.017e+04, trn/neg_log_prior  3.679e+05, trn/lr  9.135e-08, trn/temperature  0.000e+00, val/acc 6.624e-01, val/nll 9.573e-01
[2023-02-04 02:47:17] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  4.045e+05, trn/neg_log_likelihood  3.754e+04, trn/neg_log_prior  3.670e+05, trn/lr  8.950e-08, trn/temperature  0.000e+00, val/acc 6.702e-01, val/nll 9.600e-01
