[2023-02-04 18:26:34] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 18:26:34] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 45
- args.num_epochs_noisy  : 5
- args.prior_precision   : 20.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0045-0005_lr-0.0000030_mo-0.97_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 18:27:08] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  2.685e+05, trn/neg_log_likelihood  8.778e+04, trn/neg_log_prior  1.808e+05, trn/lr  2.999e-06, trn/temperature  0.000e+00, val/acc 2.812e-01, val/nll 1.923e+00
[2023-02-04 18:27:13] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  2.440e+05, trn/neg_log_likelihood  7.744e+04, trn/neg_log_prior  1.666e+05, trn/lr  2.993e-06, trn/temperature  0.000e+00, val/acc 3.168e-01, val/nll 1.824e+00
[2023-02-04 18:27:17] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  2.376e+05, trn/neg_log_likelihood  7.091e+04, trn/neg_log_prior  1.667e+05, trn/lr  2.981e-06, trn/temperature  0.000e+00, val/acc 4.075e-01, val/nll 1.636e+00
[2023-02-04 18:27:21] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  2.359e+05, trn/neg_log_likelihood  6.771e+04, trn/neg_log_prior  1.682e+05, trn/lr  2.964e-06, trn/temperature  0.000e+00, val/acc 3.821e-01, val/nll 1.628e+00
[2023-02-04 18:27:25] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  2.353e+05, trn/neg_log_likelihood  6.637e+04, trn/neg_log_prior  1.690e+05, trn/lr  2.940e-06, trn/temperature  0.000e+00, val/acc 4.056e-01, val/nll 1.653e+00
[2023-02-04 18:27:29] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  2.355e+05, trn/neg_log_likelihood  6.580e+04, trn/neg_log_prior  1.697e+05, trn/lr  2.911e-06, trn/temperature  0.000e+00, val/acc 4.279e-01, val/nll 1.566e+00
[2023-02-04 18:27:33] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  2.349e+05, trn/neg_log_likelihood  6.476e+04, trn/neg_log_prior  1.702e+05, trn/lr  2.876e-06, trn/temperature  0.000e+00, val/acc 4.390e-01, val/nll 1.588e+00
[2023-02-04 18:27:37] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  2.341e+05, trn/neg_log_likelihood  6.338e+04, trn/neg_log_prior  1.707e+05, trn/lr  2.836e-06, trn/temperature  0.000e+00, val/acc 3.949e-01, val/nll 1.628e+00
[2023-02-04 18:27:41] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  2.322e+05, trn/neg_log_likelihood  6.137e+04, trn/neg_log_prior  1.708e+05, trn/lr  2.791e-06, trn/temperature  0.000e+00, val/acc 4.575e-01, val/nll 1.471e+00
[2023-02-04 18:27:45] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  2.322e+05, trn/neg_log_likelihood  6.081e+04, trn/neg_log_prior  1.714e+05, trn/lr  2.740e-06, trn/temperature  0.000e+00, val/acc 4.959e-01, val/nll 1.395e+00
[2023-02-04 18:27:49] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  2.308e+05, trn/neg_log_likelihood  5.868e+04, trn/neg_log_prior  1.721e+05, trn/lr  2.685e-06, trn/temperature  0.000e+00, val/acc 4.821e-01, val/nll 1.374e+00
[2023-02-04 18:27:53] [Cycle   1/ 30][Epoch  12/ 50] trn/posterior_energy  2.300e+05, trn/neg_log_likelihood  5.715e+04, trn/neg_log_prior  1.728e+05, trn/lr  2.625e-06, trn/temperature  0.000e+00, val/acc 4.980e-01, val/nll 1.344e+00
[2023-02-04 18:27:57] [Cycle   1/ 30][Epoch  13/ 50] trn/posterior_energy  2.296e+05, trn/neg_log_likelihood  5.574e+04, trn/neg_log_prior  1.739e+05, trn/lr  2.561e-06, trn/temperature  0.000e+00, val/acc 4.846e-01, val/nll 1.399e+00
[2023-02-04 18:28:02] [Cycle   1/ 30][Epoch  14/ 50] trn/posterior_energy  2.285e+05, trn/neg_log_likelihood  5.416e+04, trn/neg_log_prior  1.743e+05, trn/lr  2.492e-06, trn/temperature  0.000e+00, val/acc 4.963e-01, val/nll 1.437e+00
[2023-02-04 18:28:06] [Cycle   1/ 30][Epoch  15/ 50] trn/posterior_energy  2.283e+05, trn/neg_log_likelihood  5.323e+04, trn/neg_log_prior  1.751e+05, trn/lr  2.419e-06, trn/temperature  0.000e+00, val/acc 5.511e-01, val/nll 1.276e+00
[2023-02-04 18:28:10] [Cycle   1/ 30][Epoch  16/ 50] trn/posterior_energy  2.259e+05, trn/neg_log_likelihood  5.099e+04, trn/neg_log_prior  1.750e+05, trn/lr  2.343e-06, trn/temperature  0.000e+00, val/acc 5.379e-01, val/nll 1.293e+00
[2023-02-04 18:28:14] [Cycle   1/ 30][Epoch  17/ 50] trn/posterior_energy  2.249e+05, trn/neg_log_likelihood  4.938e+04, trn/neg_log_prior  1.755e+05, trn/lr  2.264e-06, trn/temperature  0.000e+00, val/acc 5.637e-01, val/nll 1.257e+00
[2023-02-04 18:28:18] [Cycle   1/ 30][Epoch  18/ 50] trn/posterior_energy  2.252e+05, trn/neg_log_likelihood  4.864e+04, trn/neg_log_prior  1.766e+05, trn/lr  2.181e-06, trn/temperature  0.000e+00, val/acc 6.062e-01, val/nll 1.129e+00
[2023-02-04 18:28:22] [Cycle   1/ 30][Epoch  19/ 50] trn/posterior_energy  2.210e+05, trn/neg_log_likelihood  4.464e+04, trn/neg_log_prior  1.764e+05, trn/lr  2.096e-06, trn/temperature  0.000e+00, val/acc 6.168e-01, val/nll 1.076e+00
[2023-02-04 18:28:26] [Cycle   1/ 30][Epoch  20/ 50] trn/posterior_energy  2.214e+05, trn/neg_log_likelihood  4.447e+04, trn/neg_log_prior  1.769e+05, trn/lr  2.008e-06, trn/temperature  0.000e+00, val/acc 6.225e-01, val/nll 1.075e+00
[2023-02-04 18:28:30] [Cycle   1/ 30][Epoch  21/ 50] trn/posterior_energy  2.207e+05, trn/neg_log_likelihood  4.313e+04, trn/neg_log_prior  1.776e+05, trn/lr  1.919e-06, trn/temperature  0.000e+00, val/acc 6.104e-01, val/nll 1.080e+00
[2023-02-04 18:28:34] [Cycle   1/ 30][Epoch  22/ 50] trn/posterior_energy  2.198e+05, trn/neg_log_likelihood  4.209e+04, trn/neg_log_prior  1.777e+05, trn/lr  1.827e-06, trn/temperature  0.000e+00, val/acc 6.417e-01, val/nll 1.022e+00
[2023-02-04 18:28:39] [Cycle   1/ 30][Epoch  23/ 50] trn/posterior_energy  2.189e+05, trn/neg_log_likelihood  4.106e+04, trn/neg_log_prior  1.778e+05, trn/lr  1.735e-06, trn/temperature  0.000e+00, val/acc 6.892e-01, val/nll 9.060e-01
