[2023-02-15 14:21:58] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-15 14:21:58] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.99
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.001
- args.rho                : 0.3
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.990_b2-0.999_wd-0.0010_eps-1e-1_rho-0.3000_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-15 14:22:04] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-15 14:23:15] [Epoch     1/  200] trn/loss 5.009e+00, trn/lr 3.000e+00, trn/scale 9.322e-01, val/acc 1.847e-02, val/nll 4.726e+00 (best_acc: 0.000e+00 -> 1.847e-02, test_acc: 1.800e-02, test_nll: 4.697e+00)
[2023-02-15 14:23:24] [Epoch     2/  200] trn/loss 4.390e+00, trn/lr 3.000e+00, trn/scale 8.093e-01, val/acc 4.358e-02, val/nll 4.238e+00 (best_acc: 1.847e-02 -> 4.358e-02, test_acc: 4.430e-02, test_nll: 4.216e+00)
[2023-02-15 14:23:33] [Epoch     3/  200] trn/loss 4.118e+00, trn/lr 2.999e+00, trn/scale 7.045e-01, val/acc 7.732e-02, val/nll 4.021e+00 (best_acc: 4.358e-02 -> 7.732e-02, test_acc: 8.160e-02, test_nll: 4.006e+00)
[2023-02-15 14:23:43] [Epoch     4/  200] trn/loss 3.949e+00, trn/lr 2.998e+00, trn/scale 6.153e-01, val/acc 8.296e-02, val/nll 3.900e+00 (best_acc: 7.732e-02 -> 8.296e-02, test_acc: 8.480e-02, test_nll: 3.890e+00)
[2023-02-15 14:23:52] [Epoch     5/  200] trn/loss 3.826e+00, trn/lr 2.996e+00, trn/scale 5.392e-01, val/acc 1.071e-01, val/nll 3.778e+00 (best_acc: 8.296e-02 -> 1.071e-01, test_acc: 1.168e-01, test_nll: 3.768e+00)
[2023-02-15 14:24:01] [Epoch     6/  200] trn/loss 3.722e+00, trn/lr 2.994e+00, trn/scale 4.744e-01, val/acc 1.260e-01, val/nll 3.690e+00 (best_acc: 1.071e-01 -> 1.260e-01, test_acc: 1.258e-01, test_nll: 3.680e+00)
[2023-02-15 14:24:10] [Epoch     7/  200] trn/loss 3.632e+00, trn/lr 2.992e+00, trn/scale 4.192e-01, val/acc 1.409e-01, val/nll 3.655e+00 (best_acc: 1.260e-01 -> 1.409e-01, test_acc: 1.406e-01, test_nll: 3.629e+00)
[2023-02-15 14:24:20] [Epoch     8/  200] trn/loss 3.485e+00, trn/lr 2.990e+00, trn/scale 3.721e-01, val/acc 1.619e-01, val/nll 3.468e+00 (best_acc: 1.409e-01 -> 1.619e-01, test_acc: 1.624e-01, test_nll: 3.453e+00)
[2023-02-15 14:24:29] [Epoch     9/  200] trn/loss 3.381e+00, trn/lr 2.987e+00, trn/scale 3.321e-01, val/acc 1.626e-01, val/nll 3.434e+00 (best_acc: 1.619e-01 -> 1.626e-01, test_acc: 1.692e-01, test_nll: 3.385e+00)
[2023-02-15 14:24:38] [Epoch    10/  200] trn/loss 3.314e+00, trn/lr 2.983e+00, trn/scale 2.979e-01, val/acc 1.826e-01, val/nll 3.407e+00 (best_acc: 1.626e-01 -> 1.826e-01, test_acc: 1.854e-01, test_nll: 3.381e+00)
[2023-02-15 14:24:47] [Epoch    11/  200] trn/loss 3.209e+00, trn/lr 2.980e+00, trn/scale 2.688e-01, val/acc 2.170e-01, val/nll 3.201e+00 (best_acc: 1.826e-01 -> 2.170e-01, test_acc: 2.173e-01, test_nll: 3.193e+00)
[2023-02-15 14:24:55] [Epoch    12/  200] trn/loss 3.118e+00, trn/lr 2.976e+00, trn/scale 2.440e-01, val/acc 2.074e-01, val/nll 3.244e+00
[2023-02-15 14:25:04] [Epoch    13/  200] trn/loss 3.114e+00, trn/lr 2.971e+00, trn/scale 2.229e-01, val/acc 1.751e-01, val/nll 3.415e+00
[2023-02-15 14:25:12] [Epoch    14/  200] trn/loss 3.132e+00, trn/lr 2.966e+00, trn/scale 2.049e-01, val/acc 1.538e-01, val/nll 3.601e+00
[2023-02-15 14:25:20] [Epoch    15/  200] trn/loss 3.110e+00, trn/lr 2.961e+00, trn/scale 1.895e-01, val/acc 1.882e-01, val/nll 3.360e+00
[2023-02-15 14:25:28] [Epoch    16/  200] trn/loss 3.208e+00, trn/lr 2.956e+00, trn/scale 1.764e-01, val/acc 1.934e-01, val/nll 3.290e+00
[2023-02-15 14:25:37] [Epoch    17/  200] trn/loss 3.210e+00, trn/lr 2.950e+00, trn/scale 1.653e-01, val/acc 1.498e-01, val/nll 3.582e+00
[2023-02-15 14:25:45] [Epoch    18/  200] trn/loss 3.238e+00, trn/lr 2.944e+00, trn/scale 1.558e-01, val/acc 1.562e-01, val/nll 3.615e+00
[2023-02-15 14:25:53] [Epoch    19/  200] trn/loss 3.333e+00, trn/lr 2.937e+00, trn/scale 1.477e-01, val/acc 1.428e-01, val/nll 3.676e+00
[2023-02-15 14:26:01] [Epoch    20/  200] trn/loss 3.378e+00, trn/lr 2.930e+00, trn/scale 1.408e-01, val/acc 1.319e-01, val/nll 3.653e+00
[2023-02-15 14:26:09] [Epoch    21/  200] trn/loss 3.425e+00, trn/lr 2.923e+00, trn/scale 1.349e-01, val/acc 1.372e-01, val/nll 3.751e+00
[2023-02-15 14:26:18] [Epoch    22/  200] trn/loss 3.535e+00, trn/lr 2.915e+00, trn/scale 1.299e-01, val/acc 8.385e-02, val/nll 3.947e+00
[2023-02-15 14:26:26] [Epoch    23/  200] trn/loss 3.573e+00, trn/lr 2.907e+00, trn/scale 1.256e-01, val/acc 1.070e-01, val/nll 3.902e+00
[2023-02-15 14:26:34] [Epoch    24/  200] trn/loss 3.612e+00, trn/lr 2.899e+00, trn/scale 1.220e-01, val/acc 1.165e-01, val/nll 3.782e+00
[2023-02-15 14:26:42] [Epoch    25/  200] trn/loss 3.663e+00, trn/lr 2.890e+00, trn/scale 1.189e-01, val/acc 9.657e-02, val/nll 3.929e+00
[2023-02-15 14:26:51] [Epoch    26/  200] trn/loss 3.672e+00, trn/lr 2.881e+00, trn/scale 1.163e-01, val/acc 1.014e-01, val/nll 4.032e+00
[2023-02-15 14:26:59] [Epoch    27/  200] trn/loss 3.750e+00, trn/lr 2.872e+00, trn/scale 1.140e-01, val/acc 5.597e-02, val/nll 4.407e+00
[2023-02-15 14:27:07] [Epoch    28/  200] trn/loss 3.791e+00, trn/lr 2.862e+00, trn/scale 1.121e-01, val/acc 5.852e-02, val/nll 4.188e+00
[2023-02-15 14:27:15] [Epoch    29/  200] trn/loss 3.836e+00, trn/lr 2.852e+00, trn/scale 1.105e-01, val/acc 5.808e-02, val/nll 4.325e+00
[2023-02-15 14:27:24] [Epoch    30/  200] trn/loss 3.840e+00, trn/lr 2.842e+00, trn/scale 1.091e-01, val/acc 8.042e-02, val/nll 4.044e+00
[2023-02-15 14:27:32] [Epoch    31/  200] trn/loss 3.893e+00, trn/lr 2.831e+00, trn/scale 1.079e-01, val/acc 8.650e-02, val/nll 4.022e+00
[2023-02-15 14:27:40] [Epoch    32/  200] trn/loss 3.903e+00, trn/lr 2.820e+00, trn/scale 1.069e-01, val/acc 6.759e-02, val/nll 4.179e+00
[2023-02-15 14:27:48] [Epoch    33/  200] trn/loss 3.927e+00, trn/lr 2.809e+00, trn/scale 1.060e-01, val/acc 3.341e-02, val/nll 5.376e+00
[2023-02-15 14:27:57] [Epoch    34/  200] trn/loss 3.973e+00, trn/lr 2.797e+00, trn/scale 1.053e-01, val/acc 4.381e-02, val/nll 4.605e+00
[2023-02-15 14:28:05] [Epoch    35/  200] trn/loss 4.009e+00, trn/lr 2.785e+00, trn/scale 1.046e-01, val/acc 3.119e-02, val/nll 4.898e+00
[2023-02-15 14:28:13] [Epoch    36/  200] trn/loss 3.983e+00, trn/lr 2.773e+00, trn/scale 1.041e-01, val/acc 6.361e-02, val/nll 4.071e+00
[2023-02-15 14:28:21] [Epoch    37/  200] trn/loss 3.992e+00, trn/lr 2.760e+00, trn/scale 1.036e-01, val/acc 4.646e-02, val/nll 4.343e+00
[2023-02-15 14:28:29] [Epoch    38/  200] trn/loss 4.102e+00, trn/lr 2.747e+00, trn/scale 1.033e-01, val/acc 4.746e-02, val/nll 4.518e+00
[2023-02-15 14:28:38] [Epoch    39/  200] trn/loss 4.096e+00, trn/lr 2.734e+00, trn/scale 1.029e-01, val/acc 4.049e-02, val/nll 4.462e+00
[2023-02-15 14:28:46] [Epoch    40/  200] trn/loss 4.120e+00, trn/lr 2.720e+00, trn/scale 1.026e-01, val/acc 3.219e-02, val/nll 5.103e+00
[2023-02-15 14:28:54] [Epoch    41/  200] trn/loss 4.096e+00, trn/lr 2.707e+00, trn/scale 1.024e-01, val/acc 2.345e-02, val/nll 5.175e+00
