[2023-02-08 23:55:53] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-08 23:55:53] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.99
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 200
- args.prior_precision   : 40.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0200_lr-0.0000030_mo-0.99_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-08 23:56:27] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy  4.979e+05, trn/neg_log_likelihood  9.891e+04, trn/neg_log_prior  3.990e+05, trn/lr  3.000e-06, trn/temperature  1.000e+00, val/acc 9.978e-02, val/nll 2.345e+00
[2023-02-08 23:56:32] [Cycle   1/ 30][Epoch   2/200] trn/posterior_energy  4.885e+05, trn/neg_log_likelihood  8.858e+04, trn/neg_log_prior  3.999e+05, trn/lr  3.000e-06, trn/temperature  1.000e+00, val/acc 1.902e-01, val/nll 2.127e+00
[2023-02-08 23:56:36] [Cycle   1/ 30][Epoch   3/200] trn/posterior_energy  4.869e+05, trn/neg_log_likelihood  8.604e+04, trn/neg_log_prior  4.008e+05, trn/lr  2.999e-06, trn/temperature  1.000e+00, val/acc 1.517e-01, val/nll 2.271e+00
[2023-02-08 23:56:40] [Cycle   1/ 30][Epoch   4/200] trn/posterior_energy  4.889e+05, trn/neg_log_likelihood  8.675e+04, trn/neg_log_prior  4.021e+05, trn/lr  2.998e-06, trn/temperature  1.000e+00, val/acc 1.753e-01, val/nll 2.096e+00
[2023-02-08 23:56:44] [Cycle   1/ 30][Epoch   5/200] trn/posterior_energy  4.867e+05, trn/neg_log_likelihood  8.567e+04, trn/neg_log_prior  4.010e+05, trn/lr  2.996e-06, trn/temperature  1.000e+00, val/acc 2.061e-01, val/nll 2.028e+00
[2023-02-08 23:56:48] [Cycle   1/ 30][Epoch   6/200] trn/posterior_energy  4.858e+05, trn/neg_log_likelihood  8.509e+04, trn/neg_log_prior  4.007e+05, trn/lr  2.994e-06, trn/temperature  1.000e+00, val/acc 2.279e-01, val/nll 2.052e+00
[2023-02-08 23:56:52] [Cycle   1/ 30][Epoch   7/200] trn/posterior_energy  4.864e+05, trn/neg_log_likelihood  8.567e+04, trn/neg_log_prior  4.008e+05, trn/lr  2.992e-06, trn/temperature  1.000e+00, val/acc 2.212e-01, val/nll 2.083e+00
[2023-02-08 23:56:56] [Cycle   1/ 30][Epoch   8/200] trn/posterior_energy  4.865e+05, trn/neg_log_likelihood  8.551e+04, trn/neg_log_prior  4.010e+05, trn/lr  2.990e-06, trn/temperature  1.000e+00, val/acc 1.867e-01, val/nll 2.077e+00
[2023-02-08 23:57:00] [Cycle   1/ 30][Epoch   9/200] trn/posterior_energy  4.856e+05, trn/neg_log_likelihood  8.509e+04, trn/neg_log_prior  4.005e+05, trn/lr  2.987e-06, trn/temperature  1.000e+00, val/acc 2.311e-01, val/nll 2.044e+00
[2023-02-08 23:57:04] [Cycle   1/ 30][Epoch  10/200] trn/posterior_energy  4.864e+05, trn/neg_log_likelihood  8.555e+04, trn/neg_log_prior  4.008e+05, trn/lr  2.983e-06, trn/temperature  1.000e+00, val/acc 1.777e-01, val/nll 2.087e+00
[2023-02-08 23:57:08] [Cycle   1/ 30][Epoch  11/200] trn/posterior_energy  4.858e+05, trn/neg_log_likelihood  8.505e+04, trn/neg_log_prior  4.007e+05, trn/lr  2.980e-06, trn/temperature  1.000e+00, val/acc 2.440e-01, val/nll 2.014e+00
[2023-02-08 23:57:12] [Cycle   1/ 30][Epoch  12/200] trn/posterior_energy  4.881e+05, trn/neg_log_likelihood  8.515e+04, trn/neg_log_prior  4.029e+05, trn/lr  2.976e-06, trn/temperature  1.000e+00, val/acc 2.087e-01, val/nll 2.032e+00
[2023-02-08 23:57:16] [Cycle   1/ 30][Epoch  13/200] trn/posterior_energy  4.903e+05, trn/neg_log_likelihood  8.737e+04, trn/neg_log_prior  4.029e+05, trn/lr  2.971e-06, trn/temperature  1.000e+00, val/acc 1.868e-01, val/nll 2.113e+00
[2023-02-08 23:57:20] [Cycle   1/ 30][Epoch  14/200] trn/posterior_energy  4.875e+05, trn/neg_log_likelihood  8.583e+04, trn/neg_log_prior  4.016e+05, trn/lr  2.966e-06, trn/temperature  1.000e+00, val/acc 1.679e-01, val/nll 2.177e+00
[2023-02-08 23:57:24] [Cycle   1/ 30][Epoch  15/200] trn/posterior_energy  4.879e+05, trn/neg_log_likelihood  8.647e+04, trn/neg_log_prior  4.014e+05, trn/lr  2.961e-06, trn/temperature  1.000e+00, val/acc 2.299e-01, val/nll 2.021e+00
[2023-02-08 23:57:28] [Cycle   1/ 30][Epoch  16/200] trn/posterior_energy  4.994e+05, trn/neg_log_likelihood  8.620e+04, trn/neg_log_prior  4.132e+05, trn/lr  2.956e-06, trn/temperature  1.000e+00, val/acc 2.002e-01, val/nll 2.026e+00
[2023-02-08 23:57:32] [Cycle   1/ 30][Epoch  17/200] trn/posterior_energy  4.888e+05, trn/neg_log_likelihood  8.607e+04, trn/neg_log_prior  4.027e+05, trn/lr  2.950e-06, trn/temperature  1.000e+00, val/acc 2.238e-01, val/nll 2.049e+00
[2023-02-08 23:57:36] [Cycle   1/ 30][Epoch  18/200] trn/posterior_energy  4.877e+05, trn/neg_log_likelihood  8.657e+04, trn/neg_log_prior  4.011e+05, trn/lr  2.944e-06, trn/temperature  1.000e+00, val/acc 1.707e-01, val/nll 2.102e+00
[2023-02-08 23:57:40] [Cycle   1/ 30][Epoch  19/200] trn/posterior_energy  4.870e+05, trn/neg_log_likelihood  8.571e+04, trn/neg_log_prior  4.013e+05, trn/lr  2.937e-06, trn/temperature  1.000e+00, val/acc 2.262e-01, val/nll 1.987e+00
[2023-02-08 23:57:44] [Cycle   1/ 30][Epoch  20/200] trn/posterior_energy  4.850e+05, trn/neg_log_likelihood  8.509e+04, trn/neg_log_prior  3.999e+05, trn/lr  2.930e-06, trn/temperature  1.000e+00, val/acc 2.399e-01, val/nll 2.010e+00
[2023-02-08 23:57:48] [Cycle   1/ 30][Epoch  21/200] trn/posterior_energy  4.875e+05, trn/neg_log_likelihood  8.525e+04, trn/neg_log_prior  4.023e+05, trn/lr  2.923e-06, trn/temperature  1.000e+00, val/acc 1.635e-01, val/nll 2.139e+00
[2023-02-08 23:57:52] [Cycle   1/ 30][Epoch  22/200] trn/posterior_energy  4.874e+05, trn/neg_log_likelihood  8.577e+04, trn/neg_log_prior  4.016e+05, trn/lr  2.915e-06, trn/temperature  1.000e+00, val/acc 2.200e-01, val/nll 2.086e+00
[2023-02-08 23:57:57] [Cycle   1/ 30][Epoch  23/200] trn/posterior_energy  4.893e+05, trn/neg_log_likelihood  8.694e+04, trn/neg_log_prior  4.024e+05, trn/lr  2.907e-06, trn/temperature  1.000e+00, val/acc 1.598e-01, val/nll 2.136e+00
[2023-02-08 23:58:01] [Cycle   1/ 30][Epoch  24/200] trn/posterior_energy  4.879e+05, trn/neg_log_likelihood  8.581e+04, trn/neg_log_prior  4.021e+05, trn/lr  2.899e-06, trn/temperature  1.000e+00, val/acc 2.351e-01, val/nll 2.080e+00
[2023-02-08 23:58:05] [Cycle   1/ 30][Epoch  25/200] trn/posterior_energy  4.859e+05, trn/neg_log_likelihood  8.556e+04, trn/neg_log_prior  4.003e+05, trn/lr  2.890e-06, trn/temperature  1.000e+00, val/acc 2.264e-01, val/nll 2.044e+00
[2023-02-08 23:58:09] [Cycle   1/ 30][Epoch  26/200] trn/posterior_energy  4.862e+05, trn/neg_log_likelihood  8.531e+04, trn/neg_log_prior  4.009e+05, trn/lr  2.881e-06, trn/temperature  1.000e+00, val/acc 2.348e-01, val/nll 2.034e+00
[2023-02-08 23:58:13] [Cycle   1/ 30][Epoch  27/200] trn/posterior_energy  4.845e+05, trn/neg_log_likelihood  8.465e+04, trn/neg_log_prior  3.998e+05, trn/lr  2.872e-06, trn/temperature  1.000e+00, val/acc 2.135e-01, val/nll 2.079e+00
[2023-02-08 23:58:17] [Cycle   1/ 30][Epoch  28/200] trn/posterior_energy  4.854e+05, trn/neg_log_likelihood  8.440e+04, trn/neg_log_prior  4.010e+05, trn/lr  2.862e-06, trn/temperature  1.000e+00, val/acc 1.958e-01, val/nll 2.085e+00
[2023-02-08 23:58:21] [Cycle   1/ 30][Epoch  29/200] trn/posterior_energy  4.882e+05, trn/neg_log_likelihood  8.611e+04, trn/neg_log_prior  4.021e+05, trn/lr  2.852e-06, trn/temperature  1.000e+00, val/acc 2.076e-01, val/nll 2.073e+00
[2023-02-08 23:58:25] [Cycle   1/ 30][Epoch  30/200] trn/posterior_energy  4.879e+05, trn/neg_log_likelihood  8.613e+04, trn/neg_log_prior  4.018e+05, trn/lr  2.842e-06, trn/temperature  1.000e+00, val/acc 2.015e-01, val/nll 2.077e+00
[2023-02-08 23:58:29] [Cycle   1/ 30][Epoch  31/200] trn/posterior_energy  4.863e+05, trn/neg_log_likelihood  8.603e+04, trn/neg_log_prior  4.003e+05, trn/lr  2.831e-06, trn/temperature  1.000e+00, val/acc 2.126e-01, val/nll 2.106e+00
