[2023-02-17 00:55:08] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-17 00:55:08] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR10_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.97
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.001
- args.rho                : 0.03
- args.num_data_factor    : 4.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR10_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.970_b2-0.999_wd-0.0010_eps-1e-1_rho-0.0300_factor-4.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-17 00:55:14] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-17 00:56:24] [Epoch     1/  200] trn/loss 1.855e+00, trn/lr 3.000e+00, trn/scale 9.322e-01, val/acc 4.482e-01, val/nll 1.519e+00 (best_acc: 0.000e+00 -> 4.482e-01, test_acc: 4.572e-01, test_nll: 1.502e+00)
[2023-02-17 00:56:34] [Epoch     2/  200] trn/loss 1.389e+00, trn/lr 3.000e+00, trn/scale 8.093e-01, val/acc 5.275e-01, val/nll 1.358e+00 (best_acc: 4.482e-01 -> 5.275e-01, test_acc: 5.251e-01, test_nll: 1.373e+00)
[2023-02-17 00:56:43] [Epoch     3/  200] trn/loss 1.054e+00, trn/lr 2.999e+00, trn/scale 7.046e-01, val/acc 6.277e-01, val/nll 1.028e+00 (best_acc: 5.275e-01 -> 6.277e-01, test_acc: 6.246e-01, test_nll: 1.042e+00)
[2023-02-17 00:56:52] [Epoch     4/  200] trn/loss 9.210e-01, trn/lr 2.998e+00, trn/scale 6.154e-01, val/acc 6.753e-01, val/nll 9.350e-01 (best_acc: 6.277e-01 -> 6.753e-01, test_acc: 6.709e-01, test_nll: 9.432e-01)
[2023-02-17 00:57:00] [Epoch     5/  200] trn/loss 8.369e-01, trn/lr 2.996e+00, trn/scale 5.393e-01, val/acc 5.686e-01, val/nll 1.329e+00
[2023-02-17 00:57:08] [Epoch     6/  200] trn/loss 8.145e-01, trn/lr 2.994e+00, trn/scale 4.745e-01, val/acc 5.961e-01, val/nll 1.236e+00
[2023-02-17 00:57:17] [Epoch     7/  200] trn/loss 8.244e-01, trn/lr 2.992e+00, trn/scale 4.193e-01, val/acc 3.748e-01, val/nll 3.791e+00
[2023-02-17 00:57:25] [Epoch     8/  200] trn/loss 8.290e-01, trn/lr 2.990e+00, trn/scale 3.723e-01, val/acc 5.511e-01, val/nll 1.259e+00
[2023-02-17 00:57:33] [Epoch     9/  200] trn/loss 8.474e-01, trn/lr 2.987e+00, trn/scale 3.322e-01, val/acc 5.378e-01, val/nll 1.652e+00
[2023-02-17 00:57:41] [Epoch    10/  200] trn/loss 8.867e-01, trn/lr 2.983e+00, trn/scale 2.980e-01, val/acc 5.500e-01, val/nll 1.428e+00
[2023-02-17 00:57:49] [Epoch    11/  200] trn/loss 9.160e-01, trn/lr 2.980e+00, trn/scale 2.689e-01, val/acc 4.429e-01, val/nll 2.552e+00
[2023-02-17 00:57:58] [Epoch    12/  200] trn/loss 9.544e-01, trn/lr 2.976e+00, trn/scale 2.441e-01, val/acc 3.725e-01, val/nll 2.914e+00
[2023-02-17 00:58:06] [Epoch    13/  200] trn/loss 1.007e+00, trn/lr 2.971e+00, trn/scale 2.230e-01, val/acc 4.415e-01, val/nll 1.688e+00
[2023-02-17 00:58:14] [Epoch    14/  200] trn/loss 1.055e+00, trn/lr 2.966e+00, trn/scale 2.050e-01, val/acc 3.331e-01, val/nll 2.074e+00
[2023-02-17 00:58:22] [Epoch    15/  200] trn/loss 1.081e+00, trn/lr 2.961e+00, trn/scale 1.896e-01, val/acc 4.136e-01, val/nll 1.776e+00
[2023-02-17 00:58:30] [Epoch    16/  200] trn/loss 1.147e+00, trn/lr 2.956e+00, trn/scale 1.765e-01, val/acc 3.573e-01, val/nll 1.878e+00
[2023-02-17 00:58:38] [Epoch    17/  200] trn/loss 1.153e+00, trn/lr 2.950e+00, trn/scale 1.654e-01, val/acc 1.869e-01, val/nll 5.003e+00
[2023-02-17 00:58:47] [Epoch    18/  200] trn/loss 1.219e+00, trn/lr 2.944e+00, trn/scale 1.559e-01, val/acc 2.185e-01, val/nll 6.849e+00
[2023-02-17 00:58:55] [Epoch    19/  200] trn/loss 1.250e+00, trn/lr 2.937e+00, trn/scale 1.478e-01, val/acc 3.750e-01, val/nll 1.773e+00
[2023-02-17 00:59:03] [Epoch    20/  200] trn/loss 1.264e+00, trn/lr 2.930e+00, trn/scale 1.409e-01, val/acc 1.303e-01, val/nll 2.991e+00
[2023-02-17 00:59:11] [Epoch    21/  200] trn/loss 1.352e+00, trn/lr 2.923e+00, trn/scale 1.350e-01, val/acc 2.042e-01, val/nll 2.291e+00
[2023-02-17 00:59:19] [Epoch    22/  200] trn/loss 1.400e+00, trn/lr 2.915e+00, trn/scale 1.300e-01, val/acc 2.698e-01, val/nll 2.627e+00
[2023-02-17 00:59:27] [Epoch    23/  200] trn/loss 1.470e+00, trn/lr 2.907e+00, trn/scale 1.257e-01, val/acc 2.270e-01, val/nll 3.196e+00
