[2023-02-05 04:25:27] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-05 04:25:27] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 50
- args.prior_precision   : 10.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0050_lr-0.0000003_mo-0.90_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 04:26:02] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  1.622e+05, trn/neg_log_likelihood  8.482e+04, trn/neg_log_prior  7.735e+04, trn/lr  2.999e-07, trn/temperature  1.000e+00, val/acc 3.208e-01, val/nll 1.769e+00
[2023-02-05 04:26:07] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  1.499e+05, trn/neg_log_likelihood  6.861e+04, trn/neg_log_prior  8.127e+04, trn/lr  2.993e-07, trn/temperature  1.000e+00, val/acc 4.360e-01, val/nll 1.543e+00
[2023-02-05 04:26:11] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  1.482e+05, trn/neg_log_likelihood  6.317e+04, trn/neg_log_prior  8.508e+04, trn/lr  2.981e-07, trn/temperature  1.000e+00, val/acc 4.579e-01, val/nll 1.473e+00
[2023-02-05 04:26:15] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  1.485e+05, trn/neg_log_likelihood  5.977e+04, trn/neg_log_prior  8.876e+04, trn/lr  2.964e-07, trn/temperature  1.000e+00, val/acc 4.680e-01, val/nll 1.428e+00
[2023-02-05 04:26:20] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  1.495e+05, trn/neg_log_likelihood  5.723e+04, trn/neg_log_prior  9.231e+04, trn/lr  2.940e-07, trn/temperature  1.000e+00, val/acc 4.743e-01, val/nll 1.422e+00
[2023-02-05 04:26:24] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  1.508e+05, trn/neg_log_likelihood  5.514e+04, trn/neg_log_prior  9.569e+04, trn/lr  2.911e-07, trn/temperature  1.000e+00, val/acc 5.236e-01, val/nll 1.295e+00
[2023-02-05 04:26:28] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  1.518e+05, trn/neg_log_likelihood  5.275e+04, trn/neg_log_prior  9.900e+04, trn/lr  2.876e-07, trn/temperature  1.000e+00, val/acc 5.181e-01, val/nll 1.307e+00
[2023-02-05 04:26:32] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  1.526e+05, trn/neg_log_likelihood  5.056e+04, trn/neg_log_prior  1.021e+05, trn/lr  2.836e-07, trn/temperature  1.000e+00, val/acc 5.662e-01, val/nll 1.180e+00
[2023-02-05 04:26:37] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  1.532e+05, trn/neg_log_likelihood  4.815e+04, trn/neg_log_prior  1.050e+05, trn/lr  2.791e-07, trn/temperature  1.000e+00, val/acc 5.847e-01, val/nll 1.134e+00
[2023-02-05 04:26:41] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  1.545e+05, trn/neg_log_likelihood  4.672e+04, trn/neg_log_prior  1.078e+05, trn/lr  2.740e-07, trn/temperature  1.000e+00, val/acc 5.908e-01, val/nll 1.129e+00
[2023-02-05 04:26:45] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  1.553e+05, trn/neg_log_likelihood  4.479e+04, trn/neg_log_prior  1.105e+05, trn/lr  2.685e-07, trn/temperature  1.000e+00, val/acc 6.100e-01, val/nll 1.058e+00
[2023-02-05 04:26:49] [Cycle   1/ 30][Epoch  12/ 50] trn/posterior_energy  1.567e+05, trn/neg_log_likelihood  4.359e+04, trn/neg_log_prior  1.131e+05, trn/lr  2.625e-07, trn/temperature  1.000e+00, val/acc 5.999e-01, val/nll 1.106e+00
[2023-02-05 04:26:53] [Cycle   1/ 30][Epoch  13/ 50] trn/posterior_energy  1.578e+05, trn/neg_log_likelihood  4.217e+04, trn/neg_log_prior  1.156e+05, trn/lr  2.561e-07, trn/temperature  1.000e+00, val/acc 6.138e-01, val/nll 1.074e+00
[2023-02-05 04:26:58] [Cycle   1/ 30][Epoch  14/ 50] trn/posterior_energy  1.595e+05, trn/neg_log_likelihood  4.151e+04, trn/neg_log_prior  1.180e+05, trn/lr  2.492e-07, trn/temperature  1.000e+00, val/acc 6.253e-01, val/nll 1.041e+00
[2023-02-05 04:27:02] [Cycle   1/ 30][Epoch  15/ 50] trn/posterior_energy  1.610e+05, trn/neg_log_likelihood  4.077e+04, trn/neg_log_prior  1.202e+05, trn/lr  2.419e-07, trn/temperature  1.000e+00, val/acc 6.430e-01, val/nll 9.802e-01
[2023-02-05 04:27:06] [Cycle   1/ 30][Epoch  16/ 50] trn/posterior_energy  1.619e+05, trn/neg_log_likelihood  3.963e+04, trn/neg_log_prior  1.223e+05, trn/lr  2.343e-07, trn/temperature  1.000e+00, val/acc 6.426e-01, val/nll 1.006e+00
[2023-02-05 04:27:11] [Cycle   1/ 30][Epoch  17/ 50] trn/posterior_energy  1.632e+05, trn/neg_log_likelihood  3.901e+04, trn/neg_log_prior  1.242e+05, trn/lr  2.264e-07, trn/temperature  1.000e+00, val/acc 6.514e-01, val/nll 9.814e-01
[2023-02-05 04:27:15] [Cycle   1/ 30][Epoch  18/ 50] trn/posterior_energy  1.645e+05, trn/neg_log_likelihood  3.844e+04, trn/neg_log_prior  1.261e+05, trn/lr  2.181e-07, trn/temperature  1.000e+00, val/acc 6.353e-01, val/nll 1.014e+00
[2023-02-05 04:27:19] [Cycle   1/ 30][Epoch  19/ 50] trn/posterior_energy  1.650e+05, trn/neg_log_likelihood  3.714e+04, trn/neg_log_prior  1.279e+05, trn/lr  2.096e-07, trn/temperature  1.000e+00, val/acc 6.681e-01, val/nll 9.148e-01
[2023-02-05 04:27:24] [Cycle   1/ 30][Epoch  20/ 50] trn/posterior_energy  1.659e+05, trn/neg_log_likelihood  3.637e+04, trn/neg_log_prior  1.295e+05, trn/lr  2.008e-07, trn/temperature  1.000e+00, val/acc 6.566e-01, val/nll 9.815e-01
[2023-02-05 04:27:28] [Cycle   1/ 30][Epoch  21/ 50] trn/posterior_energy  1.669e+05, trn/neg_log_likelihood  3.580e+04, trn/neg_log_prior  1.311e+05, trn/lr  1.919e-07, trn/temperature  1.000e+00, val/acc 6.775e-01, val/nll 8.965e-01
[2023-02-05 04:27:32] [Cycle   1/ 30][Epoch  22/ 50] trn/posterior_energy  1.676e+05, trn/neg_log_likelihood  3.507e+04, trn/neg_log_prior  1.326e+05, trn/lr  1.827e-07, trn/temperature  1.000e+00, val/acc 6.513e-01, val/nll 9.725e-01
[2023-02-05 04:27:37] [Cycle   1/ 30][Epoch  23/ 50] trn/posterior_energy  1.686e+05, trn/neg_log_likelihood  3.465e+04, trn/neg_log_prior  1.339e+05, trn/lr  1.735e-07, trn/temperature  1.000e+00, val/acc 6.829e-01, val/nll 8.846e-01
[2023-02-05 04:27:41] [Cycle   1/ 30][Epoch  24/ 50] trn/posterior_energy  1.691e+05, trn/neg_log_likelihood  3.391e+04, trn/neg_log_prior  1.352e+05, trn/lr  1.641e-07, trn/temperature  1.000e+00, val/acc 6.879e-01, val/nll 8.783e-01
[2023-02-05 04:27:45] [Cycle   1/ 30][Epoch  25/ 50] trn/posterior_energy  1.698e+05, trn/neg_log_likelihood  3.337e+04, trn/neg_log_prior  1.364e+05, trn/lr  1.547e-07, trn/temperature  1.000e+00, val/acc 6.933e-01, val/nll 8.561e-01
[2023-02-05 04:27:49] [Cycle   1/ 30][Epoch  26/ 50] trn/posterior_energy  1.703e+05, trn/neg_log_likelihood  3.286e+04, trn/neg_log_prior  1.374e+05, trn/lr  1.453e-07, trn/temperature  1.000e+00, val/acc 6.763e-01, val/nll 9.168e-01
[2023-02-05 04:27:53] [Cycle   1/ 30][Epoch  27/ 50] trn/posterior_energy  1.706e+05, trn/neg_log_likelihood  3.222e+04, trn/neg_log_prior  1.384e+05, trn/lr  1.359e-07, trn/temperature  1.000e+00, val/acc 7.015e-01, val/nll 8.425e-01
[2023-02-05 04:27:58] [Cycle   1/ 30][Epoch  28/ 50] trn/posterior_energy  1.709e+05, trn/neg_log_likelihood  3.157e+04, trn/neg_log_prior  1.393e+05, trn/lr  1.265e-07, trn/temperature  1.000e+00, val/acc 6.959e-01, val/nll 8.556e-01
[2023-02-05 04:28:02] [Cycle   1/ 30][Epoch  29/ 50] trn/posterior_energy  1.713e+05, trn/neg_log_likelihood  3.115e+04, trn/neg_log_prior  1.401e+05, trn/lr  1.173e-07, trn/temperature  1.000e+00, val/acc 7.025e-01, val/nll 8.435e-01
[2023-02-05 04:28:06] [Cycle   1/ 30][Epoch  30/ 50] trn/posterior_energy  1.715e+05, trn/neg_log_likelihood  3.065e+04, trn/neg_log_prior  1.409e+05, trn/lr  1.082e-07, trn/temperature  1.000e+00, val/acc 7.145e-01, val/nll 8.151e-01
[2023-02-05 04:28:10] [Cycle   1/ 30][Epoch  31/ 50] trn/posterior_energy  1.716e+05, trn/neg_log_likelihood  3.015e+04, trn/neg_log_prior  1.415e+05, trn/lr  9.921e-08, trn/temperature  1.000e+00, val/acc 6.937e-01, val/nll 8.672e-01
[2023-02-05 04:28:15] [Cycle   1/ 30][Epoch  32/ 50] trn/posterior_energy  1.719e+05, trn/neg_log_likelihood  2.979e+04, trn/neg_log_prior  1.421e+05, trn/lr  9.045e-08, trn/temperature  1.000e+00, val/acc 7.093e-01, val/nll 8.173e-01
[2023-02-05 04:28:19] [Cycle   1/ 30][Epoch  33/ 50] trn/posterior_energy  1.721e+05, trn/neg_log_likelihood  2.947e+04, trn/neg_log_prior  1.427e+05, trn/lr  8.192e-08, trn/temperature  1.000e+00, val/acc 7.204e-01, val/nll 7.929e-01
[2023-02-05 04:28:24] [Cycle   1/ 30][Epoch  34/ 50] trn/posterior_energy  1.722e+05, trn/neg_log_likelihood  2.904e+04, trn/neg_log_prior  1.432e+05, trn/lr  7.366e-08, trn/temperature  1.000e+00, val/acc 7.207e-01, val/nll 7.921e-01
[2023-02-05 04:28:28] [Cycle   1/ 30][Epoch  35/ 50] trn/posterior_energy  1.722e+05, trn/neg_log_likelihood  2.855e+04, trn/neg_log_prior  1.437e+05, trn/lr  6.571e-08, trn/temperature  1.000e+00, val/acc 7.170e-01, val/nll 8.004e-01
[2023-02-05 04:28:32] [Cycle   1/ 30][Epoch  36/ 50] trn/posterior_energy  1.725e+05, trn/neg_log_likelihood  2.846e+04, trn/neg_log_prior  1.441e+05, trn/lr  5.809e-08, trn/temperature  1.000e+00, val/acc 7.192e-01, val/nll 7.976e-01
[2023-02-05 04:28:37] [Cycle   1/ 30][Epoch  37/ 50] trn/posterior_energy  1.724e+05, trn/neg_log_likelihood  2.793e+04, trn/neg_log_prior  1.444e+05, trn/lr  5.083e-08, trn/temperature  1.000e+00, val/acc 7.160e-01, val/nll 8.031e-01
[2023-02-05 04:28:41] [Cycle   1/ 30][Epoch  38/ 50] trn/posterior_energy  1.723e+05, trn/neg_log_likelihood  2.753e+04, trn/neg_log_prior  1.448e+05, trn/lr  4.396e-08, trn/temperature  1.000e+00, val/acc 7.210e-01, val/nll 7.933e-01
[2023-02-05 04:28:45] [Cycle   1/ 30][Epoch  39/ 50] trn/posterior_energy  1.723e+05, trn/neg_log_likelihood  2.727e+04, trn/neg_log_prior  1.450e+05, trn/lr  3.751e-08, trn/temperature  1.000e+00, val/acc 7.250e-01, val/nll 7.812e-01
[2023-02-05 04:28:49] [Cycle   1/ 30][Epoch  40/ 50] trn/posterior_energy  1.722e+05, trn/neg_log_likelihood  2.693e+04, trn/neg_log_prior  1.452e+05, trn/lr  3.150e-08, trn/temperature  1.000e+00, val/acc 7.197e-01, val/nll 7.857e-01
[2023-02-05 04:28:54] [Cycle   1/ 30][Epoch  41/ 50] trn/posterior_energy  1.720e+05, trn/neg_log_likelihood  2.664e+04, trn/neg_log_prior  1.454e+05, trn/lr  2.596e-08, trn/temperature  1.000e+00, val/acc 7.279e-01, val/nll 7.752e-01
[2023-02-05 04:28:58] [Cycle   1/ 30][Epoch  42/ 50] trn/posterior_energy  1.720e+05, trn/neg_log_likelihood  2.647e+04, trn/neg_log_prior  1.455e+05, trn/lr  2.091e-08, trn/temperature  1.000e+00, val/acc 7.314e-01, val/nll 7.666e-01
[2023-02-05 04:29:02] [Cycle   1/ 30][Epoch  43/ 50] trn/posterior_energy  1.718e+05, trn/neg_log_likelihood  2.613e+04, trn/neg_log_prior  1.457e+05, trn/lr  1.638e-08, trn/temperature  1.000e+00, val/acc 7.290e-01, val/nll 7.648e-01
[2023-02-05 04:29:06] [Cycle   1/ 30][Epoch  44/ 50] trn/posterior_energy  1.717e+05, trn/neg_log_likelihood  2.596e+04, trn/neg_log_prior  1.458e+05, trn/lr  1.236e-08, trn/temperature  1.000e+00, val/acc 7.319e-01, val/nll 7.611e-01
[2023-02-05 04:29:10] [Cycle   1/ 30][Epoch  45/ 50] trn/posterior_energy  1.716e+05, trn/neg_log_likelihood  2.577e+04, trn/neg_log_prior  1.458e+05, trn/lr  8.894e-09, trn/temperature  1.000e+00, val/acc 7.311e-01, val/nll 7.627e-01
[2023-02-05 04:29:15] [Cycle   1/ 30][Epoch  46/ 50] trn/posterior_energy  1.715e+05, trn/neg_log_likelihood  2.565e+04, trn/neg_log_prior  1.459e+05, trn/lr  5.982e-09, trn/temperature  1.000e+00, val/acc 7.368e-01, val/nll 7.578e-01
[2023-02-05 04:29:19] [Cycle   1/ 30][Epoch  47/ 50] trn/posterior_energy  1.714e+05, trn/neg_log_likelihood  2.550e+04, trn/neg_log_prior  1.459e+05, trn/lr  3.639e-09, trn/temperature  1.000e+00, val/acc 7.338e-01, val/nll 7.593e-01
[2023-02-05 04:29:23] [Cycle   1/ 30][Epoch  48/ 50] trn/posterior_energy  1.713e+05, trn/neg_log_likelihood  2.545e+04, trn/neg_log_prior  1.459e+05, trn/lr  1.873e-09, trn/temperature  1.000e+00, val/acc 7.342e-01, val/nll 7.583e-01
[2023-02-05 04:29:28] [Cycle   1/ 30][Epoch  49/ 50] trn/posterior_energy  1.713e+05, trn/neg_log_likelihood  2.538e+04, trn/neg_log_prior  1.459e+05, trn/lr  6.911e-10, trn/temperature  1.000e+00, val/acc 7.356e-01, val/nll 7.579e-01
