[2023-02-04 19:33:42] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 19:33:42] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 100
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0100_lr-0.0000001_mo-0.90_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 19:34:23] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  5.336e+05, trn/neg_log_likelihood  8.875e+04, trn/neg_log_prior  4.449e+05, trn/lr  9.999e-08, trn/temperature  1.000e+00, val/acc 2.825e-01, val/nll 1.927e+00
[2023-02-04 19:34:28] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  5.234e+05, trn/neg_log_likelihood  7.480e+04, trn/neg_log_prior  4.486e+05, trn/lr  9.994e-08, trn/temperature  1.000e+00, val/acc 3.767e-01, val/nll 1.733e+00
[2023-02-04 19:34:34] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  5.195e+05, trn/neg_log_likelihood  6.742e+04, trn/neg_log_prior  4.521e+05, trn/lr  9.984e-08, trn/temperature  1.000e+00, val/acc 4.136e-01, val/nll 1.570e+00
[2023-02-04 19:34:39] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  5.183e+05, trn/neg_log_likelihood  6.290e+04, trn/neg_log_prior  4.554e+05, trn/lr  9.970e-08, trn/temperature  1.000e+00, val/acc 4.247e-01, val/nll 1.530e+00
[2023-02-04 19:34:44] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  5.184e+05, trn/neg_log_likelihood  5.984e+04, trn/neg_log_prior  4.586e+05, trn/lr  9.950e-08, trn/temperature  1.000e+00, val/acc 4.253e-01, val/nll 1.605e+00
[2023-02-04 19:34:50] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  5.189e+05, trn/neg_log_likelihood  5.769e+04, trn/neg_log_prior  4.612e+05, trn/lr  9.925e-08, trn/temperature  1.000e+00, val/acc 4.949e-01, val/nll 1.365e+00
[2023-02-04 19:34:55] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  5.196e+05, trn/neg_log_likelihood  5.566e+04, trn/neg_log_prior  4.639e+05, trn/lr  9.896e-08, trn/temperature  1.000e+00, val/acc 4.917e-01, val/nll 1.399e+00
[2023-02-04 19:35:01] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  5.199e+05, trn/neg_log_likelihood  5.380e+04, trn/neg_log_prior  4.661e+05, trn/lr  9.862e-08, trn/temperature  1.000e+00, val/acc 5.298e-01, val/nll 1.292e+00
[2023-02-04 19:35:06] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  5.201e+05, trn/neg_log_likelihood  5.202e+04, trn/neg_log_prior  4.681e+05, trn/lr  9.823e-08, trn/temperature  1.000e+00, val/acc 5.113e-01, val/nll 1.322e+00
[2023-02-04 19:35:11] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  5.210e+05, trn/neg_log_likelihood  5.119e+04, trn/neg_log_prior  4.698e+05, trn/lr  9.779e-08, trn/temperature  1.000e+00, val/acc 5.619e-01, val/nll 1.200e+00
[2023-02-04 19:35:17] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  5.216e+05, trn/neg_log_likelihood  4.987e+04, trn/neg_log_prior  4.717e+05, trn/lr  9.730e-08, trn/temperature  1.000e+00, val/acc 5.647e-01, val/nll 1.181e+00
[2023-02-04 19:35:22] [Cycle   1/ 30][Epoch  12/100] trn/posterior_energy  5.219e+05, trn/neg_log_likelihood  4.841e+04, trn/neg_log_prior  4.735e+05, trn/lr  9.677e-08, trn/temperature  1.000e+00, val/acc 5.376e-01, val/nll 1.259e+00
[2023-02-04 19:35:27] [Cycle   1/ 30][Epoch  13/100] trn/posterior_energy  5.231e+05, trn/neg_log_likelihood  4.804e+04, trn/neg_log_prior  4.751e+05, trn/lr  9.619e-08, trn/temperature  1.000e+00, val/acc 5.783e-01, val/nll 1.153e+00
[2023-02-04 19:35:33] [Cycle   1/ 30][Epoch  14/100] trn/posterior_energy  5.236e+05, trn/neg_log_likelihood  4.704e+04, trn/neg_log_prior  4.766e+05, trn/lr  9.557e-08, trn/temperature  1.000e+00, val/acc 5.719e-01, val/nll 1.154e+00
[2023-02-04 19:35:38] [Cycle   1/ 30][Epoch  15/100] trn/posterior_energy  5.239e+05, trn/neg_log_likelihood  4.599e+04, trn/neg_log_prior  4.779e+05, trn/lr  9.490e-08, trn/temperature  1.000e+00, val/acc 5.877e-01, val/nll 1.118e+00
[2023-02-04 19:35:43] [Cycle   1/ 30][Epoch  16/100] trn/posterior_energy  5.239e+05, trn/neg_log_likelihood  4.477e+04, trn/neg_log_prior  4.791e+05, trn/lr  9.419e-08, trn/temperature  1.000e+00, val/acc 6.004e-01, val/nll 1.078e+00
[2023-02-04 19:35:49] [Cycle   1/ 30][Epoch  17/100] trn/posterior_energy  5.241e+05, trn/neg_log_likelihood  4.386e+04, trn/neg_log_prior  4.802e+05, trn/lr  9.343e-08, trn/temperature  1.000e+00, val/acc 5.981e-01, val/nll 1.097e+00
[2023-02-04 19:35:54] [Cycle   1/ 30][Epoch  18/100] trn/posterior_energy  5.249e+05, trn/neg_log_likelihood  4.354e+04, trn/neg_log_prior  4.813e+05, trn/lr  9.263e-08, trn/temperature  1.000e+00, val/acc 5.946e-01, val/nll 1.100e+00
[2023-02-04 19:35:59] [Cycle   1/ 30][Epoch  19/100] trn/posterior_energy  5.247e+05, trn/neg_log_likelihood  4.228e+04, trn/neg_log_prior  4.824e+05, trn/lr  9.179e-08, trn/temperature  1.000e+00, val/acc 6.096e-01, val/nll 1.089e+00
[2023-02-04 19:36:05] [Cycle   1/ 30][Epoch  20/100] trn/posterior_energy  5.253e+05, trn/neg_log_likelihood  4.186e+04, trn/neg_log_prior  4.834e+05, trn/lr  9.091e-08, trn/temperature  1.000e+00, val/acc 6.511e-01, val/nll 9.773e-01
[2023-02-04 19:36:10] [Cycle   1/ 30][Epoch  21/100] trn/posterior_energy  5.255e+05, trn/neg_log_likelihood  4.124e+04, trn/neg_log_prior  4.843e+05, trn/lr  8.998e-08, trn/temperature  1.000e+00, val/acc 6.125e-01, val/nll 1.080e+00
[2023-02-04 19:36:15] [Cycle   1/ 30][Epoch  22/100] trn/posterior_energy  5.257e+05, trn/neg_log_likelihood  4.054e+04, trn/neg_log_prior  4.851e+05, trn/lr  8.902e-08, trn/temperature  1.000e+00, val/acc 6.376e-01, val/nll 1.012e+00
[2023-02-04 19:36:21] [Cycle   1/ 30][Epoch  23/100] trn/posterior_energy  5.257e+05, trn/neg_log_likelihood  3.992e+04, trn/neg_log_prior  4.858e+05, trn/lr  8.802e-08, trn/temperature  1.000e+00, val/acc 6.317e-01, val/nll 1.019e+00
[2023-02-04 19:36:26] [Cycle   1/ 30][Epoch  24/100] trn/posterior_energy  5.259e+05, trn/neg_log_likelihood  3.937e+04, trn/neg_log_prior  4.866e+05, trn/lr  8.698e-08, trn/temperature  1.000e+00, val/acc 6.216e-01, val/nll 1.096e+00
[2023-02-04 19:36:31] [Cycle   1/ 30][Epoch  25/100] trn/posterior_energy  5.266e+05, trn/neg_log_likelihood  3.941e+04, trn/neg_log_prior  4.871e+05, trn/lr  8.591e-08, trn/temperature  1.000e+00, val/acc 6.427e-01, val/nll 9.940e-01
[2023-02-04 19:36:37] [Cycle   1/ 30][Epoch  26/100] trn/posterior_energy  5.261e+05, trn/neg_log_likelihood  3.845e+04, trn/neg_log_prior  4.876e+05, trn/lr  8.480e-08, trn/temperature  1.000e+00, val/acc 6.335e-01, val/nll 1.030e+00
[2023-02-04 19:36:42] [Cycle   1/ 30][Epoch  27/100] trn/posterior_energy  5.258e+05, trn/neg_log_likelihood  3.780e+04, trn/neg_log_prior  4.880e+05, trn/lr  8.365e-08, trn/temperature  1.000e+00, val/acc 6.472e-01, val/nll 9.770e-01
[2023-02-04 19:36:47] [Cycle   1/ 30][Epoch  28/100] trn/posterior_energy  5.260e+05, trn/neg_log_likelihood  3.755e+04, trn/neg_log_prior  4.885e+05, trn/lr  8.247e-08, trn/temperature  1.000e+00, val/acc 6.626e-01, val/nll 9.434e-01
[2023-02-04 19:36:53] [Cycle   1/ 30][Epoch  29/100] trn/posterior_energy  5.260e+05, trn/neg_log_likelihood  3.718e+04, trn/neg_log_prior  4.888e+05, trn/lr  8.126e-08, trn/temperature  1.000e+00, val/acc 6.645e-01, val/nll 9.364e-01
[2023-02-04 19:36:58] [Cycle   1/ 30][Epoch  30/100] trn/posterior_energy  5.258e+05, trn/neg_log_likelihood  3.663e+04, trn/neg_log_prior  4.892e+05, trn/lr  8.002e-08, trn/temperature  1.000e+00, val/acc 6.781e-01, val/nll 9.187e-01
[2023-02-04 19:37:03] [Cycle   1/ 30][Epoch  31/100] trn/posterior_energy  5.255e+05, trn/neg_log_likelihood  3.623e+04, trn/neg_log_prior  4.893e+05, trn/lr  7.875e-08, trn/temperature  1.000e+00, val/acc 6.831e-01, val/nll 9.055e-01
[2023-02-04 19:37:09] [Cycle   1/ 30][Epoch  32/100] trn/posterior_energy  5.258e+05, trn/neg_log_likelihood  3.617e+04, trn/neg_log_prior  4.896e+05, trn/lr  7.745e-08, trn/temperature  1.000e+00, val/acc 6.881e-01, val/nll 8.918e-01
[2023-02-04 19:37:14] [Cycle   1/ 30][Epoch  33/100] trn/posterior_energy  5.258e+05, trn/neg_log_likelihood  3.579e+04, trn/neg_log_prior  4.900e+05, trn/lr  7.613e-08, trn/temperature  1.000e+00, val/acc 6.963e-01, val/nll 8.721e-01
[2023-02-04 19:37:19] [Cycle   1/ 30][Epoch  34/100] trn/posterior_energy  5.261e+05, trn/neg_log_likelihood  3.566e+04, trn/neg_log_prior  4.904e+05, trn/lr  7.477e-08, trn/temperature  1.000e+00, val/acc 6.656e-01, val/nll 9.549e-01
[2023-02-04 19:37:25] [Cycle   1/ 30][Epoch  35/100] trn/posterior_energy  5.256e+05, trn/neg_log_likelihood  3.479e+04, trn/neg_log_prior  4.908e+05, trn/lr  7.340e-08, trn/temperature  1.000e+00, val/acc 6.889e-01, val/nll 8.773e-01
[2023-02-04 19:37:32] [Cycle   1/ 30][Epoch  36/100] trn/posterior_energy  5.255e+05, trn/neg_log_likelihood  3.435e+04, trn/neg_log_prior  4.911e+05, trn/lr  7.200e-08, trn/temperature  1.000e+00, val/acc 6.611e-01, val/nll 9.786e-01
[2023-02-04 19:37:37] [Cycle   1/ 30][Epoch  37/100] trn/posterior_energy  5.262e+05, trn/neg_log_likelihood  3.472e+04, trn/neg_log_prior  4.915e+05, trn/lr  7.058e-08, trn/temperature  1.000e+00, val/acc 6.872e-01, val/nll 9.029e-01
