[2023-02-06 06:43:14] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 06:43:14] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.99_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 06:43:29] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 06:44:12] [Epoch     1/  500] trn/posterior_energy  2.666e+06, trn/neg_log_likelihood  8.404e+04, trn/neg_log_prior  2.582e+06, trn/lr  1.000e-07, val/acc 3.412e-01, val/nll 1.762e+00 (best_acc: 0.000e+00 -> 3.412e-01, test_acc: 3.505e-01, test_nll: 1.755e+00)
[2023-02-06 06:44:27] [Epoch     2/  500] trn/posterior_energy  2.635e+06, trn/neg_log_likelihood  6.716e+04, trn/neg_log_prior  2.568e+06, trn/lr  1.000e-07, val/acc 4.303e-01, val/nll 1.543e+00 (best_acc: 3.412e-01 -> 4.303e-01, test_acc: 4.338e-01, test_nll: 1.522e+00)
[2023-02-06 06:44:41] [Epoch     3/  500] trn/posterior_energy  2.614e+06, trn/neg_log_likelihood  5.829e+04, trn/neg_log_prior  2.555e+06, trn/lr  9.999e-08, val/acc 5.133e-01, val/nll 1.340e+00 (best_acc: 4.303e-01 -> 5.133e-01, test_acc: 5.136e-01, test_nll: 1.337e+00)
[2023-02-06 06:44:55] [Epoch     4/  500] trn/posterior_energy  2.597e+06, trn/neg_log_likelihood  5.174e+04, trn/neg_log_prior  2.545e+06, trn/lr  9.999e-08, val/acc 5.704e-01, val/nll 1.174e+00 (best_acc: 5.133e-01 -> 5.704e-01, test_acc: 5.686e-01, test_nll: 1.179e+00)
[2023-02-06 06:45:09] [Epoch     5/  500] trn/posterior_energy  2.584e+06, trn/neg_log_likelihood  4.652e+04, trn/neg_log_prior  2.538e+06, trn/lr  9.998e-08, val/acc 6.194e-01, val/nll 1.040e+00 (best_acc: 5.704e-01 -> 6.194e-01, test_acc: 6.209e-01, test_nll: 1.044e+00)
[2023-02-06 06:45:23] [Epoch     6/  500] trn/posterior_energy  2.575e+06, trn/neg_log_likelihood  4.328e+04, trn/neg_log_prior  2.532e+06, trn/lr  9.997e-08, val/acc 6.217e-01, val/nll 1.058e+00 (best_acc: 6.194e-01 -> 6.217e-01, test_acc: 6.175e-01, test_nll: 1.074e+00)
[2023-02-06 06:45:37] [Epoch     7/  500] trn/posterior_energy  2.565e+06, trn/neg_log_likelihood  3.741e+04, trn/neg_log_prior  2.527e+06, trn/lr  9.996e-08, val/acc 6.923e-01, val/nll 8.730e-01 (best_acc: 6.217e-01 -> 6.923e-01, test_acc: 6.881e-01, test_nll: 8.823e-01)
[2023-02-06 06:45:51] [Epoch     8/  500] trn/posterior_energy  2.557e+06, trn/neg_log_likelihood  3.343e+04, trn/neg_log_prior  2.523e+06, trn/lr  9.994e-08, val/acc 7.074e-01, val/nll 8.277e-01 (best_acc: 6.923e-01 -> 7.074e-01, test_acc: 6.984e-01, test_nll: 8.407e-01)
[2023-02-06 06:46:04] [Epoch     9/  500] trn/posterior_energy  2.551e+06, trn/neg_log_likelihood  3.020e+04, trn/neg_log_prior  2.520e+06, trn/lr  9.993e-08, val/acc 7.063e-01, val/nll 8.450e-01
[2023-02-06 06:46:16] [Epoch    10/  500] trn/posterior_energy  2.545e+06, trn/neg_log_likelihood  2.633e+04, trn/neg_log_prior  2.518e+06, trn/lr  9.991e-08, val/acc 6.988e-01, val/nll 8.947e-01
[2023-02-06 06:46:30] [Epoch    11/  500] trn/posterior_energy  2.540e+06, trn/neg_log_likelihood  2.374e+04, trn/neg_log_prior  2.517e+06, trn/lr  9.989e-08, val/acc 7.431e-01, val/nll 7.584e-01 (best_acc: 7.074e-01 -> 7.431e-01, test_acc: 7.413e-01, test_nll: 7.591e-01)
[2023-02-06 06:46:44] [Epoch    12/  500] trn/posterior_energy  2.537e+06, trn/neg_log_likelihood  2.152e+04, trn/neg_log_prior  2.515e+06, trn/lr  9.987e-08, val/acc 7.646e-01, val/nll 6.933e-01 (best_acc: 7.431e-01 -> 7.646e-01, test_acc: 7.608e-01, test_nll: 7.068e-01)
[2023-02-06 06:46:58] [Epoch    13/  500] trn/posterior_energy  2.534e+06, trn/neg_log_likelihood  1.941e+04, trn/neg_log_prior  2.515e+06, trn/lr  9.985e-08, val/acc 8.086e-01, val/nll 5.730e-01 (best_acc: 7.646e-01 -> 8.086e-01, test_acc: 7.985e-01, test_nll: 5.909e-01)
[2023-02-06 06:47:10] [Epoch    14/  500] trn/posterior_energy  2.532e+06, trn/neg_log_likelihood  1.766e+04, trn/neg_log_prior  2.514e+06, trn/lr  9.982e-08, val/acc 7.762e-01, val/nll 6.606e-01
[2023-02-06 06:47:22] [Epoch    15/  500] trn/posterior_energy  2.531e+06, trn/neg_log_likelihood  1.701e+04, trn/neg_log_prior  2.514e+06, trn/lr  9.979e-08, val/acc 7.790e-01, val/nll 6.786e-01
[2023-02-06 06:47:34] [Epoch    16/  500] trn/posterior_energy  2.529e+06, trn/neg_log_likelihood  1.519e+04, trn/neg_log_prior  2.514e+06, trn/lr  9.976e-08, val/acc 7.860e-01, val/nll 6.365e-01
[2023-02-06 06:47:49] [Epoch    17/  500] trn/posterior_energy  2.528e+06, trn/neg_log_likelihood  1.413e+04, trn/neg_log_prior  2.514e+06, trn/lr  9.973e-08, val/acc 8.131e-01, val/nll 5.543e-01 (best_acc: 8.086e-01 -> 8.131e-01, test_acc: 8.027e-01, test_nll: 5.959e-01)
[2023-02-06 06:48:01] [Epoch    18/  500] trn/posterior_energy  2.527e+06, trn/neg_log_likelihood  1.308e+04, trn/neg_log_prior  2.514e+06, trn/lr  9.970e-08, val/acc 7.931e-01, val/nll 6.400e-01
[2023-02-06 06:48:13] [Epoch    19/  500] trn/posterior_energy  2.527e+06, trn/neg_log_likelihood  1.256e+04, trn/neg_log_prior  2.514e+06, trn/lr  9.966e-08, val/acc 7.845e-01, val/nll 6.748e-01
[2023-02-06 06:48:25] [Epoch    20/  500] trn/posterior_energy  2.526e+06, trn/neg_log_likelihood  1.175e+04, trn/neg_log_prior  2.514e+06, trn/lr  9.963e-08, val/acc 7.913e-01, val/nll 6.158e-01
[2023-02-06 06:48:37] [Epoch    21/  500] trn/posterior_energy  2.527e+06, trn/neg_log_likelihood  1.227e+04, trn/neg_log_prior  2.515e+06, trn/lr  9.959e-08, val/acc 7.948e-01, val/nll 6.455e-01
[2023-02-06 06:48:49] [Epoch    22/  500] trn/posterior_energy  2.527e+06, trn/neg_log_likelihood  1.126e+04, trn/neg_log_prior  2.515e+06, trn/lr  9.954e-08, val/acc 8.117e-01, val/nll 6.100e-01
