[2023-02-12 18:07:12] Environments:
------------  -------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/optax
------------  -------------------------------------------------------------------------------

[2023-02-12 18:07:12] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 200
- args.num_epochs_noisy  : 0
- args.prior_precision   : 40.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SSE/bs-0080_nc-0030_ne-0200-0000_lr-0.0000010_mo-0.90_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-12 18:07:38] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy  3.768e+05, trn/neg_log_likelihood  8.332e+04, trn/neg_log_prior  2.935e+05, trn/lr  1.000e-06, trn/temperature  0.000e+00, val/acc 3.210e-01, val/nll 1.806e+00
[2023-02-12 18:07:41] [Cycle   1/ 30][Epoch   2/200] trn/posterior_energy  3.491e+05, trn/neg_log_likelihood  6.642e+04, trn/neg_log_prior  2.827e+05, trn/lr  9.999e-07, trn/temperature  0.000e+00, val/acc 4.644e-01, val/nll 1.450e+00
[2023-02-12 18:07:45] [Cycle   1/ 30][Epoch   3/200] trn/posterior_energy  3.352e+05, trn/neg_log_likelihood  5.905e+04, trn/neg_log_prior  2.761e+05, trn/lr  9.996e-07, trn/temperature  0.000e+00, val/acc 5.144e-01, val/nll 1.321e+00
[2023-02-12 18:07:48] [Cycle   1/ 30][Epoch   4/200] trn/posterior_energy  3.254e+05, trn/neg_log_likelihood  5.300e+04, trn/neg_log_prior  2.724e+05, trn/lr  9.992e-07, trn/temperature  0.000e+00, val/acc 5.508e-01, val/nll 1.228e+00
[2023-02-12 18:07:51] [Cycle   1/ 30][Epoch   5/200] trn/posterior_energy  3.185e+05, trn/neg_log_likelihood  4.816e+04, trn/neg_log_prior  2.704e+05, trn/lr  9.987e-07, trn/temperature  0.000e+00, val/acc 6.274e-01, val/nll 1.039e+00
[2023-02-12 18:07:55] [Cycle   1/ 30][Epoch   6/200] trn/posterior_energy  3.139e+05, trn/neg_log_likelihood  4.437e+04, trn/neg_log_prior  2.695e+05, trn/lr  9.981e-07, trn/temperature  0.000e+00, val/acc 5.728e-01, val/nll 1.166e+00
[2023-02-12 18:07:58] [Cycle   1/ 30][Epoch   7/200] trn/posterior_energy  3.096e+05, trn/neg_log_likelihood  4.027e+04, trn/neg_log_prior  2.693e+05, trn/lr  9.974e-07, trn/temperature  0.000e+00, val/acc 6.354e-01, val/nll 1.048e+00
[2023-02-12 18:08:02] [Cycle   1/ 30][Epoch   8/200] trn/posterior_energy  3.070e+05, trn/neg_log_likelihood  3.748e+04, trn/neg_log_prior  2.695e+05, trn/lr  9.965e-07, trn/temperature  0.000e+00, val/acc 6.727e-01, val/nll 9.259e-01
[2023-02-12 18:08:05] [Cycle   1/ 30][Epoch   9/200] trn/posterior_energy  3.046e+05, trn/neg_log_likelihood  3.472e+04, trn/neg_log_prior  2.698e+05, trn/lr  9.955e-07, trn/temperature  0.000e+00, val/acc 6.979e-01, val/nll 8.713e-01
[2023-02-12 18:08:08] [Cycle   1/ 30][Epoch  10/200] trn/posterior_energy  3.033e+05, trn/neg_log_likelihood  3.306e+04, trn/neg_log_prior  2.702e+05, trn/lr  9.944e-07, trn/temperature  0.000e+00, val/acc 7.363e-01, val/nll 7.668e-01
[2023-02-12 18:08:11] [Cycle   1/ 30][Epoch  11/200] trn/posterior_energy  3.015e+05, trn/neg_log_likelihood  3.098e+04, trn/neg_log_prior  2.705e+05, trn/lr  9.932e-07, trn/temperature  0.000e+00, val/acc 7.244e-01, val/nll 8.031e-01
