[2023-02-05 12:05:17] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 12:05:17] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.9
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.90_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 12:05:22] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 12:06:05] [Epoch     1/  500] trn/posterior_energy  4.229e+06, trn/neg_log_likelihood  8.564e+04, trn/neg_log_prior  4.143e+06, trn/lr  1.000e-06, val/acc 3.303e-01, val/nll 1.771e+00 (best_acc: 0.000e+00 -> 3.303e-01, test_acc: 3.288e-01, test_nll: 1.764e+00)
[2023-02-05 12:06:19] [Epoch     2/  500] trn/posterior_energy  4.160e+06, trn/neg_log_likelihood  6.765e+04, trn/neg_log_prior  4.092e+06, trn/lr  1.000e-06, val/acc 4.488e-01, val/nll 1.479e+00 (best_acc: 3.303e-01 -> 4.488e-01, test_acc: 4.525e-01, test_nll: 1.479e+00)
[2023-02-05 12:06:33] [Epoch     3/  500] trn/posterior_energy  4.119e+06, trn/neg_log_likelihood  5.992e+04, trn/neg_log_prior  4.059e+06, trn/lr  9.999e-07, val/acc 5.124e-01, val/nll 1.317e+00 (best_acc: 4.488e-01 -> 5.124e-01, test_acc: 5.154e-01, test_nll: 1.320e+00)
[2023-02-05 12:06:47] [Epoch     4/  500] trn/posterior_energy  4.091e+06, trn/neg_log_likelihood  5.287e+04, trn/neg_log_prior  4.038e+06, trn/lr  9.999e-07, val/acc 5.778e-01, val/nll 1.163e+00 (best_acc: 5.124e-01 -> 5.778e-01, test_acc: 5.628e-01, test_nll: 1.187e+00)
[2023-02-05 12:07:01] [Epoch     5/  500] trn/posterior_energy  4.072e+06, trn/neg_log_likelihood  4.686e+04, trn/neg_log_prior  4.025e+06, trn/lr  9.998e-07, val/acc 6.065e-01, val/nll 1.084e+00 (best_acc: 5.778e-01 -> 6.065e-01, test_acc: 6.042e-01, test_nll: 1.109e+00)
[2023-02-05 12:07:15] [Epoch     6/  500] trn/posterior_energy  4.058e+06, trn/neg_log_likelihood  4.178e+04, trn/neg_log_prior  4.017e+06, trn/lr  9.997e-07, val/acc 6.605e-01, val/nll 9.596e-01 (best_acc: 6.065e-01 -> 6.605e-01, test_acc: 6.533e-01, test_nll: 9.730e-01)
[2023-02-05 12:07:29] [Epoch     7/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.648e+04, trn/neg_log_prior  4.012e+06, trn/lr  9.996e-07, val/acc 6.917e-01, val/nll 8.704e-01 (best_acc: 6.605e-01 -> 6.917e-01, test_acc: 6.927e-01, test_nll: 8.750e-01)
[2023-02-05 12:07:43] [Epoch     8/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  3.260e+04, trn/neg_log_prior  4.009e+06, trn/lr  9.994e-07, val/acc 7.117e-01, val/nll 8.331e-01 (best_acc: 6.917e-01 -> 7.117e-01, test_acc: 7.181e-01, test_nll: 8.279e-01)
[2023-02-05 12:07:57] [Epoch     9/  500] trn/posterior_energy  4.037e+06, trn/neg_log_likelihood  2.999e+04, trn/neg_log_prior  4.007e+06, trn/lr  9.993e-07, val/acc 7.217e-01, val/nll 8.232e-01 (best_acc: 7.117e-01 -> 7.217e-01, test_acc: 7.158e-01, test_nll: 8.491e-01)
[2023-02-05 12:08:12] [Epoch    10/  500] trn/posterior_energy  4.035e+06, trn/neg_log_likelihood  2.798e+04, trn/neg_log_prior  4.007e+06, trn/lr  9.991e-07, val/acc 7.521e-01, val/nll 7.204e-01 (best_acc: 7.217e-01 -> 7.521e-01, test_acc: 7.504e-01, test_nll: 7.227e-01)
[2023-02-05 12:08:25] [Epoch    11/  500] trn/posterior_energy  4.032e+06, trn/neg_log_likelihood  2.580e+04, trn/neg_log_prior  4.006e+06, trn/lr  9.989e-07, val/acc 7.799e-01, val/nll 6.546e-01 (best_acc: 7.521e-01 -> 7.799e-01, test_acc: 7.785e-01, test_nll: 6.692e-01)
