[2023-02-05 06:53:01] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 06:53:01] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.90_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 06:53:07] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 06:53:51] [Epoch     1/  500] trn/posterior_energy -3.871e+05, trn/neg_log_likelihood  8.102e+04, trn/neg_log_prior -4.682e+05, trn/lr  1.000e-07, val/acc 3.819e-01, val/nll 1.674e+00 (best_acc: 0.000e+00 -> 3.819e-01, test_acc: 3.797e-01, test_nll: 1.676e+00)
[2023-02-05 06:54:06] [Epoch     2/  500] trn/posterior_energy -4.036e+05, trn/neg_log_likelihood  6.460e+04, trn/neg_log_prior -4.682e+05, trn/lr  1.000e-07, val/acc 4.552e-01, val/nll 1.497e+00 (best_acc: 3.819e-01 -> 4.552e-01, test_acc: 4.517e-01, test_nll: 1.501e+00)
[2023-02-05 06:54:20] [Epoch     3/  500] trn/posterior_energy -4.107e+05, trn/neg_log_likelihood  5.761e+04, trn/neg_log_prior -4.683e+05, trn/lr  9.999e-08, val/acc 5.070e-01, val/nll 1.346e+00 (best_acc: 4.552e-01 -> 5.070e-01, test_acc: 5.034e-01, test_nll: 1.345e+00)
[2023-02-05 06:54:34] [Epoch     4/  500] trn/posterior_energy -4.162e+05, trn/neg_log_likelihood  5.219e+04, trn/neg_log_prior -4.684e+05, trn/lr  9.999e-08, val/acc 5.469e-01, val/nll 1.247e+00 (best_acc: 5.070e-01 -> 5.469e-01, test_acc: 5.472e-01, test_nll: 1.249e+00)
[2023-02-05 06:54:48] [Epoch     5/  500] trn/posterior_energy -4.199e+05, trn/neg_log_likelihood  4.855e+04, trn/neg_log_prior -4.685e+05, trn/lr  9.998e-08, val/acc 5.629e-01, val/nll 1.203e+00 (best_acc: 5.469e-01 -> 5.629e-01, test_acc: 5.611e-01, test_nll: 1.201e+00)
[2023-02-05 06:55:02] [Epoch     6/  500] trn/posterior_energy -4.232e+05, trn/neg_log_likelihood  4.536e+04, trn/neg_log_prior -4.686e+05, trn/lr  9.997e-08, val/acc 5.738e-01, val/nll 1.192e+00 (best_acc: 5.629e-01 -> 5.738e-01, test_acc: 5.658e-01, test_nll: 1.202e+00)
[2023-02-05 06:55:14] [Epoch     7/  500] trn/posterior_energy -4.271e+05, trn/neg_log_likelihood  4.158e+04, trn/neg_log_prior -4.686e+05, trn/lr  9.996e-08, val/acc 5.719e-01, val/nll 1.190e+00
[2023-02-05 06:55:27] [Epoch     8/  500] trn/posterior_energy -4.303e+05, trn/neg_log_likelihood  3.845e+04, trn/neg_log_prior -4.687e+05, trn/lr  9.994e-08, val/acc 6.325e-01, val/nll 1.000e+00 (best_acc: 5.738e-01 -> 6.325e-01, test_acc: 6.418e-01, test_nll: 1.007e+00)
[2023-02-05 06:55:41] [Epoch     9/  500] trn/posterior_energy -4.329e+05, trn/neg_log_likelihood  3.591e+04, trn/neg_log_prior -4.688e+05, trn/lr  9.993e-08, val/acc 6.702e-01, val/nll 9.236e-01 (best_acc: 6.325e-01 -> 6.702e-01, test_acc: 6.740e-01, test_nll: 9.349e-01)
[2023-02-05 06:55:55] [Epoch    10/  500] trn/posterior_energy -4.362e+05, trn/neg_log_likelihood  3.266e+04, trn/neg_log_prior -4.688e+05, trn/lr  9.991e-08, val/acc 6.858e-01, val/nll 8.794e-01 (best_acc: 6.702e-01 -> 6.858e-01, test_acc: 6.726e-01, test_nll: 9.038e-01)
[2023-02-05 06:56:09] [Epoch    11/  500] trn/posterior_energy -4.389e+05, trn/neg_log_likelihood  3.004e+04, trn/neg_log_prior -4.689e+05, trn/lr  9.989e-08, val/acc 7.013e-01, val/nll 8.408e-01 (best_acc: 6.858e-01 -> 7.013e-01, test_acc: 7.001e-01, test_nll: 8.549e-01)
