[2023-02-06 06:33:06] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 06:33:06] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.99_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 06:33:12] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 06:33:55] [Epoch     1/  500] trn/posterior_energy  2.657e+06, trn/neg_log_likelihood  8.412e+04, trn/neg_log_prior  2.572e+06, trn/lr  3.000e-07, val/acc 3.269e-01, val/nll 1.811e+00 (best_acc: 0.000e+00 -> 3.269e-01, test_acc: 3.402e-01, test_nll: 1.803e+00)
[2023-02-06 06:34:10] [Epoch     2/  500] trn/posterior_energy  2.608e+06, trn/neg_log_likelihood  6.757e+04, trn/neg_log_prior  2.540e+06, trn/lr  3.000e-07, val/acc 3.646e-01, val/nll 1.648e+00 (best_acc: 3.269e-01 -> 3.646e-01, test_acc: 3.764e-01, test_nll: 1.638e+00)
[2023-02-06 06:34:24] [Epoch     3/  500] trn/posterior_energy  2.584e+06, trn/neg_log_likelihood  6.127e+04, trn/neg_log_prior  2.523e+06, trn/lr  3.000e-07, val/acc 4.772e-01, val/nll 1.434e+00 (best_acc: 3.646e-01 -> 4.772e-01, test_acc: 4.810e-01, test_nll: 1.437e+00)
[2023-02-06 06:34:38] [Epoch     4/  500] trn/posterior_energy  2.568e+06, trn/neg_log_likelihood  5.460e+04, trn/neg_log_prior  2.514e+06, trn/lr  3.000e-07, val/acc 5.458e-01, val/nll 1.238e+00 (best_acc: 4.772e-01 -> 5.458e-01, test_acc: 5.369e-01, test_nll: 1.250e+00)
[2023-02-06 06:34:52] [Epoch     5/  500] trn/posterior_energy  2.559e+06, trn/neg_log_likelihood  4.867e+04, trn/neg_log_prior  2.510e+06, trn/lr  2.999e-07, val/acc 6.027e-01, val/nll 1.072e+00 (best_acc: 5.458e-01 -> 6.027e-01, test_acc: 6.064e-01, test_nll: 1.081e+00)
[2023-02-06 06:35:06] [Epoch     6/  500] trn/posterior_energy  2.554e+06, trn/neg_log_likelihood  4.398e+04, trn/neg_log_prior  2.510e+06, trn/lr  2.999e-07, val/acc 6.346e-01, val/nll 1.033e+00 (best_acc: 6.027e-01 -> 6.346e-01, test_acc: 6.279e-01, test_nll: 1.046e+00)
[2023-02-06 06:35:21] [Epoch     7/  500] trn/posterior_energy  2.547e+06, trn/neg_log_likelihood  3.722e+04, trn/neg_log_prior  2.510e+06, trn/lr  2.999e-07, val/acc 6.917e-01, val/nll 8.875e-01 (best_acc: 6.346e-01 -> 6.917e-01, test_acc: 6.831e-01, test_nll: 9.016e-01)
[2023-02-06 06:35:33] [Epoch     8/  500] trn/posterior_energy  2.546e+06, trn/neg_log_likelihood  3.531e+04, trn/neg_log_prior  2.511e+06, trn/lr  2.998e-07, val/acc 6.898e-01, val/nll 8.690e-01
[2023-02-06 06:35:47] [Epoch     9/  500] trn/posterior_energy  2.543e+06, trn/neg_log_likelihood  3.102e+04, trn/neg_log_prior  2.512e+06, trn/lr  2.998e-07, val/acc 7.210e-01, val/nll 7.972e-01 (best_acc: 6.917e-01 -> 7.210e-01, test_acc: 7.139e-01, test_nll: 8.183e-01)
[2023-02-06 06:36:01] [Epoch    10/  500] trn/posterior_energy  2.544e+06, trn/neg_log_likelihood  3.144e+04, trn/neg_log_prior  2.513e+06, trn/lr  2.997e-07, val/acc 7.313e-01, val/nll 7.789e-01 (best_acc: 7.210e-01 -> 7.313e-01, test_acc: 7.274e-01, test_nll: 7.904e-01)
[2023-02-06 06:36:15] [Epoch    11/  500] trn/posterior_energy  2.543e+06, trn/neg_log_likelihood  2.882e+04, trn/neg_log_prior  2.514e+06, trn/lr  2.997e-07, val/acc 7.336e-01, val/nll 7.769e-01 (best_acc: 7.313e-01 -> 7.336e-01, test_acc: 7.276e-01, test_nll: 7.916e-01)
[2023-02-06 06:36:29] [Epoch    12/  500] trn/posterior_energy  2.541e+06, trn/neg_log_likelihood  2.660e+04, trn/neg_log_prior  2.514e+06, trn/lr  2.996e-07, val/acc 7.493e-01, val/nll 7.256e-01 (best_acc: 7.336e-01 -> 7.493e-01, test_acc: 7.527e-01, test_nll: 7.251e-01)
[2023-02-06 06:36:41] [Epoch    13/  500] trn/posterior_energy  2.541e+06, trn/neg_log_likelihood  2.606e+04, trn/neg_log_prior  2.515e+06, trn/lr  2.995e-07, val/acc 7.492e-01, val/nll 7.401e-01
[2023-02-06 06:36:54] [Epoch    14/  500] trn/posterior_energy  2.541e+06, trn/neg_log_likelihood  2.542e+04, trn/neg_log_prior  2.515e+06, trn/lr  2.995e-07, val/acc 7.502e-01, val/nll 7.546e-01 (best_acc: 7.493e-01 -> 7.502e-01, test_acc: 7.450e-01, test_nll: 7.615e-01)
