[2023-02-04 19:13:47] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-04 19:13:47] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.70_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 19:13:54] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-04 19:14:35] [Epoch     1/  500] trn/posterior_energy -1.892e+06, trn/neg_log_likelihood  8.068e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-07, val/acc 4.030e-01, val/nll 1.642e+00 (best_acc: 0.000e+00 -> 4.030e-01, test_acc: 4.029e-01, test_nll: 1.645e+00)
[2023-02-04 19:14:48] [Epoch     2/  500] trn/posterior_energy -1.907e+06, trn/neg_log_likelihood  6.497e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-07, val/acc 4.421e-01, val/nll 1.551e+00 (best_acc: 4.030e-01 -> 4.421e-01, test_acc: 4.383e-01, test_nll: 1.562e+00)
[2023-02-04 19:15:02] [Epoch     3/  500] trn/posterior_energy -1.914e+06, trn/neg_log_likelihood  5.793e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-07, val/acc 4.598e-01, val/nll 1.465e+00 (best_acc: 4.421e-01 -> 4.598e-01, test_acc: 4.582e-01, test_nll: 1.461e+00)
[2023-02-04 19:15:15] [Epoch     4/  500] trn/posterior_energy -1.919e+06, trn/neg_log_likelihood  5.322e+04, trn/neg_log_prior -1.972e+06, trn/lr  3.000e-07, val/acc 5.335e-01, val/nll 1.309e+00 (best_acc: 4.598e-01 -> 5.335e-01, test_acc: 5.193e-01, test_nll: 1.319e+00)
[2023-02-04 19:15:28] [Epoch     5/  500] trn/posterior_energy -1.924e+06, trn/neg_log_likelihood  4.888e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.999e-07, val/acc 5.574e-01, val/nll 1.253e+00 (best_acc: 5.335e-01 -> 5.574e-01, test_acc: 5.553e-01, test_nll: 1.257e+00)
[2023-02-04 19:15:41] [Epoch     6/  500] trn/posterior_energy -1.927e+06, trn/neg_log_likelihood  4.565e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.999e-07, val/acc 6.069e-01, val/nll 1.125e+00 (best_acc: 5.574e-01 -> 6.069e-01, test_acc: 5.975e-01, test_nll: 1.136e+00)
[2023-02-04 19:15:55] [Epoch     7/  500] trn/posterior_energy -1.930e+06, trn/neg_log_likelihood  4.203e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.999e-07, val/acc 6.111e-01, val/nll 1.050e+00 (best_acc: 6.069e-01 -> 6.111e-01, test_acc: 6.075e-01, test_nll: 1.070e+00)
[2023-02-04 19:16:08] [Epoch     8/  500] trn/posterior_energy -1.933e+06, trn/neg_log_likelihood  3.933e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.998e-07, val/acc 6.597e-01, val/nll 9.447e-01 (best_acc: 6.111e-01 -> 6.597e-01, test_acc: 6.617e-01, test_nll: 9.517e-01)
[2023-02-04 19:16:19] [Epoch     9/  500] trn/posterior_energy -1.936e+06, trn/neg_log_likelihood  3.604e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.998e-07, val/acc 6.523e-01, val/nll 9.821e-01
[2023-02-04 19:16:32] [Epoch    10/  500] trn/posterior_energy -1.939e+06, trn/neg_log_likelihood  3.371e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.997e-07, val/acc 6.708e-01, val/nll 9.322e-01 (best_acc: 6.597e-01 -> 6.708e-01, test_acc: 6.673e-01, test_nll: 9.448e-01)
[2023-02-04 19:16:45] [Epoch    11/  500] trn/posterior_energy -1.942e+06, trn/neg_log_likelihood  3.096e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.997e-07, val/acc 6.819e-01, val/nll 8.906e-01 (best_acc: 6.708e-01 -> 6.819e-01, test_acc: 6.855e-01, test_nll: 9.021e-01)
[2023-02-04 19:16:58] [Epoch    12/  500] trn/posterior_energy -1.943e+06, trn/neg_log_likelihood  2.898e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.996e-07, val/acc 6.926e-01, val/nll 8.846e-01 (best_acc: 6.819e-01 -> 6.926e-01, test_acc: 6.841e-01, test_nll: 8.989e-01)
[2023-02-04 19:17:11] [Epoch    13/  500] trn/posterior_energy -1.946e+06, trn/neg_log_likelihood  2.634e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.995e-07, val/acc 7.177e-01, val/nll 8.128e-01 (best_acc: 6.926e-01 -> 7.177e-01, test_acc: 7.187e-01, test_nll: 8.126e-01)
[2023-02-04 19:17:24] [Epoch    14/  500] trn/posterior_energy -1.948e+06, trn/neg_log_likelihood  2.478e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.995e-07, val/acc 7.248e-01, val/nll 7.984e-01 (best_acc: 7.177e-01 -> 7.248e-01, test_acc: 7.192e-01, test_nll: 8.225e-01)
[2023-02-04 19:17:36] [Epoch    15/  500] trn/posterior_energy -1.950e+06, trn/neg_log_likelihood  2.248e+04, trn/neg_log_prior -1.972e+06, trn/lr  2.994e-07, val/acc 7.201e-01, val/nll 8.159e-01
