[2023-02-06 06:49:50] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 06:49:50] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.99
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.99_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 06:49:55] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 06:50:39] [Epoch     1/  500] trn/posterior_energy  2.667e+06, trn/neg_log_likelihood  9.594e+04, trn/neg_log_prior  2.571e+06, trn/lr  1.000e-06, val/acc 1.883e-01, val/nll 2.136e+00 (best_acc: 0.000e+00 -> 1.883e-01, test_acc: 1.964e-01, test_nll: 2.135e+00)
[2023-02-06 06:50:53] [Epoch     2/  500] trn/posterior_energy  2.593e+06, trn/neg_log_likelihood  8.347e+04, trn/neg_log_prior  2.509e+06, trn/lr  1.000e-06, val/acc 2.434e-01, val/nll 2.039e+00 (best_acc: 1.883e-01 -> 2.434e-01, test_acc: 2.485e-01, test_nll: 2.036e+00)
[2023-02-06 06:51:07] [Epoch     3/  500] trn/posterior_energy  2.579e+06, trn/neg_log_likelihood  7.797e+04, trn/neg_log_prior  2.501e+06, trn/lr  9.999e-07, val/acc 3.181e-01, val/nll 1.877e+00 (best_acc: 2.434e-01 -> 3.181e-01, test_acc: 3.160e-01, test_nll: 1.879e+00)
[2023-02-06 06:51:20] [Epoch     4/  500] trn/posterior_energy  2.575e+06, trn/neg_log_likelihood  7.404e+04, trn/neg_log_prior  2.501e+06, trn/lr  9.999e-07, val/acc 3.054e-01, val/nll 1.848e+00
[2023-02-06 06:51:34] [Epoch     5/  500] trn/posterior_energy  2.572e+06, trn/neg_log_likelihood  7.033e+04, trn/neg_log_prior  2.502e+06, trn/lr  9.998e-07, val/acc 3.765e-01, val/nll 1.685e+00 (best_acc: 3.181e-01 -> 3.765e-01, test_acc: 3.844e-01, test_nll: 1.677e+00)
[2023-02-06 06:51:48] [Epoch     6/  500] trn/posterior_energy  2.575e+06, trn/neg_log_likelihood  7.107e+04, trn/neg_log_prior  2.504e+06, trn/lr  9.997e-07, val/acc 3.781e-01, val/nll 1.706e+00 (best_acc: 3.765e-01 -> 3.781e-01, test_acc: 3.888e-01, test_nll: 1.701e+00)
[2023-02-06 06:52:01] [Epoch     7/  500] trn/posterior_energy  2.571e+06, trn/neg_log_likelihood  6.737e+04, trn/neg_log_prior  2.504e+06, trn/lr  9.996e-07, val/acc 3.960e-01, val/nll 1.668e+00 (best_acc: 3.781e-01 -> 3.960e-01, test_acc: 3.908e-01, test_nll: 1.675e+00)
[2023-02-06 06:52:14] [Epoch     8/  500] trn/posterior_energy  2.573e+06, trn/neg_log_likelihood  6.767e+04, trn/neg_log_prior  2.505e+06, trn/lr  9.994e-07, val/acc 4.279e-01, val/nll 1.576e+00 (best_acc: 3.960e-01 -> 4.279e-01, test_acc: 4.270e-01, test_nll: 1.576e+00)
[2023-02-06 06:52:26] [Epoch     9/  500] trn/posterior_energy  2.572e+06, trn/neg_log_likelihood  6.610e+04, trn/neg_log_prior  2.505e+06, trn/lr  9.993e-07, val/acc 4.069e-01, val/nll 1.620e+00
[2023-02-06 06:52:39] [Epoch    10/  500] trn/posterior_energy  2.570e+06, trn/neg_log_likelihood  6.499e+04, trn/neg_log_prior  2.505e+06, trn/lr  9.991e-07, val/acc 3.883e-01, val/nll 1.685e+00
[2023-02-06 06:52:51] [Epoch    11/  500] trn/posterior_energy  2.571e+06, trn/neg_log_likelihood  6.548e+04, trn/neg_log_prior  2.506e+06, trn/lr  9.989e-07, val/acc 3.806e-01, val/nll 1.616e+00
[2023-02-06 06:53:02] [Epoch    12/  500] trn/posterior_energy  2.572e+06, trn/neg_log_likelihood  6.562e+04, trn/neg_log_prior  2.506e+06, trn/lr  9.987e-07, val/acc 3.674e-01, val/nll 1.640e+00
[2023-02-06 06:53:16] [Epoch    13/  500] trn/posterior_energy  2.572e+06, trn/neg_log_likelihood  6.492e+04, trn/neg_log_prior  2.507e+06, trn/lr  9.985e-07, val/acc 4.321e-01, val/nll 1.528e+00 (best_acc: 4.279e-01 -> 4.321e-01, test_acc: 4.334e-01, test_nll: 1.537e+00)
[2023-02-06 06:53:28] [Epoch    14/  500] trn/posterior_energy  2.569e+06, trn/neg_log_likelihood  6.342e+04, trn/neg_log_prior  2.506e+06, trn/lr  9.982e-07, val/acc 4.246e-01, val/nll 1.541e+00
[2023-02-06 06:53:41] [Epoch    15/  500] trn/posterior_energy  2.570e+06, trn/neg_log_likelihood  6.323e+04, trn/neg_log_prior  2.507e+06, trn/lr  9.979e-07, val/acc 4.420e-01, val/nll 1.527e+00 (best_acc: 4.321e-01 -> 4.420e-01, test_acc: 4.428e-01, test_nll: 1.526e+00)
[2023-02-06 06:53:53] [Epoch    16/  500] trn/posterior_energy  2.569e+06, trn/neg_log_likelihood  6.220e+04, trn/neg_log_prior  2.507e+06, trn/lr  9.976e-07, val/acc 4.126e-01, val/nll 1.627e+00
[2023-02-06 06:54:05] [Epoch    17/  500] trn/posterior_energy  2.569e+06, trn/neg_log_likelihood  6.174e+04, trn/neg_log_prior  2.507e+06, trn/lr  9.973e-07, val/acc 4.419e-01, val/nll 1.518e+00
[2023-02-06 06:54:19] [Epoch    18/  500] trn/posterior_energy  2.568e+06, trn/neg_log_likelihood  6.032e+04, trn/neg_log_prior  2.508e+06, trn/lr  9.970e-07, val/acc 4.642e-01, val/nll 1.473e+00 (best_acc: 4.420e-01 -> 4.642e-01, test_acc: 4.719e-01, test_nll: 1.464e+00)
[2023-02-06 06:54:33] [Epoch    19/  500] trn/posterior_energy  2.568e+06, trn/neg_log_likelihood  5.977e+04, trn/neg_log_prior  2.508e+06, trn/lr  9.966e-07, val/acc 4.803e-01, val/nll 1.416e+00 (best_acc: 4.642e-01 -> 4.803e-01, test_acc: 4.841e-01, test_nll: 1.406e+00)
[2023-02-06 06:54:47] [Epoch    20/  500] trn/posterior_energy  2.568e+06, trn/neg_log_likelihood  5.863e+04, trn/neg_log_prior  2.509e+06, trn/lr  9.963e-07, val/acc 4.980e-01, val/nll 1.400e+00 (best_acc: 4.803e-01 -> 4.980e-01, test_acc: 4.908e-01, test_nll: 1.413e+00)
[2023-02-06 06:55:00] [Epoch    21/  500] trn/posterior_energy  2.568e+06, trn/neg_log_likelihood  5.847e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.959e-07, val/acc 5.032e-01, val/nll 1.387e+00 (best_acc: 4.980e-01 -> 5.032e-01, test_acc: 5.011e-01, test_nll: 1.388e+00)
[2023-02-06 06:55:12] [Epoch    22/  500] trn/posterior_energy  2.568e+06, trn/neg_log_likelihood  5.839e+04, trn/neg_log_prior  2.509e+06, trn/lr  9.954e-07, val/acc 4.793e-01, val/nll 1.380e+00
[2023-02-06 06:55:24] [Epoch    23/  500] trn/posterior_energy  2.569e+06, trn/neg_log_likelihood  5.783e+04, trn/neg_log_prior  2.511e+06, trn/lr  9.950e-07, val/acc 4.783e-01, val/nll 1.418e+00
[2023-02-06 06:55:38] [Epoch    24/  500] trn/posterior_energy  2.569e+06, trn/neg_log_likelihood  5.825e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.946e-07, val/acc 5.137e-01, val/nll 1.322e+00 (best_acc: 5.032e-01 -> 5.137e-01, test_acc: 5.090e-01, test_nll: 1.329e+00)
[2023-02-06 06:55:50] [Epoch    25/  500] trn/posterior_energy  2.567e+06, trn/neg_log_likelihood  5.673e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.941e-07, val/acc 4.571e-01, val/nll 1.448e+00
[2023-02-06 06:56:02] [Epoch    26/  500] trn/posterior_energy  2.568e+06, trn/neg_log_likelihood  5.734e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.936e-07, val/acc 5.066e-01, val/nll 1.331e+00
[2023-02-06 06:56:14] [Epoch    27/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.593e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.931e-07, val/acc 4.940e-01, val/nll 1.378e+00
[2023-02-06 06:56:26] [Epoch    28/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.614e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.926e-07, val/acc 5.034e-01, val/nll 1.357e+00
[2023-02-06 06:56:38] [Epoch    29/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.624e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.920e-07, val/acc 5.096e-01, val/nll 1.319e+00
[2023-02-06 06:56:52] [Epoch    30/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.613e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.914e-07, val/acc 5.187e-01, val/nll 1.334e+00 (best_acc: 5.137e-01 -> 5.187e-01, test_acc: 5.122e-01, test_nll: 1.346e+00)
[2023-02-06 06:57:04] [Epoch    31/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.548e+04, trn/neg_log_prior  2.510e+06, trn/lr  9.908e-07, val/acc 5.106e-01, val/nll 1.327e+00
[2023-02-06 06:57:18] [Epoch    32/  500] trn/posterior_energy  2.568e+06, trn/neg_log_likelihood  5.605e+04, trn/neg_log_prior  2.512e+06, trn/lr  9.902e-07, val/acc 5.274e-01, val/nll 1.293e+00 (best_acc: 5.187e-01 -> 5.274e-01, test_acc: 5.290e-01, test_nll: 1.298e+00)
[2023-02-06 06:57:32] [Epoch    33/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.513e+04, trn/neg_log_prior  2.511e+06, trn/lr  9.896e-07, val/acc 5.477e-01, val/nll 1.255e+00 (best_acc: 5.274e-01 -> 5.477e-01, test_acc: 5.512e-01, test_nll: 1.268e+00)
[2023-02-06 06:57:44] [Epoch    34/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.478e+04, trn/neg_log_prior  2.511e+06, trn/lr  9.890e-07, val/acc 5.187e-01, val/nll 1.359e+00
[2023-02-06 06:57:56] [Epoch    35/  500] trn/posterior_energy  2.568e+06, trn/neg_log_likelihood  5.658e+04, trn/neg_log_prior  2.511e+06, trn/lr  9.883e-07, val/acc 5.177e-01, val/nll 1.337e+00
[2023-02-06 06:58:08] [Epoch    36/  500] trn/posterior_energy  2.565e+06, trn/neg_log_likelihood  5.414e+04, trn/neg_log_prior  2.511e+06, trn/lr  9.876e-07, val/acc 5.049e-01, val/nll 1.347e+00
[2023-02-06 06:58:20] [Epoch    37/  500] trn/posterior_energy  2.567e+06, trn/neg_log_likelihood  5.561e+04, trn/neg_log_prior  2.511e+06, trn/lr  9.869e-07, val/acc 5.087e-01, val/nll 1.335e+00
[2023-02-06 06:58:32] [Epoch    38/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.474e+04, trn/neg_log_prior  2.512e+06, trn/lr  9.862e-07, val/acc 4.983e-01, val/nll 1.375e+00
[2023-02-06 06:58:44] [Epoch    39/  500] trn/posterior_energy  2.565e+06, trn/neg_log_likelihood  5.440e+04, trn/neg_log_prior  2.511e+06, trn/lr  9.854e-07, val/acc 5.461e-01, val/nll 1.255e+00
[2023-02-06 06:58:57] [Epoch    40/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.323e+04, trn/neg_log_prior  2.513e+06, trn/lr  9.847e-07, val/acc 5.499e-01, val/nll 1.283e+00 (best_acc: 5.477e-01 -> 5.499e-01, test_acc: 5.416e-01, test_nll: 1.295e+00)
[2023-02-06 06:59:09] [Epoch    41/  500] trn/posterior_energy  2.565e+06, trn/neg_log_likelihood  5.377e+04, trn/neg_log_prior  2.511e+06, trn/lr  9.839e-07, val/acc 5.340e-01, val/nll 1.302e+00
