[2023-02-05 08:34:28] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 08:34:28] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.90_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 08:34:34] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 08:35:18] [Epoch     1/  500] trn/posterior_energy  1.129e+06, trn/neg_log_likelihood  8.099e+04, trn/neg_log_prior  1.048e+06, trn/lr  1.000e-07, val/acc 3.708e-01, val/nll 1.711e+00 (best_acc: 0.000e+00 -> 3.708e-01, test_acc: 3.686e-01, test_nll: 1.711e+00)
[2023-02-05 08:35:32] [Epoch     2/  500] trn/posterior_energy  1.112e+06, trn/neg_log_likelihood  6.465e+04, trn/neg_log_prior  1.047e+06, trn/lr  1.000e-07, val/acc 4.634e-01, val/nll 1.490e+00 (best_acc: 3.708e-01 -> 4.634e-01, test_acc: 4.586e-01, test_nll: 1.493e+00)
[2023-02-05 08:35:46] [Epoch     3/  500] trn/posterior_energy  1.105e+06, trn/neg_log_likelihood  5.765e+04, trn/neg_log_prior  1.047e+06, trn/lr  9.999e-08, val/acc 5.111e-01, val/nll 1.344e+00 (best_acc: 4.634e-01 -> 5.111e-01, test_acc: 5.094e-01, test_nll: 1.344e+00)
[2023-02-05 08:36:00] [Epoch     4/  500] trn/posterior_energy  1.099e+06, trn/neg_log_likelihood  5.223e+04, trn/neg_log_prior  1.047e+06, trn/lr  9.999e-08, val/acc 5.442e-01, val/nll 1.254e+00 (best_acc: 5.111e-01 -> 5.442e-01, test_acc: 5.432e-01, test_nll: 1.258e+00)
[2023-02-05 08:36:14] [Epoch     5/  500] trn/posterior_energy  1.095e+06, trn/neg_log_likelihood  4.866e+04, trn/neg_log_prior  1.046e+06, trn/lr  9.998e-08, val/acc 5.541e-01, val/nll 1.225e+00 (best_acc: 5.442e-01 -> 5.541e-01, test_acc: 5.521e-01, test_nll: 1.223e+00)
[2023-02-05 08:36:28] [Epoch     6/  500] trn/posterior_energy  1.091e+06, trn/neg_log_likelihood  4.538e+04, trn/neg_log_prior  1.046e+06, trn/lr  9.997e-08, val/acc 5.862e-01, val/nll 1.148e+00 (best_acc: 5.541e-01 -> 5.862e-01, test_acc: 5.818e-01, test_nll: 1.151e+00)
[2023-02-05 08:36:43] [Epoch     7/  500] trn/posterior_energy  1.087e+06, trn/neg_log_likelihood  4.140e+04, trn/neg_log_prior  1.045e+06, trn/lr  9.996e-08, val/acc 5.937e-01, val/nll 1.130e+00 (best_acc: 5.862e-01 -> 5.937e-01, test_acc: 5.881e-01, test_nll: 1.144e+00)
[2023-02-05 08:36:57] [Epoch     8/  500] trn/posterior_energy  1.084e+06, trn/neg_log_likelihood  3.844e+04, trn/neg_log_prior  1.045e+06, trn/lr  9.994e-08, val/acc 6.213e-01, val/nll 1.042e+00 (best_acc: 5.937e-01 -> 6.213e-01, test_acc: 6.239e-01, test_nll: 1.041e+00)
[2023-02-05 08:37:11] [Epoch     9/  500] trn/posterior_energy  1.080e+06, trn/neg_log_likelihood  3.555e+04, trn/neg_log_prior  1.045e+06, trn/lr  9.993e-08, val/acc 6.561e-01, val/nll 9.709e-01 (best_acc: 6.213e-01 -> 6.561e-01, test_acc: 6.571e-01, test_nll: 9.797e-01)
[2023-02-05 08:37:25] [Epoch    10/  500] trn/posterior_energy  1.077e+06, trn/neg_log_likelihood  3.234e+04, trn/neg_log_prior  1.044e+06, trn/lr  9.991e-08, val/acc 6.813e-01, val/nll 8.925e-01 (best_acc: 6.561e-01 -> 6.813e-01, test_acc: 6.681e-01, test_nll: 9.148e-01)
[2023-02-05 08:37:39] [Epoch    11/  500] trn/posterior_energy  1.074e+06, trn/neg_log_likelihood  3.010e+04, trn/neg_log_prior  1.044e+06, trn/lr  9.989e-08, val/acc 6.992e-01, val/nll 8.517e-01 (best_acc: 6.813e-01 -> 6.992e-01, test_acc: 6.973e-01, test_nll: 8.693e-01)
