[2023-02-05 00:14:00] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 00:14:00] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.70_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 00:14:15] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 00:14:58] [Epoch     1/  500] trn/posterior_energy  2.674e+06, trn/neg_log_likelihood  8.592e+04, trn/neg_log_prior  2.588e+06, trn/lr  1.000e-07, val/acc 3.131e-01, val/nll 1.867e+00 (best_acc: 0.000e+00 -> 3.131e-01, test_acc: 3.101e-01, test_nll: 1.865e+00)
[2023-02-05 00:15:12] [Epoch     2/  500] trn/posterior_energy  2.659e+06, trn/neg_log_likelihood  7.178e+04, trn/neg_log_prior  2.587e+06, trn/lr  1.000e-07, val/acc 3.924e-01, val/nll 1.681e+00 (best_acc: 3.131e-01 -> 3.924e-01, test_acc: 3.887e-01, test_nll: 1.684e+00)
[2023-02-05 00:15:26] [Epoch     3/  500] trn/posterior_energy  2.651e+06, trn/neg_log_likelihood  6.492e+04, trn/neg_log_prior  2.586e+06, trn/lr  9.999e-08, val/acc 4.439e-01, val/nll 1.533e+00 (best_acc: 3.924e-01 -> 4.439e-01, test_acc: 4.406e-01, test_nll: 1.527e+00)
[2023-02-05 00:15:40] [Epoch     4/  500] trn/posterior_energy  2.646e+06, trn/neg_log_likelihood  6.053e+04, trn/neg_log_prior  2.586e+06, trn/lr  9.999e-08, val/acc 4.642e-01, val/nll 1.465e+00 (best_acc: 4.439e-01 -> 4.642e-01, test_acc: 4.636e-01, test_nll: 1.473e+00)
[2023-02-05 00:15:54] [Epoch     5/  500] trn/posterior_energy  2.642e+06, trn/neg_log_likelihood  5.704e+04, trn/neg_log_prior  2.585e+06, trn/lr  9.998e-08, val/acc 4.873e-01, val/nll 1.401e+00 (best_acc: 4.642e-01 -> 4.873e-01, test_acc: 4.900e-01, test_nll: 1.406e+00)
[2023-02-05 00:16:08] [Epoch     6/  500] trn/posterior_energy  2.639e+06, trn/neg_log_likelihood  5.453e+04, trn/neg_log_prior  2.585e+06, trn/lr  9.997e-08, val/acc 5.244e-01, val/nll 1.315e+00 (best_acc: 4.873e-01 -> 5.244e-01, test_acc: 5.163e-01, test_nll: 1.320e+00)
[2023-02-05 00:16:22] [Epoch     7/  500] trn/posterior_energy  2.636e+06, trn/neg_log_likelihood  5.148e+04, trn/neg_log_prior  2.584e+06, trn/lr  9.996e-08, val/acc 5.358e-01, val/nll 1.289e+00 (best_acc: 5.244e-01 -> 5.358e-01, test_acc: 5.252e-01, test_nll: 1.302e+00)
[2023-02-05 00:16:36] [Epoch     8/  500] trn/posterior_energy  2.633e+06, trn/neg_log_likelihood  4.968e+04, trn/neg_log_prior  2.584e+06, trn/lr  9.994e-08, val/acc 5.662e-01, val/nll 1.229e+00 (best_acc: 5.358e-01 -> 5.662e-01, test_acc: 5.534e-01, test_nll: 1.233e+00)
[2023-02-05 00:16:49] [Epoch     9/  500] trn/posterior_energy  2.630e+06, trn/neg_log_likelihood  4.711e+04, trn/neg_log_prior  2.583e+06, trn/lr  9.993e-08, val/acc 5.719e-01, val/nll 1.218e+00 (best_acc: 5.662e-01 -> 5.719e-01, test_acc: 5.688e-01, test_nll: 1.215e+00)
[2023-02-05 00:17:04] [Epoch    10/  500] trn/posterior_energy  2.628e+06, trn/neg_log_likelihood  4.522e+04, trn/neg_log_prior  2.582e+06, trn/lr  9.991e-08, val/acc 5.731e-01, val/nll 1.182e+00 (best_acc: 5.719e-01 -> 5.731e-01, test_acc: 5.737e-01, test_nll: 1.186e+00)
[2023-02-05 00:17:17] [Epoch    11/  500] trn/posterior_energy  2.625e+06, trn/neg_log_likelihood  4.322e+04, trn/neg_log_prior  2.582e+06, trn/lr  9.989e-08, val/acc 6.128e-01, val/nll 1.095e+00 (best_acc: 5.731e-01 -> 6.128e-01, test_acc: 6.059e-01, test_nll: 1.096e+00)
