[2023-02-05 14:47:10] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-05 14:47:10] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 50
- args.prior_precision   : 20.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0050_lr-0.0000030_mo-0.90_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 14:47:44] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  2.967e+05, trn/neg_log_likelihood  8.547e+04, trn/neg_log_prior  2.113e+05, trn/lr  2.999e-06, trn/temperature  1.000e+00, val/acc 3.142e-01, val/nll 1.820e+00
[2023-02-05 14:47:48] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  3.250e+05, trn/neg_log_likelihood  7.227e+04, trn/neg_log_prior  2.527e+05, trn/lr  2.993e-06, trn/temperature  1.000e+00, val/acc 3.845e-01, val/nll 1.662e+00
[2023-02-05 14:47:53] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  3.424e+05, trn/neg_log_likelihood  6.647e+04, trn/neg_log_prior  2.760e+05, trn/lr  2.981e-06, trn/temperature  1.000e+00, val/acc 4.420e-01, val/nll 1.532e+00
[2023-02-05 14:47:57] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  3.519e+05, trn/neg_log_likelihood  6.313e+04, trn/neg_log_prior  2.888e+05, trn/lr  2.964e-06, trn/temperature  1.000e+00, val/acc 4.295e-01, val/nll 1.539e+00
[2023-02-05 14:48:01] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  3.561e+05, trn/neg_log_likelihood  6.034e+04, trn/neg_log_prior  2.958e+05, trn/lr  2.940e-06, trn/temperature  1.000e+00, val/acc 4.777e-01, val/nll 1.433e+00
[2023-02-05 14:48:05] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  3.584e+05, trn/neg_log_likelihood  5.891e+04, trn/neg_log_prior  2.995e+05, trn/lr  2.911e-06, trn/temperature  1.000e+00, val/acc 5.070e-01, val/nll 1.351e+00
[2023-02-05 14:48:09] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  3.588e+05, trn/neg_log_likelihood  5.669e+04, trn/neg_log_prior  3.021e+05, trn/lr  2.876e-06, trn/temperature  1.000e+00, val/acc 5.183e-01, val/nll 1.304e+00
[2023-02-05 14:48:13] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  3.586e+05, trn/neg_log_likelihood  5.548e+04, trn/neg_log_prior  3.032e+05, trn/lr  2.836e-06, trn/temperature  1.000e+00, val/acc 5.237e-01, val/nll 1.304e+00
[2023-02-05 14:48:17] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  3.574e+05, trn/neg_log_likelihood  5.361e+04, trn/neg_log_prior  3.038e+05, trn/lr  2.791e-06, trn/temperature  1.000e+00, val/acc 5.225e-01, val/nll 1.322e+00
[2023-02-05 14:48:22] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  3.569e+05, trn/neg_log_likelihood  5.250e+04, trn/neg_log_prior  3.044e+05, trn/lr  2.740e-06, trn/temperature  1.000e+00, val/acc 5.329e-01, val/nll 1.279e+00
[2023-02-05 14:48:26] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  3.561e+05, trn/neg_log_likelihood  5.127e+04, trn/neg_log_prior  3.049e+05, trn/lr  2.685e-06, trn/temperature  1.000e+00, val/acc 5.690e-01, val/nll 1.185e+00
[2023-02-05 14:48:30] [Cycle   1/ 30][Epoch  12/ 50] trn/posterior_energy  3.552e+05, trn/neg_log_likelihood  4.983e+04, trn/neg_log_prior  3.053e+05, trn/lr  2.625e-06, trn/temperature  1.000e+00, val/acc 5.892e-01, val/nll 1.141e+00
[2023-02-05 14:48:34] [Cycle   1/ 30][Epoch  13/ 50] trn/posterior_energy  3.550e+05, trn/neg_log_likelihood  4.903e+04, trn/neg_log_prior  3.059e+05, trn/lr  2.561e-06, trn/temperature  1.000e+00, val/acc 5.716e-01, val/nll 1.162e+00
[2023-02-05 14:48:38] [Cycle   1/ 30][Epoch  14/ 50] trn/posterior_energy  3.536e+05, trn/neg_log_likelihood  4.762e+04, trn/neg_log_prior  3.060e+05, trn/lr  2.492e-06, trn/temperature  1.000e+00, val/acc 6.061e-01, val/nll 1.120e+00
[2023-02-05 14:48:42] [Cycle   1/ 30][Epoch  15/ 50] trn/posterior_energy  3.528e+05, trn/neg_log_likelihood  4.679e+04, trn/neg_log_prior  3.060e+05, trn/lr  2.419e-06, trn/temperature  1.000e+00, val/acc 6.110e-01, val/nll 1.076e+00
[2023-02-05 14:48:46] [Cycle   1/ 30][Epoch  16/ 50] trn/posterior_energy  3.517e+05, trn/neg_log_likelihood  4.572e+04, trn/neg_log_prior  3.060e+05, trn/lr  2.343e-06, trn/temperature  1.000e+00, val/acc 6.290e-01, val/nll 1.054e+00
[2023-02-05 14:48:50] [Cycle   1/ 30][Epoch  17/ 50] trn/posterior_energy  3.504e+05, trn/neg_log_likelihood  4.462e+04, trn/neg_log_prior  3.058e+05, trn/lr  2.264e-06, trn/temperature  1.000e+00, val/acc 6.167e-01, val/nll 1.063e+00
[2023-02-05 14:48:55] [Cycle   1/ 30][Epoch  18/ 50] trn/posterior_energy  3.508e+05, trn/neg_log_likelihood  4.467e+04, trn/neg_log_prior  3.061e+05, trn/lr  2.181e-06, trn/temperature  1.000e+00, val/acc 6.323e-01, val/nll 1.029e+00
[2023-02-05 14:48:59] [Cycle   1/ 30][Epoch  19/ 50] trn/posterior_energy  3.502e+05, trn/neg_log_likelihood  4.364e+04, trn/neg_log_prior  3.066e+05, trn/lr  2.096e-06, trn/temperature  1.000e+00, val/acc 6.358e-01, val/nll 1.018e+00
[2023-02-05 14:49:03] [Cycle   1/ 30][Epoch  20/ 50] trn/posterior_energy  3.493e+05, trn/neg_log_likelihood  4.251e+04, trn/neg_log_prior  3.068e+05, trn/lr  2.008e-06, trn/temperature  1.000e+00, val/acc 6.300e-01, val/nll 1.055e+00
[2023-02-05 14:49:07] [Cycle   1/ 30][Epoch  21/ 50] trn/posterior_energy  3.483e+05, trn/neg_log_likelihood  4.144e+04, trn/neg_log_prior  3.068e+05, trn/lr  1.919e-06, trn/temperature  1.000e+00, val/acc 6.614e-01, val/nll 9.628e-01
[2023-02-05 14:49:11] [Cycle   1/ 30][Epoch  22/ 50] trn/posterior_energy  3.476e+05, trn/neg_log_likelihood  4.091e+04, trn/neg_log_prior  3.067e+05, trn/lr  1.827e-06, trn/temperature  1.000e+00, val/acc 6.456e-01, val/nll 9.854e-01
[2023-02-05 14:49:15] [Cycle   1/ 30][Epoch  23/ 50] trn/posterior_energy  3.475e+05, trn/neg_log_likelihood  4.090e+04, trn/neg_log_prior  3.066e+05, trn/lr  1.735e-06, trn/temperature  1.000e+00, val/acc 6.219e-01, val/nll 1.064e+00
[2023-02-05 14:49:19] [Cycle   1/ 30][Epoch  24/ 50] trn/posterior_energy  3.458e+05, trn/neg_log_likelihood  3.927e+04, trn/neg_log_prior  3.065e+05, trn/lr  1.641e-06, trn/temperature  1.000e+00, val/acc 6.397e-01, val/nll 1.029e+00
[2023-02-05 14:49:23] [Cycle   1/ 30][Epoch  25/ 50] trn/posterior_energy  3.450e+05, trn/neg_log_likelihood  3.856e+04, trn/neg_log_prior  3.064e+05, trn/lr  1.547e-06, trn/temperature  1.000e+00, val/acc 6.723e-01, val/nll 9.274e-01
[2023-02-05 14:49:27] [Cycle   1/ 30][Epoch  26/ 50] trn/posterior_energy  3.442e+05, trn/neg_log_likelihood  3.799e+04, trn/neg_log_prior  3.062e+05, trn/lr  1.453e-06, trn/temperature  1.000e+00, val/acc 6.888e-01, val/nll 9.015e-01
[2023-02-05 14:49:31] [Cycle   1/ 30][Epoch  27/ 50] trn/posterior_energy  3.433e+05, trn/neg_log_likelihood  3.694e+04, trn/neg_log_prior  3.064e+05, trn/lr  1.359e-06, trn/temperature  1.000e+00, val/acc 6.543e-01, val/nll 9.763e-01
[2023-02-05 14:49:35] [Cycle   1/ 30][Epoch  28/ 50] trn/posterior_energy  3.425e+05, trn/neg_log_likelihood  3.626e+04, trn/neg_log_prior  3.063e+05, trn/lr  1.265e-06, trn/temperature  1.000e+00, val/acc 6.698e-01, val/nll 9.572e-01
