[2023-02-04 20:53:41] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-04 20:53:41] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.70_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 20:53:47] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-04 20:54:30] [Epoch     1/  500] trn/posterior_energy -3.821e+05, trn/neg_log_likelihood  8.598e+04, trn/neg_log_prior -4.681e+05, trn/lr  1.000e-07, val/acc 3.108e-01, val/nll 1.869e+00 (best_acc: 0.000e+00 -> 3.108e-01, test_acc: 3.095e-01, test_nll: 1.869e+00)
[2023-02-04 20:54:44] [Epoch     2/  500] trn/posterior_energy -3.963e+05, trn/neg_log_likelihood  7.189e+04, trn/neg_log_prior -4.682e+05, trn/lr  1.000e-07, val/acc 3.885e-01, val/nll 1.698e+00 (best_acc: 3.108e-01 -> 3.885e-01, test_acc: 3.842e-01, test_nll: 1.703e+00)
[2023-02-04 20:54:58] [Epoch     3/  500] trn/posterior_energy -4.032e+05, trn/neg_log_likelihood  6.495e+04, trn/neg_log_prior -4.682e+05, trn/lr  9.999e-08, val/acc 4.425e-01, val/nll 1.536e+00 (best_acc: 3.885e-01 -> 4.425e-01, test_acc: 4.405e-01, test_nll: 1.533e+00)
[2023-02-04 20:55:12] [Epoch     4/  500] trn/posterior_energy -4.077e+05, trn/neg_log_likelihood  6.050e+04, trn/neg_log_prior -4.682e+05, trn/lr  9.999e-08, val/acc 4.699e-01, val/nll 1.459e+00 (best_acc: 4.425e-01 -> 4.699e-01, test_acc: 4.621e-01, test_nll: 1.470e+00)
[2023-02-04 20:55:26] [Epoch     5/  500] trn/posterior_energy -4.113e+05, trn/neg_log_likelihood  5.693e+04, trn/neg_log_prior -4.682e+05, trn/lr  9.998e-08, val/acc 4.847e-01, val/nll 1.408e+00 (best_acc: 4.699e-01 -> 4.847e-01, test_acc: 4.870e-01, test_nll: 1.414e+00)
[2023-02-04 20:55:39] [Epoch     6/  500] trn/posterior_energy -4.138e+05, trn/neg_log_likelihood  5.442e+04, trn/neg_log_prior -4.683e+05, trn/lr  9.997e-08, val/acc 5.282e-01, val/nll 1.312e+00 (best_acc: 4.847e-01 -> 5.282e-01, test_acc: 5.175e-01, test_nll: 1.316e+00)
[2023-02-04 20:55:53] [Epoch     7/  500] trn/posterior_energy -4.168e+05, trn/neg_log_likelihood  5.146e+04, trn/neg_log_prior -4.683e+05, trn/lr  9.996e-08, val/acc 5.388e-01, val/nll 1.273e+00 (best_acc: 5.282e-01 -> 5.388e-01, test_acc: 5.310e-01, test_nll: 1.282e+00)
[2023-02-04 20:56:07] [Epoch     8/  500] trn/posterior_energy -4.187e+05, trn/neg_log_likelihood  4.960e+04, trn/neg_log_prior -4.683e+05, trn/lr  9.994e-08, val/acc 5.636e-01, val/nll 1.228e+00 (best_acc: 5.388e-01 -> 5.636e-01, test_acc: 5.520e-01, test_nll: 1.233e+00)
[2023-02-04 20:56:21] [Epoch     9/  500] trn/posterior_energy -4.212e+05, trn/neg_log_likelihood  4.710e+04, trn/neg_log_prior -4.683e+05, trn/lr  9.993e-08, val/acc 5.748e-01, val/nll 1.193e+00 (best_acc: 5.636e-01 -> 5.748e-01, test_acc: 5.719e-01, test_nll: 1.196e+00)
[2023-02-04 20:56:33] [Epoch    10/  500] trn/posterior_energy -4.232e+05, trn/neg_log_likelihood  4.520e+04, trn/neg_log_prior -4.684e+05, trn/lr  9.991e-08, val/acc 5.739e-01, val/nll 1.197e+00
[2023-02-04 20:56:46] [Epoch    11/  500] trn/posterior_energy -4.252e+05, trn/neg_log_likelihood  4.324e+04, trn/neg_log_prior -4.684e+05, trn/lr  9.989e-08, val/acc 6.022e-01, val/nll 1.113e+00 (best_acc: 5.748e-01 -> 6.022e-01, test_acc: 5.994e-01, test_nll: 1.115e+00)
