[2023-02-16 09:58:10] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-16 09:58:10] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR10_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.7
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.001
- args.rho                : 0.01
- args.num_data_factor    : 1.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR10_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.700_b2-0.999_wd-0.0010_eps-1e-1_rho-0.0100_factor-1.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-16 09:58:17] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-16 09:59:27] [Epoch     1/  200] trn/loss 1.930e+00, trn/lr 3.000e+00, trn/scale 9.322e-01, val/acc 4.001e-01, val/nll 1.827e+00 (best_acc: 0.000e+00 -> 4.001e-01, test_acc: 3.989e-01, test_nll: 1.816e+00)
[2023-02-16 09:59:36] [Epoch     2/  200] trn/loss 1.336e+00, trn/lr 3.000e+00, trn/scale 8.093e-01, val/acc 4.729e-01, val/nll 1.495e+00 (best_acc: 4.001e-01 -> 4.729e-01, test_acc: 4.669e-01, test_nll: 1.503e+00)
[2023-02-16 09:59:46] [Epoch     3/  200] trn/loss 1.064e+00, trn/lr 2.999e+00, trn/scale 7.046e-01, val/acc 5.784e-01, val/nll 1.299e+00 (best_acc: 4.729e-01 -> 5.784e-01, test_acc: 5.807e-01, test_nll: 1.278e+00)
[2023-02-16 09:59:54] [Epoch     4/  200] trn/loss 8.905e-01, trn/lr 2.998e+00, trn/scale 6.154e-01, val/acc 5.637e-01, val/nll 1.270e+00
[2023-02-16 10:00:02] [Epoch     5/  200] trn/loss 8.215e-01, trn/lr 2.996e+00, trn/scale 5.394e-01, val/acc 4.949e-01, val/nll 1.637e+00
[2023-02-16 10:00:11] [Epoch     6/  200] trn/loss 8.365e-01, trn/lr 2.994e+00, trn/scale 4.746e-01, val/acc 5.021e-01, val/nll 1.719e+00
[2023-02-16 10:00:19] [Epoch     7/  200] trn/loss 8.707e-01, trn/lr 2.992e+00, trn/scale 4.194e-01, val/acc 5.084e-01, val/nll 1.875e+00
[2023-02-16 10:00:27] [Epoch     8/  200] trn/loss 9.051e-01, trn/lr 2.990e+00, trn/scale 3.723e-01, val/acc 5.580e-01, val/nll 1.532e+00
[2023-02-16 10:00:35] [Epoch     9/  200] trn/loss 9.412e-01, trn/lr 2.987e+00, trn/scale 3.322e-01, val/acc 4.020e-01, val/nll 3.347e+00
[2023-02-16 10:00:44] [Epoch    10/  200] trn/loss 9.971e-01, trn/lr 2.983e+00, trn/scale 2.981e-01, val/acc 2.819e-01, val/nll 3.502e+00
[2023-02-16 10:00:52] [Epoch    11/  200] trn/loss 1.063e+00, trn/lr 2.980e+00, trn/scale 2.690e-01, val/acc 2.631e-01, val/nll 3.253e+00
[2023-02-16 10:01:00] [Epoch    12/  200] trn/loss 1.156e+00, trn/lr 2.976e+00, trn/scale 2.442e-01, val/acc 4.489e-01, val/nll 1.538e+00
[2023-02-16 10:01:08] [Epoch    13/  200] trn/loss 1.374e+00, trn/lr 2.971e+00, trn/scale 2.230e-01, val/acc 1.028e-01, val/nll 6.197e+01
[2023-02-16 10:01:17] [Epoch    14/  200] trn/loss 1.391e+00, trn/lr 2.966e+00, trn/scale 2.050e-01, val/acc 1.258e-01, val/nll 9.178e+00
[2023-02-16 10:01:25] [Epoch    15/  200] trn/loss 1.618e+00, trn/lr 2.961e+00, trn/scale 1.896e-01, val/acc 1.699e-01, val/nll 9.472e+00
[2023-02-16 10:01:33] [Epoch    16/  200] trn/loss 1.569e+00, trn/lr 2.956e+00, trn/scale 1.765e-01, val/acc 2.508e-01, val/nll 2.180e+00
[2023-02-16 10:01:42] [Epoch    17/  200] trn/loss 2.052e+00, trn/lr 2.950e+00, trn/scale 1.654e-01, val/acc 1.081e-01, val/nll 5.961e+00
[2023-02-16 10:01:50] [Epoch    18/  200] trn/loss 2.236e+00, trn/lr 2.944e+00, trn/scale 1.559e-01, val/acc 1.663e-01, val/nll 2.164e+00
[2023-02-16 10:01:58] [Epoch    19/  200] trn/loss 2.253e+00, trn/lr 2.937e+00, trn/scale 1.477e-01, val/acc 1.762e-01, val/nll 3.723e+00
[2023-02-16 10:02:07] [Epoch    20/  200] trn/loss 2.192e+00, trn/lr 2.930e+00, trn/scale 1.408e-01, val/acc 1.002e-01, val/nll 2.504e+00
