[2023-02-03 06:49:03] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-03 06:49:03] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/bs-0080_ne-0500_lr-0.0000003_mo-0.99_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-03 06:49:27] [Epoch     1/  500] trn/posterior_energy  4.958e+05, trn/neg_log_likelihood  9.563e+04, trn/neg_log_prior  4.001e+05, trn/lr  3.000e-07, val/acc 1.475e-01, val/nll 2.239e+00 (best_acc: 0.000e+00 -> 1.475e-01, test_acc: 1.473e-01, test_nll: 2.239e+00)
[2023-02-03 06:49:32] [Epoch     2/  500] trn/posterior_energy  4.426e+05, trn/neg_log_likelihood  8.570e+04, trn/neg_log_prior  3.569e+05, trn/lr  3.000e-07, val/acc 1.973e-01, val/nll 1.959e+00 (best_acc: 1.475e-01 -> 1.973e-01, test_acc: 2.087e-01, test_nll: 1.956e+00)
[2023-02-03 06:49:36] [Epoch     3/  500] trn/posterior_energy  4.347e+05, trn/neg_log_likelihood  8.114e+04, trn/neg_log_prior  3.535e+05, trn/lr  3.000e-07, val/acc 1.868e-01, val/nll 2.013e+00
[2023-02-03 06:49:40] [Epoch     4/  500] trn/posterior_energy  4.338e+05, trn/neg_log_likelihood  8.017e+04, trn/neg_log_prior  3.536e+05, trn/lr  3.000e-07, val/acc 2.181e-01, val/nll 1.979e+00 (best_acc: 1.973e-01 -> 2.181e-01, test_acc: 2.126e-01, test_nll: 1.986e+00)
[2023-02-03 06:49:45] [Epoch     5/  500] trn/posterior_energy  4.346e+05, trn/neg_log_likelihood  8.063e+04, trn/neg_log_prior  3.540e+05, trn/lr  2.999e-07, val/acc 2.366e-01, val/nll 1.932e+00 (best_acc: 2.181e-01 -> 2.366e-01, test_acc: 2.286e-01, test_nll: 1.940e+00)
[2023-02-03 06:49:49] [Epoch     6/  500] trn/posterior_energy  4.347e+05, trn/neg_log_likelihood  8.075e+04, trn/neg_log_prior  3.540e+05, trn/lr  2.999e-07, val/acc 2.335e-01, val/nll 1.917e+00
[2023-02-03 06:49:53] [Epoch     7/  500] trn/posterior_energy  4.334e+05, trn/neg_log_likelihood  7.935e+04, trn/neg_log_prior  3.540e+05, trn/lr  2.999e-07, val/acc 2.525e-01, val/nll 1.898e+00 (best_acc: 2.366e-01 -> 2.525e-01, test_acc: 2.465e-01, test_nll: 1.910e+00)
[2023-02-03 06:49:58] [Epoch     8/  500] trn/posterior_energy  4.363e+05, trn/neg_log_likelihood  7.755e+04, trn/neg_log_prior  3.588e+05, trn/lr  2.998e-07, val/acc 2.550e-01, val/nll 1.935e+00 (best_acc: 2.525e-01 -> 2.550e-01, test_acc: 2.535e-01, test_nll: 1.939e+00)
[2023-02-03 06:50:02] [Epoch     9/  500] trn/posterior_energy  4.334e+05, trn/neg_log_likelihood  7.627e+04, trn/neg_log_prior  3.572e+05, trn/lr  2.998e-07, val/acc 2.827e-01, val/nll 1.810e+00 (best_acc: 2.550e-01 -> 2.827e-01, test_acc: 2.791e-01, test_nll: 1.814e+00)
[2023-02-03 06:50:06] [Epoch    10/  500] trn/posterior_energy  4.324e+05, trn/neg_log_likelihood  7.564e+04, trn/neg_log_prior  3.568e+05, trn/lr  2.997e-07, val/acc 2.648e-01, val/nll 1.831e+00
[2023-02-03 06:50:10] [Epoch    11/  500] trn/posterior_energy  4.310e+05, trn/neg_log_likelihood  7.501e+04, trn/neg_log_prior  3.560e+05, trn/lr  2.997e-07, val/acc 2.278e-01, val/nll 1.970e+00
