[2023-02-05 18:45:00] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 18:45:00] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.97
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.97_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 18:45:06] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 18:45:49] [Epoch     1/  500] trn/posterior_energy  1.129e+06, trn/neg_log_likelihood  8.152e+04, trn/neg_log_prior  1.047e+06, trn/lr  1.000e-07, val/acc 3.414e-01, val/nll 1.788e+00 (best_acc: 0.000e+00 -> 3.414e-01, test_acc: 3.484e-01, test_nll: 1.780e+00)
[2023-02-05 18:46:03] [Epoch     2/  500] trn/posterior_energy  1.109e+06, trn/neg_log_likelihood  6.326e+04, trn/neg_log_prior  1.046e+06, trn/lr  1.000e-07, val/acc 4.736e-01, val/nll 1.452e+00 (best_acc: 3.414e-01 -> 4.736e-01, test_acc: 4.726e-01, test_nll: 1.448e+00)
[2023-02-05 18:46:18] [Epoch     3/  500] trn/posterior_energy  1.100e+06, trn/neg_log_likelihood  5.493e+04, trn/neg_log_prior  1.045e+06, trn/lr  9.999e-08, val/acc 4.992e-01, val/nll 1.365e+00 (best_acc: 4.736e-01 -> 4.992e-01, test_acc: 4.939e-01, test_nll: 1.366e+00)
[2023-02-05 18:46:32] [Epoch     4/  500] trn/posterior_energy  1.092e+06, trn/neg_log_likelihood  4.843e+04, trn/neg_log_prior  1.044e+06, trn/lr  9.999e-08, val/acc 6.015e-01, val/nll 1.094e+00 (best_acc: 4.992e-01 -> 6.015e-01, test_acc: 6.001e-01, test_nll: 1.100e+00)
[2023-02-05 18:46:46] [Epoch     5/  500] trn/posterior_energy  1.085e+06, trn/neg_log_likelihood  4.280e+04, trn/neg_log_prior  1.042e+06, trn/lr  9.998e-08, val/acc 6.186e-01, val/nll 1.046e+00 (best_acc: 6.015e-01 -> 6.186e-01, test_acc: 6.204e-01, test_nll: 1.049e+00)
[2023-02-05 18:47:00] [Epoch     6/  500] trn/posterior_energy  1.080e+06, trn/neg_log_likelihood  3.826e+04, trn/neg_log_prior  1.041e+06, trn/lr  9.997e-08, val/acc 6.663e-01, val/nll 9.232e-01 (best_acc: 6.186e-01 -> 6.663e-01, test_acc: 6.555e-01, test_nll: 9.552e-01)
[2023-02-05 18:47:14] [Epoch     7/  500] trn/posterior_energy  1.075e+06, trn/neg_log_likelihood  3.495e+04, trn/neg_log_prior  1.040e+06, trn/lr  9.996e-08, val/acc 6.677e-01, val/nll 9.173e-01 (best_acc: 6.663e-01 -> 6.677e-01, test_acc: 6.653e-01, test_nll: 9.340e-01)
[2023-02-05 18:47:28] [Epoch     8/  500] trn/posterior_energy  1.070e+06, trn/neg_log_likelihood  3.075e+04, trn/neg_log_prior  1.039e+06, trn/lr  9.994e-08, val/acc 6.754e-01, val/nll 9.197e-01 (best_acc: 6.677e-01 -> 6.754e-01, test_acc: 6.745e-01, test_nll: 9.204e-01)
[2023-02-05 18:47:42] [Epoch     9/  500] trn/posterior_energy  1.066e+06, trn/neg_log_likelihood  2.755e+04, trn/neg_log_prior  1.039e+06, trn/lr  9.993e-08, val/acc 7.293e-01, val/nll 7.568e-01 (best_acc: 6.754e-01 -> 7.293e-01, test_acc: 7.198e-01, test_nll: 7.784e-01)
[2023-02-05 18:47:54] [Epoch    10/  500] trn/posterior_energy  1.062e+06, trn/neg_log_likelihood  2.466e+04, trn/neg_log_prior  1.038e+06, trn/lr  9.991e-08, val/acc 7.260e-01, val/nll 7.839e-01
[2023-02-05 18:48:06] [Epoch    11/  500] trn/posterior_energy  1.059e+06, trn/neg_log_likelihood  2.241e+04, trn/neg_log_prior  1.037e+06, trn/lr  9.989e-08, val/acc 7.187e-01, val/nll 8.113e-01
