[2023-02-06 14:23:12] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-06 14:23:12] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.99
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 100
- args.prior_precision   : 5.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0100_lr-0.0000030_mo-0.99_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 14:23:52] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  1.388e+05, trn/neg_log_likelihood  9.675e+04, trn/neg_log_prior  4.201e+04, trn/lr  3.000e-06, trn/temperature  1.000e+00, val/acc 2.273e-01, val/nll 2.152e+00
[2023-02-06 14:23:57] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  1.853e+05, trn/neg_log_likelihood  8.157e+04, trn/neg_log_prior  1.037e+05, trn/lr  2.998e-06, trn/temperature  1.000e+00, val/acc 2.980e-01, val/nll 1.869e+00
[2023-02-06 14:24:02] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  1.888e+05, trn/neg_log_likelihood  7.496e+04, trn/neg_log_prior  1.139e+05, trn/lr  2.995e-06, trn/temperature  1.000e+00, val/acc 3.317e-01, val/nll 1.774e+00
[2023-02-06 14:24:07] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  1.870e+05, trn/neg_log_likelihood  7.193e+04, trn/neg_log_prior  1.151e+05, trn/lr  2.991e-06, trn/temperature  1.000e+00, val/acc 3.840e-01, val/nll 1.664e+00
[2023-02-06 14:24:12] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  1.850e+05, trn/neg_log_likelihood  6.958e+04, trn/neg_log_prior  1.154e+05, trn/lr  2.985e-06, trn/temperature  1.000e+00, val/acc 3.702e-01, val/nll 1.670e+00
[2023-02-06 14:24:17] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  1.867e+05, trn/neg_log_likelihood  7.037e+04, trn/neg_log_prior  1.164e+05, trn/lr  2.978e-06, trn/temperature  1.000e+00, val/acc 3.707e-01, val/nll 1.714e+00
[2023-02-06 14:24:22] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  1.867e+05, trn/neg_log_likelihood  6.948e+04, trn/neg_log_prior  1.172e+05, trn/lr  2.969e-06, trn/temperature  1.000e+00, val/acc 3.619e-01, val/nll 1.712e+00
[2023-02-06 14:24:27] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  1.852e+05, trn/neg_log_likelihood  6.832e+04, trn/neg_log_prior  1.169e+05, trn/lr  2.959e-06, trn/temperature  1.000e+00, val/acc 3.692e-01, val/nll 1.729e+00
[2023-02-06 14:24:32] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  1.863e+05, trn/neg_log_likelihood  6.901e+04, trn/neg_log_prior  1.173e+05, trn/lr  2.947e-06, trn/temperature  1.000e+00, val/acc 3.896e-01, val/nll 1.630e+00
[2023-02-06 14:24:37] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  1.862e+05, trn/neg_log_likelihood  6.840e+04, trn/neg_log_prior  1.178e+05, trn/lr  2.934e-06, trn/temperature  1.000e+00, val/acc 4.143e-01, val/nll 1.603e+00
[2023-02-06 14:24:42] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  1.882e+05, trn/neg_log_likelihood  6.959e+04, trn/neg_log_prior  1.187e+05, trn/lr  2.919e-06, trn/temperature  1.000e+00, val/acc 4.383e-01, val/nll 1.531e+00
[2023-02-06 14:24:47] [Cycle   1/ 30][Epoch  12/100] trn/posterior_energy  1.841e+05, trn/neg_log_likelihood  6.641e+04, trn/neg_log_prior  1.177e+05, trn/lr  2.903e-06, trn/temperature  1.000e+00, val/acc 4.199e-01, val/nll 1.573e+00
[2023-02-06 14:24:52] [Cycle   1/ 30][Epoch  13/100] trn/posterior_energy  1.836e+05, trn/neg_log_likelihood  6.574e+04, trn/neg_log_prior  1.179e+05, trn/lr  2.886e-06, trn/temperature  1.000e+00, val/acc 4.330e-01, val/nll 1.598e+00
[2023-02-06 14:24:58] [Cycle   1/ 30][Epoch  14/100] trn/posterior_energy  1.846e+05, trn/neg_log_likelihood  6.677e+04, trn/neg_log_prior  1.178e+05, trn/lr  2.867e-06, trn/temperature  1.000e+00, val/acc 4.020e-01, val/nll 1.650e+00
[2023-02-06 14:25:03] [Cycle   1/ 30][Epoch  15/100] trn/posterior_energy  1.836e+05, trn/neg_log_likelihood  6.502e+04, trn/neg_log_prior  1.186e+05, trn/lr  2.847e-06, trn/temperature  1.000e+00, val/acc 4.294e-01, val/nll 1.525e+00
[2023-02-06 14:25:08] [Cycle   1/ 30][Epoch  16/100] trn/posterior_energy  1.828e+05, trn/neg_log_likelihood  6.393e+04, trn/neg_log_prior  1.188e+05, trn/lr  2.826e-06, trn/temperature  1.000e+00, val/acc 3.981e-01, val/nll 1.692e+00
[2023-02-06 14:25:13] [Cycle   1/ 30][Epoch  17/100] trn/posterior_energy  1.845e+05, trn/neg_log_likelihood  6.576e+04, trn/neg_log_prior  1.188e+05, trn/lr  2.803e-06, trn/temperature  1.000e+00, val/acc 4.105e-01, val/nll 1.598e+00
[2023-02-06 14:25:18] [Cycle   1/ 30][Epoch  18/100] trn/posterior_energy  1.823e+05, trn/neg_log_likelihood  6.301e+04, trn/neg_log_prior  1.193e+05, trn/lr  2.779e-06, trn/temperature  1.000e+00, val/acc 4.285e-01, val/nll 1.543e+00
[2023-02-06 14:25:23] [Cycle   1/ 30][Epoch  19/100] trn/posterior_energy  1.818e+05, trn/neg_log_likelihood  6.281e+04, trn/neg_log_prior  1.190e+05, trn/lr  2.754e-06, trn/temperature  1.000e+00, val/acc 4.622e-01, val/nll 1.456e+00
[2023-02-06 14:25:28] [Cycle   1/ 30][Epoch  20/100] trn/posterior_energy  1.802e+05, trn/neg_log_likelihood  6.118e+04, trn/neg_log_prior  1.191e+05, trn/lr  2.727e-06, trn/temperature  1.000e+00, val/acc 4.795e-01, val/nll 1.403e+00
[2023-02-06 14:25:33] [Cycle   1/ 30][Epoch  21/100] trn/posterior_energy  1.806e+05, trn/neg_log_likelihood  6.218e+04, trn/neg_log_prior  1.184e+05, trn/lr  2.700e-06, trn/temperature  1.000e+00, val/acc 4.390e-01, val/nll 1.510e+00
[2023-02-06 14:25:38] [Cycle   1/ 30][Epoch  22/100] trn/posterior_energy  1.817e+05, trn/neg_log_likelihood  6.217e+04, trn/neg_log_prior  1.195e+05, trn/lr  2.671e-06, trn/temperature  1.000e+00, val/acc 4.529e-01, val/nll 1.508e+00
[2023-02-06 14:25:43] [Cycle   1/ 30][Epoch  23/100] trn/posterior_energy  1.808e+05, trn/neg_log_likelihood  6.115e+04, trn/neg_log_prior  1.197e+05, trn/lr  2.641e-06, trn/temperature  1.000e+00, val/acc 4.423e-01, val/nll 1.548e+00
[2023-02-06 14:25:48] [Cycle   1/ 30][Epoch  24/100] trn/posterior_energy  1.802e+05, trn/neg_log_likelihood  6.127e+04, trn/neg_log_prior  1.190e+05, trn/lr  2.609e-06, trn/temperature  1.000e+00, val/acc 4.665e-01, val/nll 1.473e+00
[2023-02-06 14:25:53] [Cycle   1/ 30][Epoch  25/100] trn/posterior_energy  1.810e+05, trn/neg_log_likelihood  6.151e+04, trn/neg_log_prior  1.195e+05, trn/lr  2.577e-06, trn/temperature  1.000e+00, val/acc 4.916e-01, val/nll 1.407e+00
[2023-02-06 14:25:58] [Cycle   1/ 30][Epoch  26/100] trn/posterior_energy  1.775e+05, trn/neg_log_likelihood  5.879e+04, trn/neg_log_prior  1.187e+05, trn/lr  2.544e-06, trn/temperature  1.000e+00, val/acc 4.181e-01, val/nll 1.593e+00
[2023-02-06 14:26:03] [Cycle   1/ 30][Epoch  27/100] trn/posterior_energy  1.820e+05, trn/neg_log_likelihood  6.228e+04, trn/neg_log_prior  1.197e+05, trn/lr  2.510e-06, trn/temperature  1.000e+00, val/acc 4.726e-01, val/nll 1.439e+00
