[2023-02-05 01:55:39] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 01:55:39] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.7
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.70_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 01:55:45] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 01:56:27] [Epoch     1/  500] trn/posterior_energy  4.230e+06, trn/neg_log_likelihood  8.806e+04, trn/neg_log_prior  4.142e+06, trn/lr  3.000e-06, val/acc 3.155e-01, val/nll 1.792e+00 (best_acc: 0.000e+00 -> 3.155e-01, test_acc: 3.195e-01, test_nll: 1.788e+00)
[2023-02-05 01:56:41] [Epoch     2/  500] trn/posterior_energy  4.162e+06, trn/neg_log_likelihood  7.007e+04, trn/neg_log_prior  4.092e+06, trn/lr  3.000e-06, val/acc 3.833e-01, val/nll 1.653e+00 (best_acc: 3.155e-01 -> 3.833e-01, test_acc: 3.732e-01, test_nll: 1.655e+00)
[2023-02-05 01:56:53] [Epoch     3/  500] trn/posterior_energy  4.121e+06, trn/neg_log_likelihood  6.202e+04, trn/neg_log_prior  4.059e+06, trn/lr  3.000e-06, val/acc 3.781e-01, val/nll 1.710e+00
[2023-02-05 01:57:07] [Epoch     4/  500] trn/posterior_energy  4.093e+06, trn/neg_log_likelihood  5.549e+04, trn/neg_log_prior  4.038e+06, trn/lr  3.000e-06, val/acc 5.365e-01, val/nll 1.261e+00 (best_acc: 3.833e-01 -> 5.365e-01, test_acc: 5.310e-01, test_nll: 1.268e+00)
[2023-02-05 01:57:20] [Epoch     5/  500] trn/posterior_energy  4.074e+06, trn/neg_log_likelihood  4.914e+04, trn/neg_log_prior  4.025e+06, trn/lr  2.999e-06, val/acc 5.951e-01, val/nll 1.132e+00 (best_acc: 5.365e-01 -> 5.951e-01, test_acc: 5.959e-01, test_nll: 1.137e+00)
[2023-02-05 01:57:34] [Epoch     6/  500] trn/posterior_energy  4.060e+06, trn/neg_log_likelihood  4.393e+04, trn/neg_log_prior  4.017e+06, trn/lr  2.999e-06, val/acc 6.588e-01, val/nll 9.659e-01 (best_acc: 5.951e-01 -> 6.588e-01, test_acc: 6.654e-01, test_nll: 9.659e-01)
[2023-02-05 01:57:48] [Epoch     7/  500] trn/posterior_energy  4.051e+06, trn/neg_log_likelihood  3.930e+04, trn/neg_log_prior  4.012e+06, trn/lr  2.999e-06, val/acc 6.708e-01, val/nll 9.280e-01 (best_acc: 6.588e-01 -> 6.708e-01, test_acc: 6.692e-01, test_nll: 9.346e-01)
[2023-02-05 01:58:02] [Epoch     8/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  3.494e+04, trn/neg_log_prior  4.009e+06, trn/lr  2.998e-06, val/acc 7.189e-01, val/nll 8.138e-01 (best_acc: 6.708e-01 -> 7.189e-01, test_acc: 7.216e-01, test_nll: 8.146e-01)
[2023-02-05 01:58:15] [Epoch     9/  500] trn/posterior_energy  4.039e+06, trn/neg_log_likelihood  3.129e+04, trn/neg_log_prior  4.007e+06, trn/lr  2.998e-06, val/acc 7.227e-01, val/nll 7.975e-01 (best_acc: 7.189e-01 -> 7.227e-01, test_acc: 7.284e-01, test_nll: 7.946e-01)
[2023-02-05 01:58:29] [Epoch    10/  500] trn/posterior_energy  4.036e+06, trn/neg_log_likelihood  2.894e+04, trn/neg_log_prior  4.007e+06, trn/lr  2.997e-06, val/acc 7.579e-01, val/nll 7.255e-01 (best_acc: 7.227e-01 -> 7.579e-01, test_acc: 7.615e-01, test_nll: 7.240e-01)
[2023-02-05 01:58:42] [Epoch    11/  500] trn/posterior_energy  4.033e+06, trn/neg_log_likelihood  2.679e+04, trn/neg_log_prior  4.007e+06, trn/lr  2.997e-06, val/acc 7.854e-01, val/nll 6.429e-01 (best_acc: 7.579e-01 -> 7.854e-01, test_acc: 7.822e-01, test_nll: 6.487e-01)
