[2023-02-05 05:16:34] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 05:16:34] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 2.5
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.90_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 05:16:40] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 05:17:22] [Epoch     1/  500] trn/posterior_energy -1.891e+06, trn/neg_log_likelihood  8.090e+04, trn/neg_log_prior -1.972e+06, trn/lr  1.000e-07, val/acc 3.754e-01, val/nll 1.683e+00 (best_acc: 0.000e+00 -> 3.754e-01, test_acc: 3.735e-01, test_nll: 1.683e+00)
[2023-02-05 05:17:36] [Epoch     2/  500] trn/posterior_energy -1.908e+06, trn/neg_log_likelihood  6.452e+04, trn/neg_log_prior -1.972e+06, trn/lr  1.000e-07, val/acc 4.640e-01, val/nll 1.465e+00 (best_acc: 3.754e-01 -> 4.640e-01, test_acc: 4.579e-01, test_nll: 1.468e+00)
[2023-02-05 05:17:50] [Epoch     3/  500] trn/posterior_energy -1.915e+06, trn/neg_log_likelihood  5.744e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.999e-08, val/acc 5.053e-01, val/nll 1.343e+00 (best_acc: 4.640e-01 -> 5.053e-01, test_acc: 5.039e-01, test_nll: 1.342e+00)
[2023-02-05 05:18:04] [Epoch     4/  500] trn/posterior_energy -1.920e+06, trn/neg_log_likelihood  5.232e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.999e-08, val/acc 5.512e-01, val/nll 1.248e+00 (best_acc: 5.053e-01 -> 5.512e-01, test_acc: 5.462e-01, test_nll: 1.253e+00)
[2023-02-05 05:18:18] [Epoch     5/  500] trn/posterior_energy -1.924e+06, trn/neg_log_likelihood  4.855e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.998e-08, val/acc 5.579e-01, val/nll 1.217e+00 (best_acc: 5.512e-01 -> 5.579e-01, test_acc: 5.584e-01, test_nll: 1.216e+00)
[2023-02-05 05:18:31] [Epoch     6/  500] trn/posterior_energy -1.927e+06, trn/neg_log_likelihood  4.538e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.997e-08, val/acc 5.885e-01, val/nll 1.138e+00 (best_acc: 5.579e-01 -> 5.885e-01, test_acc: 5.882e-01, test_nll: 1.143e+00)
[2023-02-05 05:18:45] [Epoch     7/  500] trn/posterior_energy -1.931e+06, trn/neg_log_likelihood  4.152e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.996e-08, val/acc 6.135e-01, val/nll 1.075e+00 (best_acc: 5.885e-01 -> 6.135e-01, test_acc: 6.063e-01, test_nll: 1.088e+00)
[2023-02-05 05:18:58] [Epoch     8/  500] trn/posterior_energy -1.934e+06, trn/neg_log_likelihood  3.875e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.994e-08, val/acc 6.364e-01, val/nll 9.972e-01 (best_acc: 6.135e-01 -> 6.364e-01, test_acc: 6.362e-01, test_nll: 1.005e+00)
[2023-02-05 05:19:12] [Epoch     9/  500] trn/posterior_energy -1.936e+06, trn/neg_log_likelihood  3.609e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.993e-08, val/acc 6.494e-01, val/nll 9.891e-01 (best_acc: 6.364e-01 -> 6.494e-01, test_acc: 6.551e-01, test_nll: 9.996e-01)
[2023-02-05 05:19:25] [Epoch    10/  500] trn/posterior_energy -1.940e+06, trn/neg_log_likelihood  3.285e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.991e-08, val/acc 6.799e-01, val/nll 8.922e-01 (best_acc: 6.494e-01 -> 6.799e-01, test_acc: 6.685e-01, test_nll: 9.154e-01)
[2023-02-05 05:19:38] [Epoch    11/  500] trn/posterior_energy -1.942e+06, trn/neg_log_likelihood  3.040e+04, trn/neg_log_prior -1.972e+06, trn/lr  9.989e-08, val/acc 7.053e-01, val/nll 8.375e-01 (best_acc: 6.799e-01 -> 7.053e-01, test_acc: 7.032e-01, test_nll: 8.562e-01)
