[2023-02-05 03:16:44] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-05 03:16:44] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.7
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 50
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0050_lr-0.0000003_mo-0.70_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 03:17:18] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  5.325e+05, trn/neg_log_likelihood  8.744e+04, trn/neg_log_prior  4.450e+05, trn/lr  2.999e-07, trn/temperature  1.000e+00, val/acc 3.039e-01, val/nll 1.877e+00
[2023-02-05 03:17:22] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  5.221e+05, trn/neg_log_likelihood  7.339e+04, trn/neg_log_prior  4.487e+05, trn/lr  2.993e-07, trn/temperature  1.000e+00, val/acc 3.804e-01, val/nll 1.692e+00
[2023-02-05 03:17:26] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  5.189e+05, trn/neg_log_likelihood  6.666e+04, trn/neg_log_prior  4.522e+05, trn/lr  2.981e-07, trn/temperature  1.000e+00, val/acc 4.124e-01, val/nll 1.573e+00
[2023-02-05 03:17:30] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  5.188e+05, trn/neg_log_likelihood  6.326e+04, trn/neg_log_prior  4.555e+05, trn/lr  2.964e-07, trn/temperature  1.000e+00, val/acc 4.607e-01, val/nll 1.474e+00
[2023-02-05 03:17:34] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  5.192e+05, trn/neg_log_likelihood  6.065e+04, trn/neg_log_prior  4.586e+05, trn/lr  2.940e-07, trn/temperature  1.000e+00, val/acc 4.656e-01, val/nll 1.435e+00
[2023-02-05 03:17:38] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  5.198e+05, trn/neg_log_likelihood  5.866e+04, trn/neg_log_prior  4.611e+05, trn/lr  2.911e-07, trn/temperature  1.000e+00, val/acc 4.802e-01, val/nll 1.445e+00
[2023-02-05 03:17:42] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  5.202e+05, trn/neg_log_likelihood  5.646e+04, trn/neg_log_prior  4.637e+05, trn/lr  2.876e-07, trn/temperature  1.000e+00, val/acc 5.013e-01, val/nll 1.359e+00
[2023-02-05 03:17:47] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  5.209e+05, trn/neg_log_likelihood  5.505e+04, trn/neg_log_prior  4.659e+05, trn/lr  2.836e-07, trn/temperature  1.000e+00, val/acc 5.256e-01, val/nll 1.312e+00
[2023-02-05 03:17:51] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  5.211e+05, trn/neg_log_likelihood  5.327e+04, trn/neg_log_prior  4.678e+05, trn/lr  2.791e-07, trn/temperature  1.000e+00, val/acc 5.300e-01, val/nll 1.297e+00
[2023-02-05 03:17:55] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  5.215e+05, trn/neg_log_likelihood  5.210e+04, trn/neg_log_prior  4.694e+05, trn/lr  2.740e-07, trn/temperature  1.000e+00, val/acc 5.251e-01, val/nll 1.325e+00
[2023-02-05 03:17:59] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  5.220e+05, trn/neg_log_likelihood  5.083e+04, trn/neg_log_prior  4.712e+05, trn/lr  2.685e-07, trn/temperature  1.000e+00, val/acc 5.566e-01, val/nll 1.210e+00
[2023-02-05 03:18:03] [Cycle   1/ 30][Epoch  12/ 50] trn/posterior_energy  5.225e+05, trn/neg_log_likelihood  4.968e+04, trn/neg_log_prior  4.729e+05, trn/lr  2.625e-07, trn/temperature  1.000e+00, val/acc 5.689e-01, val/nll 1.179e+00
[2023-02-05 03:18:07] [Cycle   1/ 30][Epoch  13/ 50] trn/posterior_energy  5.231e+05, trn/neg_log_likelihood  4.869e+04, trn/neg_log_prior  4.744e+05, trn/lr  2.561e-07, trn/temperature  1.000e+00, val/acc 5.565e-01, val/nll 1.221e+00
[2023-02-05 03:18:11] [Cycle   1/ 30][Epoch  14/ 50] trn/posterior_energy  5.234e+05, trn/neg_log_likelihood  4.765e+04, trn/neg_log_prior  4.758e+05, trn/lr  2.492e-07, trn/temperature  1.000e+00, val/acc 5.888e-01, val/nll 1.144e+00
[2023-02-05 03:18:15] [Cycle   1/ 30][Epoch  15/ 50] trn/posterior_energy  5.236e+05, trn/neg_log_likelihood  4.661e+04, trn/neg_log_prior  4.770e+05, trn/lr  2.419e-07, trn/temperature  1.000e+00, val/acc 5.936e-01, val/nll 1.121e+00
[2023-02-05 03:18:19] [Cycle   1/ 30][Epoch  16/ 50] trn/posterior_energy  5.236e+05, trn/neg_log_likelihood  4.555e+04, trn/neg_log_prior  4.780e+05, trn/lr  2.343e-07, trn/temperature  1.000e+00, val/acc 5.778e-01, val/nll 1.185e+00
