[2023-02-06 03:19:47] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 03:19:47] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.99_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 03:19:53] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 03:20:37] [Epoch     1/  500] trn/posterior_energy -3.843e+05, trn/neg_log_likelihood  8.407e+04, trn/neg_log_prior -4.684e+05, trn/lr  1.000e-07, val/acc 3.736e-01, val/nll 1.675e+00 (best_acc: 0.000e+00 -> 3.736e-01, test_acc: 3.744e-01, test_nll: 1.673e+00)
[2023-02-06 03:20:51] [Epoch     2/  500] trn/posterior_energy -4.038e+05, trn/neg_log_likelihood  6.534e+04, trn/neg_log_prior -4.691e+05, trn/lr  1.000e-07, val/acc 4.230e-01, val/nll 1.549e+00 (best_acc: 3.736e-01 -> 4.230e-01, test_acc: 4.308e-01, test_nll: 1.537e+00)
[2023-02-06 03:21:05] [Epoch     3/  500] trn/posterior_energy -4.128e+05, trn/neg_log_likelihood  5.702e+04, trn/neg_log_prior -4.699e+05, trn/lr  9.999e-08, val/acc 4.715e-01, val/nll 1.428e+00 (best_acc: 4.230e-01 -> 4.715e-01, test_acc: 4.710e-01, test_nll: 1.419e+00)
[2023-02-06 03:21:20] [Epoch     4/  500] trn/posterior_energy -4.194e+05, trn/neg_log_likelihood  5.109e+04, trn/neg_log_prior -4.705e+05, trn/lr  9.999e-08, val/acc 5.436e-01, val/nll 1.292e+00 (best_acc: 4.715e-01 -> 5.436e-01, test_acc: 5.396e-01, test_nll: 1.304e+00)
[2023-02-06 03:21:34] [Epoch     5/  500] trn/posterior_energy -4.256e+05, trn/neg_log_likelihood  4.545e+04, trn/neg_log_prior -4.711e+05, trn/lr  9.998e-08, val/acc 6.111e-01, val/nll 1.059e+00 (best_acc: 5.436e-01 -> 6.111e-01, test_acc: 6.092e-01, test_nll: 1.065e+00)
[2023-02-06 03:21:48] [Epoch     6/  500] trn/posterior_energy -4.305e+05, trn/neg_log_likelihood  4.112e+04, trn/neg_log_prior -4.716e+05, trn/lr  9.997e-08, val/acc 6.190e-01, val/nll 1.059e+00 (best_acc: 6.111e-01 -> 6.190e-01, test_acc: 6.165e-01, test_nll: 1.061e+00)
[2023-02-06 03:22:02] [Epoch     7/  500] trn/posterior_energy -4.354e+05, trn/neg_log_likelihood  3.664e+04, trn/neg_log_prior -4.720e+05, trn/lr  9.996e-08, val/acc 6.717e-01, val/nll 9.150e-01 (best_acc: 6.190e-01 -> 6.717e-01, test_acc: 6.606e-01, test_nll: 9.266e-01)
[2023-02-06 03:22:16] [Epoch     8/  500] trn/posterior_energy -4.402e+05, trn/neg_log_likelihood  3.225e+04, trn/neg_log_prior -4.724e+05, trn/lr  9.994e-08, val/acc 7.219e-01, val/nll 7.892e-01 (best_acc: 6.717e-01 -> 7.219e-01, test_acc: 7.253e-01, test_nll: 7.943e-01)
[2023-02-06 03:22:31] [Epoch     9/  500] trn/posterior_energy -4.447e+05, trn/neg_log_likelihood  2.806e+04, trn/neg_log_prior -4.728e+05, trn/lr  9.993e-08, val/acc 7.375e-01, val/nll 7.590e-01 (best_acc: 7.219e-01 -> 7.375e-01, test_acc: 7.361e-01, test_nll: 7.600e-01)
[2023-02-06 03:22:45] [Epoch    10/  500] trn/posterior_energy -4.496e+05, trn/neg_log_likelihood  2.359e+04, trn/neg_log_prior -4.732e+05, trn/lr  9.991e-08, val/acc 7.448e-01, val/nll 7.433e-01 (best_acc: 7.375e-01 -> 7.448e-01, test_acc: 7.464e-01, test_nll: 7.506e-01)
[2023-02-06 03:22:59] [Epoch    11/  500] trn/posterior_energy -4.516e+05, trn/neg_log_likelihood  2.188e+04, trn/neg_log_prior -4.735e+05, trn/lr  9.989e-08, val/acc 7.736e-01, val/nll 6.494e-01 (best_acc: 7.448e-01 -> 7.736e-01, test_acc: 7.678e-01, test_nll: 6.642e-01)
[2023-02-06 03:23:13] [Epoch    12/  500] trn/posterior_energy -4.552e+05, trn/neg_log_likelihood  1.853e+04, trn/neg_log_prior -4.737e+05, trn/lr  9.987e-08, val/acc 7.875e-01, val/nll 6.321e-01 (best_acc: 7.736e-01 -> 7.875e-01, test_acc: 7.841e-01, test_nll: 6.309e-01)
[2023-02-06 03:23:27] [Epoch    13/  500] trn/posterior_energy -4.591e+05, trn/neg_log_likelihood  1.490e+04, trn/neg_log_prior -4.740e+05, trn/lr  9.985e-08, val/acc 7.920e-01, val/nll 6.191e-01 (best_acc: 7.875e-01 -> 7.920e-01, test_acc: 7.893e-01, test_nll: 6.360e-01)
[2023-02-06 03:23:39] [Epoch    14/  500] trn/posterior_energy -4.617e+05, trn/neg_log_likelihood  1.250e+04, trn/neg_log_prior -4.742e+05, trn/lr  9.982e-08, val/acc 7.912e-01, val/nll 6.501e-01
