[2023-02-05 11:45:13] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 11:45:13] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.90_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 11:45:28] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 11:46:10] [Epoch     1/  500] trn/posterior_energy  4.242e+06, trn/neg_log_likelihood  7.737e+04, trn/neg_log_prior  4.165e+06, trn/lr  3.000e-07, val/acc 3.939e-01, val/nll 1.627e+00 (best_acc: 0.000e+00 -> 3.939e-01, test_acc: 3.979e-01, test_nll: 1.621e+00)
[2023-02-05 11:46:25] [Epoch     2/  500] trn/posterior_energy  4.205e+06, trn/neg_log_likelihood  6.056e+04, trn/neg_log_prior  4.145e+06, trn/lr  3.000e-07, val/acc 5.044e-01, val/nll 1.393e+00 (best_acc: 3.939e-01 -> 5.044e-01, test_acc: 5.010e-01, test_nll: 1.389e+00)
[2023-02-05 11:46:39] [Epoch     3/  500] trn/posterior_energy  4.181e+06, trn/neg_log_likelihood  5.328e+04, trn/neg_log_prior  4.127e+06, trn/lr  3.000e-07, val/acc 5.469e-01, val/nll 1.239e+00 (best_acc: 5.044e-01 -> 5.469e-01, test_acc: 5.432e-01, test_nll: 1.240e+00)
[2023-02-05 11:46:53] [Epoch     4/  500] trn/posterior_energy  4.158e+06, trn/neg_log_likelihood  4.619e+04, trn/neg_log_prior  4.112e+06, trn/lr  3.000e-07, val/acc 5.933e-01, val/nll 1.103e+00 (best_acc: 5.469e-01 -> 5.933e-01, test_acc: 5.902e-01, test_nll: 1.113e+00)
[2023-02-05 11:47:07] [Epoch     5/  500] trn/posterior_energy  4.140e+06, trn/neg_log_likelihood  4.112e+04, trn/neg_log_prior  4.099e+06, trn/lr  2.999e-07, val/acc 6.513e-01, val/nll 9.563e-01 (best_acc: 5.933e-01 -> 6.513e-01, test_acc: 6.507e-01, test_nll: 9.681e-01)
[2023-02-05 11:47:20] [Epoch     6/  500] trn/posterior_energy  4.124e+06, trn/neg_log_likelihood  3.677e+04, trn/neg_log_prior  4.087e+06, trn/lr  2.999e-07, val/acc 6.635e-01, val/nll 9.693e-01 (best_acc: 6.513e-01 -> 6.635e-01, test_acc: 6.562e-01, test_nll: 9.806e-01)
[2023-02-05 11:47:32] [Epoch     7/  500] trn/posterior_energy  4.110e+06, trn/neg_log_likelihood  3.318e+04, trn/neg_log_prior  4.077e+06, trn/lr  2.999e-07, val/acc 6.427e-01, val/nll 1.030e+00
[2023-02-05 11:47:46] [Epoch     8/  500] trn/posterior_energy  4.097e+06, trn/neg_log_likelihood  2.935e+04, trn/neg_log_prior  4.068e+06, trn/lr  2.998e-07, val/acc 7.399e-01, val/nll 7.435e-01 (best_acc: 6.635e-01 -> 7.399e-01, test_acc: 7.451e-01, test_nll: 7.372e-01)
[2023-02-05 11:48:00] [Epoch     9/  500] trn/posterior_energy  4.087e+06, trn/neg_log_likelihood  2.692e+04, trn/neg_log_prior  4.060e+06, trn/lr  2.998e-07, val/acc 7.631e-01, val/nll 6.875e-01 (best_acc: 7.399e-01 -> 7.631e-01, test_acc: 7.599e-01, test_nll: 6.990e-01)
[2023-02-05 11:48:13] [Epoch    10/  500] trn/posterior_energy  4.077e+06, trn/neg_log_likelihood  2.411e+04, trn/neg_log_prior  4.053e+06, trn/lr  2.997e-07, val/acc 7.607e-01, val/nll 6.942e-01
[2023-02-05 11:48:27] [Epoch    11/  500] trn/posterior_energy  4.069e+06, trn/neg_log_likelihood  2.206e+04, trn/neg_log_prior  4.047e+06, trn/lr  2.997e-07, val/acc 7.817e-01, val/nll 6.462e-01 (best_acc: 7.631e-01 -> 7.817e-01, test_acc: 7.768e-01, test_nll: 6.517e-01)
[2023-02-05 11:48:39] [Epoch    12/  500] trn/posterior_energy  4.062e+06, trn/neg_log_likelihood  2.030e+04, trn/neg_log_prior  4.042e+06, trn/lr  2.996e-07, val/acc 7.559e-01, val/nll 7.491e-01
[2023-02-05 11:48:52] [Epoch    13/  500] trn/posterior_energy  4.056e+06, trn/neg_log_likelihood  1.880e+04, trn/neg_log_prior  4.037e+06, trn/lr  2.995e-07, val/acc 8.023e-01, val/nll 5.986e-01 (best_acc: 7.817e-01 -> 8.023e-01, test_acc: 7.996e-01, test_nll: 5.969e-01)
[2023-02-05 11:49:04] [Epoch    14/  500] trn/posterior_energy  4.050e+06, trn/neg_log_likelihood  1.701e+04, trn/neg_log_prior  4.033e+06, trn/lr  2.995e-07, val/acc 7.707e-01, val/nll 7.162e-01
[2023-02-05 11:49:18] [Epoch    15/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  1.604e+04, trn/neg_log_prior  4.029e+06, trn/lr  2.994e-07, val/acc 8.125e-01, val/nll 5.783e-01 (best_acc: 8.023e-01 -> 8.125e-01, test_acc: 8.110e-01, test_nll: 5.752e-01)
[2023-02-05 11:49:30] [Epoch    16/  500] trn/posterior_energy  4.041e+06, trn/neg_log_likelihood  1.444e+04, trn/neg_log_prior  4.026e+06, trn/lr  2.993e-07, val/acc 8.034e-01, val/nll 6.079e-01
[2023-02-05 11:49:42] [Epoch    17/  500] trn/posterior_energy  4.037e+06, trn/neg_log_likelihood  1.355e+04, trn/neg_log_prior  4.024e+06, trn/lr  2.992e-07, val/acc 7.908e-01, val/nll 6.500e-01
[2023-02-05 11:49:54] [Epoch    18/  500] trn/posterior_energy  4.034e+06, trn/neg_log_likelihood  1.267e+04, trn/neg_log_prior  4.021e+06, trn/lr  2.991e-07, val/acc 7.708e-01, val/nll 7.296e-01
[2023-02-05 11:50:08] [Epoch    19/  500] trn/posterior_energy  4.031e+06, trn/neg_log_likelihood  1.137e+04, trn/neg_log_prior  4.019e+06, trn/lr  2.990e-07, val/acc 8.183e-01, val/nll 5.670e-01 (best_acc: 8.125e-01 -> 8.183e-01, test_acc: 8.152e-01, test_nll: 5.729e-01)
[2023-02-05 11:50:22] [Epoch    20/  500] trn/posterior_energy  4.029e+06, trn/neg_log_likelihood  1.073e+04, trn/neg_log_prior  4.018e+06, trn/lr  2.989e-07, val/acc 8.196e-01, val/nll 5.809e-01 (best_acc: 8.183e-01 -> 8.196e-01, test_acc: 8.105e-01, test_nll: 5.958e-01)
[2023-02-05 11:50:35] [Epoch    21/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  1.030e+04, trn/neg_log_prior  4.017e+06, trn/lr  2.988e-07, val/acc 8.254e-01, val/nll 5.515e-01 (best_acc: 8.196e-01 -> 8.254e-01, test_acc: 8.244e-01, test_nll: 5.567e-01)
[2023-02-05 11:50:47] [Epoch    22/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  9.513e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.986e-07, val/acc 8.006e-01, val/nll 6.495e-01
