[2023-02-05 20:35:50] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 20:35:50] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.97_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 20:36:04] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 20:36:47] [Epoch     1/  500] trn/posterior_energy  2.668e+06, trn/neg_log_likelihood  9.590e+04, trn/neg_log_prior  2.572e+06, trn/lr  3.000e-06, val/acc 2.351e-01, val/nll 2.002e+00 (best_acc: 0.000e+00 -> 2.351e-01, test_acc: 2.422e-01, test_nll: 1.991e+00)
[2023-02-05 20:37:01] [Epoch     2/  500] trn/posterior_energy  2.586e+06, trn/neg_log_likelihood  7.873e+04, trn/neg_log_prior  2.508e+06, trn/lr  3.000e-06, val/acc 3.327e-01, val/nll 1.800e+00 (best_acc: 2.351e-01 -> 3.327e-01, test_acc: 3.303e-01, test_nll: 1.799e+00)
[2023-02-05 20:37:13] [Epoch     3/  500] trn/posterior_energy  2.576e+06, trn/neg_log_likelihood  7.468e+04, trn/neg_log_prior  2.501e+06, trn/lr  3.000e-06, val/acc 3.302e-01, val/nll 1.745e+00
[2023-02-05 20:37:27] [Epoch     4/  500] trn/posterior_energy  2.572e+06, trn/neg_log_likelihood  7.032e+04, trn/neg_log_prior  2.502e+06, trn/lr  3.000e-06, val/acc 3.976e-01, val/nll 1.603e+00 (best_acc: 3.327e-01 -> 3.976e-01, test_acc: 4.090e-01, test_nll: 1.603e+00)
[2023-02-05 20:37:39] [Epoch     5/  500] trn/posterior_energy  2.570e+06, trn/neg_log_likelihood  6.651e+04, trn/neg_log_prior  2.504e+06, trn/lr  2.999e-06, val/acc 3.816e-01, val/nll 1.672e+00
[2023-02-05 20:37:53] [Epoch     6/  500] trn/posterior_energy  2.570e+06, trn/neg_log_likelihood  6.452e+04, trn/neg_log_prior  2.505e+06, trn/lr  2.999e-06, val/acc 4.565e-01, val/nll 1.495e+00 (best_acc: 3.976e-01 -> 4.565e-01, test_acc: 4.651e-01, test_nll: 1.481e+00)
[2023-02-05 20:38:07] [Epoch     7/  500] trn/posterior_energy  2.569e+06, trn/neg_log_likelihood  6.237e+04, trn/neg_log_prior  2.506e+06, trn/lr  2.999e-06, val/acc 4.602e-01, val/nll 1.454e+00 (best_acc: 4.565e-01 -> 4.602e-01, test_acc: 4.615e-01, test_nll: 1.462e+00)
[2023-02-05 20:38:21] [Epoch     8/  500] trn/posterior_energy  2.567e+06, trn/neg_log_likelihood  5.951e+04, trn/neg_log_prior  2.508e+06, trn/lr  2.998e-06, val/acc 4.751e-01, val/nll 1.419e+00 (best_acc: 4.602e-01 -> 4.751e-01, test_acc: 4.792e-01, test_nll: 1.417e+00)
[2023-02-05 20:38:35] [Epoch     9/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.696e+04, trn/neg_log_prior  2.509e+06, trn/lr  2.998e-06, val/acc 5.049e-01, val/nll 1.376e+00 (best_acc: 4.751e-01 -> 5.049e-01, test_acc: 5.018e-01, test_nll: 1.384e+00)
[2023-02-05 20:38:47] [Epoch    10/  500] trn/posterior_energy  2.567e+06, trn/neg_log_likelihood  5.550e+04, trn/neg_log_prior  2.511e+06, trn/lr  2.997e-06, val/acc 4.833e-01, val/nll 1.420e+00
[2023-02-05 20:39:01] [Epoch    11/  500] trn/posterior_energy  2.566e+06, trn/neg_log_likelihood  5.289e+04, trn/neg_log_prior  2.513e+06, trn/lr  2.997e-06, val/acc 5.590e-01, val/nll 1.227e+00 (best_acc: 5.049e-01 -> 5.590e-01, test_acc: 5.547e-01, test_nll: 1.256e+00)
