[2023-02-14 18:00:02] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-14 18:00:02] Command line arguments:
- args.data_root          : ./data/
- args.data_name          : CIFAR100_x32
- args.data_augmentation  : standard
- args.data_proportional  : 1.0
- args.model_depth        : 20
- args.model_width        : 4
- args.model_style        : BN-ReLU
- args.optim_bs           : 256
- args.optim_ne           : 200
- args.optim_lr           : 3.0
- args.optim_b1           : 0.7
- args.optim_b2           : 0.999
- args.optim_eps          : 0.1
- args.optim_weight_decay : 0.003
- args.rho                : 0.03
- args.num_data_factor    : 1.0
- args.save               : /home/giung/giung2-dev/projects/sam/save/CIFAR100_x32/R20x4-BN-ReLU/BayesSAM/bs-0256_ne-0200_lr-3.00_b1-0.700_b2-0.999_wd-0.0030_eps-1e-1_rho-0.0300_factor-1.0_fp32/42
- args.seed               : 42
- args.precision          : fp32

[2023-02-14 18:00:08] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-14 18:01:17] [Epoch     1/  200] trn/loss 4.144e+00, trn/lr 3.000e+00, trn/scale 9.324e-01, val/acc 1.162e-01, val/nll 3.903e+00 (best_acc: 0.000e+00 -> 1.162e-01, test_acc: 1.233e-01, test_nll: 3.845e+00)
[2023-02-14 18:01:27] [Epoch     2/  200] trn/loss 3.460e+00, trn/lr 3.000e+00, trn/scale 8.098e-01, val/acc 1.481e-01, val/nll 3.698e+00 (best_acc: 1.162e-01 -> 1.481e-01, test_acc: 1.543e-01, test_nll: 3.689e+00)
[2023-02-14 18:01:36] [Epoch     3/  200] trn/loss 3.105e+00, trn/lr 2.999e+00, trn/scale 7.053e-01, val/acc 1.592e-01, val/nll 3.578e+00 (best_acc: 1.481e-01 -> 1.592e-01, test_acc: 1.548e-01, test_nll: 3.542e+00)
[2023-02-14 18:01:44] [Epoch     4/  200] trn/loss 2.974e+00, trn/lr 2.998e+00, trn/scale 6.163e-01, val/acc 1.227e-01, val/nll 3.997e+00
[2023-02-14 18:01:53] [Epoch     5/  200] trn/loss 2.994e+00, trn/lr 2.996e+00, trn/scale 5.404e-01, val/acc 1.348e-01, val/nll 3.899e+00
[2023-02-14 18:02:01] [Epoch     6/  200] trn/loss 3.105e+00, trn/lr 2.994e+00, trn/scale 4.758e-01, val/acc 1.012e-01, val/nll 4.748e+00
[2023-02-14 18:02:09] [Epoch     7/  200] trn/loss 3.335e+00, trn/lr 2.992e+00, trn/scale 4.207e-01, val/acc 1.022e-01, val/nll 4.026e+00
[2023-02-14 18:02:18] [Epoch     8/  200] trn/loss 3.473e+00, trn/lr 2.990e+00, trn/scale 3.737e-01, val/acc 5.796e-02, val/nll 4.662e+00
[2023-02-14 18:02:26] [Epoch     9/  200] trn/loss 3.855e+00, trn/lr 2.987e+00, trn/scale 3.337e-01, val/acc 2.821e-02, val/nll 5.132e+00
[2023-02-14 18:02:34] [Epoch    10/  200] trn/loss 3.974e+00, trn/lr 2.983e+00, trn/scale 2.996e-01, val/acc 1.361e-02, val/nll 4.892e+00
[2023-02-14 18:02:42] [Epoch    11/  200] trn/loss 4.224e+00, trn/lr 2.980e+00, trn/scale 2.706e-01, val/acc 1.803e-02, val/nll 4.517e+00
[2023-02-14 18:02:51] [Epoch    12/  200] trn/loss 4.375e+00, trn/lr 2.976e+00, trn/scale 2.458e-01, val/acc 1.073e-02, val/nll 4.802e+00
[2023-02-14 18:02:59] [Epoch    13/  200] trn/loss 4.483e+00, trn/lr 2.971e+00, trn/scale 2.247e-01, val/acc 9.956e-03, val/nll 4.614e+00
[2023-02-14 18:03:07] [Epoch    14/  200] trn/loss 4.519e+00, trn/lr 2.966e+00, trn/scale 2.067e-01, val/acc 9.513e-03, val/nll 4.614e+00
[2023-02-14 18:03:16] [Epoch    15/  200] trn/loss 4.558e+00, trn/lr 2.961e+00, trn/scale 1.913e-01, val/acc 1.936e-02, val/nll 4.562e+00
[2023-02-14 18:03:24] [Epoch    16/  200] trn/loss 4.558e+00, trn/lr 2.956e+00, trn/scale 1.783e-01, val/acc 1.493e-02, val/nll 4.587e+00
[2023-02-14 18:03:32] [Epoch    17/  200] trn/loss 4.564e+00, trn/lr 2.950e+00, trn/scale 1.671e-01, val/acc 8.960e-03, val/nll 4.620e+00
[2023-02-14 18:03:40] [Epoch    18/  200] trn/loss 4.619e+00, trn/lr 2.944e+00, trn/scale 1.576e-01, val/acc 9.735e-03, val/nll 4.620e+00
[2023-02-14 18:03:49] [Epoch    19/  200] trn/loss 4.620e+00, trn/lr 2.937e+00, trn/scale 1.496e-01, val/acc 9.845e-03, val/nll 4.621e+00
[2023-02-14 18:03:57] [Epoch    20/  200] trn/loss 4.619e+00, trn/lr 2.930e+00, trn/scale 1.427e-01, val/acc 1.018e-02, val/nll 4.622e+00
[2023-02-14 18:04:05] [Epoch    21/  200] trn/loss 4.621e+00, trn/lr 2.923e+00, trn/scale 1.368e-01, val/acc 1.095e-02, val/nll 4.622e+00
[2023-02-14 18:04:13] [Epoch    22/  200] trn/loss 4.621e+00, trn/lr 2.915e+00, trn/scale 1.318e-01, val/acc 1.128e-02, val/nll 4.622e+00
[2023-02-14 18:04:22] [Epoch    23/  200] trn/loss 4.622e+00, trn/lr 2.907e+00, trn/scale 1.275e-01, val/acc 9.735e-03, val/nll 4.625e+00
[2023-02-14 18:04:30] [Epoch    24/  200] trn/loss 4.622e+00, trn/lr 2.899e+00, trn/scale 1.239e-01, val/acc 9.181e-03, val/nll 4.625e+00
[2023-02-14 18:04:38] [Epoch    25/  200] trn/loss 4.622e+00, trn/lr 2.890e+00, trn/scale 1.208e-01, val/acc 1.073e-02, val/nll 4.621e+00
[2023-02-14 18:04:46] [Epoch    26/  200] trn/loss 4.623e+00, trn/lr 2.881e+00, trn/scale 1.182e-01, val/acc 9.845e-03, val/nll 4.620e+00
[2023-02-14 18:04:55] [Epoch    27/  200] trn/loss 4.622e+00, trn/lr 2.872e+00, trn/scale 1.159e-01, val/acc 8.518e-03, val/nll 4.627e+00
[2023-02-14 18:05:03] [Epoch    28/  200] trn/loss 4.622e+00, trn/lr 2.862e+00, trn/scale 1.140e-01, val/acc 8.518e-03, val/nll 4.627e+00
[2023-02-14 18:05:11] [Epoch    29/  200] trn/loss 4.623e+00, trn/lr 2.852e+00, trn/scale 1.124e-01, val/acc 1.106e-02, val/nll 4.625e+00
[2023-02-14 18:05:20] [Epoch    30/  200] trn/loss 4.625e+00, trn/lr 2.842e+00, trn/scale 1.110e-01, val/acc 9.292e-03, val/nll 4.622e+00
[2023-02-14 18:05:28] [Epoch    31/  200] trn/loss 4.623e+00, trn/lr 2.831e+00, trn/scale 1.098e-01, val/acc 9.624e-03, val/nll 4.618e+00
[2023-02-14 18:05:36] [Epoch    32/  200] trn/loss 4.624e+00, trn/lr 2.820e+00, trn/scale 1.088e-01, val/acc 1.117e-02, val/nll 4.617e+00
[2023-02-14 18:05:44] [Epoch    33/  200] trn/loss 4.624e+00, trn/lr 2.809e+00, trn/scale 1.080e-01, val/acc 1.095e-02, val/nll 4.618e+00
[2023-02-14 18:05:52] [Epoch    34/  200] trn/loss 4.624e+00, trn/lr 2.797e+00, trn/scale 1.072e-01, val/acc 9.292e-03, val/nll 4.623e+00
[2023-02-14 18:06:01] [Epoch    35/  200] trn/loss 4.624e+00, trn/lr 2.785e+00, trn/scale 1.066e-01, val/acc 1.062e-02, val/nll 4.620e+00
[2023-02-14 18:06:09] [Epoch    36/  200] trn/loss 4.623e+00, trn/lr 2.773e+00, trn/scale 1.061e-01, val/acc 1.051e-02, val/nll 4.627e+00
[2023-02-14 18:06:17] [Epoch    37/  200] trn/loss 4.623e+00, trn/lr 2.760e+00, trn/scale 1.056e-01, val/acc 8.518e-03, val/nll 4.628e+00
[2023-02-14 18:06:25] [Epoch    38/  200] trn/loss 4.624e+00, trn/lr 2.747e+00, trn/scale 1.052e-01, val/acc 1.106e-02, val/nll 4.625e+00
[2023-02-14 18:06:34] [Epoch    39/  200] trn/loss 4.623e+00, trn/lr 2.734e+00, trn/scale 1.049e-01, val/acc 8.296e-03, val/nll 4.626e+00
[2023-02-14 18:06:42] [Epoch    40/  200] trn/loss 4.624e+00, trn/lr 2.720e+00, trn/scale 1.046e-01, val/acc 9.845e-03, val/nll 4.621e+00
[2023-02-14 18:06:50] [Epoch    41/  200] trn/loss 4.623e+00, trn/lr 2.707e+00, trn/scale 1.044e-01, val/acc 9.181e-03, val/nll 4.625e+00
[2023-02-14 18:06:58] [Epoch    42/  200] trn/loss 4.624e+00, trn/lr 2.692e+00, trn/scale 1.042e-01, val/acc 9.845e-03, val/nll 4.623e+00
[2023-02-14 18:07:07] [Epoch    43/  200] trn/loss 4.625e+00, trn/lr 2.678e+00, trn/scale 1.040e-01, val/acc 9.735e-03, val/nll 4.625e+00
[2023-02-14 18:07:15] [Epoch    44/  200] trn/loss 4.623e+00, trn/lr 2.663e+00, trn/scale 1.039e-01, val/acc 8.850e-03, val/nll 4.625e+00
[2023-02-14 18:07:23] [Epoch    45/  200] trn/loss 4.624e+00, trn/lr 2.648e+00, trn/scale 1.037e-01, val/acc 1.051e-02, val/nll 4.625e+00
