[2023-02-07 06:16:02] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-07 06:16:02] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 200
- args.prior_precision   : 2.5
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0200_lr-0.0000003_mo-0.97_pr-00/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-07 06:16:37] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy -3.295e+04, trn/neg_log_likelihood  8.892e+04, trn/neg_log_prior -1.219e+05, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 2.410e-01, val/nll 1.905e+00
[2023-02-07 12:21:15] [Cycle  27/ 30][Epoch 172/200] trn/posterior_energy  2.449e+04, trn/neg_log_likelihood  1.078e+04, trn/neg_log_prior  1.371e+04, trn/lr  1.478e-08, trn/temperature  1.000e+00, val/acc 8.282e-01, val/nll 5.539e-01
[2023-02-07 12:21:19] [Cycle  27/ 30][Epoch 173/200] trn/posterior_energy  2.447e+04, trn/neg_log_likelihood  1.073e+04, trn/neg_log_prior  1.374e+04, trn/lr  1.378e-08, trn/temperature  1.000e+00, val/acc 8.273e-01, val/nll 5.504e-01
[2023-02-07 12:21:23] [Cycle  27/ 30][Epoch 174/200] trn/posterior_energy  2.453e+04, trn/neg_log_likelihood  1.079e+04, trn/neg_log_prior  1.375e+04, trn/lr  1.281e-08, trn/temperature  1.000e+00, val/acc 8.272e-01, val/nll 5.477e-01
[2023-02-07 12:21:27] [Cycle  27/ 30][Epoch 175/200] trn/posterior_energy  2.445e+04, trn/neg_log_likelihood  1.071e+04, trn/neg_log_prior  1.375e+04, trn/lr  1.188e-08, trn/temperature  1.000e+00, val/acc 8.246e-01, val/nll 5.486e-01
[2023-02-07 12:21:31] [Cycle  27/ 30][Epoch 176/200] trn/posterior_energy  2.440e+04, trn/neg_log_likelihood  1.065e+04, trn/neg_log_prior  1.376e+04, trn/lr  1.097e-08, trn/temperature  1.000e+00, val/acc 8.269e-01, val/nll 5.515e-01
[2023-02-07 12:21:35] [Cycle  27/ 30][Epoch 177/200] trn/posterior_energy  2.442e+04, trn/neg_log_likelihood  1.065e+04, trn/neg_log_prior  1.377e+04, trn/lr  1.011e-08, trn/temperature  1.000e+00, val/acc 8.252e-01, val/nll 5.573e-01
[2023-02-07 12:21:39] [Cycle  27/ 30][Epoch 178/200] trn/posterior_energy  2.439e+04, trn/neg_log_likelihood  1.061e+04, trn/neg_log_prior  1.378e+04, trn/lr  9.274e-09, trn/temperature  1.000e+00, val/acc 8.267e-01, val/nll 5.506e-01
[2023-02-07 12:21:44] [Cycle  27/ 30][Epoch 179/200] trn/posterior_energy  2.437e+04, trn/neg_log_likelihood  1.059e+04, trn/neg_log_prior  1.378e+04, trn/lr  8.475e-09, trn/temperature  1.000e+00, val/acc 8.269e-01, val/nll 5.497e-01
[2023-02-07 12:21:48] [Cycle  27/ 30][Epoch 180/200] trn/posterior_energy  2.437e+04, trn/neg_log_likelihood  1.058e+04, trn/neg_log_prior  1.379e+04, trn/lr  7.712e-09, trn/temperature  1.000e+00, val/acc 8.270e-01, val/nll 5.462e-01
[2023-02-07 12:21:52] [Cycle  27/ 30][Epoch 181/200] trn/posterior_energy  2.434e+04, trn/neg_log_likelihood  1.056e+04, trn/neg_log_prior  1.378e+04, trn/lr  6.984e-09, trn/temperature  1.000e+00, val/acc 8.271e-01, val/nll 5.524e-01
[2023-02-07 12:21:56] [Cycle  27/ 30][Epoch 182/200] trn/posterior_energy  2.435e+04, trn/neg_log_likelihood  1.057e+04, trn/neg_log_prior  1.378e+04, trn/lr  6.291e-09, trn/temperature  1.000e+00, val/acc 8.287e-01, val/nll 5.504e-01
[2023-02-07 12:22:00] [Cycle  27/ 30][Epoch 183/200] trn/posterior_energy  2.434e+04, trn/neg_log_likelihood  1.053e+04, trn/neg_log_prior  1.380e+04, trn/lr  5.634e-09, trn/temperature  1.000e+00, val/acc 8.293e-01, val/nll 5.508e-01
[2023-02-07 12:22:04] [Cycle  27/ 30][Epoch 184/200] trn/posterior_energy  2.434e+04, trn/neg_log_likelihood  1.053e+04, trn/neg_log_prior  1.381e+04, trn/lr  5.012e-09, trn/temperature  1.000e+00, val/acc 8.283e-01, val/nll 5.496e-01
[2023-02-07 12:22:08] [Cycle  27/ 30][Epoch 185/200] trn/posterior_energy  2.430e+04, trn/neg_log_likelihood  1.047e+04, trn/neg_log_prior  1.383e+04, trn/lr  4.426e-09, trn/temperature  1.000e+00, val/acc 8.290e-01, val/nll 5.514e-01
[2023-02-07 12:22:13] [Cycle  27/ 30][Epoch 186/200] trn/posterior_energy  2.426e+04, trn/neg_log_likelihood  1.043e+04, trn/neg_log_prior  1.383e+04, trn/lr  3.876e-09, trn/temperature  1.000e+00, val/acc 8.283e-01, val/nll 5.518e-01
[2023-02-07 12:22:17] [Cycle  27/ 30][Epoch 187/200] trn/posterior_energy  2.426e+04, trn/neg_log_likelihood  1.044e+04, trn/neg_log_prior  1.383e+04, trn/lr  3.362e-09, trn/temperature  1.000e+00, val/acc 8.274e-01, val/nll 5.547e-01
[2023-02-07 12:22:21] [Cycle  27/ 30][Epoch 188/200] trn/posterior_energy  2.426e+04, trn/neg_log_likelihood  1.043e+04, trn/neg_log_prior  1.383e+04, trn/lr  2.884e-09, trn/temperature  1.000e+00, val/acc 8.271e-01, val/nll 5.520e-01
[2023-02-07 12:22:25] [Cycle  27/ 30][Epoch 189/200] trn/posterior_energy  2.422e+04, trn/neg_log_likelihood  1.041e+04, trn/neg_log_prior  1.381e+04, trn/lr  2.443e-09, trn/temperature  1.000e+00, val/acc 8.298e-01, val/nll 5.538e-01
[2023-02-07 12:22:29] [Cycle  27/ 30][Epoch 190/200] trn/posterior_energy  2.421e+04, trn/neg_log_likelihood  1.041e+04, trn/neg_log_prior  1.380e+04, trn/lr  2.038e-09, trn/temperature  1.000e+00, val/acc 8.301e-01, val/nll 5.534e-01
[2023-02-07 12:22:33] [Cycle  27/ 30][Epoch 191/200] trn/posterior_energy  2.421e+04, trn/neg_log_likelihood  1.040e+04, trn/neg_log_prior  1.381e+04, trn/lr  1.669e-09, trn/temperature  1.000e+00, val/acc 8.284e-01, val/nll 5.502e-01
[2023-02-07 12:22:37] [Cycle  27/ 30][Epoch 192/200] trn/posterior_energy  2.420e+04, trn/neg_log_likelihood  1.040e+04, trn/neg_log_prior  1.380e+04, trn/lr  1.337e-09, trn/temperature  1.000e+00, val/acc 8.291e-01, val/nll 5.518e-01
[2023-02-07 12:22:41] [Cycle  27/ 30][Epoch 193/200] trn/posterior_energy  2.419e+04, trn/neg_log_likelihood  1.039e+04, trn/neg_log_prior  1.380e+04, trn/lr  1.042e-09, trn/temperature  1.000e+00, val/acc 8.294e-01, val/nll 5.523e-01
[2023-02-07 12:22:45] [Cycle  27/ 30][Epoch 194/200] trn/posterior_energy  2.417e+04, trn/neg_log_likelihood  1.037e+04, trn/neg_log_prior  1.380e+04, trn/lr  7.829e-10, trn/temperature  1.000e+00, val/acc 8.284e-01, val/nll 5.535e-01
[2023-02-07 12:22:49] [Cycle  27/ 30][Epoch 195/200] trn/posterior_energy  2.415e+04, trn/neg_log_likelihood  1.036e+04, trn/neg_log_prior  1.379e+04, trn/lr  5.612e-10, trn/temperature  1.000e+00, val/acc 8.290e-01, val/nll 5.529e-01
[2023-02-07 12:22:53] [Cycle  27/ 30][Epoch 196/200] trn/posterior_energy  2.413e+04, trn/neg_log_likelihood  1.034e+04, trn/neg_log_prior  1.379e+04, trn/lr  3.763e-10, trn/temperature  1.000e+00, val/acc 8.290e-01, val/nll 5.527e-01
[2023-02-07 12:22:57] [Cycle  27/ 30][Epoch 197/200] trn/posterior_energy  2.414e+04, trn/neg_log_likelihood  1.035e+04, trn/neg_log_prior  1.379e+04, trn/lr  2.283e-10, trn/temperature  1.000e+00, val/acc 8.291e-01, val/nll 5.522e-01
[2023-02-07 12:23:01] [Cycle  27/ 30][Epoch 198/200] trn/posterior_energy  2.413e+04, trn/neg_log_likelihood  1.034e+04, trn/neg_log_prior  1.379e+04, trn/lr  1.173e-10, trn/temperature  1.000e+00, val/acc 8.303e-01, val/nll 5.518e-01
[2023-02-07 12:23:05] [Cycle  27/ 30][Epoch 199/200] trn/posterior_energy  2.413e+04, trn/neg_log_likelihood  1.034e+04, trn/neg_log_prior  1.379e+04, trn/lr  4.323e-11, trn/temperature  1.000e+00, val/acc 8.308e-01, val/nll 5.519e-01
[2023-02-07 12:23:10] [Cycle  27/ 30][Epoch 200/200] trn/posterior_energy  2.412e+04, trn/neg_log_likelihood  1.033e+04, trn/neg_log_prior  1.379e+04, trn/lr  6.186e-12, trn/temperature  1.000e+00, val/acc 8.309e-01, val/nll 5.519e-01, val/ens_acc 8.773e-01, val/ens_nll 3.809e-01 (test_acc: 8.163e-01, test_nll: 5.721e-01, test_ens_acc: 8.713e-01, test_ens_nll: 3.894e-01)
[2023-02-07 12:23:14] [Cycle  28/ 30][Epoch   1/200] trn/posterior_energy  3.165e+04, trn/neg_log_likelihood  1.797e+04, trn/neg_log_prior  1.369e+04, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 7.930e-01, val/nll 6.145e-01
[2023-02-07 12:23:19] [Cycle  28/ 30][Epoch   2/200] trn/posterior_energy  3.140e+04, trn/neg_log_likelihood  1.766e+04, trn/neg_log_prior  1.374e+04, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 8.056e-01, val/nll 5.794e-01
[2023-02-07 12:23:23] [Cycle  28/ 30][Epoch   3/200] trn/posterior_energy  3.060e+04, trn/neg_log_likelihood  1.679e+04, trn/neg_log_prior  1.380e+04, trn/lr  2.999e-07, trn/temperature  1.000e+00, val/acc 7.887e-01, val/nll 6.414e-01
[2023-02-07 12:23:27] [Cycle  28/ 30][Epoch   4/200] trn/posterior_energy  2.987e+04, trn/neg_log_likelihood  1.605e+04, trn/neg_log_prior  1.382e+04, trn/lr  2.998e-07, trn/temperature  1.000e+00, val/acc 7.958e-01, val/nll 6.323e-01
[2023-02-07 12:23:31] [Cycle  28/ 30][Epoch   5/200] trn/posterior_energy  3.048e+04, trn/neg_log_likelihood  1.670e+04, trn/neg_log_prior  1.378e+04, trn/lr  2.996e-07, trn/temperature  1.000e+00, val/acc 8.088e-01, val/nll 5.593e-01
[2023-02-07 12:23:35] [Cycle  28/ 30][Epoch   6/200] trn/posterior_energy  3.064e+04, trn/neg_log_likelihood  1.685e+04, trn/neg_log_prior  1.379e+04, trn/lr  2.994e-07, trn/temperature  1.000e+00, val/acc 8.051e-01, val/nll 5.803e-01
[2023-02-07 12:23:39] [Cycle  28/ 30][Epoch   7/200] trn/posterior_energy  3.018e+04, trn/neg_log_likelihood  1.642e+04, trn/neg_log_prior  1.376e+04, trn/lr  2.992e-07, trn/temperature  1.000e+00, val/acc 8.020e-01, val/nll 5.862e-01
[2023-02-07 12:23:43] [Cycle  28/ 30][Epoch   8/200] trn/posterior_energy  3.027e+04, trn/neg_log_likelihood  1.658e+04, trn/neg_log_prior  1.369e+04, trn/lr  2.990e-07, trn/temperature  1.000e+00, val/acc 8.215e-01, val/nll 5.417e-01
[2023-02-07 12:23:47] [Cycle  28/ 30][Epoch   9/200] trn/posterior_energy  3.061e+04, trn/neg_log_likelihood  1.687e+04, trn/neg_log_prior  1.374e+04, trn/lr  2.987e-07, trn/temperature  1.000e+00, val/acc 8.168e-01, val/nll 5.468e-01
[2023-02-07 12:23:51] [Cycle  28/ 30][Epoch  10/200] trn/posterior_energy  3.025e+04, trn/neg_log_likelihood  1.636e+04, trn/neg_log_prior  1.389e+04, trn/lr  2.983e-07, trn/temperature  1.000e+00, val/acc 8.079e-01, val/nll 5.708e-01
[2023-02-07 12:23:55] [Cycle  28/ 30][Epoch  11/200] trn/posterior_energy  3.011e+04, trn/neg_log_likelihood  1.614e+04, trn/neg_log_prior  1.398e+04, trn/lr  2.980e-07, trn/temperature  1.000e+00, val/acc 8.094e-01, val/nll 5.807e-01
[2023-02-07 12:24:00] [Cycle  28/ 30][Epoch  12/200] trn/posterior_energy  3.038e+04, trn/neg_log_likelihood  1.630e+04, trn/neg_log_prior  1.409e+04, trn/lr  2.976e-07, trn/temperature  1.000e+00, val/acc 7.949e-01, val/nll 6.216e-01
[2023-02-07 12:24:04] [Cycle  28/ 30][Epoch  13/200] trn/posterior_energy  3.038e+04, trn/neg_log_likelihood  1.633e+04, trn/neg_log_prior  1.405e+04, trn/lr  2.971e-07, trn/temperature  1.000e+00, val/acc 8.124e-01, val/nll 5.606e-01
[2023-02-07 12:24:08] [Cycle  28/ 30][Epoch  14/200] trn/posterior_energy  3.036e+04, trn/neg_log_likelihood  1.630e+04, trn/neg_log_prior  1.407e+04, trn/lr  2.966e-07, trn/temperature  1.000e+00, val/acc 8.028e-01, val/nll 6.065e-01
[2023-02-07 12:24:12] [Cycle  28/ 30][Epoch  15/200] trn/posterior_energy  2.991e+04, trn/neg_log_likelihood  1.589e+04, trn/neg_log_prior  1.402e+04, trn/lr  2.961e-07, trn/temperature  1.000e+00, val/acc 8.001e-01, val/nll 6.071e-01
[2023-02-07 12:24:16] [Cycle  28/ 30][Epoch  16/200] trn/posterior_energy  3.060e+04, trn/neg_log_likelihood  1.660e+04, trn/neg_log_prior  1.400e+04, trn/lr  2.956e-07, trn/temperature  1.000e+00, val/acc 7.834e-01, val/nll 6.573e-01
[2023-02-07 12:24:20] [Cycle  28/ 30][Epoch  17/200] trn/posterior_energy  3.079e+04, trn/neg_log_likelihood  1.688e+04, trn/neg_log_prior  1.392e+04, trn/lr  2.950e-07, trn/temperature  1.000e+00, val/acc 8.069e-01, val/nll 5.912e-01
[2023-02-07 12:24:24] [Cycle  28/ 30][Epoch  18/200] trn/posterior_energy  3.047e+04, trn/neg_log_likelihood  1.656e+04, trn/neg_log_prior  1.391e+04, trn/lr  2.944e-07, trn/temperature  1.000e+00, val/acc 8.048e-01, val/nll 5.796e-01
[2023-02-07 12:24:29] [Cycle  28/ 30][Epoch  19/200] trn/posterior_energy  3.013e+04, trn/neg_log_likelihood  1.618e+04, trn/neg_log_prior  1.396e+04, trn/lr  2.937e-07, trn/temperature  1.000e+00, val/acc 8.063e-01, val/nll 5.685e-01
[2023-02-07 12:24:33] [Cycle  28/ 30][Epoch  20/200] trn/posterior_energy  3.003e+04, trn/neg_log_likelihood  1.596e+04, trn/neg_log_prior  1.406e+04, trn/lr  2.930e-07, trn/temperature  1.000e+00, val/acc 8.060e-01, val/nll 5.791e-01
[2023-02-07 12:24:37] [Cycle  28/ 30][Epoch  21/200] trn/posterior_energy  3.001e+04, trn/neg_log_likelihood  1.587e+04, trn/neg_log_prior  1.414e+04, trn/lr  2.923e-07, trn/temperature  1.000e+00, val/acc 8.091e-01, val/nll 5.872e-01
[2023-02-07 12:24:41] [Cycle  28/ 30][Epoch  22/200] trn/posterior_energy  3.069e+04, trn/neg_log_likelihood  1.642e+04, trn/neg_log_prior  1.427e+04, trn/lr  2.915e-07, trn/temperature  1.000e+00, val/acc 8.102e-01, val/nll 5.737e-01
[2023-02-07 12:24:45] [Cycle  28/ 30][Epoch  23/200] trn/posterior_energy  3.008e+04, trn/neg_log_likelihood  1.586e+04, trn/neg_log_prior  1.422e+04, trn/lr  2.907e-07, trn/temperature  1.000e+00, val/acc 7.941e-01, val/nll 6.197e-01
[2023-02-07 12:24:49] [Cycle  28/ 30][Epoch  24/200] trn/posterior_energy  3.024e+04, trn/neg_log_likelihood  1.600e+04, trn/neg_log_prior  1.425e+04, trn/lr  2.899e-07, trn/temperature  1.000e+00, val/acc 8.081e-01, val/nll 5.870e-01
[2023-02-07 12:24:53] [Cycle  28/ 30][Epoch  25/200] trn/posterior_energy  3.058e+04, trn/neg_log_likelihood  1.629e+04, trn/neg_log_prior  1.429e+04, trn/lr  2.890e-07, trn/temperature  1.000e+00, val/acc 8.097e-01, val/nll 6.016e-01
[2023-02-07 12:24:57] [Cycle  28/ 30][Epoch  26/200] trn/posterior_energy  2.973e+04, trn/neg_log_likelihood  1.548e+04, trn/neg_log_prior  1.425e+04, trn/lr  2.881e-07, trn/temperature  1.000e+00, val/acc 8.127e-01, val/nll 5.583e-01
[2023-02-07 12:25:01] [Cycle  28/ 30][Epoch  27/200] trn/posterior_energy  3.030e+04, trn/neg_log_likelihood  1.608e+04, trn/neg_log_prior  1.422e+04, trn/lr  2.872e-07, trn/temperature  1.000e+00, val/acc 8.082e-01, val/nll 5.809e-01
[2023-02-07 12:25:05] [Cycle  28/ 30][Epoch  28/200] trn/posterior_energy  3.020e+04, trn/neg_log_likelihood  1.602e+04, trn/neg_log_prior  1.418e+04, trn/lr  2.862e-07, trn/temperature  1.000e+00, val/acc 7.939e-01, val/nll 6.084e-01
[2023-02-07 12:25:10] [Cycle  28/ 30][Epoch  29/200] trn/posterior_energy  3.019e+04, trn/neg_log_likelihood  1.603e+04, trn/neg_log_prior  1.416e+04, trn/lr  2.852e-07, trn/temperature  1.000e+00, val/acc 8.179e-01, val/nll 5.444e-01
[2023-02-07 12:25:14] [Cycle  28/ 30][Epoch  30/200] trn/posterior_energy  3.059e+04, trn/neg_log_likelihood  1.635e+04, trn/neg_log_prior  1.424e+04, trn/lr  2.842e-07, trn/temperature  1.000e+00, val/acc 7.996e-01, val/nll 6.167e-01
[2023-02-07 12:25:18] [Cycle  28/ 30][Epoch  31/200] trn/posterior_energy  3.055e+04, trn/neg_log_likelihood  1.629e+04, trn/neg_log_prior  1.425e+04, trn/lr  2.831e-07, trn/temperature  1.000e+00, val/acc 8.176e-01, val/nll 5.411e-01
[2023-02-07 12:25:22] [Cycle  28/ 30][Epoch  32/200] trn/posterior_energy  2.995e+04, trn/neg_log_likelihood  1.575e+04, trn/neg_log_prior  1.420e+04, trn/lr  2.820e-07, trn/temperature  1.000e+00, val/acc 8.110e-01, val/nll 5.566e-01
[2023-02-07 12:25:26] [Cycle  28/ 30][Epoch  33/200] trn/posterior_energy  2.987e+04, trn/neg_log_likelihood  1.568e+04, trn/neg_log_prior  1.420e+04, trn/lr  2.809e-07, trn/temperature  1.000e+00, val/acc 8.211e-01, val/nll 5.301e-01
[2023-02-07 12:25:30] [Cycle  28/ 30][Epoch  34/200] trn/posterior_energy  3.023e+04, trn/neg_log_likelihood  1.603e+04, trn/neg_log_prior  1.419e+04, trn/lr  2.797e-07, trn/temperature  1.000e+00, val/acc 8.129e-01, val/nll 5.509e-01
[2023-02-07 12:25:34] [Cycle  28/ 30][Epoch  35/200] trn/posterior_energy  3.055e+04, trn/neg_log_likelihood  1.631e+04, trn/neg_log_prior  1.424e+04, trn/lr  2.785e-07, trn/temperature  1.000e+00, val/acc 8.184e-01, val/nll 5.386e-01
[2023-02-07 12:25:38] [Cycle  28/ 30][Epoch  36/200] trn/posterior_energy  2.968e+04, trn/neg_log_likelihood  1.546e+04, trn/neg_log_prior  1.422e+04, trn/lr  2.773e-07, trn/temperature  1.000e+00, val/acc 8.087e-01, val/nll 5.773e-01
[2023-02-07 12:25:42] [Cycle  28/ 30][Epoch  37/200] trn/posterior_energy  2.971e+04, trn/neg_log_likelihood  1.543e+04, trn/neg_log_prior  1.428e+04, trn/lr  2.760e-07, trn/temperature  1.000e+00, val/acc 8.077e-01, val/nll 5.655e-01
[2023-02-07 12:25:46] [Cycle  28/ 30][Epoch  38/200] trn/posterior_energy  3.029e+04, trn/neg_log_likelihood  1.587e+04, trn/neg_log_prior  1.441e+04, trn/lr  2.747e-07, trn/temperature  1.000e+00, val/acc 8.128e-01, val/nll 5.639e-01
[2023-02-07 12:25:50] [Cycle  28/ 30][Epoch  39/200] trn/posterior_energy  2.976e+04, trn/neg_log_likelihood  1.525e+04, trn/neg_log_prior  1.451e+04, trn/lr  2.734e-07, trn/temperature  1.000e+00, val/acc 8.153e-01, val/nll 5.672e-01
[2023-02-07 12:25:54] [Cycle  28/ 30][Epoch  40/200] trn/posterior_energy  2.996e+04, trn/neg_log_likelihood  1.543e+04, trn/neg_log_prior  1.453e+04, trn/lr  2.720e-07, trn/temperature  1.000e+00, val/acc 8.058e-01, val/nll 5.626e-01
[2023-02-07 12:25:58] [Cycle  28/ 30][Epoch  41/200] trn/posterior_energy  3.021e+04, trn/neg_log_likelihood  1.570e+04, trn/neg_log_prior  1.452e+04, trn/lr  2.707e-07, trn/temperature  1.000e+00, val/acc 8.124e-01, val/nll 5.595e-01
[2023-02-07 12:26:03] [Cycle  28/ 30][Epoch  42/200] trn/posterior_energy  3.009e+04, trn/neg_log_likelihood  1.561e+04, trn/neg_log_prior  1.448e+04, trn/lr  2.692e-07, trn/temperature  1.000e+00, val/acc 8.152e-01, val/nll 5.369e-01
[2023-02-07 12:26:07] [Cycle  28/ 30][Epoch  43/200] trn/posterior_energy  3.017e+04, trn/neg_log_likelihood  1.571e+04, trn/neg_log_prior  1.446e+04, trn/lr  2.678e-07, trn/temperature  1.000e+00, val/acc 8.147e-01, val/nll 5.529e-01
[2023-02-07 12:26:11] [Cycle  28/ 30][Epoch  44/200] trn/posterior_energy  2.987e+04, trn/neg_log_likelihood  1.546e+04, trn/neg_log_prior  1.441e+04, trn/lr  2.663e-07, trn/temperature  1.000e+00, val/acc 8.163e-01, val/nll 5.586e-01
[2023-02-07 12:26:15] [Cycle  28/ 30][Epoch  45/200] trn/posterior_energy  3.025e+04, trn/neg_log_likelihood  1.584e+04, trn/neg_log_prior  1.441e+04, trn/lr  2.648e-07, trn/temperature  1.000e+00, val/acc 8.114e-01, val/nll 5.672e-01
[2023-02-07 12:26:18] [Cycle  28/ 30][Epoch  46/200] trn/posterior_energy  3.034e+04, trn/neg_log_likelihood  1.585e+04, trn/neg_log_prior  1.449e+04, trn/lr  2.633e-07, trn/temperature  1.000e+00, val/acc 8.195e-01, val/nll 5.382e-01
[2023-02-07 12:26:23] [Cycle  28/ 30][Epoch  47/200] trn/posterior_energy  3.027e+04, trn/neg_log_likelihood  1.576e+04, trn/neg_log_prior  1.451e+04, trn/lr  2.617e-07, trn/temperature  1.000e+00, val/acc 8.115e-01, val/nll 5.607e-01
[2023-02-07 12:26:26] [Cycle  28/ 30][Epoch  48/200] trn/posterior_energy  3.017e+04, trn/neg_log_likelihood  1.564e+04, trn/neg_log_prior  1.452e+04, trn/lr  2.601e-07, trn/temperature  1.000e+00, val/acc 8.178e-01, val/nll 5.410e-01
[2023-02-07 12:26:30] [Cycle  28/ 30][Epoch  49/200] trn/posterior_energy  2.968e+04, trn/neg_log_likelihood  1.520e+04, trn/neg_log_prior  1.448e+04, trn/lr  2.585e-07, trn/temperature  1.000e+00, val/acc 8.207e-01, val/nll 5.525e-01
[2023-02-07 12:26:34] [Cycle  28/ 30][Epoch  50/200] trn/posterior_energy  3.015e+04, trn/neg_log_likelihood  1.575e+04, trn/neg_log_prior  1.440e+04, trn/lr  2.569e-07, trn/temperature  1.000e+00, val/acc 8.101e-01, val/nll 5.726e-01
[2023-02-07 12:26:38] [Cycle  28/ 30][Epoch  51/200] trn/posterior_energy  2.961e+04, trn/neg_log_likelihood  1.522e+04, trn/neg_log_prior  1.439e+04, trn/lr  2.552e-07, trn/temperature  1.000e+00, val/acc 8.146e-01, val/nll 5.648e-01
[2023-02-07 12:26:42] [Cycle  28/ 30][Epoch  52/200] trn/posterior_energy  2.977e+04, trn/neg_log_likelihood  1.541e+04, trn/neg_log_prior  1.436e+04, trn/lr  2.535e-07, trn/temperature  1.000e+00, val/acc 8.061e-01, val/nll 5.807e-01
[2023-02-07 12:26:46] [Cycle  28/ 30][Epoch  53/200] trn/posterior_energy  2.974e+04, trn/neg_log_likelihood  1.539e+04, trn/neg_log_prior  1.435e+04, trn/lr  2.518e-07, trn/temperature  1.000e+00, val/acc 8.061e-01, val/nll 5.859e-01
[2023-02-07 12:26:50] [Cycle  28/ 30][Epoch  54/200] trn/posterior_energy  2.927e+04, trn/neg_log_likelihood  1.503e+04, trn/neg_log_prior  1.424e+04, trn/lr  2.501e-07, trn/temperature  1.000e+00, val/acc 8.129e-01, val/nll 5.635e-01
[2023-02-07 12:26:54] [Cycle  28/ 30][Epoch  55/200] trn/posterior_energy  2.981e+04, trn/neg_log_likelihood  1.568e+04, trn/neg_log_prior  1.413e+04, trn/lr  2.483e-07, trn/temperature  1.000e+00, val/acc 8.153e-01, val/nll 5.624e-01
[2023-02-07 12:26:58] [Cycle  28/ 30][Epoch  56/200] trn/posterior_energy  2.880e+04, trn/neg_log_likelihood  1.474e+04, trn/neg_log_prior  1.406e+04, trn/lr  2.465e-07, trn/temperature  1.000e+00, val/acc 8.116e-01, val/nll 5.671e-01
[2023-02-07 12:27:02] [Cycle  28/ 30][Epoch  57/200] trn/posterior_energy  2.967e+04, trn/neg_log_likelihood  1.551e+04, trn/neg_log_prior  1.416e+04, trn/lr  2.447e-07, trn/temperature  1.000e+00, val/acc 7.976e-01, val/nll 6.063e-01
[2023-02-07 12:27:06] [Cycle  28/ 30][Epoch  58/200] trn/posterior_energy  2.948e+04, trn/neg_log_likelihood  1.540e+04, trn/neg_log_prior  1.408e+04, trn/lr  2.429e-07, trn/temperature  1.000e+00, val/acc 8.217e-01, val/nll 5.309e-01
[2023-02-07 12:27:10] [Cycle  28/ 30][Epoch  59/200] trn/posterior_energy  2.936e+04, trn/neg_log_likelihood  1.523e+04, trn/neg_log_prior  1.413e+04, trn/lr  2.410e-07, trn/temperature  1.000e+00, val/acc 8.232e-01, val/nll 5.401e-01
[2023-02-07 12:27:14] [Cycle  28/ 30][Epoch  60/200] trn/posterior_energy  2.904e+04, trn/neg_log_likelihood  1.494e+04, trn/neg_log_prior  1.410e+04, trn/lr  2.391e-07, trn/temperature  1.000e+00, val/acc 8.077e-01, val/nll 5.807e-01
[2023-02-07 12:27:18] [Cycle  28/ 30][Epoch  61/200] trn/posterior_energy  2.936e+04, trn/neg_log_likelihood  1.527e+04, trn/neg_log_prior  1.409e+04, trn/lr  2.372e-07, trn/temperature  1.000e+00, val/acc 8.159e-01, val/nll 5.609e-01
[2023-02-07 12:27:22] [Cycle  28/ 30][Epoch  62/200] trn/posterior_energy  2.923e+04, trn/neg_log_likelihood  1.505e+04, trn/neg_log_prior  1.418e+04, trn/lr  2.353e-07, trn/temperature  1.000e+00, val/acc 8.081e-01, val/nll 5.675e-01
[2023-02-07 12:27:26] [Cycle  28/ 30][Epoch  63/200] trn/posterior_energy  2.918e+04, trn/neg_log_likelihood  1.501e+04, trn/neg_log_prior  1.417e+04, trn/lr  2.333e-07, trn/temperature  1.000e+00, val/acc 8.119e-01, val/nll 5.850e-01
