[2023-02-05 21:59:38] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 21:59:38] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.97
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.97_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 21:59:43] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 22:00:26] [Epoch     1/  500] trn/posterior_energy  4.226e+06, trn/neg_log_likelihood  8.086e+04, trn/neg_log_prior  4.145e+06, trn/lr  3.000e-07, val/acc 4.091e-01, val/nll 1.581e+00 (best_acc: 0.000e+00 -> 4.091e-01, test_acc: 4.145e-01, test_nll: 1.574e+00)
[2023-02-05 22:20:10] [Epoch    96/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.480e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.738e-07, val/acc 8.251e-01, val/nll 5.643e-01
[2023-02-05 22:20:22] [Epoch    97/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.755e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.733e-07, val/acc 8.222e-01, val/nll 5.604e-01
[2023-02-05 22:20:34] [Epoch    98/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  9.272e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.727e-07, val/acc 7.933e-01, val/nll 6.785e-01
[2023-02-05 22:20:46] [Epoch    99/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.663e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.722e-07, val/acc 8.012e-01, val/nll 6.277e-01
[2023-02-05 22:20:58] [Epoch   100/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.966e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.716e-07, val/acc 7.928e-01, val/nll 6.572e-01
[2023-02-05 22:21:11] [Epoch   101/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.449e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.711e-07, val/acc 8.160e-01, val/nll 6.012e-01
[2023-02-05 22:21:23] [Epoch   102/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.633e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.705e-07, val/acc 7.914e-01, val/nll 6.918e-01
[2023-02-05 22:21:37] [Epoch   103/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.287e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.700e-07, val/acc 8.320e-01, val/nll 5.494e-01 (best_acc: 8.315e-01 -> 8.320e-01, test_acc: 8.185e-01, test_nll: 5.861e-01)
[2023-02-05 22:21:49] [Epoch   104/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.855e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.694e-07, val/acc 8.195e-01, val/nll 6.145e-01
[2023-02-05 22:22:01] [Epoch   105/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  9.118e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.688e-07, val/acc 8.045e-01, val/nll 6.242e-01
[2023-02-05 22:22:13] [Epoch   106/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.705e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.682e-07, val/acc 8.105e-01, val/nll 6.191e-01
[2023-02-05 22:22:25] [Epoch   107/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  8.893e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.677e-07, val/acc 8.041e-01, val/nll 6.568e-01
[2023-02-05 22:22:37] [Epoch   108/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  9.244e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.671e-07, val/acc 8.249e-01, val/nll 5.803e-01
[2023-02-05 22:22:49] [Epoch   109/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  9.086e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.665e-07, val/acc 8.098e-01, val/nll 6.271e-01
[2023-02-05 22:23:01] [Epoch   110/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  8.616e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.659e-07, val/acc 8.171e-01, val/nll 6.188e-01
[2023-02-05 22:23:13] [Epoch   111/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  9.203e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.653e-07, val/acc 8.275e-01, val/nll 5.566e-01
[2023-02-05 22:23:25] [Epoch   112/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  9.109e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.647e-07, val/acc 7.847e-01, val/nll 7.164e-01
[2023-02-05 22:23:37] [Epoch   113/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  9.253e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.641e-07, val/acc 8.122e-01, val/nll 6.141e-01
[2023-02-05 22:23:49] [Epoch   114/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  8.885e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.634e-07, val/acc 8.137e-01, val/nll 6.059e-01
[2023-02-05 22:24:01] [Epoch   115/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.815e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.628e-07, val/acc 8.035e-01, val/nll 6.432e-01
[2023-02-05 22:24:13] [Epoch   116/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  8.904e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.622e-07, val/acc 7.806e-01, val/nll 7.281e-01
[2023-02-05 22:24:25] [Epoch   117/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  9.243e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.616e-07, val/acc 8.269e-01, val/nll 5.716e-01
[2023-02-05 22:24:38] [Epoch   118/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  8.649e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.609e-07, val/acc 8.070e-01, val/nll 6.213e-01
[2023-02-05 22:24:50] [Epoch   119/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.627e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.603e-07, val/acc 8.148e-01, val/nll 5.828e-01
[2023-02-05 22:25:02] [Epoch   120/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  8.545e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.597e-07, val/acc 8.092e-01, val/nll 6.530e-01
[2023-02-05 22:25:14] [Epoch   121/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  9.502e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.590e-07, val/acc 7.917e-01, val/nll 6.926e-01
[2023-02-05 22:25:26] [Epoch   122/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  8.718e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.584e-07, val/acc 8.004e-01, val/nll 6.614e-01
[2023-02-05 22:25:38] [Epoch   123/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.599e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.577e-07, val/acc 8.107e-01, val/nll 6.073e-01
[2023-02-05 22:25:50] [Epoch   124/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  8.697e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.571e-07, val/acc 8.249e-01, val/nll 5.757e-01
[2023-02-05 22:26:03] [Epoch   125/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.580e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.564e-07, val/acc 8.167e-01, val/nll 5.853e-01
[2023-02-05 22:26:15] [Epoch   126/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  8.881e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.557e-07, val/acc 8.186e-01, val/nll 5.825e-01
[2023-02-05 22:26:27] [Epoch   127/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.680e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.551e-07, val/acc 8.163e-01, val/nll 6.219e-01
[2023-02-05 22:26:39] [Epoch   128/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.568e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.544e-07, val/acc 8.171e-01, val/nll 6.011e-01
[2023-02-05 22:26:51] [Epoch   129/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.411e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.537e-07, val/acc 8.134e-01, val/nll 6.428e-01
[2023-02-05 22:27:03] [Epoch   130/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.496e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.530e-07, val/acc 8.143e-01, val/nll 5.933e-01
[2023-02-05 22:27:15] [Epoch   131/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.534e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.523e-07, val/acc 8.007e-01, val/nll 6.780e-01
[2023-02-05 22:27:27] [Epoch   132/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.635e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.516e-07, val/acc 8.105e-01, val/nll 6.067e-01
[2023-02-05 22:27:39] [Epoch   133/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.543e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.510e-07, val/acc 8.192e-01, val/nll 6.291e-01
[2023-02-05 22:27:51] [Epoch   134/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.344e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.503e-07, val/acc 8.035e-01, val/nll 6.598e-01
[2023-02-05 22:28:03] [Epoch   135/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.510e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.496e-07, val/acc 8.034e-01, val/nll 6.459e-01
[2023-02-05 22:28:15] [Epoch   136/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  7.892e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.488e-07, val/acc 8.179e-01, val/nll 6.026e-01
[2023-02-05 22:28:27] [Epoch   137/  500] trn/posterior_energy  4.027e+06, trn/neg_log_likelihood  9.127e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.481e-07, val/acc 8.261e-01, val/nll 5.869e-01
[2023-02-05 22:28:39] [Epoch   138/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  8.072e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.474e-07, val/acc 8.174e-01, val/nll 6.208e-01
[2023-02-05 22:28:52] [Epoch   139/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  8.187e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.467e-07, val/acc 8.171e-01, val/nll 6.226e-01
[2023-02-05 22:29:04] [Epoch   140/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.967e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.460e-07, val/acc 7.927e-01, val/nll 6.863e-01
[2023-02-05 22:29:16] [Epoch   141/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.095e+03, trn/neg_log_prior  4.018e+06, trn/lr  2.453e-07, val/acc 8.132e-01, val/nll 6.256e-01
[2023-02-05 22:29:29] [Epoch   142/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  8.044e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.445e-07, val/acc 8.205e-01, val/nll 5.916e-01
[2023-02-05 22:29:41] [Epoch   143/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  8.102e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.438e-07, val/acc 8.096e-01, val/nll 6.329e-01
[2023-02-05 22:29:53] [Epoch   144/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.331e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.430e-07, val/acc 8.236e-01, val/nll 5.752e-01
[2023-02-05 22:30:05] [Epoch   145/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  7.938e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.423e-07, val/acc 8.035e-01, val/nll 6.553e-01
[2023-02-05 22:30:17] [Epoch   146/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  7.712e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.416e-07, val/acc 8.212e-01, val/nll 6.055e-01
[2023-02-05 22:30:29] [Epoch   147/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  8.289e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.408e-07, val/acc 8.187e-01, val/nll 5.796e-01
[2023-02-05 22:30:42] [Epoch   148/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.276e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.401e-07, val/acc 8.181e-01, val/nll 5.913e-01
[2023-02-05 22:30:54] [Epoch   149/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.641e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.393e-07, val/acc 8.085e-01, val/nll 6.331e-01
[2023-02-05 22:31:06] [Epoch   150/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  8.705e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.385e-07, val/acc 8.137e-01, val/nll 6.356e-01
[2023-02-05 22:31:18] [Epoch   151/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  7.988e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.378e-07, val/acc 8.243e-01, val/nll 5.695e-01
[2023-02-05 22:31:30] [Epoch   152/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  7.566e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.370e-07, val/acc 8.114e-01, val/nll 6.197e-01
[2023-02-05 22:31:42] [Epoch   153/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  8.096e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.363e-07, val/acc 8.135e-01, val/nll 6.115e-01
[2023-02-05 22:31:54] [Epoch   154/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  8.039e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.355e-07, val/acc 8.024e-01, val/nll 6.655e-01
[2023-02-05 22:32:06] [Epoch   155/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  7.868e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.347e-07, val/acc 8.119e-01, val/nll 6.072e-01
[2023-02-05 22:32:18] [Epoch   156/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.559e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.339e-07, val/acc 8.258e-01, val/nll 5.934e-01
[2023-02-05 22:32:31] [Epoch   157/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.669e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.331e-07, val/acc 7.883e-01, val/nll 7.249e-01
[2023-02-05 22:32:43] [Epoch   158/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.927e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.324e-07, val/acc 7.872e-01, val/nll 7.069e-01
[2023-02-05 22:32:55] [Epoch   159/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.466e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.316e-07, val/acc 8.278e-01, val/nll 5.618e-01
[2023-02-05 22:33:07] [Epoch   160/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  8.173e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.308e-07, val/acc 8.181e-01, val/nll 6.107e-01
[2023-02-05 22:33:20] [Epoch   161/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  7.680e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.300e-07, val/acc 8.150e-01, val/nll 6.323e-01
[2023-02-05 22:33:32] [Epoch   162/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.699e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.292e-07, val/acc 8.169e-01, val/nll 6.149e-01
[2023-02-05 22:33:44] [Epoch   163/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.460e+03, trn/neg_log_prior  4.017e+06, trn/lr  2.284e-07, val/acc 8.270e-01, val/nll 5.745e-01
[2023-02-05 22:33:56] [Epoch   164/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.197e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.276e-07, val/acc 8.207e-01, val/nll 5.952e-01
[2023-02-05 22:34:08] [Epoch   165/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.486e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.268e-07, val/acc 8.148e-01, val/nll 5.912e-01
[2023-02-05 22:34:20] [Epoch   166/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.671e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.260e-07, val/acc 8.183e-01, val/nll 6.027e-01
[2023-02-05 22:34:32] [Epoch   167/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.526e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.251e-07, val/acc 8.190e-01, val/nll 5.960e-01
[2023-02-05 22:34:44] [Epoch   168/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.795e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.243e-07, val/acc 8.061e-01, val/nll 6.321e-01
[2023-02-05 22:34:56] [Epoch   169/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.325e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.235e-07, val/acc 8.090e-01, val/nll 6.578e-01
[2023-02-05 22:35:08] [Epoch   170/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.046e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.227e-07, val/acc 8.136e-01, val/nll 6.263e-01
[2023-02-05 22:35:21] [Epoch   171/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.421e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.219e-07, val/acc 8.069e-01, val/nll 6.508e-01
[2023-02-05 22:35:33] [Epoch   172/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.856e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.210e-07, val/acc 8.168e-01, val/nll 6.260e-01
[2023-02-05 22:35:45] [Epoch   173/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.399e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.202e-07, val/acc 7.906e-01, val/nll 7.029e-01
[2023-02-05 22:35:57] [Epoch   174/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  7.545e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.194e-07, val/acc 7.990e-01, val/nll 6.615e-01
[2023-02-05 22:36:09] [Epoch   175/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.164e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.185e-07, val/acc 8.185e-01, val/nll 6.224e-01
[2023-02-05 22:36:21] [Epoch   176/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.134e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.177e-07, val/acc 8.080e-01, val/nll 6.382e-01
[2023-02-05 22:36:33] [Epoch   177/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  6.588e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.168e-07, val/acc 8.031e-01, val/nll 6.722e-01
[2023-02-05 22:36:46] [Epoch   178/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.346e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.160e-07, val/acc 8.133e-01, val/nll 6.310e-01
[2023-02-05 22:36:58] [Epoch   179/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.282e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.151e-07, val/acc 8.104e-01, val/nll 6.446e-01
[2023-02-05 22:37:10] [Epoch   180/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  6.890e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.143e-07, val/acc 8.252e-01, val/nll 6.139e-01
[2023-02-05 22:37:22] [Epoch   181/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  6.797e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.134e-07, val/acc 8.250e-01, val/nll 5.829e-01
[2023-02-05 22:37:34] [Epoch   182/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  7.116e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.126e-07, val/acc 8.299e-01, val/nll 5.840e-01
[2023-02-05 22:37:46] [Epoch   183/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  7.442e+03, trn/neg_log_prior  4.016e+06, trn/lr  2.117e-07, val/acc 8.252e-01, val/nll 5.776e-01
[2023-02-05 22:37:58] [Epoch   184/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  6.516e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.109e-07, val/acc 8.085e-01, val/nll 6.536e-01
[2023-02-05 22:38:10] [Epoch   185/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  6.986e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.100e-07, val/acc 8.102e-01, val/nll 6.429e-01
[2023-02-05 22:38:22] [Epoch   186/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  6.742e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.091e-07, val/acc 8.284e-01, val/nll 5.825e-01
[2023-02-05 22:38:34] [Epoch   187/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  6.749e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.083e-07, val/acc 8.188e-01, val/nll 5.956e-01
[2023-02-05 22:38:46] [Epoch   188/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.519e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.074e-07, val/acc 8.111e-01, val/nll 6.398e-01
[2023-02-05 22:38:58] [Epoch   189/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  6.867e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.065e-07, val/acc 8.126e-01, val/nll 6.438e-01
[2023-02-05 22:39:10] [Epoch   190/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  7.163e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.057e-07, val/acc 8.216e-01, val/nll 5.786e-01
[2023-02-05 22:39:22] [Epoch   191/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.272e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.048e-07, val/acc 8.222e-01, val/nll 6.145e-01
[2023-02-05 22:39:34] [Epoch   192/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  7.377e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.039e-07, val/acc 8.135e-01, val/nll 6.403e-01
[2023-02-05 22:39:46] [Epoch   193/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.403e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.030e-07, val/acc 8.226e-01, val/nll 6.003e-01
[2023-02-05 22:39:58] [Epoch   194/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.120e+03, trn/neg_log_prior  4.014e+06, trn/lr  2.021e-07, val/acc 8.175e-01, val/nll 6.116e-01
[2023-02-05 22:40:10] [Epoch   195/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.950e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.013e-07, val/acc 8.154e-01, val/nll 6.166e-01
[2023-02-05 22:40:22] [Epoch   196/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  6.857e+03, trn/neg_log_prior  4.015e+06, trn/lr  2.004e-07, val/acc 8.192e-01, val/nll 6.231e-01
[2023-02-05 22:40:35] [Epoch   197/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.472e+03, trn/neg_log_prior  4.015e+06, trn/lr  1.995e-07, val/acc 8.175e-01, val/nll 6.283e-01
[2023-02-05 22:40:47] [Epoch   198/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.307e+03, trn/neg_log_prior  4.015e+06, trn/lr  1.986e-07, val/acc 8.235e-01, val/nll 6.089e-01
[2023-02-05 22:40:59] [Epoch   199/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.198e+03, trn/neg_log_prior  4.014e+06, trn/lr  1.977e-07, val/acc 8.133e-01, val/nll 6.367e-01
[2023-02-05 22:41:11] [Epoch   200/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.520e+03, trn/neg_log_prior  4.014e+06, trn/lr  1.968e-07, val/acc 8.164e-01, val/nll 6.407e-01
[2023-02-05 22:41:23] [Epoch   201/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.603e+03, trn/neg_log_prior  4.014e+06, trn/lr  1.959e-07, val/acc 8.260e-01, val/nll 5.918e-01
[2023-02-05 22:41:35] [Epoch   202/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  6.637e+03, trn/neg_log_prior  4.014e+06, trn/lr  1.950e-07, val/acc 8.273e-01, val/nll 5.750e-01
[2023-02-05 22:41:47] [Epoch   203/  500] trn/posterior_energy  4.020e+06, trn/neg_log_likelihood  5.749e+03, trn/neg_log_prior  4.014e+06, trn/lr  1.941e-07, val/acc 8.088e-01, val/nll 6.639e-01
[2023-02-05 22:41:59] [Epoch   204/  500] trn/posterior_energy  4.020e+06, trn/neg_log_likelihood  6.193e+03, trn/neg_log_prior  4.014e+06, trn/lr  1.932e-07, val/acc 8.275e-01, val/nll 5.816e-01
[2023-02-05 22:42:12] [Epoch   205/  500] trn/posterior_energy  4.020e+06, trn/neg_log_likelihood  6.487e+03, trn/neg_log_prior  4.014e+06, trn/lr  1.923e-07, val/acc 8.281e-01, val/nll 5.872e-01
