[2023-02-04 20:54:18] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-04 20:54:18] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.7
- args.prior_precision   : 5.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.70_pr-01/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 20:54:24] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-04 20:55:08] [Epoch     1/  500] trn/posterior_energy -3.804e+05, trn/neg_log_likelihood  8.824e+04, trn/neg_log_prior -4.686e+05, trn/lr  3.000e-06, val/acc 3.037e-01, val/nll 1.841e+00 (best_acc: 0.000e+00 -> 3.037e-01, test_acc: 3.054e-01, test_nll: 1.835e+00)
[2023-02-04 20:55:22] [Epoch     2/  500] trn/posterior_energy -4.008e+05, trn/neg_log_likelihood  6.873e+04, trn/neg_log_prior -4.695e+05, trn/lr  3.000e-06, val/acc 3.728e-01, val/nll 1.675e+00 (best_acc: 3.037e-01 -> 3.728e-01, test_acc: 3.707e-01, test_nll: 1.671e+00)
[2023-02-04 20:55:36] [Epoch     3/  500] trn/posterior_energy -4.111e+05, trn/neg_log_likelihood  5.909e+04, trn/neg_log_prior -4.702e+05, trn/lr  3.000e-06, val/acc 4.146e-01, val/nll 1.613e+00 (best_acc: 3.728e-01 -> 4.146e-01, test_acc: 4.218e-01, test_nll: 1.598e+00)
[2023-02-04 20:55:50] [Epoch     4/  500] trn/posterior_energy -4.194e+05, trn/neg_log_likelihood  5.144e+04, trn/neg_log_prior -4.709e+05, trn/lr  3.000e-06, val/acc 5.393e-01, val/nll 1.230e+00 (best_acc: 4.146e-01 -> 5.393e-01, test_acc: 5.401e-01, test_nll: 1.233e+00)
[2023-02-04 20:56:04] [Epoch     5/  500] trn/posterior_energy -4.274e+05, trn/neg_log_likelihood  4.403e+04, trn/neg_log_prior -4.714e+05, trn/lr  2.999e-06, val/acc 6.159e-01, val/nll 1.098e+00 (best_acc: 5.393e-01 -> 6.159e-01, test_acc: 6.144e-01, test_nll: 1.107e+00)
[2023-02-04 20:56:18] [Epoch     6/  500] trn/posterior_energy -4.339e+05, trn/neg_log_likelihood  3.798e+04, trn/neg_log_prior -4.719e+05, trn/lr  2.999e-06, val/acc 6.789e-01, val/nll 9.168e-01 (best_acc: 6.159e-01 -> 6.789e-01, test_acc: 6.784e-01, test_nll: 9.170e-01)
[2023-02-04 20:56:32] [Epoch     7/  500] trn/posterior_energy -4.401e+05, trn/neg_log_likelihood  3.220e+04, trn/neg_log_prior -4.723e+05, trn/lr  2.999e-06, val/acc 7.060e-01, val/nll 8.107e-01 (best_acc: 6.789e-01 -> 7.060e-01, test_acc: 7.058e-01, test_nll: 8.295e-01)
[2023-02-04 20:56:46] [Epoch     8/  500] trn/posterior_energy -4.451e+05, trn/neg_log_likelihood  2.751e+04, trn/neg_log_prior -4.726e+05, trn/lr  2.998e-06, val/acc 7.427e-01, val/nll 7.247e-01 (best_acc: 7.060e-01 -> 7.427e-01, test_acc: 7.526e-01, test_nll: 7.170e-01)
[2023-02-04 20:56:58] [Epoch     9/  500] trn/posterior_energy -4.494e+05, trn/neg_log_likelihood  2.356e+04, trn/neg_log_prior -4.730e+05, trn/lr  2.998e-06, val/acc 7.298e-01, val/nll 8.312e-01
[2023-02-04 20:57:13] [Epoch    10/  500] trn/posterior_energy -4.529e+05, trn/neg_log_likelihood  2.035e+04, trn/neg_log_prior -4.733e+05, trn/lr  2.997e-06, val/acc 7.783e-01, val/nll 6.488e-01 (best_acc: 7.427e-01 -> 7.783e-01, test_acc: 7.782e-01, test_nll: 6.542e-01)
[2023-02-04 20:57:25] [Epoch    11/  500] trn/posterior_energy -4.564e+05, trn/neg_log_likelihood  1.713e+04, trn/neg_log_prior -4.735e+05, trn/lr  2.997e-06, val/acc 7.757e-01, val/nll 6.495e-01
