[2023-02-04 07:57:43] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 07:57:43] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 45
- args.num_epochs_noisy  : 5
- args.prior_precision   : 40.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0045-0005_lr-0.0000003_mo-0.97_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 07:58:18] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  3.832e+05, trn/neg_log_likelihood  8.925e+04, trn/neg_log_prior  2.940e+05, trn/lr  2.999e-07, trn/temperature  0.000e+00, val/acc 2.792e-01, val/nll 1.925e+00
[2023-02-04 07:58:22] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  3.545e+05, trn/neg_log_likelihood  7.197e+04, trn/neg_log_prior  2.826e+05, trn/lr  2.993e-07, trn/temperature  0.000e+00, val/acc 3.910e-01, val/nll 1.567e+00
[2023-02-04 07:58:26] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  3.399e+05, trn/neg_log_likelihood  6.425e+04, trn/neg_log_prior  2.757e+05, trn/lr  2.981e-07, trn/temperature  0.000e+00, val/acc 3.537e-01, val/nll 1.718e+00
[2023-02-04 07:58:30] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  3.294e+05, trn/neg_log_likelihood  5.782e+04, trn/neg_log_prior  2.716e+05, trn/lr  2.964e-07, trn/temperature  0.000e+00, val/acc 5.229e-01, val/nll 1.296e+00
[2023-02-04 07:58:34] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  3.215e+05, trn/neg_log_likelihood  5.216e+04, trn/neg_log_prior  2.693e+05, trn/lr  2.940e-07, trn/temperature  0.000e+00, val/acc 5.322e-01, val/nll 1.284e+00
[2023-02-04 07:58:38] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  3.159e+05, trn/neg_log_likelihood  4.752e+04, trn/neg_log_prior  2.683e+05, trn/lr  2.911e-07, trn/temperature  0.000e+00, val/acc 5.899e-01, val/nll 1.122e+00
[2023-02-04 07:58:42] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  3.120e+05, trn/neg_log_likelihood  4.403e+04, trn/neg_log_prior  2.680e+05, trn/lr  2.876e-07, trn/temperature  0.000e+00, val/acc 5.417e-01, val/nll 1.325e+00
[2023-02-04 07:58:46] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  3.100e+05, trn/neg_log_likelihood  4.186e+04, trn/neg_log_prior  2.682e+05, trn/lr  2.836e-07, trn/temperature  0.000e+00, val/acc 6.544e-01, val/nll 9.621e-01
[2023-02-04 07:58:50] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  3.052e+05, trn/neg_log_likelihood  3.685e+04, trn/neg_log_prior  2.684e+05, trn/lr  2.791e-07, trn/temperature  0.000e+00, val/acc 6.981e-01, val/nll 8.778e-01
[2023-02-04 07:58:54] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  3.040e+05, trn/neg_log_likelihood  3.537e+04, trn/neg_log_prior  2.686e+05, trn/lr  2.740e-07, trn/temperature  0.000e+00, val/acc 6.961e-01, val/nll 8.634e-01
[2023-02-04 07:58:59] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  3.019e+05, trn/neg_log_likelihood  3.300e+04, trn/neg_log_prior  2.689e+05, trn/lr  2.685e-07, trn/temperature  0.000e+00, val/acc 6.677e-01, val/nll 9.529e-01
