[2023-02-04 02:45:37] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 02:45:37] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.97
- args.num_cycles        : 30
- args.num_epochs_quiet  : 45
- args.num_epochs_noisy  : 5
- args.prior_precision   : 40.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0045-0005_lr-0.0000001_mo-0.97_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 02:46:12] [Cycle   1/ 30][Epoch   1/ 50] trn/posterior_energy  3.881e+05, trn/neg_log_likelihood  8.975e+04, trn/neg_log_prior  2.984e+05, trn/lr  9.997e-08, trn/temperature  0.000e+00, val/acc 3.051e-01, val/nll 1.885e+00
[2023-02-04 02:46:16] [Cycle   1/ 30][Epoch   2/ 50] trn/posterior_energy  3.640e+05, trn/neg_log_likelihood  7.045e+04, trn/neg_log_prior  2.936e+05, trn/lr  9.977e-08, trn/temperature  0.000e+00, val/acc 4.179e-01, val/nll 1.576e+00
[2023-02-04 02:46:20] [Cycle   1/ 30][Epoch   3/ 50] trn/posterior_energy  3.525e+05, trn/neg_log_likelihood  6.305e+04, trn/neg_log_prior  2.895e+05, trn/lr  9.938e-08, trn/temperature  0.000e+00, val/acc 4.679e-01, val/nll 1.463e+00
[2023-02-04 02:46:25] [Cycle   1/ 30][Epoch   4/ 50] trn/posterior_energy  3.442e+05, trn/neg_log_likelihood  5.822e+04, trn/neg_log_prior  2.859e+05, trn/lr  9.879e-08, trn/temperature  0.000e+00, val/acc 5.023e-01, val/nll 1.344e+00
[2023-02-04 02:46:29] [Cycle   1/ 30][Epoch   5/ 50] trn/posterior_energy  3.367e+05, trn/neg_log_likelihood  5.382e+04, trn/neg_log_prior  2.829e+05, trn/lr  9.801e-08, trn/temperature  0.000e+00, val/acc 4.872e-01, val/nll 1.381e+00
[2023-02-04 02:46:33] [Cycle   1/ 30][Epoch   6/ 50] trn/posterior_energy  3.318e+05, trn/neg_log_likelihood  5.133e+04, trn/neg_log_prior  2.804e+05, trn/lr  9.704e-08, trn/temperature  0.000e+00, val/acc 5.560e-01, val/nll 1.203e+00
[2023-02-04 02:46:37] [Cycle   1/ 30][Epoch   7/ 50] trn/posterior_energy  3.253e+05, trn/neg_log_likelihood  4.688e+04, trn/neg_log_prior  2.784e+05, trn/lr  9.588e-08, trn/temperature  0.000e+00, val/acc 5.811e-01, val/nll 1.164e+00
[2023-02-04 02:46:41] [Cycle   1/ 30][Epoch   8/ 50] trn/posterior_energy  3.202e+05, trn/neg_log_likelihood  4.347e+04, trn/neg_log_prior  2.767e+05, trn/lr  9.454e-08, trn/temperature  0.000e+00, val/acc 6.312e-01, val/nll 1.031e+00
[2023-02-04 02:46:45] [Cycle   1/ 30][Epoch   9/ 50] trn/posterior_energy  3.150e+05, trn/neg_log_likelihood  3.968e+04, trn/neg_log_prior  2.753e+05, trn/lr  9.303e-08, trn/temperature  0.000e+00, val/acc 6.437e-01, val/nll 9.957e-01
[2023-02-04 02:46:50] [Cycle   1/ 30][Epoch  10/ 50] trn/posterior_energy  3.111e+05, trn/neg_log_likelihood  3.696e+04, trn/neg_log_prior  2.741e+05, trn/lr  9.135e-08, trn/temperature  0.000e+00, val/acc 6.751e-01, val/nll 9.212e-01
[2023-02-04 02:46:54] [Cycle   1/ 30][Epoch  11/ 50] trn/posterior_energy  3.074e+05, trn/neg_log_likelihood  3.426e+04, trn/neg_log_prior  2.731e+05, trn/lr  8.950e-08, trn/temperature  0.000e+00, val/acc 6.929e-01, val/nll 8.634e-01
[2023-02-04 02:46:58] [Cycle   1/ 30][Epoch  12/ 50] trn/posterior_energy  3.049e+05, trn/neg_log_likelihood  3.263e+04, trn/neg_log_prior  2.723e+05, trn/lr  8.750e-08, trn/temperature  0.000e+00, val/acc 7.031e-01, val/nll 8.613e-01
[2023-02-04 02:47:02] [Cycle   1/ 30][Epoch  13/ 50] trn/posterior_energy  3.015e+05, trn/neg_log_likelihood  2.987e+04, trn/neg_log_prior  2.716e+05, trn/lr  8.535e-08, trn/temperature  0.000e+00, val/acc 7.187e-01, val/nll 8.215e-01
[2023-02-04 02:47:06] [Cycle   1/ 30][Epoch  14/ 50] trn/posterior_energy  2.991e+05, trn/neg_log_likelihood  2.813e+04, trn/neg_log_prior  2.710e+05, trn/lr  8.306e-08, trn/temperature  0.000e+00, val/acc 7.406e-01, val/nll 7.540e-01
[2023-02-04 02:47:10] [Cycle   1/ 30][Epoch  15/ 50] trn/posterior_energy  2.978e+05, trn/neg_log_likelihood  2.723e+04, trn/neg_log_prior  2.705e+05, trn/lr  8.064e-08, trn/temperature  0.000e+00, val/acc 7.353e-01, val/nll 7.706e-01
[2023-02-04 02:47:14] [Cycle   1/ 30][Epoch  16/ 50] trn/posterior_energy  2.956e+05, trn/neg_log_likelihood  2.544e+04, trn/neg_log_prior  2.702e+05, trn/lr  7.810e-08, trn/temperature  0.000e+00, val/acc 7.556e-01, val/nll 6.983e-01
[2023-02-04 02:47:18] [Cycle   1/ 30][Epoch  17/ 50] trn/posterior_energy  2.934e+05, trn/neg_log_likelihood  2.354e+04, trn/neg_log_prior  2.698e+05, trn/lr  7.545e-08, trn/temperature  0.000e+00, val/acc 7.668e-01, val/nll 6.875e-01
[2023-02-04 02:47:22] [Cycle   1/ 30][Epoch  18/ 50] trn/posterior_energy  2.918e+05, trn/neg_log_likelihood  2.226e+04, trn/neg_log_prior  2.696e+05, trn/lr  7.270e-08, trn/temperature  0.000e+00, val/acc 7.622e-01, val/nll 7.015e-01
[2023-02-04 02:47:26] [Cycle   1/ 30][Epoch  19/ 50] trn/posterior_energy  2.907e+05, trn/neg_log_likelihood  2.133e+04, trn/neg_log_prior  2.693e+05, trn/lr  6.986e-08, trn/temperature  0.000e+00, val/acc 7.771e-01, val/nll 6.589e-01
[2023-02-04 02:47:30] [Cycle   1/ 30][Epoch  20/ 50] trn/posterior_energy  2.896e+05, trn/neg_log_likelihood  2.041e+04, trn/neg_log_prior  2.692e+05, trn/lr  6.694e-08, trn/temperature  0.000e+00, val/acc 7.785e-01, val/nll 6.451e-01
[2023-02-04 02:47:34] [Cycle   1/ 30][Epoch  21/ 50] trn/posterior_energy  2.875e+05, trn/neg_log_likelihood  1.849e+04, trn/neg_log_prior  2.690e+05, trn/lr  6.395e-08, trn/temperature  0.000e+00, val/acc 7.854e-01, val/nll 6.452e-01
[2023-02-04 02:47:39] [Cycle   1/ 30][Epoch  22/ 50] trn/posterior_energy  2.872e+05, trn/neg_log_likelihood  1.826e+04, trn/neg_log_prior  2.689e+05, trn/lr  6.091e-08, trn/temperature  0.000e+00, val/acc 7.841e-01, val/nll 6.433e-01
[2023-02-04 02:47:43] [Cycle   1/ 30][Epoch  23/ 50] trn/posterior_energy  2.856e+05, trn/neg_log_likelihood  1.672e+04, trn/neg_log_prior  2.688e+05, trn/lr  5.782e-08, trn/temperature  0.000e+00, val/acc 7.918e-01, val/nll 6.182e-01
[2023-02-04 02:47:47] [Cycle   1/ 30][Epoch  24/ 50] trn/posterior_energy  2.838e+05, trn/neg_log_likelihood  1.507e+04, trn/neg_log_prior  2.688e+05, trn/lr  5.471e-08, trn/temperature  0.000e+00, val/acc 7.947e-01, val/nll 6.319e-01
[2023-02-04 02:47:51] [Cycle   1/ 30][Epoch  25/ 50] trn/posterior_energy  2.822e+05, trn/neg_log_likelihood  1.354e+04, trn/neg_log_prior  2.687e+05, trn/lr  5.157e-08, trn/temperature  0.000e+00, val/acc 7.970e-01, val/nll 6.338e-01
[2023-02-04 02:47:55] [Cycle   1/ 30][Epoch  26/ 50] trn/posterior_energy  2.816e+05, trn/neg_log_likelihood  1.303e+04, trn/neg_log_prior  2.686e+05, trn/lr  4.843e-08, trn/temperature  0.000e+00, val/acc 7.915e-01, val/nll 6.281e-01
[2023-02-04 02:48:00] [Cycle   1/ 30][Epoch  27/ 50] trn/posterior_energy  2.801e+05, trn/neg_log_likelihood  1.153e+04, trn/neg_log_prior  2.685e+05, trn/lr  4.530e-08, trn/temperature  0.000e+00, val/acc 7.946e-01, val/nll 6.439e-01
[2023-02-04 02:48:04] [Cycle   1/ 30][Epoch  28/ 50] trn/posterior_energy  2.775e+05, trn/neg_log_likelihood  9.126e+03, trn/neg_log_prior  2.684e+05, trn/lr  4.218e-08, trn/temperature  0.000e+00, val/acc 7.959e-01, val/nll 6.559e-01
[2023-02-04 02:48:08] [Cycle   1/ 30][Epoch  29/ 50] trn/posterior_energy  2.779e+05, trn/neg_log_likelihood  9.593e+03, trn/neg_log_prior  2.683e+05, trn/lr  3.910e-08, trn/temperature  0.000e+00, val/acc 7.954e-01, val/nll 6.553e-01
[2023-02-04 02:48:12] [Cycle   1/ 30][Epoch  30/ 50] trn/posterior_energy  2.763e+05, trn/neg_log_likelihood  7.978e+03, trn/neg_log_prior  2.683e+05, trn/lr  3.606e-08, trn/temperature  0.000e+00, val/acc 7.958e-01, val/nll 6.733e-01
[2023-02-04 02:48:16] [Cycle   1/ 30][Epoch  31/ 50] trn/posterior_energy  2.744e+05, trn/neg_log_likelihood  6.208e+03, trn/neg_log_prior  2.682e+05, trn/lr  3.307e-08, trn/temperature  0.000e+00, val/acc 8.022e-01, val/nll 6.778e-01
[2023-02-04 02:48:20] [Cycle   1/ 30][Epoch  32/ 50] trn/posterior_energy  2.727e+05, trn/neg_log_likelihood  4.649e+03, trn/neg_log_prior  2.680e+05, trn/lr  3.015e-08, trn/temperature  0.000e+00, val/acc 7.865e-01, val/nll 7.445e-01
[2023-02-04 02:48:25] [Cycle   1/ 30][Epoch  33/ 50] trn/posterior_energy  2.714e+05, trn/neg_log_likelihood  3.601e+03, trn/neg_log_prior  2.678e+05, trn/lr  2.731e-08, trn/temperature  0.000e+00, val/acc 8.077e-01, val/nll 6.722e-01
[2023-02-04 02:48:29] [Cycle   1/ 30][Epoch  34/ 50] trn/posterior_energy  2.699e+05, trn/neg_log_likelihood  2.352e+03, trn/neg_log_prior  2.676e+05, trn/lr  2.455e-08, trn/temperature  0.000e+00, val/acc 8.135e-01, val/nll 6.637e-01
[2023-02-04 02:48:33] [Cycle   1/ 30][Epoch  35/ 50] trn/posterior_energy  2.686e+05, trn/neg_log_likelihood  1.227e+03, trn/neg_log_prior  2.673e+05, trn/lr  2.190e-08, trn/temperature  0.000e+00, val/acc 8.144e-01, val/nll 6.875e-01
[2023-02-04 02:48:37] [Cycle   1/ 30][Epoch  36/ 50] trn/posterior_energy  2.677e+05, trn/neg_log_likelihood  6.362e+02, trn/neg_log_prior  2.671e+05, trn/lr  1.936e-08, trn/temperature  0.000e+00, val/acc 8.178e-01, val/nll 6.744e-01
[2023-02-04 02:48:41] [Cycle   1/ 30][Epoch  37/ 50] trn/posterior_energy  2.672e+05, trn/neg_log_likelihood  3.965e+02, trn/neg_log_prior  2.668e+05, trn/lr  1.694e-08, trn/temperature  0.000e+00, val/acc 8.181e-01, val/nll 6.775e-01
[2023-02-04 02:48:46] [Cycle   1/ 30][Epoch  38/ 50] trn/posterior_energy  2.669e+05, trn/neg_log_likelihood  3.190e+02, trn/neg_log_prior  2.665e+05, trn/lr  1.465e-08, trn/temperature  0.000e+00, val/acc 8.190e-01, val/nll 6.776e-01
[2023-02-04 02:48:50] [Cycle   1/ 30][Epoch  39/ 50] trn/posterior_energy  2.666e+05, trn/neg_log_likelihood  2.854e+02, trn/neg_log_prior  2.663e+05, trn/lr  1.250e-08, trn/temperature  0.000e+00, val/acc 8.168e-01, val/nll 6.818e-01
[2023-02-04 02:48:54] [Cycle   1/ 30][Epoch  40/ 50] trn/posterior_energy  2.664e+05, trn/neg_log_likelihood  2.682e+02, trn/neg_log_prior  2.662e+05, trn/lr  1.050e-08, trn/temperature  0.000e+00, val/acc 8.190e-01, val/nll 6.838e-01
[2023-02-04 02:48:58] [Cycle   1/ 30][Epoch  41/ 50] trn/posterior_energy  2.663e+05, trn/neg_log_likelihood  2.572e+02, trn/neg_log_prior  2.660e+05, trn/lr  8.654e-09, trn/temperature  0.000e+00, val/acc 8.174e-01, val/nll 6.839e-01
[2023-02-04 02:49:02] [Cycle   1/ 30][Epoch  42/ 50] trn/posterior_energy  2.661e+05, trn/neg_log_likelihood  2.501e+02, trn/neg_log_prior  2.659e+05, trn/lr  6.972e-09, trn/temperature  0.000e+00, val/acc 8.185e-01, val/nll 6.858e-01
[2023-02-04 02:49:06] [Cycle   1/ 30][Epoch  43/ 50] trn/posterior_energy  2.661e+05, trn/neg_log_likelihood  2.449e+02, trn/neg_log_prior  2.658e+05, trn/lr  5.458e-09, trn/temperature  0.000e+00, val/acc 8.184e-01, val/nll 6.855e-01
[2023-02-04 02:49:10] [Cycle   1/ 30][Epoch  44/ 50] trn/posterior_energy  2.660e+05, trn/neg_log_likelihood  2.410e+02, trn/neg_log_prior  2.657e+05, trn/lr  4.121e-09, trn/temperature  0.000e+00, val/acc 8.192e-01, val/nll 6.860e-01
