[2023-02-05 03:30:57] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 03:30:57] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.7
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.70_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 03:31:12] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 03:31:54] [Epoch     1/  500] trn/posterior_energy  5.924e+06, trn/neg_log_likelihood  8.079e+04, trn/neg_log_prior  5.843e+06, trn/lr  3.000e-07, val/acc 4.014e-01, val/nll 1.646e+00 (best_acc: 0.000e+00 -> 4.014e-01, test_acc: 4.009e-01, test_nll: 1.650e+00)
[2023-02-05 03:32:08] [Epoch     2/  500] trn/posterior_energy  5.880e+06, trn/neg_log_likelihood  6.528e+04, trn/neg_log_prior  5.815e+06, trn/lr  3.000e-07, val/acc 4.295e-01, val/nll 1.572e+00 (best_acc: 4.014e-01 -> 4.295e-01, test_acc: 4.250e-01, test_nll: 1.580e+00)
[2023-02-05 03:32:22] [Epoch     3/  500] trn/posterior_energy  5.847e+06, trn/neg_log_likelihood  5.844e+04, trn/neg_log_prior  5.789e+06, trn/lr  3.000e-07, val/acc 4.767e-01, val/nll 1.429e+00 (best_acc: 4.295e-01 -> 4.767e-01, test_acc: 4.763e-01, test_nll: 1.422e+00)
[2023-02-05 03:32:35] [Epoch     4/  500] trn/posterior_energy  5.819e+06, trn/neg_log_likelihood  5.385e+04, trn/neg_log_prior  5.765e+06, trn/lr  3.000e-07, val/acc 5.108e-01, val/nll 1.369e+00 (best_acc: 4.767e-01 -> 5.108e-01, test_acc: 5.080e-01, test_nll: 1.375e+00)
[2023-02-05 03:32:49] [Epoch     5/  500] trn/posterior_energy  5.793e+06, trn/neg_log_likelihood  4.953e+04, trn/neg_log_prior  5.743e+06, trn/lr  2.999e-07, val/acc 5.610e-01, val/nll 1.223e+00 (best_acc: 5.108e-01 -> 5.610e-01, test_acc: 5.624e-01, test_nll: 1.228e+00)
[2023-02-05 03:33:02] [Epoch     6/  500] trn/posterior_energy  5.769e+06, trn/neg_log_likelihood  4.625e+04, trn/neg_log_prior  5.723e+06, trn/lr  2.999e-07, val/acc 5.931e-01, val/nll 1.155e+00 (best_acc: 5.610e-01 -> 5.931e-01, test_acc: 5.909e-01, test_nll: 1.166e+00)
[2023-02-05 03:33:16] [Epoch     7/  500] trn/posterior_energy  5.747e+06, trn/neg_log_likelihood  4.256e+04, trn/neg_log_prior  5.705e+06, trn/lr  2.999e-07, val/acc 6.222e-01, val/nll 1.030e+00 (best_acc: 5.931e-01 -> 6.222e-01, test_acc: 6.203e-01, test_nll: 1.047e+00)
[2023-02-05 03:33:29] [Epoch     8/  500] trn/posterior_energy  5.728e+06, trn/neg_log_likelihood  3.993e+04, trn/neg_log_prior  5.688e+06, trn/lr  2.998e-07, val/acc 6.604e-01, val/nll 9.463e-01 (best_acc: 6.222e-01 -> 6.604e-01, test_acc: 6.609e-01, test_nll: 9.610e-01)
[2023-02-05 03:33:41] [Epoch     9/  500] trn/posterior_energy  5.709e+06, trn/neg_log_likelihood  3.664e+04, trn/neg_log_prior  5.672e+06, trn/lr  2.998e-07, val/acc 6.499e-01, val/nll 9.940e-01
[2023-02-05 03:33:54] [Epoch    10/  500] trn/posterior_energy  5.692e+06, trn/neg_log_likelihood  3.427e+04, trn/neg_log_prior  5.658e+06, trn/lr  2.997e-07, val/acc 6.841e-01, val/nll 9.135e-01 (best_acc: 6.604e-01 -> 6.841e-01, test_acc: 6.793e-01, test_nll: 9.189e-01)
[2023-02-05 03:34:08] [Epoch    11/  500] trn/posterior_energy  5.677e+06, trn/neg_log_likelihood  3.201e+04, trn/neg_log_prior  5.645e+06, trn/lr  2.997e-07, val/acc 6.929e-01, val/nll 8.645e-01 (best_acc: 6.841e-01 -> 6.929e-01, test_acc: 6.911e-01, test_nll: 8.752e-01)
[2023-02-05 03:34:21] [Epoch    12/  500] trn/posterior_energy  5.663e+06, trn/neg_log_likelihood  2.993e+04, trn/neg_log_prior  5.633e+06, trn/lr  2.996e-07, val/acc 7.061e-01, val/nll 8.381e-01 (best_acc: 6.929e-01 -> 7.061e-01, test_acc: 6.954e-01, test_nll: 8.640e-01)
[2023-02-05 03:34:34] [Epoch    13/  500] trn/posterior_energy  5.649e+06, trn/neg_log_likelihood  2.773e+04, trn/neg_log_prior  5.622e+06, trn/lr  2.995e-07, val/acc 7.154e-01, val/nll 8.353e-01 (best_acc: 7.061e-01 -> 7.154e-01, test_acc: 7.110e-01, test_nll: 8.299e-01)
[2023-02-05 03:34:48] [Epoch    14/  500] trn/posterior_energy  5.638e+06, trn/neg_log_likelihood  2.608e+04, trn/neg_log_prior  5.611e+06, trn/lr  2.995e-07, val/acc 7.300e-01, val/nll 7.762e-01 (best_acc: 7.154e-01 -> 7.300e-01, test_acc: 7.345e-01, test_nll: 7.879e-01)
[2023-02-05 03:35:01] [Epoch    15/  500] trn/posterior_energy  5.626e+06, trn/neg_log_likelihood  2.426e+04, trn/neg_log_prior  5.602e+06, trn/lr  2.994e-07, val/acc 7.514e-01, val/nll 7.381e-01 (best_acc: 7.300e-01 -> 7.514e-01, test_acc: 7.413e-01, test_nll: 7.544e-01)
[2023-02-05 03:35:13] [Epoch    16/  500] trn/posterior_energy  5.616e+06, trn/neg_log_likelihood  2.236e+04, trn/neg_log_prior  5.594e+06, trn/lr  2.993e-07, val/acc 7.417e-01, val/nll 7.619e-01
[2023-02-05 03:35:26] [Epoch    17/  500] trn/posterior_energy  5.607e+06, trn/neg_log_likelihood  2.119e+04, trn/neg_log_prior  5.586e+06, trn/lr  2.992e-07, val/acc 7.577e-01, val/nll 7.119e-01 (best_acc: 7.514e-01 -> 7.577e-01, test_acc: 7.556e-01, test_nll: 7.272e-01)
[2023-02-05 03:35:40] [Epoch    18/  500] trn/posterior_energy  5.598e+06, trn/neg_log_likelihood  1.978e+04, trn/neg_log_prior  5.579e+06, trn/lr  2.991e-07, val/acc 7.650e-01, val/nll 6.834e-01 (best_acc: 7.577e-01 -> 7.650e-01, test_acc: 7.664e-01, test_nll: 6.894e-01)
[2023-02-05 03:35:51] [Epoch    19/  500] trn/posterior_energy  5.591e+06, trn/neg_log_likelihood  1.865e+04, trn/neg_log_prior  5.572e+06, trn/lr  2.990e-07, val/acc 7.638e-01, val/nll 7.013e-01
[2023-02-05 03:36:03] [Epoch    20/  500] trn/posterior_energy  5.583e+06, trn/neg_log_likelihood  1.721e+04, trn/neg_log_prior  5.566e+06, trn/lr  2.989e-07, val/acc 7.518e-01, val/nll 7.531e-01
[2023-02-05 03:36:16] [Epoch    21/  500] trn/posterior_energy  5.577e+06, trn/neg_log_likelihood  1.607e+04, trn/neg_log_prior  5.561e+06, trn/lr  2.988e-07, val/acc 7.756e-01, val/nll 6.837e-01 (best_acc: 7.650e-01 -> 7.756e-01, test_acc: 7.755e-01, test_nll: 6.907e-01)
[2023-02-05 03:36:28] [Epoch    22/  500] trn/posterior_energy  5.571e+06, trn/neg_log_likelihood  1.510e+04, trn/neg_log_prior  5.556e+06, trn/lr  2.986e-07, val/acc 7.499e-01, val/nll 7.563e-01
[2023-02-05 03:36:40] [Epoch    23/  500] trn/posterior_energy  5.565e+06, trn/neg_log_likelihood  1.386e+04, trn/neg_log_prior  5.551e+06, trn/lr  2.985e-07, val/acc 7.614e-01, val/nll 7.348e-01
[2023-02-05 03:36:53] [Epoch    24/  500] trn/posterior_energy  5.560e+06, trn/neg_log_likelihood  1.320e+04, trn/neg_log_prior  5.547e+06, trn/lr  2.984e-07, val/acc 7.804e-01, val/nll 6.672e-01 (best_acc: 7.756e-01 -> 7.804e-01, test_acc: 7.819e-01, test_nll: 6.646e-01)
[2023-02-05 03:37:05] [Epoch    25/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  1.234e+04, trn/neg_log_prior  5.543e+06, trn/lr  2.982e-07, val/acc 7.784e-01, val/nll 6.982e-01
[2023-02-05 03:37:16] [Epoch    26/  500] trn/posterior_energy  5.552e+06, trn/neg_log_likelihood  1.206e+04, trn/neg_log_prior  5.540e+06, trn/lr  2.981e-07, val/acc 7.777e-01, val/nll 6.946e-01
[2023-02-05 03:37:28] [Epoch    27/  500] trn/posterior_energy  5.548e+06, trn/neg_log_likelihood  1.107e+04, trn/neg_log_prior  5.537e+06, trn/lr  2.979e-07, val/acc 7.566e-01, val/nll 7.723e-01
[2023-02-05 03:37:39] [Epoch    28/  500] trn/posterior_energy  5.544e+06, trn/neg_log_likelihood  1.043e+04, trn/neg_log_prior  5.534e+06, trn/lr  2.978e-07, val/acc 7.727e-01, val/nll 7.264e-01
[2023-02-05 03:37:51] [Epoch    29/  500] trn/posterior_energy  5.541e+06, trn/neg_log_likelihood  1.002e+04, trn/neg_log_prior  5.531e+06, trn/lr  2.976e-07, val/acc 7.647e-01, val/nll 7.660e-01
[2023-02-05 03:38:05] [Epoch    30/  500] trn/posterior_energy  5.538e+06, trn/neg_log_likelihood  9.286e+03, trn/neg_log_prior  5.529e+06, trn/lr  2.974e-07, val/acc 7.815e-01, val/nll 7.190e-01 (best_acc: 7.804e-01 -> 7.815e-01, test_acc: 7.776e-01, test_nll: 7.336e-01)
[2023-02-05 03:38:18] [Epoch    31/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  9.296e+03, trn/neg_log_prior  5.526e+06, trn/lr  2.973e-07, val/acc 7.934e-01, val/nll 6.675e-01 (best_acc: 7.815e-01 -> 7.934e-01, test_acc: 7.928e-01, test_nll: 6.786e-01)
[2023-02-05 03:38:30] [Epoch    32/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  8.656e+03, trn/neg_log_prior  5.524e+06, trn/lr  2.971e-07, val/acc 7.895e-01, val/nll 6.934e-01
[2023-02-05 03:38:41] [Epoch    33/  500] trn/posterior_energy  5.531e+06, trn/neg_log_likelihood  8.247e+03, trn/neg_log_prior  5.522e+06, trn/lr  2.969e-07, val/acc 7.610e-01, val/nll 8.207e-01
[2023-02-05 03:38:53] [Epoch    34/  500] trn/posterior_energy  5.529e+06, trn/neg_log_likelihood  8.259e+03, trn/neg_log_prior  5.521e+06, trn/lr  2.967e-07, val/acc 7.830e-01, val/nll 7.291e-01
[2023-02-05 03:39:04] [Epoch    35/  500] trn/posterior_energy  5.527e+06, trn/neg_log_likelihood  7.622e+03, trn/neg_log_prior  5.519e+06, trn/lr  2.965e-07, val/acc 7.842e-01, val/nll 7.384e-01
