[2023-02-07 05:32:56] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-07 05:32:56] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.9
- args.num_cycles        : 30
- args.num_epochs_quiet  : 0
- args.num_epochs_noisy  : 200
- args.prior_precision   : 10.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0000-0200_lr-0.0000003_mo-0.90_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-07 05:33:35] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy  1.629e+05, trn/neg_log_likelihood  8.551e+04, trn/neg_log_prior  7.735e+04, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 2.906e-01, val/nll 1.885e+00
[2023-02-07 05:33:40] [Cycle   1/ 30][Epoch   2/200] trn/posterior_energy  1.503e+05, trn/neg_log_likelihood  6.904e+04, trn/neg_log_prior  8.127e+04, trn/lr  3.000e-07, trn/temperature  1.000e+00, val/acc 4.288e-01, val/nll 1.569e+00
[2023-02-07 05:33:46] [Cycle   1/ 30][Epoch   3/200] trn/posterior_energy  1.487e+05, trn/neg_log_likelihood  6.362e+04, trn/neg_log_prior  8.510e+04, trn/lr  2.999e-07, trn/temperature  1.000e+00, val/acc 4.334e-01, val/nll 1.519e+00
[2023-02-07 05:33:51] [Cycle   1/ 30][Epoch   4/200] trn/posterior_energy  1.487e+05, trn/neg_log_likelihood  5.987e+04, trn/neg_log_prior  8.882e+04, trn/lr  2.998e-07, trn/temperature  1.000e+00, val/acc 4.844e-01, val/nll 1.398e+00
[2023-02-07 05:33:56] [Cycle   1/ 30][Epoch   5/200] trn/posterior_energy  1.496e+05, trn/neg_log_likelihood  5.713e+04, trn/neg_log_prior  9.242e+04, trn/lr  2.996e-07, trn/temperature  1.000e+00, val/acc 4.736e-01, val/nll 1.441e+00
[2023-02-07 05:34:01] [Cycle   1/ 30][Epoch   6/200] trn/posterior_energy  1.510e+05, trn/neg_log_likelihood  5.511e+04, trn/neg_log_prior  9.587e+04, trn/lr  2.994e-07, trn/temperature  1.000e+00, val/acc 5.139e-01, val/nll 1.324e+00
[2023-02-07 05:34:07] [Cycle   1/ 30][Epoch   7/200] trn/posterior_energy  1.518e+05, trn/neg_log_likelihood  5.249e+04, trn/neg_log_prior  9.929e+04, trn/lr  2.992e-07, trn/temperature  1.000e+00, val/acc 5.296e-01, val/nll 1.285e+00
[2023-02-07 05:34:12] [Cycle   1/ 30][Epoch   8/200] trn/posterior_energy  1.526e+05, trn/neg_log_likelihood  5.006e+04, trn/neg_log_prior  1.025e+05, trn/lr  2.990e-07, trn/temperature  1.000e+00, val/acc 5.564e-01, val/nll 1.227e+00
[2023-02-07 05:34:17] [Cycle   1/ 30][Epoch   9/200] trn/posterior_energy  1.538e+05, trn/neg_log_likelihood  4.815e+04, trn/neg_log_prior  1.056e+05, trn/lr  2.987e-07, trn/temperature  1.000e+00, val/acc 5.622e-01, val/nll 1.196e+00
[2023-02-07 05:34:22] [Cycle   1/ 30][Epoch  10/200] trn/posterior_energy  1.549e+05, trn/neg_log_likelihood  4.628e+04, trn/neg_log_prior  1.086e+05, trn/lr  2.983e-07, trn/temperature  1.000e+00, val/acc 6.145e-01, val/nll 1.090e+00
[2023-02-07 05:34:28] [Cycle   1/ 30][Epoch  11/200] trn/posterior_energy  1.562e+05, trn/neg_log_likelihood  4.468e+04, trn/neg_log_prior  1.116e+05, trn/lr  2.980e-07, trn/temperature  1.000e+00, val/acc 6.200e-01, val/nll 1.065e+00
