[2023-02-05 00:14:28] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 00:14:28] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.7
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.70_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 00:14:34] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 00:15:18] [Epoch     1/  500] trn/posterior_energy  2.667e+06, trn/neg_log_likelihood  8.810e+04, trn/neg_log_prior  2.579e+06, trn/lr  3.000e-06, val/acc 3.257e-01, val/nll 1.804e+00 (best_acc: 0.000e+00 -> 3.257e-01, test_acc: 3.258e-01, test_nll: 1.794e+00)
[2023-02-05 00:15:33] [Epoch     2/  500] trn/posterior_energy  2.633e+06, trn/neg_log_likelihood  6.807e+04, trn/neg_log_prior  2.564e+06, trn/lr  3.000e-06, val/acc 4.488e-01, val/nll 1.478e+00 (best_acc: 3.257e-01 -> 4.488e-01, test_acc: 4.470e-01, test_nll: 1.482e+00)
[2023-02-05 00:15:47] [Epoch     3/  500] trn/posterior_energy  2.611e+06, trn/neg_log_likelihood  5.829e+04, trn/neg_log_prior  2.553e+06, trn/lr  3.000e-06, val/acc 4.494e-01, val/nll 1.505e+00 (best_acc: 4.488e-01 -> 4.494e-01, test_acc: 4.462e-01, test_nll: 1.502e+00)
[2023-02-05 00:16:01] [Epoch     4/  500] trn/posterior_energy  2.595e+06, trn/neg_log_likelihood  5.115e+04, trn/neg_log_prior  2.544e+06, trn/lr  3.000e-06, val/acc 5.643e-01, val/nll 1.170e+00 (best_acc: 4.494e-01 -> 5.643e-01, test_acc: 5.625e-01, test_nll: 1.183e+00)
[2023-02-05 00:16:15] [Epoch     5/  500] trn/posterior_energy  2.581e+06, trn/neg_log_likelihood  4.454e+04, trn/neg_log_prior  2.536e+06, trn/lr  2.999e-06, val/acc 6.010e-01, val/nll 1.102e+00 (best_acc: 5.643e-01 -> 6.010e-01, test_acc: 6.070e-01, test_nll: 1.110e+00)
[2023-02-05 00:16:28] [Epoch     6/  500] trn/posterior_energy  2.570e+06, trn/neg_log_likelihood  3.918e+04, trn/neg_log_prior  2.531e+06, trn/lr  2.999e-06, val/acc 6.897e-01, val/nll 8.831e-01 (best_acc: 6.010e-01 -> 6.897e-01, test_acc: 6.845e-01, test_nll: 8.955e-01)
[2023-02-05 00:16:40] [Epoch     7/  500] trn/posterior_energy  2.560e+06, trn/neg_log_likelihood  3.405e+04, trn/neg_log_prior  2.526e+06, trn/lr  2.999e-06, val/acc 6.769e-01, val/nll 8.874e-01
[2023-02-05 00:16:54] [Epoch     8/  500] trn/posterior_energy  2.553e+06, trn/neg_log_likelihood  2.998e+04, trn/neg_log_prior  2.523e+06, trn/lr  2.998e-06, val/acc 7.363e-01, val/nll 7.645e-01 (best_acc: 6.897e-01 -> 7.363e-01, test_acc: 7.369e-01, test_nll: 7.663e-01)
[2023-02-05 00:17:08] [Epoch     9/  500] trn/posterior_energy  2.546e+06, trn/neg_log_likelihood  2.626e+04, trn/neg_log_prior  2.520e+06, trn/lr  2.998e-06, val/acc 7.695e-01, val/nll 6.754e-01 (best_acc: 7.363e-01 -> 7.695e-01, test_acc: 7.691e-01, test_nll: 6.828e-01)
[2023-02-05 00:17:22] [Epoch    10/  500] trn/posterior_energy  2.542e+06, trn/neg_log_likelihood  2.358e+04, trn/neg_log_prior  2.518e+06, trn/lr  2.997e-06, val/acc 7.812e-01, val/nll 6.300e-01 (best_acc: 7.695e-01 -> 7.812e-01, test_acc: 7.852e-01, test_nll: 6.346e-01)
[2023-02-05 00:17:34] [Epoch    11/  500] trn/posterior_energy  2.538e+06, trn/neg_log_likelihood  2.119e+04, trn/neg_log_prior  2.517e+06, trn/lr  2.997e-06, val/acc 7.698e-01, val/nll 6.557e-01
