[2023-02-05 01:54:06] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Mar 15 2022, 12:22:08) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 01:54:06] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.7
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.70_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 01:54:12] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 01:54:53] [Epoch     1/  500] trn/posterior_energy  4.246e+06, trn/neg_log_likelihood  8.333e+04, trn/neg_log_prior  4.163e+06, trn/lr  1.000e-06, val/acc 3.509e-01, val/nll 1.737e+00 (best_acc: 0.000e+00 -> 3.509e-01, test_acc: 3.553e-01, test_nll: 1.737e+00)
[2023-02-05 01:55:06] [Epoch     2/  500] trn/posterior_energy  4.206e+06, trn/neg_log_likelihood  6.491e+04, trn/neg_log_prior  4.141e+06, trn/lr  1.000e-06, val/acc 4.201e-01, val/nll 1.645e+00 (best_acc: 3.509e-01 -> 4.201e-01, test_acc: 4.140e-01, test_nll: 1.652e+00)
[2023-02-05 01:55:19] [Epoch     3/  500] trn/posterior_energy  4.179e+06, trn/neg_log_likelihood  5.656e+04, trn/neg_log_prior  4.122e+06, trn/lr  9.999e-07, val/acc 4.393e-01, val/nll 1.546e+00 (best_acc: 4.201e-01 -> 4.393e-01, test_acc: 4.345e-01, test_nll: 1.537e+00)
[2023-02-05 01:55:32] [Epoch     4/  500] trn/posterior_energy  4.157e+06, trn/neg_log_likelihood  5.102e+04, trn/neg_log_prior  4.106e+06, trn/lr  9.999e-07, val/acc 5.624e-01, val/nll 1.219e+00 (best_acc: 4.393e-01 -> 5.624e-01, test_acc: 5.478e-01, test_nll: 1.234e+00)
[2023-02-05 01:55:45] [Epoch     5/  500] trn/posterior_energy  4.138e+06, trn/neg_log_likelihood  4.562e+04, trn/neg_log_prior  4.092e+06, trn/lr  9.998e-07, val/acc 6.045e-01, val/nll 1.104e+00 (best_acc: 5.624e-01 -> 6.045e-01, test_acc: 5.973e-01, test_nll: 1.110e+00)
[2023-02-05 01:55:59] [Epoch     6/  500] trn/posterior_energy  4.121e+06, trn/neg_log_likelihood  4.136e+04, trn/neg_log_prior  4.080e+06, trn/lr  9.997e-07, val/acc 6.537e-01, val/nll 1.006e+00 (best_acc: 6.045e-01 -> 6.537e-01, test_acc: 6.451e-01, test_nll: 1.016e+00)
[2023-02-05 01:56:12] [Epoch     7/  500] trn/posterior_energy  4.107e+06, trn/neg_log_likelihood  3.746e+04, trn/neg_log_prior  4.070e+06, trn/lr  9.996e-07, val/acc 6.596e-01, val/nll 9.372e-01 (best_acc: 6.537e-01 -> 6.596e-01, test_acc: 6.486e-01, test_nll: 9.616e-01)
[2023-02-05 01:56:26] [Epoch     8/  500] trn/posterior_energy  4.094e+06, trn/neg_log_likelihood  3.298e+04, trn/neg_log_prior  4.061e+06, trn/lr  9.994e-07, val/acc 7.155e-01, val/nll 8.132e-01 (best_acc: 6.596e-01 -> 7.155e-01, test_acc: 7.165e-01, test_nll: 8.098e-01)
[2023-02-05 01:56:37] [Epoch     9/  500] trn/posterior_energy  4.082e+06, trn/neg_log_likelihood  2.969e+04, trn/neg_log_prior  4.053e+06, trn/lr  9.993e-07, val/acc 7.118e-01, val/nll 8.549e-01
[2023-02-05 01:56:51] [Epoch    10/  500] trn/posterior_energy  4.073e+06, trn/neg_log_likelihood  2.693e+04, trn/neg_log_prior  4.046e+06, trn/lr  9.991e-07, val/acc 7.650e-01, val/nll 6.871e-01 (best_acc: 7.155e-01 -> 7.650e-01, test_acc: 7.691e-01, test_nll: 6.830e-01)
[2023-02-05 01:57:04] [Epoch    11/  500] trn/posterior_energy  4.065e+06, trn/neg_log_likelihood  2.440e+04, trn/neg_log_prior  4.040e+06, trn/lr  9.989e-07, val/acc 7.655e-01, val/nll 6.746e-01 (best_acc: 7.650e-01 -> 7.655e-01, test_acc: 7.639e-01, test_nll: 6.796e-01)
